"survey_code","poverty_line","income_concept"
"FI95",50,"pcy_PPP_2011"
"FI91",10,"ey_PPP_2011"
"FI91",10,"pcy_PPP_2011"
"FI91",30,"ey_PPP_2011"
"FI91",30,"pcy_PPP_2011"
"FI91",50,"ey_PPP_2011"
"FI91",50,"pcy_PPP_2011"
"FI87",10,"ey_PPP_2011"
"FI87",10,"pcy_PPP_2011"
"FI87",30,"ey_PPP_2011"
"FI87",30,"pcy_PPP_2011"
"FI87",50,"ey_PPP_2011"
"FI87",50,"pcy_PPP_2011"
"FR10",10,"ey_PPP_2011"
"FR10",10,"pcy_PPP_2011"
"FR10",30,"ey_PPP_2011"
"FR10",30,"pcy_PPP_2011"
"FR10",50,"ey_PPP_2011"
"FR10",50,"pcy_PPP_2011"
"FR05",10,"ey_PPP_2011"
"FR05",10,"pcy_PPP_2011"
"FR05",30,"ey_PPP_2011"
"FR05",30,"pcy_PPP_2011"
"FR05",50,"ey_PPP_2011"
"FR05",50,"pcy_PPP_2011"
"FR00",10,"ey_PPP_2011"
"FR00",10,"pcy_PPP_2011"
"FR00",30,"ey_PPP_2011"
"FR00",30,"pcy_PPP_2011"
"FR00",50,"ey_PPP_2011"
"FR00",50,"pcy_PPP_2011"
"FR94",10,"ey_PPP_2011"
"FR94",10,"pcy_PPP_2011"
"FR94",30,"ey_PPP_2011"
"FR94",30,"pcy_PPP_2011"
"FR94",50,"ey_PPP_2011"
"FR94",50,"pcy_PPP_2011"
"FR89",10,"ey_PPP_2011"
"FR89",10,"pcy_PPP_2011"
"FR89",30,"ey_PPP_2011"
"FR89",30,"pcy_PPP_2011"
"FR89",50,"ey_PPP_2011"
"FR89",50,"pcy_PPP_2011"
"FR84",10,"ey_PPP_2011"
"FR84",10,"pcy_PPP_2011"
"FR84",30,"ey_PPP_2011"
"FR84",30,"pcy_PPP_2011"
"FR84",50,"ey_PPP_2011"
"FR84",50,"pcy_PPP_2011"
"FR78",10,"ey_PPP_2011"
"FR78",10,"pcy_PPP_2011"
"FR78",30,"ey_PPP_2011"
"FR78",30,"pcy_PPP_2011"
"FR78",50,"ey_PPP_2011"
"FR78",50,"pcy_PPP_2011"
"GE19",10,"ey_PPP_2011"
"GE19",10,"pcy_PPP_2011"
"GE19",30,"ey_PPP_2011"
"GE19",30,"pcy_PPP_2011"
"GE19",50,"ey_PPP_2011"
"GE19",50,"pcy_PPP_2011"
"GE18",10,"ey_PPP_2011"
"GE18",10,"pcy_PPP_2011"
"GE18",30,"ey_PPP_2011"
"GE18",30,"pcy_PPP_2011"
"GE18",50,"ey_PPP_2011"
"GE18",50,"pcy_PPP_2011"
"GE17",10,"ey_PPP_2011"
"GE17",10,"pcy_PPP_2011"
"GE17",30,"ey_PPP_2011"
"GE17",30,"pcy_PPP_2011"
"GE17",50,"ey_PPP_2011"
"GE17",50,"pcy_PPP_2011"
"GE16",10,"ey_PPP_2011"
"GE16",10,"pcy_PPP_2011"
"GE16",30,"ey_PPP_2011"
"GE16",30,"pcy_PPP_2011"
"GE16",50,"ey_PPP_2011"
"GE16",50,"pcy_PPP_2011"
"GE15",10,"ey_PPP_2011"
"GE15",10,"pcy_PPP_2011"
"GE15",30,"ey_PPP_2011"
"GE15",30,"pcy_PPP_2011"
"GE15",50,"ey_PPP_2011"
"GE15",50,"pcy_PPP_2011"
"GE14",10,"ey_PPP_2011"
"GE14",10,"pcy_PPP_2011"
"GE14",30,"ey_PPP_2011"
"GE14",30,"pcy_PPP_2011"
"GE14",50,"ey_PPP_2011"
"GE14",50,"pcy_PPP_2011"
"GE13",10,"ey_PPP_2011"
"GE13",10,"pcy_PPP_2011"
"GE13",30,"ey_PPP_2011"
"GE13",30,"pcy_PPP_2011"
"GE13",50,"ey_PPP_2011"
"GE13",50,"pcy_PPP_2011"
"GE12",10,"ey_PPP_2011"
"GE12",10,"pcy_PPP_2011"
"GE12",30,"ey_PPP_2011"
"GE12",30,"pcy_PPP_2011"
"GE12",50,"ey_PPP_2011"
"GE12",50,"pcy_PPP_2011"
"GE11",10,"ey_PPP_2011"
"GE11",10,"pcy_PPP_2011"
"GE11",30,"ey_PPP_2011"
"GE11",30,"pcy_PPP_2011"
"GE11",50,"ey_PPP_2011"
"GE11",50,"pcy_PPP_2011"
"GE10",10,"ey_PPP_2011"
"GE10",10,"pcy_PPP_2011"
"GE10",30,"ey_PPP_2011"
"GE10",30,"pcy_PPP_2011"
"GE10",50,"ey_PPP_2011"
"GE10",50,"pcy_PPP_2011"
"GE09",10,"ey_PPP_2011"
"GE09",10,"pcy_PPP_2011"
"GE09",30,"ey_PPP_2011"
"GE09",30,"pcy_PPP_2011"
"GE09",50,"ey_PPP_2011"
"GE09",50,"pcy_PPP_2011"
"DE18",10,"ey_PPP_2011"
"DE18",10,"pcy_PPP_2011"
"DE18",30,"ey_PPP_2011"
"DE18",30,"pcy_PPP_2011"
"DE18",50,"ey_PPP_2011"
"DE18",50,"pcy_PPP_2011"
"DE17",10,"ey_PPP_2011"
"DE17",10,"pcy_PPP_2011"
"DE17",30,"ey_PPP_2011"
"DE17",30,"pcy_PPP_2011"
"DE17",50,"ey_PPP_2011"
"DE17",50,"pcy_PPP_2011"
"DE16",10,"ey_PPP_2011"
"DE16",10,"pcy_PPP_2011"
"DE16",30,"ey_PPP_2011"
"DE16",30,"pcy_PPP_2011"
"DE16",50,"ey_PPP_2011"
"DE16",50,"pcy_PPP_2011"
"DE15",10,"ey_PPP_2011"
"DE15",10,"pcy_PPP_2011"
"DE15",30,"ey_PPP_2011"
"DE15",30,"pcy_PPP_2011"
"DE15",50,"ey_PPP_2011"
"DE15",50,"pcy_PPP_2011"
"DE14",10,"ey_PPP_2011"
"DE14",10,"pcy_PPP_2011"
"DE14",30,"ey_PPP_2011"
"DE14",30,"pcy_PPP_2011"
"DE14",50,"ey_PPP_2011"
"DE14",50,"pcy_PPP_2011"
"DE13",10,"ey_PPP_2011"
"DE13",10,"pcy_PPP_2011"
"DE13",30,"ey_PPP_2011"
"DE13",30,"pcy_PPP_2011"
"DE13",50,"ey_PPP_2011"
"DE13",50,"pcy_PPP_2011"
"DE12",10,"ey_PPP_2011"
"DE12",10,"pcy_PPP_2011"
"DE12",30,"ey_PPP_2011"
"DE12",30,"pcy_PPP_2011"
"DE12",50,"ey_PPP_2011"
"DE12",50,"pcy_PPP_2011"
"DE11",10,"ey_PPP_2011"
"DE11",10,"pcy_PPP_2011"
"DE11",30,"ey_PPP_2011"
"DE11",30,"pcy_PPP_2011"
"DE11",50,"ey_PPP_2011"
"DE11",50,"pcy_PPP_2011"
"DE10",10,"ey_PPP_2011"
"DE10",10,"pcy_PPP_2011"
"DE10",30,"ey_PPP_2011"
"DE10",30,"pcy_PPP_2011"
"DE10",50,"ey_PPP_2011"
"DE10",50,"pcy_PPP_2011"
"DE09",10,"ey_PPP_2011"
"DE09",10,"pcy_PPP_2011"
"DE09",30,"ey_PPP_2011"
"DE09",30,"pcy_PPP_2011"
"DE09",50,"ey_PPP_2011"
"DE09",50,"pcy_PPP_2011"
"DE08",10,"ey_PPP_2011"
"DE08",10,"pcy_PPP_2011"
"DE08",30,"ey_PPP_2011"
"DE08",30,"pcy_PPP_2011"
"DE08",50,"ey_PPP_2011"
"DE08",50,"pcy_PPP_2011"
"DE07",10,"ey_PPP_2011"
"DE07",10,"pcy_PPP_2011"
"DE07",30,"ey_PPP_2011"
"DE07",30,"pcy_PPP_2011"
"DE07",50,"ey_PPP_2011"
"DE07",50,"pcy_PPP_2011"
"DE06",10,"ey_PPP_2011"
"DE06",10,"pcy_PPP_2011"
"DE06",30,"ey_PPP_2011"
"DE06",30,"pcy_PPP_2011"
"DE06",50,"ey_PPP_2011"
"DE06",50,"pcy_PPP_2011"
"DE05",10,"ey_PPP_2011"
"DE05",10,"pcy_PPP_2011"
"DE05",30,"ey_PPP_2011"
"DE05",30,"pcy_PPP_2011"
"DE05",50,"ey_PPP_2011"
"DE05",50,"pcy_PPP_2011"
"DE04",10,"ey_PPP_2011"
"DE04",10,"pcy_PPP_2011"
"DE04",30,"ey_PPP_2011"
"DE04",30,"pcy_PPP_2011"
"DE04",50,"ey_PPP_2011"
"DE04",50,"pcy_PPP_2011"
"DE03",10,"ey_PPP_2011"
"DE03",10,"pcy_PPP_2011"
"DE03",30,"ey_PPP_2011"
"DE03",30,"pcy_PPP_2011"
"DE03",50,"ey_PPP_2011"
"DE03",50,"pcy_PPP_2011"
"DE02",10,"ey_PPP_2011"
"DE02",10,"pcy_PPP_2011"
"DE02",30,"ey_PPP_2011"
"DE02",30,"pcy_PPP_2011"
"DE02",50,"ey_PPP_2011"
"DE02",50,"pcy_PPP_2011"
"DE01",10,"ey_PPP_2011"
"DE01",10,"pcy_PPP_2011"
"DE01",30,"ey_PPP_2011"
"DE01",30,"pcy_PPP_2011"
"DE01",50,"ey_PPP_2011"
"DE01",50,"pcy_PPP_2011"
"DE00",10,"ey_PPP_2011"
"DE00",10,"pcy_PPP_2011"
"DE00",30,"ey_PPP_2011"
"DE00",30,"pcy_PPP_2011"
"DE00",50,"ey_PPP_2011"
"DE00",50,"pcy_PPP_2011"
"DE99",10,"ey_PPP_2011"
"DE99",10,"pcy_PPP_2011"
"DE99",30,"ey_PPP_2011"
"DE99",30,"pcy_PPP_2011"
"DE99",50,"ey_PPP_2011"
"DE99",50,"pcy_PPP_2011"
"DE98",10,"ey_PPP_2011"
"DE98",10,"pcy_PPP_2011"
"DE98",30,"ey_PPP_2011"
"DE98",30,"pcy_PPP_2011"
"DE98",50,"ey_PPP_2011"
"DE98",50,"pcy_PPP_2011"
"DE97",10,"ey_PPP_2011"
"DE97",10,"pcy_PPP_2011"
"DE97",30,"ey_PPP_2011"
"DE97",30,"pcy_PPP_2011"
"DE97",50,"ey_PPP_2011"
"DE97",50,"pcy_PPP_2011"
"DE96",10,"ey_PPP_2011"
"DE96",10,"pcy_PPP_2011"
"DE96",30,"ey_PPP_2011"
"DE96",30,"pcy_PPP_2011"
"DE96",50,"ey_PPP_2011"
"DE96",50,"pcy_PPP_2011"
"DE95",10,"ey_PPP_2011"
"DE95",10,"pcy_PPP_2011"
"DE95",30,"ey_PPP_2011"
"DE95",30,"pcy_PPP_2011"
"DE95",50,"ey_PPP_2011"
"DE95",50,"pcy_PPP_2011"
"DE94",10,"ey_PPP_2011"
"DE94",10,"pcy_PPP_2011"
"DE94",30,"ey_PPP_2011"
"DE94",30,"pcy_PPP_2011"
"DE94",50,"ey_PPP_2011"
"DE94",50,"pcy_PPP_2011"
"DE93",10,"ey_PPP_2011"
"DE93",10,"pcy_PPP_2011"
"DE93",30,"ey_PPP_2011"
"DE93",30,"pcy_PPP_2011"
"DE93",50,"ey_PPP_2011"
"DE93",50,"pcy_PPP_2011"
"DE92",10,"ey_PPP_2011"
"DE92",10,"pcy_PPP_2011"
"DE92",30,"ey_PPP_2011"
"DE92",30,"pcy_PPP_2011"
"DE92",50,"ey_PPP_2011"
"DE92",50,"pcy_PPP_2011"
"DE91",10,"ey_PPP_2011"
"DE91",10,"pcy_PPP_2011"
"DE91",30,"ey_PPP_2011"
"DE91",30,"pcy_PPP_2011"
"DE91",50,"ey_PPP_2011"
"DE91",50,"pcy_PPP_2011"
"DE90",10,"ey_PPP_2011"
"DE90",10,"pcy_PPP_2011"
"DE90",30,"ey_PPP_2011"
"DE90",30,"pcy_PPP_2011"
"DE90",50,"ey_PPP_2011"
"DE90",50,"pcy_PPP_2011"
"DE89",10,"ey_PPP_2011"
"DE89",10,"pcy_PPP_2011"
"DE89",30,"ey_PPP_2011"
"DE89",30,"pcy_PPP_2011"
"DE89",50,"ey_PPP_2011"
"DE89",50,"pcy_PPP_2011"
"DE88",10,"ey_PPP_2011"
"DE88",10,"pcy_PPP_2011"
"DE88",30,"ey_PPP_2011"
"DE88",30,"pcy_PPP_2011"
"DE88",50,"ey_PPP_2011"
"DE88",50,"pcy_PPP_2011"
"DE87",10,"ey_PPP_2011"
"DE87",10,"pcy_PPP_2011"
"DE87",30,"ey_PPP_2011"
"DE87",30,"pcy_PPP_2011"
"DE87",50,"ey_PPP_2011"
"DE87",50,"pcy_PPP_2011"
"DE86",10,"ey_PPP_2011"
"DE86",10,"pcy_PPP_2011"
"DE86",30,"ey_PPP_2011"
"DE86",30,"pcy_PPP_2011"
"DE86",50,"ey_PPP_2011"
"DE86",50,"pcy_PPP_2011"
"DE85",10,"ey_PPP_2011"
"DE85",10,"pcy_PPP_2011"
"DE85",30,"ey_PPP_2011"
"DE85",30,"pcy_PPP_2011"
"DE85",50,"ey_PPP_2011"
"DE85",50,"pcy_PPP_2011"
"DE84",10,"ey_PPP_2011"
"DE84",10,"pcy_PPP_2011"
"DE84",30,"ey_PPP_2011"
"DE84",30,"pcy_PPP_2011"
"DE84",50,"ey_PPP_2011"
"DE84",50,"pcy_PPP_2011"
"DE83",10,"ey_PPP_2011"
"DE83",10,"pcy_PPP_2011"
"DE83",30,"ey_PPP_2011"
"DE83",30,"pcy_PPP_2011"
"DE83",50,"ey_PPP_2011"
"DE83",50,"pcy_PPP_2011"
"DE81",10,"ey_PPP_2011"
"DE81",10,"pcy_PPP_2011"
"DE81",30,"ey_PPP_2011"
"DE81",30,"pcy_PPP_2011"
"DE81",50,"ey_PPP_2011"
"DE81",50,"pcy_PPP_2011"
"DE78",10,"ey_PPP_2011"
"DE78",10,"pcy_PPP_2011"
"DE78",30,"ey_PPP_2011"
"DE78",30,"pcy_PPP_2011"
"DE78",50,"ey_PPP_2011"
"DE78",50,"pcy_PPP_2011"
"DE73",10,"ey_PPP_2011"
"DE73",10,"pcy_PPP_2011"
"DE73",30,"ey_PPP_2011"
"DE73",30,"pcy_PPP_2011"
"DE73",50,"ey_PPP_2011"
"DE73",50,"pcy_PPP_2011"
"GR16",10,"ey_PPP_2011"
"GR16",10,"pcy_PPP_2011"
"GR16",30,"ey_PPP_2011"
"GR16",30,"pcy_PPP_2011"
"GR16",50,"ey_PPP_2011"
"GR16",50,"pcy_PPP_2011"
"GR13",10,"ey_PPP_2011"
"GR13",10,"pcy_PPP_2011"
"GR13",30,"ey_PPP_2011"
"GR13",30,"pcy_PPP_2011"
"GR13",50,"ey_PPP_2011"
"GR13",50,"pcy_PPP_2011"
"GR10",10,"ey_PPP_2011"
"GR10",10,"pcy_PPP_2011"
"GR10",30,"ey_PPP_2011"
"GR10",30,"pcy_PPP_2011"
"GR10",50,"ey_PPP_2011"
"GR10",50,"pcy_PPP_2011"
"GR07",10,"ey_PPP_2011"
"GR07",10,"pcy_PPP_2011"
"GR07",30,"ey_PPP_2011"
"GR07",30,"pcy_PPP_2011"
"GR07",50,"ey_PPP_2011"
"GR07",50,"pcy_PPP_2011"
"GR04",10,"ey_PPP_2011"
"GR04",10,"pcy_PPP_2011"
"GR04",30,"ey_PPP_2011"
"GR04",30,"pcy_PPP_2011"
"GR04",50,"ey_PPP_2011"
"GR04",50,"pcy_PPP_2011"
"GR00",10,"ey_PPP_2011"
"GR00",10,"pcy_PPP_2011"
"GR00",30,"ey_PPP_2011"
"GR00",30,"pcy_PPP_2011"
"GR00",50,"ey_PPP_2011"
"GR00",50,"pcy_PPP_2011"
"GR95",10,"ey_PPP_2011"
"GR95",10,"pcy_PPP_2011"
"GR95",30,"ey_PPP_2011"
"GR95",30,"pcy_PPP_2011"
"GR95",50,"ey_PPP_2011"
"GR95",50,"pcy_PPP_2011"
"GT14",10,"ey_PPP_2011"
"GT14",10,"pcy_PPP_2011"
"GT14",30,"ey_PPP_2011"
"GT14",30,"pcy_PPP_2011"
"GT14",50,"ey_PPP_2011"
"GT14",50,"pcy_PPP_2011"
"GT11",10,"ey_PPP_2011"
"GT11",10,"pcy_PPP_2011"
"GT11",30,"ey_PPP_2011"
"GT11",30,"pcy_PPP_2011"
"GT11",50,"ey_PPP_2011"
"GT11",50,"pcy_PPP_2011"
"GT06",10,"ey_PPP_2011"
"GT06",10,"pcy_PPP_2011"
"GT06",30,"ey_PPP_2011"
"GT06",30,"pcy_PPP_2011"
"GT06",50,"ey_PPP_2011"
"GT06",50,"pcy_PPP_2011"
"HU15",10,"ey_PPP_2011"
"HU15",10,"pcy_PPP_2011"
"HU15",30,"ey_PPP_2011"
"HU15",30,"pcy_PPP_2011"
"HU15",50,"ey_PPP_2011"
"HU15",50,"pcy_PPP_2011"
"HU12",10,"ey_PPP_2011"
"HU12",10,"pcy_PPP_2011"
"HU12",30,"ey_PPP_2011"
"HU12",30,"pcy_PPP_2011"
"HU12",50,"ey_PPP_2011"
"HU12",50,"pcy_PPP_2011"
"HU09",10,"ey_PPP_2011"
"HU09",10,"pcy_PPP_2011"
"HU09",30,"ey_PPP_2011"
"HU09",30,"pcy_PPP_2011"
"HU09",50,"ey_PPP_2011"
"HU09",50,"pcy_PPP_2011"
"HU07",10,"ey_PPP_2011"
"HU07",10,"pcy_PPP_2011"
"HU07",30,"ey_PPP_2011"
"HU07",30,"pcy_PPP_2011"
"HU07",50,"ey_PPP_2011"
"HU07",50,"pcy_PPP_2011"
"HU05",10,"ey_PPP_2011"
"HU05",10,"pcy_PPP_2011"
"HU05",30,"ey_PPP_2011"
"HU05",30,"pcy_PPP_2011"
"HU05",50,"ey_PPP_2011"
"HU05",50,"pcy_PPP_2011"
"HU99",10,"ey_PPP_2011"
"HU99",10,"pcy_PPP_2011"
"HU99",30,"ey_PPP_2011"
"HU99",30,"pcy_PPP_2011"
"HU99",50,"ey_PPP_2011"
"HU99",50,"pcy_PPP_2011"
"HU94",10,"ey_PPP_2011"
"HU94",10,"pcy_PPP_2011"
"HU94",30,"ey_PPP_2011"
"HU94",30,"pcy_PPP_2011"
"HU94",50,"ey_PPP_2011"
"HU94",50,"pcy_PPP_2011"
"HU91",10,"ey_PPP_2011"
"HU91",10,"pcy_PPP_2011"
"HU91",30,"ey_PPP_2011"
"HU91",30,"pcy_PPP_2011"
"HU91",50,"ey_PPP_2011"
"HU91",50,"pcy_PPP_2011"
"IS10",10,"ey_PPP_2011"
"IS10",10,"pcy_PPP_2011"
"IS10",30,"ey_PPP_2011"
"IS10",30,"pcy_PPP_2011"
"IS10",50,"ey_PPP_2011"
"IS10",50,"pcy_PPP_2011"
"IS07",10,"ey_PPP_2011"
"IS07",10,"pcy_PPP_2011"
"IS07",30,"ey_PPP_2011"
"IS07",30,"pcy_PPP_2011"
"IS07",50,"ey_PPP_2011"
"IS07",50,"pcy_PPP_2011"
"IS04",10,"ey_PPP_2011"
"IS04",10,"pcy_PPP_2011"
"IS04",30,"ey_PPP_2011"
"IS04",30,"pcy_PPP_2011"
"IS04",50,"ey_PPP_2011"
"IS04",50,"pcy_PPP_2011"
"IN11",10,"ey_PPP_2011"
"IN11",10,"pcy_PPP_2011"
"IN11",30,"ey_PPP_2011"
"IN11",30,"pcy_PPP_2011"
"IN11",50,"ey_PPP_2011"
"IN11",50,"pcy_PPP_2011"
"IN04",10,"ey_PPP_2011"
"IN04",10,"pcy_PPP_2011"
"IN04",30,"ey_PPP_2011"
"IN04",30,"pcy_PPP_2011"
"IN04",50,"ey_PPP_2011"
"IN04",50,"pcy_PPP_2011"
"IE17",10,"ey_PPP_2011"
"IE17",10,"pcy_PPP_2011"
"IE17",30,"ey_PPP_2011"
"IE17",30,"pcy_PPP_2011"
"IE17",50,"ey_PPP_2011"
"IE17",50,"pcy_PPP_2011"
"IE16",10,"ey_PPP_2011"
"IE16",10,"pcy_PPP_2011"
"IE16",30,"ey_PPP_2011"
"IE16",30,"pcy_PPP_2011"
"IE16",50,"ey_PPP_2011"
"IE16",50,"pcy_PPP_2011"
"IE15",10,"ey_PPP_2011"
"IE15",10,"pcy_PPP_2011"
"IE15",30,"ey_PPP_2011"
"IE15",30,"pcy_PPP_2011"
"IE15",50,"ey_PPP_2011"
"IE15",50,"pcy_PPP_2011"
"IE14",10,"ey_PPP_2011"
"IE14",10,"pcy_PPP_2011"
"IE14",30,"ey_PPP_2011"
"IE14",30,"pcy_PPP_2011"
"IE14",50,"ey_PPP_2011"
"IE14",50,"pcy_PPP_2011"
"IE13",10,"ey_PPP_2011"
"IE13",10,"pcy_PPP_2011"
"IE13",30,"ey_PPP_2011"
"IE13",30,"pcy_PPP_2011"
"IE13",50,"ey_PPP_2011"
"IE13",50,"pcy_PPP_2011"
"IE12",10,"ey_PPP_2011"
"IE12",10,"pcy_PPP_2011"
"IE12",30,"ey_PPP_2011"
"IE12",30,"pcy_PPP_2011"
"IE12",50,"ey_PPP_2011"
"IE12",50,"pcy_PPP_2011"
"IE11",10,"ey_PPP_2011"
"IE11",10,"pcy_PPP_2011"
"IE11",30,"ey_PPP_2011"
"IE11",30,"pcy_PPP_2011"
"IE11",50,"ey_PPP_2011"
"IE11",50,"pcy_PPP_2011"
"IE10",10,"ey_PPP_2011"
"IE10",10,"pcy_PPP_2011"
"IE10",30,"ey_PPP_2011"
"IE10",30,"pcy_PPP_2011"
"IE10",50,"ey_PPP_2011"
"IE10",50,"pcy_PPP_2011"
"IE09",10,"ey_PPP_2011"
"IE09",10,"pcy_PPP_2011"
"IE09",30,"ey_PPP_2011"
"IE09",30,"pcy_PPP_2011"
"IE09",50,"ey_PPP_2011"
"IE09",50,"pcy_PPP_2011"
"IE08",10,"ey_PPP_2011"
"IE08",10,"pcy_PPP_2011"
"IE08",30,"ey_PPP_2011"
"IE08",30,"pcy_PPP_2011"
"IE08",50,"ey_PPP_2011"
"IE08",50,"pcy_PPP_2011"
"IE07",10,"ey_PPP_2011"
"IE07",10,"pcy_PPP_2011"
"IE07",30,"ey_PPP_2011"
"IE07",30,"pcy_PPP_2011"
"IE07",50,"ey_PPP_2011"
"IE07",50,"pcy_PPP_2011"
"IE06",10,"ey_PPP_2011"
"IE06",10,"pcy_PPP_2011"
"IE06",30,"ey_PPP_2011"
"IE06",30,"pcy_PPP_2011"
"IE06",50,"ey_PPP_2011"
"IE06",50,"pcy_PPP_2011"
"IE05",10,"ey_PPP_2011"
"IE05",10,"pcy_PPP_2011"
"IE05",30,"ey_PPP_2011"
"IE05",30,"pcy_PPP_2011"
"IE05",50,"ey_PPP_2011"
"IE05",50,"pcy_PPP_2011"
"IE04",10,"ey_PPP_2011"
"IE04",10,"pcy_PPP_2011"
"IE04",30,"ey_PPP_2011"
"IE04",30,"pcy_PPP_2011"
"IE04",50,"ey_PPP_2011"
"IE04",50,"pcy_PPP_2011"
"IE03",10,"ey_PPP_2011"
"IE03",10,"pcy_PPP_2011"
"IE03",30,"ey_PPP_2011"
"IE03",30,"pcy_PPP_2011"
"IE03",50,"ey_PPP_2011"
"IE03",50,"pcy_PPP_2011"
"IE02",10,"ey_PPP_2011"
"IE02",10,"pcy_PPP_2011"
"IE02",30,"ey_PPP_2011"
"IE02",30,"pcy_PPP_2011"
"IE02",50,"ey_PPP_2011"
"IE02",50,"pcy_PPP_2011"
"IE00",10,"ey_PPP_2011"
"IE00",10,"pcy_PPP_2011"
"IE00",30,"ey_PPP_2011"
"IE00",30,"pcy_PPP_2011"
"IE00",50,"ey_PPP_2011"
"IE00",50,"pcy_PPP_2011"
"IE96",10,"ey_PPP_2011"
"IE96",10,"pcy_PPP_2011"
"IE96",30,"ey_PPP_2011"
"IE96",30,"pcy_PPP_2011"
"IE96",50,"ey_PPP_2011"
"IE96",50,"pcy_PPP_2011"
"IE95",10,"ey_PPP_2011"
"IE95",10,"pcy_PPP_2011"
"IE95",30,"ey_PPP_2011"
"IE95",30,"pcy_PPP_2011"
"IE95",50,"ey_PPP_2011"
"IE95",50,"pcy_PPP_2011"
"IE94",10,"ey_PPP_2011"
"IE94",10,"pcy_PPP_2011"
"IE94",30,"ey_PPP_2011"
"IE94",30,"pcy_PPP_2011"
"IE94",50,"ey_PPP_2011"
"IE94",50,"pcy_PPP_2011"
"IE87",10,"ey_PPP_2011"
"IE87",10,"pcy_PPP_2011"
"IE87",30,"ey_PPP_2011"
"IE87",30,"pcy_PPP_2011"
"IE87",50,"ey_PPP_2011"
"IE87",50,"pcy_PPP_2011"
"IL18",10,"ey_PPP_2011"
"IL18",10,"pcy_PPP_2011"
"IL18",30,"ey_PPP_2011"
"IL18",30,"pcy_PPP_2011"
"IL18",50,"ey_PPP_2011"
"IL18",50,"pcy_PPP_2011"
"IL17",10,"ey_PPP_2011"
"IL17",10,"pcy_PPP_2011"
"IL17",30,"ey_PPP_2011"
"IL17",30,"pcy_PPP_2011"
"IL17",50,"ey_PPP_2011"
"IL17",50,"pcy_PPP_2011"
"IL16",10,"ey_PPP_2011"
"IL16",10,"pcy_PPP_2011"
"IL16",30,"ey_PPP_2011"
"IL16",30,"pcy_PPP_2011"
"IL16",50,"ey_PPP_2011"
"IL16",50,"pcy_PPP_2011"
"IL15",10,"ey_PPP_2011"
"IL15",10,"pcy_PPP_2011"
"IL15",30,"ey_PPP_2011"
"IL15",30,"pcy_PPP_2011"
"IL15",50,"ey_PPP_2011"
"IL15",50,"pcy_PPP_2011"
"IL14",10,"ey_PPP_2011"
"IL14",10,"pcy_PPP_2011"
"IL14",30,"ey_PPP_2011"
"IL14",30,"pcy_PPP_2011"
"IL14",50,"ey_PPP_2011"
"IL14",50,"pcy_PPP_2011"
"IL13",10,"ey_PPP_2011"
"IL13",10,"pcy_PPP_2011"
"IL13",30,"ey_PPP_2011"
"IL13",30,"pcy_PPP_2011"
"IL13",50,"ey_PPP_2011"
"IL13",50,"pcy_PPP_2011"
"IL12",10,"ey_PPP_2011"
"IL12",10,"pcy_PPP_2011"
"IL12",30,"ey_PPP_2011"
"IL12",30,"pcy_PPP_2011"
"IL12",50,"ey_PPP_2011"
"IL12",50,"pcy_PPP_2011"
"IL11",10,"ey_PPP_2011"
"IL11",10,"pcy_PPP_2011"
"IL11",30,"ey_PPP_2011"
"IL11",30,"pcy_PPP_2011"
"IL11",50,"ey_PPP_2011"
"IL11",50,"pcy_PPP_2011"
"IL10",10,"ey_PPP_2011"
"IL10",10,"pcy_PPP_2011"
"IL10",30,"ey_PPP_2011"
"IL10",30,"pcy_PPP_2011"
"IL10",50,"ey_PPP_2011"
"IL10",50,"pcy_PPP_2011"
"IL09",10,"ey_PPP_2011"
"IL09",10,"pcy_PPP_2011"
"IL09",30,"ey_PPP_2011"
"IL09",30,"pcy_PPP_2011"
"IL09",50,"ey_PPP_2011"
"IL09",50,"pcy_PPP_2011"
"IL08",10,"ey_PPP_2011"
"IL08",10,"pcy_PPP_2011"
"IL08",30,"ey_PPP_2011"
"IL08",30,"pcy_PPP_2011"
"IL08",50,"ey_PPP_2011"
"IL08",50,"pcy_PPP_2011"
"IL07",10,"ey_PPP_2011"
"IL07",10,"pcy_PPP_2011"
"IL07",30,"ey_PPP_2011"
"IL07",30,"pcy_PPP_2011"
"IL07",50,"ey_PPP_2011"
"IL07",50,"pcy_PPP_2011"
"IL06",10,"ey_PPP_2011"
"IL06",10,"pcy_PPP_2011"
"IL06",30,"ey_PPP_2011"
"IL06",30,"pcy_PPP_2011"
"IL06",50,"ey_PPP_2011"
"IL06",50,"pcy_PPP_2011"
"IL05",10,"ey_PPP_2011"
"IL05",10,"pcy_PPP_2011"
"IL05",30,"ey_PPP_2011"
"IL05",30,"pcy_PPP_2011"
"IL05",50,"ey_PPP_2011"
"IL05",50,"pcy_PPP_2011"
"IL04",10,"ey_PPP_2011"
"IL04",10,"pcy_PPP_2011"
"IL04",30,"ey_PPP_2011"
"IL04",30,"pcy_PPP_2011"
"IL04",50,"ey_PPP_2011"
"IL04",50,"pcy_PPP_2011"
"IL03",10,"ey_PPP_2011"
"IL03",10,"pcy_PPP_2011"
"IL03",30,"ey_PPP_2011"
"IL03",30,"pcy_PPP_2011"
"IL03",50,"ey_PPP_2011"
"IL03",50,"pcy_PPP_2011"
"IL02",10,"ey_PPP_2011"
"IL02",10,"pcy_PPP_2011"
