country,year,p0p100_gini,p0p10_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
FR,2010,.490169549226607,.0038,.181,.0236,.039,.0512,.0633,.0774,.4568,.0967,.1226,.1602,.3622,.0057,.0174,.0437,.1202,0,7657.441524970107,16180.41832869348,22904.70055162311,29183.68249765569,35365.66705121261,43370.23652583655,55314.75392093918,69765.79882012367,95688.38459632287,20648927.62562928,3320513.825392467,850582.5367083466,257618.5469999993,50714.75375771894,1940.992235973396,11972.97692613856,19779.89626320105,25986.16280195376,32107.44239252119,39232.89956441142,49043.34377674184,62175.72022182577,81231.07337837816,183676.5078228142,28887640.05895289,8816019.242319735,2218664.308489126,609843.3636754187,992,t
FR,2011,.489344440608022,.0041,.1826,.0243,.0396,.0515,.0631,.0769,.4531,.0965,.1212,.1585,.3643,.0067,.0173,.0454,.1238,0,8075.45720559876,16628.46012004812,23116.97209962504,29113.4475082184,35306.13702299066,43474.80572014747,55069.19255452366,69161.75180130145,95087.07909195822,23126371.57776535,3322190.457305744,903410.3453713296,259250.0091988801,50871.67282333906,2095.953076980958,12373.89077848415,20121.93282886222,26213.70850193369,32096.86797961334,39121.28076149528,49069.97563147271,61680.41994315459,80633.42322662364,185308.8838598475,34332984.76913948,8811393.524139937,2308012.875628119,629594.4087626612,992,t
FR,2012,.482988921458478,.0039,.1847,.0245,.0402,.0522,.0639,.078,.4597,.0977,.1231,.1609,.3556,.0041,.0129,.0387,.1135,0,7891.906285247764,16632.24602096574,23043.73449911515,29022.71643450294,35190.34067423438,43429.37490913599,54985.51108941343,69210.96851323056,95104.31146854878,14307782.4920124,3039007.679633644,824053.0318505601,250753.1420566576,50097.26026322377,1974.15150607948,12292.95082783151,20119.97460424966,26136.94609712119,32010.44500004552,39070.49746987611,48969.45343469444,61660.70714872145,80590.21173683973,178147.9175483161,20717275.01708837,6473248.924205066,1940202.027068073,568731.0906761758,992,t
FR,2013,.474268656859301,.0037,.1902,.0273,.0415,.0532,.0646,.0785,.46,.0983,.1234,.1598,.3498,.0046,.013,.0373,.1104,0,7905.222212613199,16569.8439299787,23119.84416239013,29169.19163552272,35494.64877902682,43934.98850409999,55407.96541249723,69631.20351508679,94846.60910953536,15840136.33228517,2729282.081176393,799542.3260200196,247052.8808287567,50183.29159786908,1872.846019456171,13691.64539443219,20805.09212203203,26689.16543786422,32405.74527516843,39418.80035429749,49319.71454372838,61920.62882896244,80185.64253188401,175523.3743742504,23186985.02639127,6543334.30528196,1871017.429312958,553912.6828396743,992,t
FR,2014,.474826749404976,.0037,.1898,.0266,.0413,.0536,.0646,.0787,.4606,.0984,.1235,.16,.3496,.0048,.0133,.0377,.1105,0,7904.830567690687,16330.80997893839,23179.7658355346,29274.80521629367,35621.93337884348,44133.81357642899,55608.61816113128,69898.0442556255,95204.57256871206,16358813.89638113,2765758.975421082,803493.6316432511,246889.0427028389,50317.75635459847,1878.198500063846,13404.17802130781,20768.66914423834,26945.6928621101,32510.57556609435,39582.24683529283,49523.10880682001,62145.30246617729,80496.60860035918,175923.3743884435,24030609.72995456,6704444.232669586,1898031.137843278,555899.4975315817,992,t
US,1913,,,,,,,,,,,,,.4603,,.032,.0945,.2149,,,,,,,,,,,,,,,19559.3,,,,,,,,,,90022.39999999999,,6260309.2,1848687.9,420370.2,992,t
US,1914,,,,,,,,,,,,,.4672,,.035,.0962,.2207,,,,,,,,,,,,,,,17733.4,,,,,,,,,,82845.60000000001,,6207429.8,1706572.6,391340.1,992,t
US,1915,,,,,,,,,,,,,.4603,,.0432,.0994,.2144,,,,,,,,,,,,,,,18118.3,,,,,,,,,,83402.8,,7834846.4,1801047.5,388417.3,992,t
US,1916,,,,,,,,,,,,,.4731,,.0497,.116,.2241,,,,,,,,,,,,,,,20639,,,,,,,,,,97635.60000000001,,10261458.6,2393661.8,462581.4,992,t
US,1917,,,,,,,,,,,,,.478,,.0397,.1046,.2242,,,,,,,,,,,,,,,20270.4,,,,,,,,,,96883.10000000001,,8047248.3,2119511.1,454419.3,992,t
US,1918,,,,,,,,,,,,,.4673,,.0292,.0862,.2076,,,,,,,,,,,,,,,21230.2,,,,,,,,,,99212.2,,6204267.3,1831041.9,440660,992,t
US,1919,,,,,,,,,,,,,.4852,,.0294,.0916,.2266,,,,,,,,,,,,,,,20226.1,,,,,,,,,,98129.89999999999,,5942372.4,1852820,458319.2,992,t
US,1920,,,,,,,,,,,,,.4688,,.0196,.0716,.2021,,,,,,,,,,,,,,,19800.9,,,,,,,,,,92823.89999999999,,3877750.1,1417647,400115.7,992,t
US,1921,,,,,,,,,,,,,.5015,,.0197,.0724,.2035,,,,,,,,,,,,,,,17867.7,,,,,,,,,,89608.2,,3523149,1293122.6,363538.3,992,t
US,1922,,,,,,,,,,,,,.4896,,.0216,.0716,.1977,,,,,,,,,,,,,,,19353.7,,,,,,,,,,94749.39999999999,,4173273.4,1385534.5,382653.4,992,t
US,1923,,,,,,,,,,,,,.4649,,.0203,.0685,.1887,,,,,,,,,,,,,,,21738,,,,,,,,,,101064.7,,4407454.2,1488486.7,410092.7,992,t
US,1924,,,,,,,,,,,,,.4846,,.0214,.0717,.1966,,,,,,,,,,,,,,,21477.3,,,,,,,,,,104068.3,,4589856.7,1540948.1,422286.7,992,t
US,1925,,,,,,,,,,,,,.4983,,.028,.0833,.2181,,,,,,,,,,,,,,,21863.1,,,,,,,,,,108941.6,,6116407.8,1821688.8,476844.5,992,t
US,1926,,,,,,,,,,,,,.501,,.0326,.092,.2293,,,,,,,,,,,,,,,22873.2,,,,,,,,,,114593.7,,7446248.2,2104501.6,524389.3000000001,992,t
US,1927,,,,,,,,,,,,,.4964,,.0313,.0884,.2227,,,,,,,,,,,,,,,22501.6,,,,,,,,,,111703.3,,7035207.7,1988033,501120.1,992,t
US,1928,,,,,,,,,,,,,.5081,,.0375,.0982,.2331,,,,,,,,,,,,,,,22826.7,,,,,,,,,,115978.7,,8563975.300000001,2241006.2,532148.1,992,t
US,1929,,,,,,,,,,,,,.4956,,.0409,.101,.2317,,,,,,,,,,,,,,,24036.2,,,,,,,,,,119128,,9841411.4,2428856.2,557032.6,992,t
US,1930,,,,,,,,,,,,,.4892,,.0272,.0778,.2039,,,,,,,,,,,,,,,21757,,,,,,,,,,106432.5,,5913574.2,1693347,443578.5,992,t
US,1931,,,,,,,,,,,,,.4896,,.0192,.0611,.1783,,,,,,,,,,,,,,,19478.1,,,,,,,,,,95362.10000000001,,3730623,1190851,347233.8,992,t
US,1932,,,,,,,,,,,,,.5075,,.0156,.0611,.175,,,,,,,,,,,,,,,16449.4,,,,,,,,,,83484.3,,2572296.9,1005800.7,287783.4,992,t
US,1933,,,,,,,,,,,,,.5031,,.0193,.0673,.1841,,,,,,,,,,,,,,,15928.1,,,,,,,,,,80132.3,,3078954.2,1071995.9,293239,992,t
US,1934,,,,,,,,,,,,,.5144,,.0222,.0742,.2005,,,,,,,,,,,,,,,17954.6,,,,,,,,,,92360.60000000001,,3979157.7,1332583.7,360063.8,992,t
US,1935,,,,,,,,,,,,,.507,,.0235,.0769,.2047,,,,,,,,,,,,,,,19741,,,,,,,,,,100083.8,,4637134.5,1518319,404109.7,992,t
US,1936,,,,,,,,,,,,,.5068,,.0235,.0812,.2176,,,,,,,,,,,,,,,21706.4,,,,,,,,,,110013.1,,5102148.3,1763405.4,472236.9,992,t
US,1937,,,,,,,,,,,,,.4992,,.0241,.0806,.2153,,,,,,,,,,,,,,,23149.6,,,,,,,,,,115561.8,,5585473.7,1866445.1,498471.3,992,t
US,1938,,,,,,,,,,,,,.4962,,.0241,.0715,.1962,,,,,,,,,,,,,,,21519.1,,,,,,,,,,106772.2,,5180968.3,1538992.1,422294.4,992,t
US,1939,,,,,,,,,,,,,.511,,.0224,.0745,.2061,,,,,,,,,,,,,,,23067.1,,,,,,,,,,117871.1,,5166215.5,1717517.2,475425,992,t
US,1940,,,,,,,,,,,,,.514,,.0267,.0824,.2182,,,,,,,,,,,,,,,24949.7,,,,,,,,,,128249.3,,6656517.6,2056271.3,544466.2,992,t
US,1941,,,,,,,,,,,,,.494,,.0288,.0863,.2242,,,,,,,,,,,,,,,29773.2,,,,,,,,,,147065.5,,8581837.800000001,2569707.3,667376.6,992,t
US,1942,,,,,,,,,,,,,.4504,,.0258,.0829,.2149,,,,,,,,,,,,,,,35639.4,,,,,,,,,,160522.8,,9209170.800000001,2954728.5,765916,992,t
US,1943,,,,,,,,,,,,,.4174,,.0192,.0709,.1952,,,,,,,,,,,,,,,41459.7,,,,,,,,,,173059.9,,7971250.7,2940385.6,809439,992,t
US,1944,,,,,,,,,,,,,.3929,,.017,.0563,.1642,,,,,,,,,,,,,,,43212.3,,,,,,,,,,169761.5,,7350577.1,2434993,709411.5,992,t
US,1945,,,,,,,,,,,,,.3852,,.0129,.0486,.1537,,,,,,,,,,,,,,,41866.5,,,,,,,,,,161276,,5382883.6,2034082.2,643519.2,992,t
US,1946,,,,,,,,,,,,,.4005,,.0133,.0465,.1551,,,,,,,,,,,,,,,36854,,,,,,,,,,147615.5,,4910221.3,1715230.7,571547.9,992,t
US,1947,,,,,,,,,,,,,.3975,,.0166,.0523,.1599,,,,,,,,,,,,,,,35469,,,,,,,,,,141005.6,,5896121.7,1854140.1,567197,992,t
US,1948,,,,,,,,,,,,,.4171,,.0185,.0593,.173,,,,,,,,,,,,,,,37223.7,,,,,,,,,,155276.2,,6890991.8,2207706.6,644045.6,992,t
US,1949,,,,,,,,,,,,,.4116,,.0184,.0575,.1663,,,,,,,,,,,,,,,36121.8,,,,,,,,,,148676.4,,6630485.1,2075922.5,600613.2,992,t
US,1950,,,,,,,,,,,,,.419,,.0157,.062,.1764,,,,,,,,,,,,,,,39261.9,,,,,,,,,,164488.4,,6175983,2434720.3,692559.5,992,t
US,1951,,,,,,,,,,,,,.4084,,.0184,.0577,.1697,,,,,,,,,,,,,,,42188,,,,,,,,,,172275.6,,7750788.4,2432140.8,715919.5,992,t
US,1952,,,,,,,,,,,,,.3955,,.0167,.0536,.1586,,,,,,,,,,,,,,,43309,,,,,,,,,,171291.4,,7227715.5,2323128.5,686829.6,992,t
US,1953,,,,,,,,,,,,,.3857,,.0159,.0498,.1489,,,,,,,,,,,,,,,44625.5,,,,,,,,,,172128.9,,7114447.9,2221406.5,664610.6,992,t
US,1954,,,,,,,,,,,,,.3882,,.015,.0489,.1479,,,,,,,,,,,,,,,43672.8,,,,,,,,,,169545.6,,6557479.1,2135830.9,646036.4,992,t
US,1955,,,,,,,,,,,,,.3947,,.0176,.0537,.1543,,,,,,,,,,,,,,,46689.4,,,,,,,,,,184298.1,,8229530.6,2505790.9,720184.1,992,t
US,1956,,,,,,,,,,,,,.3855,,.0159,.0503,.1464,,,,,,,,,,,,,,,47662.8,,,,,,,,,,183746.2,,7573047.4,2396541.1,697629.4,992,t
US,1957,,,,,,,,,,,,,.3849,,.0147,.0482,.1437,,,,,,,,,,,,,,,47780.9,,,,,,,,,,183931.4,,7006172.6,2302783.1,686726.3000000001,992,t
US,1958,,,,,,,,,,,,,.3835,,.0129,.0433,.1357,,,,,,,,,,,,,,,46496.8,,,,,,,,,,178318.2,,5992401.7,2014521.1,630819.8000000001,992,t
US,1959,,,,,,,,,,,,,.3867,,.0137,.0457,.1401,,,,,,,,,,,,,,,49497.9,,,,,,,,,,191385.4,,6805225.5,2260992.9,693242.3000000001,992,t
US,1960,,,,,,,,,,,,,.3822,,.015,.0451,.1347,,,,,,,,,,,,,,,50507.7,,,,,,,,,,193023.3,,7584074.4,2275977.8,680310.7,992,t
US,1961,,,,,,,,,,,,,.3836,,.0153,.045,.1336,,,,,,,,,,,,,,,50797.4,,,,,,,,,,194851.7,,7755569,2284803.5,678625.6,992,t
US,1962,,,.1495,,,,,,.4633,,,,.3872,,.0151,.0457,.1359,,,,,,,,,,,,,,,51778.5,,,,,,,,,,200477,,7831453.9,2365202.3,703623.9,992,t
US,1963,,,.1455,,,,,,.468,,,,.3902,,.0158,.0467,.1373,,,,,,,,,,,,,,,53509.1,,,,,,,,,,208814.5,,8451420.199999999,2497774.7,734712.1,992,t
US,1964,,,.1399,,,,,,.4668,,,,.3933,,.0165,.0477,.1387,,,,,,,,,,,,,,,55907.2,,,,,,,,,,219883.2,,9204453.1,2665635.2,775549.8000000001,992,t
US,1965,,,.1423,,,,,,.4665,,,,.3906,,.0165,.0479,.1379,,,,,,,,,,,,,,,58622.8,,,,,,,,,,228996.6,,9695221.5,2807019.2,808229,992,t
US,1966,,,.1449,,,,,,.4672,,,,.388,,.0166,.0481,.137,,,,,,,,,,,,,,,61214.1,,,,,,,,,,237482.5,,10169385.1,2943528.7,838742.4,992,t
US,1967,,,.1582,,,,,,.4623,,,,.3795,,.0151,.0453,.1328,,,,,,,,,,,,,,,63139.6,,,,,,,,,,239606.3,,9558829.1,2862329.3,838363.4,992,t
US,1968,,,.1619,,,,,,.4624,,,,.3757,,.0147,.0443,.1303,,,,,,,,,,,,,,,64546.7,,,,,,,,,,242504.9,,9501538,2857745.4,841296.9,992,t
US,1969,,,.1653,,,,,,.4681,,,,.3666,,.0136,.0405,.1227,,,,,,,,,,,,,,,65674.89999999999,,,,,,,,,,240776.7,,8918523.4,2657503.4,805682.7,992,t
US,1970,,,.1629,,,,,,.4727,,,,.3644,,.0123,.0374,.1175,,,,,,,,,,,,,,,63613.7,,,,,,,,,,231801.5,,7836912.5,2379898.5,747577.6,992,t
US,1971,,,.1579,,,,,,.4737,,,,.3684,,.0123,.0376,.1184,,,,,,,,,,,,,,,63892.2,,,,,,,,,,235374.9,,7869373.8,2401540.1,756572.1,992,t
US,1972,,,.1554,,,,,,.4726,,,,.372,,.0122,.0373,.1187,,,,,,,,,,,,,,,65101,,,,,,,,,,242155.9,,7928237.6,2428712.8,773008.3000000001,992,t
US,1973,,,.157,,,,,,.4712,,,,.3717,,.0114,.0361,.1166,,,,,,,,,,,,,,,67825.7,,,,,,,,,,252125.8,,7748416.6,2448612,790570.3000000001,992,t
US,1974,,,.159,,,,,,.4728,,,,.3682,,.0111,.0351,.1138,,,,,,,,,,,,,,,65697.2,,,,,,,,,,241889.5,,7261546.2,2306322.2,747849.1,992,t
US,1975,,,.1579,,,,,,.4728,,,,.3693,,.0113,.035,.1135,,,,,,,,,,,,,,,63234.6,,,,,,,,,,233522.8,,7171974.6,2210184.7,717493.8000000001,992,t
US,1976,,,.1568,,,,,,.4723,,,,.3709,,.0115,.0351,.1137,,,,,,,,,,,,,,,65248.7,,,,,,,,,,241996.2,,7493796,2290370.4,741861.9,992,t
US,1977,,,.1543,,,,,,.472,,,,.3737,,.0116,.0356,.1149,,,,,,,,,,,,,,,66521.39999999999,,,,,,,,,,248604.5,,7749734.9,2368447.4,764291.4,992,t
US,1978,,,.1531,,,,,,.4725,,,,.3743,,.0122,.0365,.1153,,,,,,,,,,,,,,,68454,,,,,,,,,,256243.1,,8342450.2,2500474.1,789084.8000000001,992,t
US,1979,,,.1542,,,,,,.4692,,,,.3766,,.0139,.0396,.1187,,,,,,,,,,,,,,,68414.10000000001,,,,,,,,,,257657.2,,9496957,2710049.6,811928.5,992,t
US,1980,,,.1519,,,,,,.4747,,,,.3734,,.0126,.0372,.1143,,,,,,,,,,,,,,,66057.7,,,,,,,,,,246657.1,,8320786.8,2456032.9,754907.1,992,t
US,1981,,,.1491,,,,,,.4729,,,,.378,,.0132,.0384,.1166,,,,,,,,,,,,,,,66292.39999999999,,,,,,,,,,250553.6,,8746142.6,2546075.4,772805,992,t
US,1982,,,.1444,,,,,,.4741,,,,.3815,,.0167,.0431,.1195,,,,,,,,,,,,,,,63966.3,,,,,,,,,,244041.5,,10713391.4,2755245.1,764484.7,992,t
US,1983,,,.1378,,,,,,.4726,,,,.3896,,.0189,.0461,.1248,,,,,,,,,,,,,,,64660.9,,,,,,,,,,251900,,12248698.4,2979042.9,807047,992,t
US,1984,,,.1346,,,,,,.4649,,,,.4005,,.0206,.0508,.1319,,,,,,,,,,,,,,,68924,,,,,,,,,,276061.4,,14226905.2,3501250.2,908860.3000000001,992,t
US,1985,,,.1332,,,,,,.4648,,,,.402,,.02,.051,.1339,,,,,,,,,,,,,,,69803.7,,,,,,,,,,280618.7,,13966825.5,3560555.5,934403.8000000001,992,t
US,1986,,,.1303,,,,,,.4685,,,,.4012,,.0195,.0482,.1307,,,,,,,,,,,,,,,69884.89999999999,,,,,,,,,,280405.8,,13641531.7,3367335,913101.2,992,t
US,1987,,,.1285,,,,,,.4579,,,,.4136,,.0236,.0565,.1445,,,,,,,,,,,,,,,71441.2,,,,,,,,,,295447.4,,16855498.9,4033848.3,1032340.8,992,t
US,1988,,,.1251,,,,,,.4437,,,,.4312,,.0288,.07,.1652,,,,,,,,,,,,,,,74249.3,,,,,,,,,,320148.8,,21385002.3,5200334,1226410.1,992,t
US,1989,,,.1267,,,,,,.4463,,,,.427,,.0269,.0658,.1596,,,,,,,,,,,,,,,74794.5,,,,,,,,,,319403.7,,20156635.3,4921681.4,1193652.7,992,t
US,1990,,,.1253,,,,,,.4471,,,,.4277,,.0265,.0647,.1597,,,,,,,,,,,,,,,74508.89999999999,,,,,,,,,,318645.8,,19727566.2,4823244.8,1190074.1,992,t
US,1991,,,.1243,,,,,,.4518,,,,.4239,,.0229,.0572,.1495,,,,,,,,,,,,,,,72757.39999999999,,,,,,,,,,308454.5,,16683011.9,4159169.3,1087414.1,992,t
US,1992,,,.1185,,,,,,.4459,,,,.4356,,.0265,.0641,.1607,,,,,,,,,,,,,,,73790.10000000001,,,,,,,,,,321418.4,,19571168.8,4727755.4,1185981.1,992,t
US,1993,,,.1187,,,,,,.4484,,,,.4329,,.0249,.0607,.1559,,,,,,,,,,,,,,,74327.8,,,,,,,,,,321780,,18543798.5,4512787.2,1158530.4,992,t
US,1994,,,.1191,,,,,,.4464,,,,.4345,,.0242,.0597,.1551,,,,,,,,,,,,,,,76556.3,,,,,,,,,,332622.7,,18514829.1,4567374.5,1187085,992,t
US,1995,,,.1158,,,,,,.4417,,,,.4425,,.0253,.0626,.1602,,,,,,,,,,,,,,,78140.39999999999,,,,,,,,,,345788.4,,19782145.6,4887714.6,1251803.9,992,t
US,1996,,,.1132,,,,,,.435,,,,.4518,,.0283,.0676,.1682,,,,,,,,,,,,,,,80066.89999999999,,,,,,,,,,361774.9,,22696165,5411837.5,1346677.4,992,t
US,1997,,,.112,,,,,,.4292,,,,.4588,,.031,.0732,.1758,,,,,,,,,,,,,,,82900.2,,,,,,,,,,380319.2,,25710667.9,6068894.2,1457005.2,992,t
US,1998,,,.1117,,,,,,.426,,,,.4623,,.0317,.0753,.1796,,,,,,,,,,,,,,,85811.10000000001,,,,,,,,,,396718,,27242583.7,6460152.7,1540929.1,992,t
US,1999,,,.1106,,,,,,.4236,,,,.4659,,.034,.079,.1842,,,,,,,,,,,,,,,88041.89999999999,,,,,,,,,,410163,,29971138.6,6954142.4,1621873.2,992,t
US,2000,,,.1099,,,,,,.4196,,,,.4705,,.0375,.0843,.1902,,,,,,,,,,,,,,,90780.39999999999,,,,,,,,,,427136,,34087249.9,7649708.4,1726834.7,992,t
US,2001,,,.1122,,,,,,.4258,,,,.4621,,.0337,.0784,.1824,,,,,,,,,,,,,,,90507,,,,,,,,,,418190.1,,30468636,7097533.6,1650533.3,992,t
US,2002,,,.1134,,,,,,.4283,,,,.4584,,.0324,.075,.177,,,,,,,,,,,,,,,90088.7,,,,,,,,,,412942.1,,29205813.3,6754870.1,1594664.9,992,t
US,2003,,,.1115,,,,,,.4283,,,,.4601,,.0344,.0772,.1795,,,,,,,,,,,,,,,91018.8,,,,,,,,,,418805.2,,31294849.7,7024417.4,1633599.2,992,t
US,2004,,,.1094,,,,,,.4221,,,,.4685,,.0362,.0821,.1871,,,,,,,,,,,,,,,93605.7,,,,,,,,,,438551.4,,33907941.8,7680669.7,1751092.8,992,t
US,2005,,,.1056,,,,,,.4139,,,,.4805,,.039,.0891,.1979,,,,,,,,,,,,,,,95452.39999999999,,,,,,,,,,458643.6,,37212810.9,8506611.5,1888777.9,992,t
US,2006,,,.1038,,,,,,.4096,,,,.4866,,.0399,.0918,.2027,,,,,,,,,,,,,,,97636.5,,,,,,,,,,475080.9,,38992777,8962488.199999999,1979045.5,992,t
US,2007,,,.1063,,,,,,.4088,,,,.4848,,.0403,.0911,.2013,,,,,,,,,,,,,,,96422.2,,,,,,,,,,467495.5,,38811234,8781241.199999999,1940817.5,992,t
US,2008,,,.1058,,,,,,.413,,,,.4812,,.0421,.0898,.1965,,,,,,,,,,,,,,,93690.89999999999,,,,,,,,,,450832.7,,39398106.1,8417456.9,1840981.2,992,t
US,2009,,,.1054,,,,,,.4229,,,,.4716,,.0384,.082,.1843,,,,,,,,,,,,,,,89621.89999999999,,,,,,,,,,422684.5,,34415885,7351521.7,1651532.8,992,t
US,2010,,,.1018,,,,,,.4125,,,,.4856,,.0405,.089,.197,,,,,,,,,,,,,,,92142.10000000001,,,,,,,,,,447486.2,,37355302.1,8199692.6,1814814.1,992,t
US,2011,,,.099,,,,,,.41,,,,.491,,.0409,.0899,.2005,,,,,,,,,,,,,,,93322.5,,,,,,,,,,458244.3,,38135504.2,8388914.199999999,1871320.3,992,t
US,2012,,,.0952,,,,,,.4017,,,,.503,,.0463,.0995,.2142,,,,,,,,,,,,,,,94903.7,,,,,,,,,,477412.6,,43894188,9441955,2032553.2,992,t
US,2013,,,.0998,,,,,,.4029,,,,.4973,,.044,.093,.2036,,,,,,,,,,,,,,,95174.5,,,,,,,,,,473311.2,,41899770.6,8849080.5,1937983.3,992,t
US,2014,,,.0972,,,,,,.3978,,,,.505,,.0454,.0962,.2092,,,,,,,,,,,,,,,96498.2,,,,,,,,,,487303.9,,43809434.4,9279093.5,2018528.5,992,t
US,2015,,,.0982,,,,,,.3975,,,,.5043,,.0445,.0957,.2086,,,,,,,,,,,,,,,97828.60000000001,,,,,,,,,,493379.7,,43542906.8,9358475.9,2041050.9,992,t
US,2016,,,.0965,,,,,,.3999,,,,.5036000000000001,,.0436,.094,.2064,,,,,,,,,,,,,,,96746.10000000001,,,,,,,,,,487215.7,,42163564.3,9092995.4,1996571.9,992,t
US,2017,,,.0992,,,,,,.3985,,,,.5023,,.0445,.0955,.2098,,,,,,,,,,,,,,,99788.7,,,,,,,,,,501214.8,,44404540.4,9528197.9,2093671.3,992,t
US,2018,,,.0984,,,,,,.3954,,,,.5063,,.0435,.0957,.2122,,,,,,,,,,,,,,,101568.6,,,,,,,,,,514230.3,,44176363.9,9724932.9,2155711.1,992,t
US-AK,1917,,,,,,,,,,,,,.1135,,.0035,.0095,.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1918,,,,,,,,,,,,,.094,,.0018,.0061,.0163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1919,,,,,,,,,,,,,.0886,,.001,.0043,.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1920,,,,,,,,,,,,,.0835,,.0008,.0035,.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1939,,,,,,,,,,,,,.1401,,.0025,.0105,.0391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1940,,,,,,,,,,,,,.1469,,.0024,.0108,.0429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1941,,,,,,,,,,,,,.1457,,.0036,.0135,.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1942,,,,,,,,,,,,,.1471,,.0048,.014,.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
US-AK,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
