country,year,p0p100_gini,p0p10_share,p0p40_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
QY,1999,.485223014744612,.0029,.1143,.1803,.0214,.0377000000000001,.0522999999999999,.0660000000000001,.0813,.4685,.1006,.1245,.1621,.3512,.0062,.015,.0385,.1075,,,,,,,,,,76153.9623239948,15949530.9637064,2210070.770802008,600443.7620708051,185219.1781600123,39406.83679522297,1142.798267061466,8433.063074177713,14856.37747179906,20609.77564390161,26008.51228484716,32037.75831451627,39643.27781599431,49061.51181005259,63878.48244505643,138385.7822559431,24280391.90314595,5928006.742001082,1516733.513960223,423449.3219932783,992,j
QY,2000,.484428172924368,.0029,.1146,.1811,.0213,.0378000000000001,.0526,.0665,.0817,.4676,.1004,.1243,.1612,.3513,.0052,.0137,.0373,.1072,,,,,,,,,,77730.33085039251,14152681.9207146,2196255.704608527,625535.2380058823,192733.9423358228,40570.55657728034,1176.54614074113,8641.528550960713,15335.67038621197,21340.11275964946,26979.42012389143,33146.14472363804,40732.83880358946,50429.20182555947,65399.73720257591,142519.678365827,21088572.03787418,5566432.785231735,1514804.464952128,434945.6153645651,992,j
QY,2001,.484746545154522,.0029,.1148,.181,.0215,.0379,.0525,.0662,.0814999999999999,.4672,.1002,.1239,.1616,.3518,.0051,.0134,.0367,.1067,,,,,,,,,,79580.68025040375,14073757.25691311,2178972.124426795,626903.6047261896,195229.9640089058,41042.1950811436,1190.223657353164,8824.071942445873,15554.99193575342,21547.15241760039,27169.93314371706,33449.38899113203,41124.27947130588,50851.27970553692,66324.18725112805,144371.7051997583,20842298.17903563,5489435.353218258,1505952.087011212,437726.2416594222,992,j
QY,2002,.483332775655594,.0029,.1155,.182,.0215,.0383,.0528000000000001,.0665,.0817,.4671,.1002,.1238,.1614,.3509,.0047,.0129,.0356,.1053,,,,,,,,,,79929.58650578096,13373100.09780257,2147360.462844356,617324.0591809173,196678.4281988973,41152.06700290901,1193.409943084361,8847.694405625438,15761.24166211415,21728.29137753596,27366.12455693449,33621.23874137666,41234.37113691483,50946.25894960136,66419.43614269515,144383.5870233589,19531923.14506863,5295581.72374078,1466820.349378882,433195.4926412788,992,j
QY,2003,.482971572787555,.0029,.1159,.1828,.0215,.0384,.0531,.0669,.0816,.4659,.1001,.1236,.1607,.3512,.005,.0135,.037,.107,,,,,,,,,,79527.98086808114,14101243.40955527,2231964.778113088,645593.2938914312,198009.0526560029,41403.4025186014,1200.698673039441,8901.731541499303,15898.90656714294,21985.20673737735,27698.87628494434,33785.17645517875,41444.80592112001,51174.60551299134,66535.26784739246,145427.0907078103,20835297.68814249,5575658.25243371,1529860.27310183,443066.0729716855,992,j
QY,2004,.484451634284088,.003,.1162,.1828,.0217000000000001,.0387,.0528,.0666,.0812,.4629,.0995,.1225,.1597,.3543,.0056,.0148,.0393,.1112,,,,,,,,,,81025.51000023499,16064419.81075446,2446475.866530224,682843.6495962278,203995.8143167781,42364.15279632878,1270.924583889863,9193.021156803345,16394.92713217924,22368.2726764616,28214.52576235496,34399.69207061896,42152.33203234713,51896.08717550275,67655.55201573706,150093.5720873204,23815840.55759505,6262920.402761595,1664688.078227118,470997.4445334627,992,j
QY,2005,.486685185614704,.0029,.1165,.1827,.0216999999999999,.039,.0529000000000001,.0661999999999999,.0808,.459,.0984,.1214,.1584,.3583,.0068,.0168,.0427,.1159,,,,,,,,,,81566.20286714163,19200543.27843309,2662739.034676887,707079.7740182227,207334.3271762227,43042.95438932224,1248.245677290345,9340.321102482927,16786.75221183568,22769.72287195147,28494.43580573133,34778.70714657238,42354.26711909309,52254.1466286372,68180.03975268644,154214.6078704836,29135461.58684453,7237406.767502043,1836372.042085983,499043.8601049255,992,j
QY,2006,.48916357499931,.003,.1163,.1821,.0219,.0388999999999999,.0525,.0658000000000001,.0801999999999999,.4555,.0978,.1202,.1573,.3624,.0072,.0179,.045,.1196,,,,,,,,,,83704.09239828704,21208704.2637841,2965798.644653509,749640.7457278413,215881.4121436841,44539.36523219603,1336.180956965881,9754.12098585093,17325.81307532426,23383.16674690291,29306.90232278499,35720.57091622121,43559.49919708772,53536.31700909962,70060.42151024436,161417.7886956388,32226382.40396173,7963853.77420306,2003360.728616376,532473.3009120937,992,j
QY,2007,.492226306183383,.003,.1162,.1817,.0219,.0388999999999999,.0524,.0655,.0796,.4504,.0966,.1189,.1553,.3679,.0084,.0195,.0467,.1233,,,,,,,,,,84945.67307146828,24708274.54320385,3112094.226773443,791353.3552323779,226902.8519294275,45514.93284288413,1365.447985286524,9967.770292591624,17705.30887588193,23849.82480967128,29812.2810120891,36229.88654293576,43967.42512622607,54117.25515018923,70684.69070499906,167471.6477132172,38142373.12764862,8854815.112616189,2126071.310247627,561302.6587657551,992,j
QY,2008,.484947276634244,.0031,.1194,.1855,.0229,.0401,.0532999999999999,.0661,.0800999999999999,.4544,.0972000000000001,.12,.1571,.3601,.0078,.0185,.0451,.1186,,,,,,,,,,84807.42455922146,22699764.09245282,3016815.281181945,766839.4757104493,218755.1360211058,45288.05990519294,1403.929857060981,10370.96571828918,18160.51202198237,24138.53592946784,29935.40759733253,36275.73598405955,44019.99422784754,54345.67188623153,71147.54211105811,163091.7279617213,35207912.16370393,8361196.632953451,2043736.702858927,537090.4377771214,992,j
QY,2009,.483527561789067,.0031,.1198,.186,.023,.0403,.0534,.0662,.0803999999999999,.4549,.0975,.1201,.1569,.3591,.0063,.0159,.0413,.1149,,,,,,,,,,80466.22557404741,17840451.89879803,2577090.097434424,724157.7287585848,213059.409145465,42963.97520891835,1331.883231476469,9881.71429805122,17314.48200919409,22942.7627615624,28442.15158830395,34543.03606797035,41889.87582869539,51599.73422591094,67410.4771027929,154295.8236294476,27003227.803733,6839902.455736843,1774754.861899585,493583.8126950563,992,j
QY,2010,.479000865707235,.0031,.1213,.1882,.0233,.0409,.0539999999999999,.0669000000000001,.0811999999999999,.4578,.0984,.1209,.1573,.354,.006,.0154,.0405,.1137,,,,,,,,,,81509.03032769883,17568503.51595102,2530250.830511635,727850.5995336468,215898.1864828849,43716.72368055546,1355.218434097219,10185.99661756942,17880.13998534719,23607.03078749995,29246.48814229161,35497.97962861104,43017.25610166658,52853.51892979156,68766.40634951375,154761.0319699505,26406620.47282359,6730742.045525861,1770896.763883395,496994.4552130644,992,j
QY,2011,.479849750767649,.003,.1214,.1882,.0233,.0411,.0539999999999999,.0668000000000001,.0808,.4563,.0981,.1205,.1569,.3555,.0066,.0163,.0417,.1152,,,,,,,,,,81921.67907203917,19213311.34628812,2707765.554676707,721913.3221735142,220502.3232350319,44028.16724505082,1320.845017351525,10258.56296809684,18095.57673771589,23775.21031232744,29410.81571969395,35574.75913400106,43191.63206739485,53053.94153028624,69080.19440748474,156499.8320142763,29024317.61102305,7186530.895636734,1837917.937229499,506993.0796660375,992,j
QY,2012,.481125970834846,.003,.1208,.1874,.0231,.0407999999999999,.0539000000000001,.0666,.0805,.4561,.0978,.1204,.1574,.3565,.006,.0153,.0403,.1128,,,,,,,,,,81725.83866186952,17345032.9733944,2565077.853346552,702085.7736658165,213271.4647501954,43535.56081718653,1306.066824515596,10056.71454877009,17762.5088134121,23465.66728046354,28994.68350424623,35046.12645783516,42577.77847920843,52416.81522389259,68524.97272625161,155209.3261850926,26199197.38143576,6663905.389910965,1753637.786065824,491154.0496618165,992,j
QY,2013,.484261661083593,.0029,.1202,.1863,.0231,.0406,.0536,.0661,.08,.4527,.097,.1194,.1563,.361,.0056,.015,.0406,.1163,,,,,,,,,,81093.16650167832,16398985.40397656,2617559.309045699,738142.7749226344,221789.8935548554,43450.29125958233,1260.058446527888,10037.01728096352,17640.81825139043,23289.35611513613,28720.64252258392,34760.23300766586,42146.78252179486,51879.6477639413,67912.80523872718,156842.7274647732,24173237.42433107,6515013.559441225,1763083.136897489,505305.0219977942,992,j
QY,2014,.483889376699921,.0029,.1205,.1869,.023,.0407,.0539000000000001,.0663999999999999,.0803,.4519,.097,.1191,.1555,.3612,.0061,.0159,.0424,.1183,,,,,,,,,,81681.24687682731,18061660.70128574,2756060.694455968,749476.4969898332,228028.829448283,44068.98480377283,1278.000559309412,10135.86650486775,17936.07681513554,23753.18280923356,29261.80590970516,35387.39479742959,42746.91525965965,52486.16090129344,68527.27136986675,159178.8337708084,26837282.06174242,6991017.585081494,1870581.07030751,521436.0652902695,992,j
QY,2015,.481040740792665,.003,.1218,.1888,.0232,.0412,.0544,.0669999999999999,.0807,.4519,.0970000000000001,.1192,.155,.3593,.006,.0156,.0418,.1168,,,,,,,,,,82860.62270880546,17991444.71525267,2668779.753795425,761781.1737244399,229210.0225003413,44838.50761461078,1345.155228438323,10402.5337665897,18473.46513721964,24392.14814234827,30041.80010178922,36184.67564499089,43493.35238617245,53447.50107661605,69499.6868026467,161116.8290931439,26907295.35784347,6986452.868026469,1873901.410966153,523686.0633217405,992,j
QY,2016,.478797338684629,.0031,.1235,.1908,.0236,.0419,.0549000000000001,.0672999999999999,.0809000000000001,.4502,.097,.1185,.1538,.359,.0059,.0156,.042,.117,,,,,,,,,,83750.78097572936,18193203.67143702,2767404.481126688,778460.8776949422,233892.0201436121,45680.43965633229,1416.093629346301,10780.58375889442,19140.10421600323,25078.56137132643,30742.93588871163,36955.47568197282,44310.02646664232,54131.32099275375,70256.51619143906,164008.4455990465,26938621.43630102,7122612.276111983,1917452.90740558,534466.931126112,992,j
QY,2017,.47699967615938,.0031,.125,.1926,.0241,.0424,.0554,.0676,.081,.4485,.0967,.1179,.153,.3588,.0066,.0168,.0434,.1185,,,,,,,,,,85740.07781878744,20795030.8868909,3017496.738711978,792147.6201935371,240008.3635747137,47019.03192455829,1457.589989661307,11331.58669381855,19936.06953601271,26048.54368620529,31784.8655810014,38085.41585889222,45467.40387104786,55435.43863905422,71939.11884457419,168724.830637679,31221006.79251376,7893891.500050411,2042240.711374533,557230.9674970744,992,j
QY,2018,.47541925648278,.0032,.1253,.1933,.024,.0424,.0557,.0680000000000001,.0814,.4495,.0972,.118,.1529,.3572,.0063,.0162,.0422,.1166,,,,,,,,,,87393.60830550897,20324228.30426449,2965067.842608993,816131.8499551995,243577.3838120097,47986.21236564598,1535.558795700671,11516.69096775503,20346.15404303389,26728.32028766481,32630.62440863926,39060.77686563582,46642.59841940789,56623.73059146225,73370.91870707269,171412.0797776515,30332685.31573236,7765893.506916899,2026569.564548481,559581.4717775903,992,j
QY,2019,.472776887123054,.0032,.1267,.1951,.0245,.043,.056,.0684,.0815999999999999,.4495,.0973000000000001,.118,.1526,.3554,.0067,.0164,.0423,.1164,,,,,,,,,,87906.90308505428,21233998.56943735,2907286.674225505,814517.5993794401,242528.1488949979,48299.1935779014,1545.574194492845,11833.30242658585,20768.65323849761,27047.54840362479,33036.64840728456,39412.14195956755,46995.11535129807,56993.04842192365,73704.56939987754,171668.0282366241,32124626.46664631,7943639.996535263,2044386.289144479,562111.3217013951,992,j
QY,2020,.47326240098721,.0032,.1266,.1949,.0246000000000001,.0429999999999999,.0558000000000001,.0682999999999999,.0814,.449,.097,.1178,.1528,.3561,.0066,.0163,.0423,.1162,,,,,,,,,,82415.4037891835,19496621.54822049,2780868.684058551,766411.1709161882,227958.0976513195,45170.91910310716,1445.469411299429,11112.04609936436,19423.49521433608,25205.3728595338,30851.73774742219,36769.12814992923,43815.79153001395,53211.34270346024,69021.16438954775,160842.4288610504,29624047.76474702,7382284.638387186,1909745.378115121,524901.9233414804,992,j
QY,2021,.472319341554119,.0032,.127,.1954,.0246000000000001,.0430999999999999,.0561,.0684,.0815,.4497,.0972999999999999,.118,.1528,.355,.0065,.0163,.0422,.116,,,,,,,,,,86608.56923091026,20561667.6777906,2901299.63299241,800715.8128711595,237130.4461124918,47543.92895538417,1521.405726572293,11695.80652302451,20491.43337977058,26672.14414397052,32520.04740548277,38748.30209863809,46260.24287358879,56101.83616735332,72647.123443827,168769.4224227212,31110047.33442349,7768896.113633848,2008263.867964778,551614.3595879976,992,j
QY-MER,1980,.474099034874122,.0032,.1098,.1782,.0217000000000001,.0353,.0496,.0684,.0862999999999999,.495,.1061,.1321,.1706,.3267,.0081,.0147,.0323,.0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1981,.472569386615362,.0032,.1085,.1777,.0211,.0345,.0497000000000001,.0691999999999999,.0874,.4997,.1075,.1334,.1714,.3226,.0071,.0133,.0302,.0858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1982,.471012982655065,.0032,.1088,.1779,.0211,.0346,.0499000000000001,.0690999999999999,.0875,.502,.1085,.1341,.1719,.3201,.0058,.0118,.0285,.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1983,.472503936661461,.0032,.1095,.1779,.0216000000000001,.0350999999999999,.0496000000000001,.0683999999999999,.0867,.4989,.1073,.1334,.1715,.3232,.0056,.0117,.0287,.0852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1984,.474170002963799,.0032,.1094,.1771,.0218,.0353,.0491,.0677,.0861,.4974,.107,.1331,.1713,.3254,.0054,.0116,.0292,.0867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1985,.47609897184045,.0032,.1089,.1762,.0217000000000001,.0353,.0487,.0673,.0857,.4963,.1066,.133,.171,.3275,.0054,.0119,.03,.0885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1986,.480012210834975,.0032,.1086,.1746,.0216000000000001,.0352,.0486,.0659999999999999,.0848,.4927,.1057,.1323,.1699,.3327,.0055,.0125,.0317,.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1987,.482679306728006,.0032,.1082,.1737,.0217000000000001,.0351,.0481999999999999,.0655,.0840000000000001,.4904,.1049,.1317,.1698,.3359,.0058,.0132,.0329,.0951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1988,.486392582224621,.0031,.1076,.1726,.0216000000000001,.0348999999999999,.048,.0649999999999999,.0830000000000001,.4861,.1042,.1307,.1682,.3413,.0058,.0138,.0347,.0989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1989,.49141127754649,.0031,.1046,.1695,.0206000000000001,.0335,.0474,.0649,.0829,.4855,.1039,.1305,.1683,.3449,.0064,.0144,.0355,.1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1990,.499129664129836,.0029,.0991,.1635,.0186999999999999,.0313,.0462,.0644,.0826,.4883,.1042,.1311,.1704,.3482,.0048,.0124,.0334,.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1991,.498702315500307,.0027,.0964,.162,.0174,.0302,.0461,.0656,.0841999999999999,.4938,.1058,.1328,.171,.3442,.004,.011,.0316,.0964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1992,.501283118521577,.0026000000000001,.0937,.1591,.0164,.0289,.0458,.0654,.0848,.4967,.1067,.1331,.1721,.3442,.0032,.0095,.0291,.0939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1993,.503988988686547,.0025,.0928,.1576,.0162000000000001,.0286999999999999,.0454,.0648,.0843,.4959,.1061,.133,.1726,.3464,.0033,.0098,.0295,.0948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1994,.506650265512512,.0024,.0921999999999999,.157,.0158,.0284,.0456,.0648000000000001,.0836,.4932,.1055,.1324,.1717,.3498,.0041,.0111,.0316,.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1995,.5089095590710751,.0023,.0913,.1559,.0154000000000001,.0282,.0454,.0646,.0832999999999999,.4922,.1051,.1322,.1716,.3519,.0041,.0113,.0321,.0993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1996,.510001573915694,.0023,.092,.1565,.0157,.0285,.0455,.0645,.0830000000000001,.4881,.1042,.1309,.17,.3554,.0049,.0129,.0354,.1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1997,.512745364328723,.0023,.092,.1558,.0155000000000001,.0286,.0456,.0638000000000001,.0822999999999999,.4848,.1034,.13,.1691,.3594,.006,.0149,.0387,.1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1998,.516355175657182,.0023,.0913,.1547,.0154000000000001,.0284,.0452,.0633999999999999,.0815,.481,.1026,.1289,.1679,.3644,.0071,.0169,.0419,.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,1999,.518677807925002,.0022,.0905,.1535,.0152,.028,.0451,.0629999999999999,.0810000000000001,.4799,.1022,.1284,.1683,.3666,.0062,.0156,.0401,.1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2000,.517126131292219,.0022,.0909,.1543,.0151,.0283,.0453,.0634,.0817,.4799,.1025,.1286,.1672,.3657,.0055,.0144,.0391,.1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2001,.5179366457658821,.0023,.0911,.1541,.0152,.0283,.0453,.0630000000000001,.0811999999999999,.4792,.1021,.128,.1679,.3667,.0051,.0138,.0381,.1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2002,.51620507629848,.0023,.0923,.1555,.0154000000000001,.0287999999999999,.0458000000000001,.0631999999999999,.0814,.4787,.1018,.1277,.1679,.3657,.0051,.0137,.0378,.1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2003,.51534625384885,.0023,.0931999999999999,.1569,.0153,.0292,.0464,.0637000000000001,.0811999999999999,.477,.1015,.1275,.1667,.3662,.0054,.0143,.0392,.1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2004,.517053636946727,.0023,.0934,.1565,.0156000000000001,.0293,.0462,.0630999999999999,.0808,.4744,.1011,.1265,.1661,.369,.0062,.0159,.0417,.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2005,.519861304980047,.0022,.0941,.1567,.0159,.0298,.0461999999999999,.0626,.0796,.4688,.0997,.1251,.1644,.3745,.0078,.0185,.0456,.1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2006,.521591765925258,.0023,.0944,.1565,.0161,.0299,.0461,.0620999999999999,.0790000000000001,.4657,.099,.1241,.1636,.3778,.0077,.0189,.0471,.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2007,.523894419560065,.0023,.0949,.1568,.0162,.0301,.0463,.0619000000000001,.0782999999999999,.4604,.0978,.1226,.1617,.3828,.008,.0196,.0483,.1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2008,.517986740237063,.0025,.0975,.1598,.017,.0311,.0469000000000001,.0623,.0784999999999999,.4642,.0980000000000001,.1237,.164,.376,.0081,.0193,.0471,.1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2009,.517894152905619,.0025,.0976,.1597,.0172000000000001,.0314,.0465,.0620999999999999,.0785,.4634,.0980000000000001,.1233,.1637,.3768,.0065,.0165,.0431,.1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2010,.51325270409292,.0025,.0986,.1615,.0175000000000001,.0316,.047,.0629,.0795,.468,.0992,.1246,.1647,.3705,.0065,.0163,.0425,.1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2011,.515208377842193,.0024,.0988,.1612,.0175000000000001,.0317999999999999,.0471,.0624,.0789,.4652,.0984,.1238,.164,.3737,.0071,.0173,.0439,.1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2012,.515037085662126,.0024,.0987,.1608,.0176000000000001,.032,.0467,.0621,.0788,.4663,.0982,.1238,.1655,.3729,.0058,.0154,.0411,.1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2013,.51900711128879,.0024,.0982,.1596,.0177,.0319,.0461999999999999,.0614,.0778000000000001,.4615,.0972999999999999,.1224,.1639,.379,.0055,.0152,.0419,.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2014,.518452866478583,.0024,.0984,.1601,.0176000000000001,.032,.0464,.0617,.0780999999999999,.4611,.0976,.1224,.163,.3788,.0061,.0162,.0435,.1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2015,.515130326837276,.0024,.0999,.1623,.0179,.0325,.0471,.0624,.0788,.4613,.0975,.1224,.1625,.3765,.0059,.0157,.0425,.1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2016,.512759452614723,.0025,.1017,.1644,.0184000000000001,.0332,.0476,.0627,.0789,.4596,.0974,.1218,.1615,.376,.0061,.0161,.043,.1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2017,.510614277635035,.0026000000000001,.1035,.1667,.0186999999999999,.0339,.0483,.0631999999999999,.0788000000000001,.4575,.097,.1211,.1607,.3757,.0071,.0176,.0447,.1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2018,.50750711125864,.0026000000000001,.105,.1688,.0186999999999999,.0345,.0492,.0638,.0792,.4579,.0971,.1213,.1603,.3733,.0066,.0167,.0433,.1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2019,.503735075537243,.0027,.1072,.1714,.0193,.0354,.0498,.0642,.0795,.4579,.0972,.121,.1602,.3707,.0065,.0165,.0428,.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2020,.50460309490088,.0027,.1075,.1713,.0196,.0355,.0497000000000001,.0638,.0789,.4565,.0966,.1207,.1603,.3722,.0065,.0165,.043,.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QY-MER,2021,.5034715699322591,.0027,.1078,.1718,.0196,.0356,.0499000000000001,.0639999999999999,.0792,.4571,.097,.1207,.1603,.371,.0065,.0165,.0429,.1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
RO,1980,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,4357.937435061666,12855.87480843252,15357.74977115168,17483.62473947367,19194.37471398151,21314.74968238545,23773.74964574349,26681.3746024165,32763.93701177925,1268822.043593077,409698.8688950106,172907.8724234717,72973.43641261097,20806.56218995804,1089.499983765184,8715.812370124264,14273.8122873036,16437.93725505563,18317.93722704144,20222.37469866311,22531.31216425726,25090.43712612332,29196.99956493076,52189.31172231858,1645059.412986703,694275.1146544938,293009.4956338179,123660.6856573121,992,j
RO,1981,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,4307.812435808587,12708.0623106351,15181.18727378266,17282.56224246973,18973.62471727094,21069.6246860381,23500.3746498171,26374.56210698837,32387.1245173942,1254231.231310497,404987.5564652146,170919.5599530999,72134.31142511491,20567.24969352407,1076.93748395238,8615.624871617174,14109.62478975019,16248.93725787195,18107.31223018,19989.81220212856,22272.18716811852,24801.87463042324,28861.24956993383,51589.18673126114,1626142.038268593,686291.3022734618,289639.9956840274,122238.6856785015,992,j
RO,1982,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,4547.124932242553,13413.93730011674,16024.49976121633,18242.62472816369,20027.62470156511,22240.06216859722,24805.81213036456,27839.6870851563,34186.24949058514,1323903.4177723,427484.4936299841,180414.0598116208,76141.31136540596,21709.81217649856,1136.812483060173,9094.187364486037,14893.43727807047,17151.56224442178,19113.18721519129,21100.24968558175,23509.43714968206,26179.62460989316,30464.43704604447,54454.93668855814,1716473.849422545,724414.6142053801,305729.432944276,129028.9980773179,992,j
RO,1983,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,4814.24992826208,14202.12478837183,16965.99974718688,19314.4997121915,21204.37468403017,23546.81214912513,26263.31210864612,29475.43706078172,36194.8744606543,1401691.104113173,452601.9307557051,191014.559653661,80615.12379874094,22985.3746574912,1203.56248206552,9628.562356523229,15768.49976503102,18159.31222940514,20236.18719845729,22339.99966710804,24890.74962909889,27717.87458697145,32254.4370193714,57654.49914088094,1817327.410419709,766978.551071128,323692.9951765981,136610.2479643485,992,j
RO,1984,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,5065.937424511643,14944.43727731051,17852.81223397235,20323.99969714878,22312.68716751503,24777.56213078552,27636.06208819055,31016.06203782462,38086.74943246316,1474955.165521453,476258.617903193,200998.5595048878,84828.74873595304,24186.74963958932,1266.499981127678,10131.81234902422,16592.68725274967,19108.43721526207,21293.93718269558,23507.68714970814,26191.74960971249,29166.62456538339,33940.3119942499,60667.99909597629,1912316.034004268,807067.1754737609,340611.8699244872,143750.6228579486,992,j
RO,1985,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,5028.562425068574,14834.3122789515,17721.24973593278,20174.24969938023,22148.3121699644,24594.99963350592,27432.4370912248,30787.49954123047,37806.1244366448,1464087.665683392,472749.5554554821,199517.5595269564,84203.68624526719,24008.56214224452,1257.124981267377,10057.18735013622,16470.43725457134,18967.68721735941,21136.99968503413,23334.49965228883,25998.74961258841,28951.68706858621,33690.24949797612,60220.99910263711,1898226.096714224,801120.7380623698,338102.2449618835,142691.4978737308,992,j
RO,1986,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,5124.249923642719,15116.56227474565,18058.43723090829,20558.12469366004,22569.68716368543,25062.9371265331,27954.37458344732,31373.31203250118,38525.4369259262,1491944.852768287,481744.5553214462,203313.8094703879,85805.87372139274,24465.37463543748,1281.06248091068,10248.49984728544,16783.81224990169,19328.56221198196,21539.18717904107,23778.43714567364,26493.43710521699,29502.56206037753,34331.31198842354,61366.87408556224,1934343.72117603,816363.6753352322,344535.3073660234,145406.4978332742,992,j
RO,1987,.333959950316119,.0052,.1864,.2828,.0419,.0686,.079,.088,.0972,.4664,.1083,.1206,.1403,.2508,.0008,.0033,.0141,.0594,0,5091.687424127938,15020.37477617896,17943.499732621,20427.3121956093,22426.0621658256,24903.43712890984,27776.49958609787,31173.68703547583,38280.31192957886,1482450.477909765,478678.9303671275,202019.9969896672,85259.8112295297,24309.6871377574,1272.937481031752,10183.31234825681,16676.99975149332,19205.5622138148,21402.12468108346,23627.12464792838,26324.87460772877,29314.81206317522,34112.81199167945,60976.31159138208,1922034.033859459,811168.5504126457,342342.8073986942,144481.1853470624,992,j
