country_year,gini,wgini,w2,w1,whalf,ede2,ede1,edehalf,a2,a1,ahalf,ge2,ge1,ge0,gem1,p75p50,p25p50,p10p50,p90p50,p75p25,p90p10,p95,p90,p75,p50,p25,p10,p5,max,min,sumw,sd,Var,mean
IN1945,.5215373,8937.0176,-.00010475557,9.3074703,229.70473,9546.0322,11020.03,13191.064,.4889324,.41001868,.29378763,4.3449159,.90921795,.52766436,.47834417,1.0090789,.98638076,.98184103,3.4176922,1.0230114,3.4809017,58693.441,28269.742,8346.6846,8271.5879,8158.9355,8121.3848,8083.8335,1394655,8083.8335,.01009,56072.168,3144088064,18678.609
IN1947,.49736023,13271.695,-.000070038244,9.7022476,277.33383,14277.914,16354.321,19228.514,.45925167,.38061175,.27175725,4.5297313,.85214168,.47902298,.42464453,1.0127424,.98114556,.97486079,3.1803763,1.032204,3.2623904,76130.094,39356.859,12532.593,12374.906,12141.584,12063.811,11986.042,2107497.5,11986.042,.01009,80931.563,6549917696,26403.99
IN1948,.49515599,11915.073,-.000078068151,9.5936699,262.67889,12809.32,14671.612,17250.051,.45726657,.37836087,.26911199,4.0946574,.83402246,.47539556,.42126259,1.0107831,.98382491,.97843343,3.2558289,1.0274013,3.3275938,67170.273,36104.281,11208.696,11089.121,10909.754,10849.967,10790.18,1737297,10790.18,.01009,68779.727,4730650624,23601.496
IN1949,.50207829,11489.259,-.000081255712,9.5626307,259.45361,12306.827,14223.216,16829.043,.46664655,.38359407,.27066267,3.8701928,.82713836,.48384956,.43746465,1.0090035,.98649448,.98199296,3.4879198,1.0228171,3.5518787,66981.32,36842.797,10658.075,10562.972,10420.313,10372.764,10325.209,1631128,10325.209,.01009,65374.656,4273845504,23074.43
IN1950,.53705132,11362.52,-.000082841289,9.5887613,266.564,12071.275,14599.776,17764.09,.50817412,.40515417,.27622905,3.213655,.79931372,.51945305,.51661998,1.7957051,.98674595,.98232788,4.9487309,1.8198252,5.0377588,74043.852,47620.352,17279.604,9622.7402,9495.1992,9452.6865,9410.1729,1546647.3,9410.1729,.01009,63365.602,4015199232,24543.801
IN1951,.46420199,967.55371,-.0017167152,7.0757718,76.253258,582.50781,1182.9561,1453.6398,.67742717,.34491953,.19502416,3.4543869,.50562471,.42299718,1.0500375,1.6418431,.6201849,.34612659,2.7142248,2.6473444,7.841711,4850.5459,3355.1357,2029.5321,1236.1304,766.62946,427.8576,202.67027,991171.38,22.517048,.95008999,4766.084,22715556,1805.818
IN1952,.46374264,1018.0422,-.001706482,7.1194458,78.110085,586.00092,1235.7654,1525.2963,.69132191,.34905618,.19654471,3.8083344,.51342309,.42933196,1.1198106,1.6333605,.66336483,.31997851,2.7191105,2.4622357,8.4977903,4901.7554,3552.0742,2133.719,1306.3369,866.57794,417.99973,198.00519,1103421.5,22.006191,.95008999,5260.9268,27677352,1898.4209
IN1953,.45734021,1042.2872,-.0016257371,7.145021,78.879234,615.10565,1267.7777,1555.4834,.67974943,.33994016,.19014816,3.1747079,.48727292,.41542476,1.0612775,1.6163597,.66208059,.33658606,2.6453414,2.4413338,7.8593307,5141.9653,3497.199,2136.8628,1322.0219,875.28497,444.97415,210.78226,1007342.4,23.41526,.95008999,4859.75,23617168,1920.7012
IN1954,.47572118,1042.4037,-.0015530887,7.1565366,79.502838,643.87823,1282.4615,1580.1754,.67616028,.35498366,.20524789,4.0003304,.54621673,.4384796,1.0439736,1.6818519,.62711465,.37393939,2.8372085,2.6818888,7.587348,5370.813,3656.7832,2167.6826,1288.8667,808.26715,481.95804,228.30861,1163967.4,25.363256,.95008999,5647.0776,31889488,1988.2621
IN1955,.48831588,1090.6356,-.0014408536,7.2087898,81.73983,694.03302,1351.2561,1670.3499,.6743865,.36604279,.21633631,4.4468393,.58964401,.45577383,1.0355628,1.6859335,.640535,.39093596,2.8216136,2.6320708,7.2175851,5862.1797,3841.8599,2295.5376,1361.5825,872.14124,532.29156,252.1393,1270785,28.02421,.95008999,6382.7183,40739092,2131.4626
IN1956,.49175239,1088.766,-.0015197984,7.2016549,81.796791,657.98199,1341.649,1672.6788,.69284695,.37370384,.21917559,4.13165,.59253901,.46793193,1.1278529,1.7026453,.61210054,.36320505,3.0060594,2.7816432,8.2764807,5801.5225,4029.8499,2282.5247,1340.5756,820.56708,486.90381,230.64397,1160908.4,25.627108,.95008999,6183.3403,38233700,2142.1958
IN1957,.47978616,1142.3328,-.0014202126,7.245575,83.113892,704.11993,1401.8875,1726.9797,.67934656,.361586,.21354024,4.3015728,.58980036,.44876829,1.0593158,1.6615785,.62870109,.37440383,2.7621756,2.6428754,7.3775301,5719.4761,3875.4753,2331.2808,1403.0519,882.10016,525.30798,248.81592,1165844.4,27.648083,.95008999,6467.3535,41826660,2195.8906
IN1958,.48450387,1093.6431,-.001541222,7.2002168,81.619751,648.83582,1339.7211,1665.4459,.69416678,.36851329,.21498063,3.6789112,.57924414,.45967835,1.134878,1.6195608,.61293495,.33779606,2.7422321,2.6423047,8.1180105,5705.481,3838.2109,2266.8452,1399.6667,857.9046,472.80188,223.9579,990804.31,24.880468,.95008999,5778.459,33390590,2121.5349
IN1959,.47700638,1167.45,-.0015219839,7.2561836,84.047256,657.03717,1416.8387,1765.9852,.70566082,.36528528,.20887481,3.2154841,.55043536,.45457962,1.1987205,1.5575629,.67499053,.30075288,2.6968579,2.307533,8.9670229,5876.9834,4150.5752,2397.1533,1539.0411,1038.8381,462.87103,219.25912,949124.38,24.358383,.95008999,5684.1729,32309820,2232.2449
IN1960,.46577162,1234.9086,-.0013179482,7.3190241,85.903275,758.75513,1508.7307,1844.843,.67175829,.34731466,.20191056,3.6513076,.54844767,.42666012,1.0232677,1.507319,.63299495,.3406688,2.5046885,2.3812497,7.3522687,5882.3389,4137.1748,2489.7478,1651.7723,1045.5635,562.70728,266.5556,1078863.8,29.624149,.95008999,6272.4082,39343100,2311.5742
IN1961,.46524602,1281.3918,-.0012716197,7.3569818,87.588943,786.39868,1567.0992,1917.9557,.67181796,.34601378,.19959345,3.1116884,.53140366,.42466903,1.0235445,1.5588455,.67830724,.3555184,2.6545444,2.2981408,7.4666858,6287.9321,4350.9492,2555.0366,1639.057,1111.7842,582.71497,276.03174,994645.31,30.679548,.95008999,6002.4453,36029348,2396.2268
IN1962,.45950633,1346.2983,-.0011845758,7.4071279,89.553329,844.18402,1647.6873,2004.9496,.66108841,.33850881,.19507994,2.8715863,.51648909,.41325861,.97531098,1.562753,.67202497,.37369171,2.6443787,2.3254387,7.076364,6536.7368,4486.3154,2651.2856,1696.5482,1140.1228,633.98602,300.30591,999955.44,33.357342,.95008999,5993.9604,35927564,2490.8679
IN1963,.44123828,1367.1783,-.0011680353,7.4134808,89.36908,856.13849,1658.1876,1996.7081,.65009874,.32230365,.18395135,2.920042,.48815492,.38905597,.92897463,1.5738378,.71492189,.38171887,2.4309063,2.2014122,6.3683157,5902.5039,4084.7925,2644.6108,1680.3579,1201.3247,641.42432,303.82016,1071702.3,33.750309,.95008999,5937.3867,35252560,2446.8003
IN1964,.44514501,1434.0155,-.001107184,7.4653158,91.825691,903.19226,1746.4073,2107.9895,.65053326,.32427314,.1843684,2.6496191,.48001096,.39196631,.93075132,1.5388438,.68617588,.37294388,2.4416974,2.2426374,6.547091,6510.0205,4444.9082,2801.3374,1820.4172,1249.1263,678.91345,321.59915,1127002.1,35.731991,.95008999,5974.0425,35689184,2584.4871
IN1965,.44652203,1492.9661,-.0010575815,7.505259,93.615379,945.55359,1817.5763,2190.96,.64946085,.32618126,.18775912,3.1233609,.50275075,.39479417,.92637414,1.5111132,.66339231,.36598474,2.4430027,2.2778575,6.675149,6707.7505,4762.3081,2945.7139,1949.3667,1293.1949,713.43848,337.95221,1243884,37.550869,.95008999,6769.5981,45827460,2697.4263
IN1966,.45028251,1406.5344,-.0011356629,7.4452176,91.00312,880.54297,1711.6577,2070.3921,.65585637,.33103085,.19082631,3.0174754,.51029968,.40201733,.95288175,1.5342587,.70119554,.36389983,2.4794726,2.1880612,6.8136129,6370.7021,4490.6382,2778.7363,1811.1263,1269.9536,659.06854,312.19037,1118701.9,34.68782,.95008999,6311.5342,39835460,2558.6497
IN1967,.44868505,1408.2655,-.0011395867,7.4462914,91.068222,877.51111,1713.4963,2073.3552,.6564675,.32919171,.18831234,2.7391641,.49742866,.39927191,.95546627,1.5571159,.66768247,.37368438,2.6037931,2.3321204,6.9678941,6364.5161,4566.4248,2730.8054,1753.7587,1170.9539,655.35223,310.42764,1028398.9,34.485722,.95008999,6003.3828,36040604,2554.3757
IN1968,.44281152,1489.3213,-.0010743063,7.5009851,93.450623,930.83325,1809.8248,2183.2546,.65175444,.32290399,.18319553,2.4993441,.47827318,.3899422,.93576849,1.5269151,.68719971,.36937484,2.5199168,2.2219379,6.822113,6646.498,4752.4165,2879.6729,1885.9418,1296.0187,696.61945,329.99182,1023181.1,36.652657,.95008999,6000.6948,36008340,2672.9219
IN1969,.45264572,1484.2079,-.0010736957,7.5008588,93.646912,931.36261,1809.5955,2192.4358,.65652704,.33264753,.19146153,2.7993217,.50830275,.40443692,.95571858,1.5110253,.66934991,.37362728,2.5826101,2.257452,6.9122634,6745.7339,4835.8994,2829.373,1872.4854,1253.348,699.61157,331.40649,1095667.5,36.821072,.95008999,6442.5063,41505888,2711.6038
IN1970,.45428655,1554.6667,-.0010174129,7.5489388,95.925034,982.88519,1898.7263,2300.4031,.65499121,.333516,.19252087,2.78262,.51128674,.40573916,.94923848,1.5155512,.67769718,.37492517,2.5451183,2.236325,6.7883372,7206.0508,5035.2803,2998.3772,1978.4071,1340.7609,741.75458,351.3468,1140094.4,39.038532,.95008999,6748.4155,45541112,2848.8701
IN1971,.43622309,1625.7507,-.00098387967,7.5876708,97.469803,1016.3844,1973.7112,2375.0906,.64753878,.31555757,.17636748,2.4134643,.44983384,.37915075,.91859585,1.5054479,.67901826,.36355826,2.4614942,2.2170949,6.7705631,7144.7588,5147.7534,3148.3616,2091.3123,1420.0393,760.3139,360.14365,1288505.3,40.02095,.95008999,6361.6436,40470508,2883.6775
IN1972,.43367979,1631.9766,-.00098401052,7.5909791,97.618835,1016.2493,1980.2517,2382.3594,.64734632,.31282315,.17328577,2.0287993,.43463421,.37516358,.91782171,1.5466605,.68248522,.36529496,2.5125029,2.2662184,6.8780112,7185.4312,5215.3154,3210.4729,2075.7451,1416.6654,758.25922,359.1893,1106592.3,39.908676,.95008999,5828.7256,33974044,2881.7205
IN1973,.43269739,1561.2412,-.0010256876,7.54849,95.583511,974.95575,1897.875,2284.0518,.64573383,.31037596,.17005226,1.6189237,.41600004,.3716087,.91136819,1.6275498,.68746752,.37778005,2.6689935,2.3674569,7.0649405,7085.4434,5155.8145,3144.011,1931.745,1328.0118,729.77466,345.67682,868674.75,38.398556,.95008999,4972.4521,24725280,2752.043
IN1974,.43312928,1589.2009,-.0010065169,7.5670571,96.495758,993.52533,1933.442,2327.8577,.64560777,.31033784,.16964906,1.3676938,.4111518,.37155342,.9108662,1.6151255,.68522817,.37633094,2.6623292,2.3570623,7.0744362,7244.0898,5263.8975,3193.3901,1977.1776,1354.8179,744.07306,352.44711,660890.88,39.162037,.95008999,4655.769,21676186,2803.4626
IN1975,.43462396,1566.6604,-.0010197253,7.5530081,95.828949,980.65619,1906.4694,2295.7971,.646101,.31199378,.17149329,1.5327739,.42052826,.3739574,.9128325,1.6027982,.68298769,.37489799,2.6540377,2.3467455,7.0793595,7097.0752,5203.1787,3142.2483,1960.4764,1338.9812,734.9787,348.1413,742707.19,38.68486,.95008999,4871.6797,23733264,2771.0059
IN1976,.43611279,1669.4508,-.00095629552,7.6179271,99.050987,1045.7018,2034.3411,2452.7744,.64679533,.31286451,.17153108,1.4716449,.41653475,.37522379,.91560972,1.5905868,.68076986,.3734774,2.6489754,2.336453,7.0927334,7671.2568,5562.1265,3339.7986,2099.7273,1429.4312,784.20068,371.46112,842611.5,41.26722,.95008999,5100.1758,26011792,2960.6113
IN1977,.43410817,1664.889,-.00095807289,7.6157179,98.92289,1043.762,2029.8516,2446.4343,.64522779,.31005827,.16846275,1.2141033,.40104836,.37114811,.90935504,1.5784642,.67854601,.37205228,2.6424627,2.3262448,7.102396,7706.5625,5562.7666,3322.8955,2105.1448,1428.4375,783.22388,370.98956,688136.25,41.222309,.95008999,4603.4341,21191606,2942.0623
IN1978,.43012646,1742.3459,-.00091438636,7.6606526,101.07961,1093.6296,2123.1426,2554.2715,.64230376,.30557838,.16456793,1.1333989,.38659501,.364676,.89783418,1.5664254,.67633665,.37063244,2.6336491,2.3160441,7.1058245,7996.4321,5835.9912,3471.0947,2215.9336,1498.717,821.29688,389.04361,726712.38,43.232059,.95008999,4622.2085,21364810,3057.4258
IN1979,.41853142,1827.4473,-.0008755349,7.7049918,103.10119,1142.1589,2219.3997,2657.4636,.63658077,.29381761,.1544316,.87525624,.35096887,.3478817,.87582147,1.5716435,.67382735,.3678501,2.6320558,2.3324127,7.1552405,8192.0908,6120.96,3654.925,2325.5435,1567.0148,855.45135,405.23389,583953.19,45.017254,.95008999,4175.3071,17433190,3142.8135
IN1980,.41264474,1710.6467,-.00093957304,7.6370358,99.56041,1064.3132,2073.5884,2478.0688,.63456511,.28802776,.14914821,.77093929,.33176026,.33971635,.86823291,1.5768741,.67132652,.36510369,2.6329236,2.3488932,7.2114406,7598.0752,5731.7314,3432.7693,2176.9456,1461.4412,794.81085,376.49112,542265.44,41.834217,.95008999,3631.3806,13186926,2912.4565
IN1981,.40639549,1803.7346,-.00089517335,7.6877685,102.01022,1117.1021,2181.5007,2601.521,.63236457,.28207365,.14384606,.58539587,.31226495,.33138829,.86004293,1.5821229,.66883326,.36235744,2.633126,2.3654966,7.2666535,7905.7632,6044.8535,3632.0713,2295.6948,1535.437,831.86206,394.04553,335165.5,43.787827,.95008999,3301.4331,10899461,3038.6135
IN1982,.40162146,1875.8538,-.00086488872,7.7248602,103.83477,1156.2181,2263.9365,2695.415,.63117802,.27782699,.14018966,.567038,.30083567,.32549056,.85566759,1.5874114,.66635627,.35964906,2.6342018,2.3822262,7.324367,8154.0459,6288.707,3789.6738,2387.3291,1590.8118,858.60071,406.6991,403144.34,45.185669,.95008999,3352.2107,11237316,3134.8948
IN1983,.44647598,1732.7826,-.00094353547,7.6568036,101.47778,1059.8435,2114.9868,2574.4351,.66144115,.32438383,.17761661,1.2451791,.42534167,.39213014,.97684813,1.5926961,.66387379,.35695267,2.6571934,2.3990946,7.4441051,8458.9717,5832.4487,3495.9136,2194.9658,1457.1803,783.49896,371.13553,634602.56,41.23354,.95008999,4960.5029,24606592,3130.4561
IN1984,.43095359,1864.7529,-.00087632844,7.7262602,104.66776,1141.1246,2267.1074,2738.8347,.65177536,.30817151,.16421956,.99149024,.38005012,.3684172,.93585485,1.5951345,.66371757,.35672519,2.6594269,2.4033332,7.4551139,8705.873,6290.896,3773.3037,2365.5083,1570.0294,843.83636,399.7099,579512.81,44.399734,.95008999,4633.6167,21470402,3276.9788
IN1985,.44341728,1834.2168,-.00089176168,7.7119627,104.20367,1121.3759,2234.9241,2714.6011,.65972483,.32182491,.17626962,1.4247177,.42622077,.38834977,.96939909,1.5975928,.66356593,.35648996,2.6725831,2.4075873,7.4969382,8695.6006,6212.8081,3713.8367,2324.6453,1542.5553,828.71271,392.56348,862668.56,43.625027,.95008999,5585.8281,31201478,3295.4973
IN1986,.44661188,1875.4807,-.00087283086,7.7346301,105.46434,1145.6974,2286.1628,2780.6819,.66194516,.32543409,.179519,1.5365101,.43924323,.39368591,.97904998,1.6000345,.66340542,.35626599,2.6835351,2.4118502,7.5323925,8907.6572,6376.2769,3801.7996,2376.0735,1576.3,846.51416,400.97299,915621.69,44.545692,.95008999,5965.5806,35588148,3389.0874
IN1987,.44208655,1928.7717,-.00084890076,7.7615514,106.78564,1177.994,2348.5452,2850.7932,.65925533,.3206636,.1753841,1.3141453,.42369571,.38663882,.96737444,1.6024913,.66324341,.35603949,2.6922746,2.4161434,7.5617304,9048.9619,6579.9971,3916.5349,2444.0288,1620.9861,870.17078,412.18381,664482.44,45.808804,.95008999,5627.7905,31672028,3457.1165
IN1988,.450504,1917.8669,-.0008547589,7.757659,106.78024,1169.9205,2339.4216,2850.5049,.66480124,.32972258,.18329003,1.8983896,.45608708,.4000636,.99165219,1.6049529,.66308647,.35580966,2.706049,2.4204278,7.6053276,9168.7725,6569.7739,3896.5217,2427.8105,1609.8483,863.83844,409.18042,1154915.4,45.460747,.95008999,6828.8696,46633460,3490.229
IN1989,.45045206,2049.6758,-.00079887104,7.8245702,110.41892,1251.7665,2501.3108,3048.0847,.66438317,.32936215,.1827641,1.8452097,.45229882,.39952603,.98979419,1.603676,.66363835,.3566139,2.7035499,2.4164908,7.5811672,9841.4775,7011.481,4159.0298,2593.4351,1721.103,924.85504,438.09723,1251887.6,48.677467,.95008999,7194.5679,51761804,3729.749
IN1990,.43485361,2171.4304,-.00075184903,7.8772326,112.88755,1330.0543,2636.5654,3185.8999,.65383404,.31379548,.17082322,1.5242592,.41393822,.37657958,.94439387,1.6024241,.66420686,.35742357,2.683538,2.4125378,7.5080047,9624.6318,7390.2119,4412.9263,2753.9063,1829.1636,984.3111,466.2337,1131886.8,51.798756,.95008999,6736.2256,45376736,3842.2444
IN1991,.43914786,2220.0359,-.00073514384,7.9019604,114.4517,1360.2781,2702.5757,3274.7976,.65635026,.31724289,.17268129,1.4415091,.41500312,.38161612,.9549697,1.6011436,.66477001,.35822362,2.689661,2.4085677,7.5083294,10266.713,7560.2715,4500.5972,2810.8643,1868.5782,1006.918,476.95612,1127006.1,52.988884,.95008999,6748.7378,45545464,3958.3267
IN1992,.44666022,2149.6082,-.00075916777,7.8727551,113.03165,1317.2318,2624.7869,3194.0386,.66092575,.32434237,.17780893,1.4807178,.42904049,.3920688,.97460318,1.5998863,.66532934,.35903636,2.6979795,2.4046533,7.514502,10497.093,7327.5508,4345.1953,2715.9399,1806.9945,975.12122,461.88861,1090149,51.338421,.95008999,6712.8315,45062108,3884.7886
IN1993,.46073604,2151.4116,-.00075773173,7.8752398,113.44427,1319.7283,2631.3176,3217.4006,.66920233,.34044477,.19353963,4.1717219,.50376594,.41618955,1.0114981,1.598631,.66589189,.35984719,2.6934347,2.4007366,7.4849401,10424.305,7318.4731,4343.7246,2717.1526,1809.3298,977.75977,463.1517,2863887.5,51.45631,.95008999,11571.296,133894888,3989.5334
IN1994,.47252145,2158.4434,-.00075599027,7.8828292,114.28838,1322.7683,2651.363,3265.4583,.67674303,.35206217,.20199016,4.0544529,.52574086,.43396056,1.046757,1.5973551,.66645318,.36066252,2.707634,2.3968003,7.5073895,11356.222,7357.4497,4340.4907,2717.2986,1810.9523,980.02771,464.20712,2838089,51.568588,.95008999,11700.495,136901584,4092.0024
IN1995,.47315708,2246.8752,-.0007244171,7.9215784,116.35555,1380.4203,2756.1177,3384.6538,.67632174,.35375088,.20637296,13.903484,.5810535,.43657023,1.0447439,1.5946859,.66816425,.3617543,2.6875281,2.3866675,7.4291534,11576.43,7606.041,4513.1611,2830.1252,1890.9885,1023.8099,484.96143,6474713.5,53.887096,.95008999,22581.973,509945440,4264.7915
IN1996,.46966428,2363.1497,-.00068737206,7.9710379,119.15121,1454.8162,2895.8613,3549.2532,.67351156,.35011363,.20348006,12.749537,.5670681,.43095773,1.0314479,1.5925989,.66952413,.36261854,2.6697013,2.3787026,7.3622856,11861.831,7951.3418,4743.3389,2978.3638,1994.0864,1080.0099,511.57095,6503089.5,56.845581,.95008999,22593.826,510480960,4455.9502
IN1997,.47613785,2460.9153,-.00065951695,8.0130587,121.8876,1516.2612,3020.1396,3714.1465,.67722911,.35709414,.2093589,11.332878,.58311969,.44175696,1.0490863,1.5908812,.67063081,.36332583,2.658262,2.3722162,7.3164687,12357.817,8239.2354,4930.9082,3099.4822,2078.6082,1126.1218,533.41992,6368876.5,59.281982,.95008999,22457.012,504317408,4697.6392
IN2005,.5364542,2813.9302,-.00058118929,8.1591873,133.27998,1720.6099,3495.3452,4440.8887,.71655959,.42420298,.26844123,14.069154,.80756044,.55200011,1.2640393,1.6155334,.67112571,.36410302,2.811352,2.4071991,7.7213092,16153.571,9853.7324,5662.4116,3504.9797,2352.2822,1276.1738,604.49658,8584839,67.141335,.95008999,32333.811,1045475264,6070.4468
IN2012,.61141205,3435.3074,-.00049001339,8.3725548,152.71185,2040.7605,4326.6743,5830.2271,.76915753,.51058429,.34050858,15.52894,1.0536728,.71454304,1.6659791,1.6274675,.66783273,.36183774,3.0860739,2.4369388,8.5288887,33115.203,12826.583,6764.209,4156.2788,2775.6992,1503.8986,712.36621,11699130,79.115623,.95008999,49470.859,2447365888,8840.4893
IN2013,.61283106,3487.6843,-.00048316616,8.3878517,153.93877,2069.6814,4393.3677,5924.2861,.770244,.51229084,.34234303,21.947409,1.0742326,.71803606,1.6762217,1.6274678,.667835,.36182663,3.1454625,2.4369309,8.6932869,34003.871,13254.732,6858.0215,4213.9214,2814.2043,1524.709,722.23529,15698221,80.238388,.95008999,59928.098,3591376640,9008.1709
IQ2007,.63239324,6858.1738,-.0002783892,9.0566607,219.48741,3592.0933,8575.4658,12043.681,.80745924,.54034418,.35444346,10.146041,1.059396,.77727729,2.096853,1.8245072,.5674724,.29817778,4.1068177,3.215147,13.773052,59182.59,34628.887,15384.334,8432.0488,4784.9551,2514.2493,1190.9602,17686940,132.32896,.95008999,84386.992,7121164288,18656.275
IQ2012,.60415655,9737.5205,-.00019305953,9.4055471,258.42212,5179.7495,12155.624,16695.498,.78943616,.50585735,.3213053,6.5985036,.91386908,.70493102,1.8745766,1.7990278,.59173661,.30409122,4.0135407,3.040251,13.198478,80608.438,47900.777,21471.023,11934.792,7062.2534,3629.2654,1719.2566,17902042,191.0285,.95008999,89732.523,8051925504,24599.424
IR1986,.6459887,20765.363,-.000095405318,10.162886,386.00821,10481.597,25922.99,37250.582,.82130808,.55806071,.36494607,6.2936668,1.0500828,.81658268,2.2981114,1.7717493,.61153984,.2889179,4.7360401,2.8971937,16.392338,211112.78,118132.98,44193.461,24943.406,15253.886,7206.5967,3413.4431,32812216,379.05212,.95008999,208966.44,43666972672,58657.352
IR1990,.61038542,21543.609,-.000087120745,10.2015,386.09329,11478.322,26943.563,37267.008,.79241538,.51272768,.32602897,4.3103976,.90474361,.71893215,1.9086565,1.694595,.63073528,.30492109,4.2659445,2.6866977,13.990322,195645.91,112302.3,44610.738,26325.311,16604.303,8027.1426,3802.2651,22981362,422.30127,.95008999,163021.23,26575921152,55294.672
IR1994,.60839754,22566.594,-.000082683757,10.248144,394.67023,12094.273,28230.109,38941.148,.79012573,.51011747,.32424676,4.2685771,.89963961,.71358973,1.8823789,1.6722597,.63649893,.30654404,4.2322807,2.6272781,13.806437,203669.36,116979.97,46221.148,27639.936,17592.789,8472.8574,4013.6121,23784524,445.95688,.95008999,169069.17,28584386560,57626.285
IR1998,.61476338,21236.512,-.000090188019,10.185586,384.55124,11087.947,26518.174,36969.91,.79886138,.51895249,.32935488,4.1877489,.90867907,.73178923,1.9858476,1.7137992,.62158233,.29567972,4.3660688,2.7571554,14.766211,197214.16,113602.13,44591.887,26019.318,16173.148,7693.3843,3644.3652,22082570,404.9639,.95008999,160194.72,25662349312,55125.895
IR2005,.61375415,23120.051,-.000081528167,10.273649,401.97736,12265.699,28959.377,40396.445,.79508799,.51620179,.325133,3.9692776,.88110292,.72608745,1.9400721,1.7704329,.59927648,.30885082,4.4542022,2.954284,14.421856,224639.84,124365.24,49432.043,27920.879,16732.326,8623.3867,4084.9392,26539824,453.84473,.95008999,169349.13,28679124992,59858.383
IR2006,.62309575,22732.547,-.000085993386,10.253413,401.13303,11628.801,28379.238,40226.926,.80719519,.5294739,.33303997,3.8758264,.89523506,.75390387,2.0932961,1.8342487,.57786173,.29583976,4.6825266,3.1742001,15.827915,228585.92,127872.53,50090.484,27308.447,15780.507,8078.9243,3826.6982,26432244,425.18869,.95008999,168617.02,28431699968,60313.848
IR2009,.59251338,24578.963,-.000075923977,10.332945,410.548,13171.07,30728.479,42137.414,.78164113,.49056256,.3014175,2.9778831,.7899884,.67444819,1.7898084,1.7461585,.5927667,.30811378,4.2615924,2.9457769,13.831229,224077.94,128399.27,52610.727,30129.412,17859.713,9283.2871,4397.418,21874712,488.45102,.95008999,147810.83,21848041472,60318.453
IR2010,.59498477,25399.646,-.000075855867,10.361311,417.59454,13182.896,31612.605,43596.301,.7897895,.49591482,.30482635,3.157609,.80131471,.68501002,1.8785679,1.7374092,.57514185,.28946751,4.1325316,3.0208361,14.276324,225288.38,130508.37,54868.652,31580.73,18163.398,9141.5947,4330.1548,26188198,480.93201,.95008999,158247.83,25042374656,62712.824
IR2014,.57210159,23158.764,-.000075425181,10.276804,393.52692,13258.172,29050.885,38715.859,.75503224,.46323445,.28465727,2.9862888,.7530731,.62219387,1.541085,1.6639862,.64346957,.34192538,3.9839878,2.5859594,11.651628,193271.39,111726.99,46664.848,28044.012,18045.467,9588.959,4541.9941,20309322,504.36127,.95008999,132813.7,17639477248,54122.109
IR2015,.5754596,22371.578,-.000077406803,10.243626,387.2666,12918.762,28102.82,37493.855,.75484359,.46669909,.28848755,2.8905189,.7664355,.62866944,1.5395142,1.6374265,.64686728,.34572434,3.9906085,2.5313175,11.542747,191893.59,108361.51,44462.898,27154.133,17565.121,9387.8447,4446.7646,17423804,494.01901,.95008999,127223.62,16185847808,52695.992
IR2016,.5764991,24702.725,-.000070664712,10.342379,407.46033,14151.335,31019.734,41505.98,.75739104,.46820095,.28842583,2.5816855,.75832957,.63148963,1.5609294,1.656432,.64800721,.34330362,4.0343328,2.5561938,11.7515,213741.19,120370.52,49422.199,29836.539,19334.293,10242.992,4851.8921,16447239,538.88007,.95008999,133089.69,17712867328,58329.805
IR2017,.58381772,25583.469,-.000069098794,10.377316,416.09509,14472.033,32122.645,43283.785,.76457441,.47744089,.29587564,2.9122119,.78647387,.64901716,1.6238132,1.6722792,.63603228,.33673218,4.1277366,2.6292365,12.258218,223279.77,127776.66,51766.453,30955.627,19688.777,10423.756,4937.769,19300304,548.56409,.95008999,148966.83,22191116288,61471.789
IS1980,.38715434,27304.463,-.000060881033,10.389359,392.42065,16425.477,32511.811,38498.492,.63133198,.27027598,.13590558,.62407506,.29653513,.31508887,.85623378,1.5315266,.65361327,.33291429,2.1780648,2.3431695,6.542419,103689.03,78467.742,55175.32,36026.355,23547.305,11993.689,5681.4458,5846490.5,631.04816,.95008999,49980.793,2498079744,44553.57
IS1981,.38715434,27691.531,-.000060030041,10.403435,395.19235,16658.326,32972.699,39044.246,.63133192,.27027598,.13590558,.62407506,.29653513,.31508887,.8562336,1.5315266,.65361327,.33291429,2.1780648,2.3431695,6.542419,105158.93,79580.102,55957.488,36537.066,23881.111,12163.712,5761.9863,5929370,639.99414,.95008999,50689.32,2569407488,45185.164
IS1982,.38715434,27260.014,-.000060980296,10.38773,392.1011,16398.74,32458.885,38435.82,.63133192,.27027598,.13590558,.62407506,.29653513,.31508887,.8562336,1.5315266,.65361327,.33291426,2.1780648,2.3431695,6.5424194,103520.24,78340.008,55085.504,35967.711,23508.973,11974.164,5672.1978,5836973,630.02118,.95008999,49899.434,2489953280,44481.043
IS1983,.38715434,25527.777,-.000065118242,10.322076,379.43863,15356.68,30396.287,35993.418,.63133204,.27027598,.13590558,.62407506,.29653513,.31508887,.85623384,1.5315266,.65361327,.33291429,2.1780648,2.3431692,6.542419,96942.055,73361.891,51585.098,33682.145,22015.096,11213.268,5311.7578,5466062.5,589.98615,.95008999,46728.574,2183559680,41654.496
