Entity,Year,Mean income or expenditure per day,Median income or expenditure per day,$1 - total number of people below poverty line,$10 - total number of people below poverty line,$20 - total number of people below poverty line,$30 - total number of people below poverty line,$40 - total number of people below poverty line,$1 a day - share of population below poverty line,$10 a day - share of population below poverty line,$20 a day - share of population below poverty line,$30 a day - share of population below poverty line,$40 a day - share of population below poverty line,$1 a day - poverty gap index,$10 a day - poverty gap index,$20 a day - poverty gap index,$30 a day - poverty gap index,$40 a day - poverty gap index,$1 a day - total shortfall,$10 a day - total shortfall,$20 a day - total shortfall,$30 a day - total shortfall,$40 a day - total shortfall,$1 - total number of people above poverty line,$10 - total number of people above poverty line,$20 - total number of people above poverty line,$30 - total number of people above poverty line,$40 - total number of people above poverty line,$1 - share of population above poverty line,$10 - share of population above poverty line,$20 - share of population above poverty line,$30 - share of population above poverty line,$40 - share of population above poverty line,$5.50-$10 - total number of people between poverty lines,$10-$20 - total number of people between poverty lines,$20-$30 - total number of people between poverty lines,$30-$40 - total number of people between poverty lines,$10-$30 - total number of people between poverty lines,$5.50-$10 - share of population between poverty lines,$10-$20 - share of population between poverty lines,$20-$30 - share of population between poverty lines,$30-$40 - share of population between poverty lines,$10-$30 - share of population between poverty lines,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,Share of the richest decile in total income or expenditure,Share of the poorest quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the richest quintile in total income or expenditure,P10,P90,Gini coefficient
Czechia,2010,31.808458208855487,28.19305016302969,0.0,263091.0,2069695.0,5947079.0,8340514.0,0.0,2.5117473860150104,19.75953563042182,56.777217596321265,79.62753314669135,0.0,0.64696030622305,5.089634046036521,15.95402187293804,29.456531460382777,0.0,677652.7501105777,10662182.749629077,50132689.87383629,123415915.0775792,10474410.0,10211319.0,8404715.0,4527331.0,2133896.0,100.0,97.48824993484119,80.24046223128558,43.2227781803462,20.372469666549236,171176.0,1806604.0,3877384.0,2393435.0,5683988.0,1.634230472169793,17.247787703555616,37.01768405093939,22.850308513796957,54.265470210306255,383813.0,747857.0,1336249.0,3.66428843437574,7.13984751232804,12.7572681132718,22.44896853426787,9.37546488505677,14.484902219220569,17.728285716260658,21.97202188389015,36.43932529557266,13.7,43.9,0.2662351375027597
Czechia,2011,31.77458848146456,28.464462742824537,2524.0,275076.0,2089535.0,5877079.0,8402520.0,0.02404553957121448,2.62074587971543,19.907753304288462,55.99303761534073,80.05382678780177,0.012496640446390409,0.64428846963837,5.16404224989088,15.75839487848058,29.30971452144537,1311.65837829673,676250.8474709659,10840448.378114533,49620449.81498445,123054937.1487874,10493564.0,10221012.0,8406553.0,4619009.0,2093568.0,99.97595294551647,97.37925215566028,80.09224960766335,44.00695763983686,19.94617423177092,194552.0,1814459.0,3787544.0,2525441.0,5602003.0,1.853566776498063,17.28700254799693,36.085291967826485,24.060783408065937,53.3722917356253,408147.0,805283.0,1379711.0,3.8885583667091503,7.67222373937185,13.145005504884772,22.23894702512456,9.33837418168362,14.58958012621765,17.90714086452577,21.97730056191912,36.18760426565356,13.62,43.15,0.2638134306595536
Czechia,2012,31.239332247347896,27.92027061993612,3385.0,246928.0,2222535.0,6114579.0,8531662.0,0.03220715554147462,2.34928253985088,21.14527643630226,58.174335030049726,81.17054724043771,0.018408836237004345,0.67410818930608,5.07395781998657,16.3112042077075,30.117049329975682,1934.9131978736173,708540.6244535507,10666255.948989507,51433068.15549266,126621532.13670737,10507400.0,10263857.0,8288250.0,4396206.0,1979123.0,99.96779498391413,97.65071781032529,78.85471922411124,41.82566763567136,18.829449941179465,155114.0,1975607.0,3892044.0,2417083.0,5867651.0,1.4757603737494394,18.795998586214065,37.02905158843988,22.996217694491897,55.82505249019884,307559.0,664984.0,1318836.0,2.9261299576937803,6.3266841051077,12.54745633945378,22.169315065690327,9.56244855616016,14.51728057197505,17.8911438941611,21.91674845290477,36.11237852479844,13.78,42.9,0.2611001752956207
Czechia,2013,31.446279458106183,27.942101070768384,1675.0,288851.0,2151622.0,6064151.0,8568759.0,0.015929224721408952,2.74722405217574,20.46382123149626,57.675427648264254,81.49645654526275,0.006066820572938692,0.5152290488796101,5.14737200384621,16.2089633794189,30.02785016350325,637.8820167907325,541725.8362221515,10824173.866724819,51127634.942774855,126288393.67772706,10512597.0,10225421.0,8362650.0,4450121.0,1945513.0,99.98406927269905,97.25277223187683,79.53617711240493,42.32457558640294,18.503544515492845,214550.0,1862771.0,3912529.0,2504608.0,5775300.0,2.040559726817035,17.716595119471894,37.21160152600199,23.82103107091009,54.928203596088515,380565.0,736515.0,1293778.0,3.6195047826211897,7.00490256059414,12.30497101373576,22.59282068671595,9.44800796845979,14.53135862998491,17.82219026632587,21.79200967435061,36.40643346087858,13.56,43.0,0.2647390334971926
Czechia,2014,32.1802180298482,28.48215950310584,0.0,265341.0,1930105.0,5852920.0,8410571.0,0.0,2.52097541159607,18.33768780384991,55.60785996079668,79.90778116501578,0.0,0.62660804443317,4.47801223531863,14.97335770744595,28.539608725425243,0.0,659526.7100650533,9426526.529394846,47279935.68779793,120155714.03173137,10525347.0,10260006.0,8595242.0,4672427.0,2114776.0,100.0,97.47902848238638,81.6623147911418,44.39214213080101,20.092221187576996,179150.0,1664764.0,3922815.0,2557651.0,5587579.0,1.7020816510847576,15.816713691244574,37.2701726603408,24.29992094322401,53.08688454920061,368283.0,642409.0,1164688.0,3.49901096030668,6.10344706811253,11.06555032718067,22.14519935683152,9.66164053591908,14.63131300699691,17.77071391080125,21.90165611329494,36.03467643298741,14.4,43.75,0.2592322089671913
Czechia,2015,33.508005662823834,29.770559845074036,924.0,235378.0,1728402.0,5348206.0,8113774.0,0.008764511438047242,2.2319002770472203,16.38907821089746,50.71283811038207,76.93655097232508,0.006767770546761177,0.46529223547114,3.9460935071720202,13.34642199067069,26.41742315212975,713.7330748460563,490699.93675205356,8323146.98923061,42225646.12575316,111439881.27613051,10545135.0,10310681.0,8817657.0,5197853.0,2432285.0,99.99123843323842,97.7680951718552,83.61092043956894,49.28716025578844,23.06344957865303,188786.0,1493024.0,3619804.0,2765568.0,5112828.0,1.7901094617430076,14.15717473228625,34.3237601837805,26.223710677135408,48.48093783333485,367951.0,682633.0,1149275.0,3.488994792611249,6.47287163404657,10.89767634636713,22.1298756988746,9.66599352527863,14.674651272871468,17.792998006521472,21.923588972254308,35.94276822307421,15.12,45.45,0.2586743298006773
Czechia,2016,34.75120543904476,30.65886493819429,0.0,176341.0,1428910.0,5026379.0,7879804.0,0.0,1.66889352276928,13.52323261998561,47.56976389272812,74.57463996059587,0.0,0.49273121020072996,3.14356940996497,11.67585472174017,24.4490163331286,0.0,520636.15537427,6643199.610146795,37011287.21210227,103334569.45970376,10566332.0,10389991.0,9137422.0,5539953.0,2686528.0,100.0,98.33110487158648,86.47676412211919,52.430237853590064,25.425360475139342,100696.0,1252569.0,3597469.0,2853425.0,4850038.0,0.9529891735372312,11.85434074946727,34.046526268529135,27.004877378450725,45.90087036995884,277282.0,571051.0,1045359.0,2.62420319994934,5.40444340297398,9.8932989506303,21.93964933972254,9.95656896898602,14.73286038179174,17.67760253051967,21.83810906932246,35.794859049380236,16.02,46.75,0.2540633291650931
Czechia,2017,35.919323396636194,31.66929595575608,0.0,110029.0,1216023.0,4660571.0,7578378.0,0.0,1.03855129047467,11.47793466516464,43.990736720468135,71.53166753105144,0.0,0.31416009185699,2.47786960900054,10.20045063156888,22.54810652141741,0.0,332834.96152531856,5250327.188928092,32420412.5364652,95553806.62342097,10594438.0,10484409.0,9378415.0,5933867.0,3016060.0,100.0,98.96144561891815,88.52206223680766,56.009266371656516,28.468334044712897,55719.0,1105994.0,3444548.0,2917807.0,4550542.0,0.5259269061747306,10.439383382110499,32.512795865151126,27.54093232694363,42.95218542999346,231022.0,498524.0,991550.0,2.18059589402797,4.70552851242785,9.35915896002448,21.45550682078294,10.20258245546156,14.742262220742269,17.65316788284813,21.989316040586488,35.41267140036161,16.8,48.5,0.2485220974651264
Czechia,2018,37.61908989159718,32.99312675844096,442.0,96635.0,1019170.0,4152552.0,7230821.0,0.004154019888454248,0.9090811557146601,9.5877380595491,39.06472729062827,68.02323610612603,0.002272821132603792,0.21465776333583,2.16115678665907,8.84027931787532,20.4116214515156,241.5992499645676,228179.65689009128,4594588.207779455,28191459.79467113,86789626.55714653,10629486.0,10533293.0,9610758.0,6477376.0,3399107.0,99.99584192856246,99.09091576161192,90.4122586719308,60.93527632548405,31.976764094733284,71231.0,922535.0,3133382.0,3078269.0,4055917.0,0.67009861214488,8.678657089681135,29.47698234644675,28.958512230750767,38.15564613491361,248363.0,523687.0,969168.0,2.3364522704261903,4.92652971530067,9.11734951710794,21.51091414005839,10.17922291991885,14.67324518483649,17.62815877798618,22.010026670655037,35.509346446603786,17.58,51.55,0.2499034080105021
Czechia,2019,39.36648856853251,34.56492908256848,0.0,114450.0,866499.0,3733936.0,6824093.0,0.0,1.0724476617365701,8.11946520442411,34.98858675192284,63.94467995201545,0.0,0.22623621678351,1.8709201822201398,7.862297847973849,18.524901456019798,0.0,241436.3494805437,3993243.393005929,25171626.160457004,79078136.0405816,10671870.0,10557420.0,9805371.0,6937934.0,3847777.0,100.0,98.92755440236809,91.88053265266537,65.0114178677214,36.05532113865705,85337.0,752049.0,2867437.0,3090157.0,3619486.0,0.7996442985156303,7.047021749702723,26.86911478494397,28.956096729064353,33.91613909018627,265303.0,497663.0,961716.0,2.48600103212728,4.66331778539505,9.01169357586683,21.49172529578608,10.1116108103509,14.47217182773645,17.643191577744403,22.06897460809924,35.7040511760691,18.32,54.3,0.2526219685008029
Democratic Republic of Congo,2004,1.0042020558014135,0.7138503025443317,35525533.0,52997652.0,53065486.0,53067532.0,53068869.0,66.94232232435944,99.8658017876207,99.99362531621165,99.9974797761767,100.0,30.41836483626429,89.99987181460726,94.98203510830888,96.65349366250902,97.48949486049646,16142682.18689916,477619140.73461854,1008117835.7032491,1538787478.0704064,2069462892.651144,17543336.0,71217.0,3383.0,1337.0,0.0,33.05767831607642,0.13419732008986285,0.006374735440470759,0.0025193678048801077,0.0,86602.0,67834.0,2046.0,1337.0,69880.0,0.16318795111310927,0.1278225846493921,0.003855367635590651,0.0025193678048801077,0.13167798855600665,4759314.0,8314372.0,12146588.0,8.968184972420499,15.66713632396558,22.88834846971731,32.3958564977983,5.69044076559012,9.888033745895722,14.33503213194232,21.58668192376421,48.49981143280782,0.22,1.46,0.4216363216646305
Democratic Republic of Congo,2012,2.030942068199608,1.4633305291943235,20256056.0,68388326.0,68953926.0,68997960.0,69007421.0,29.347778250743012,99.08372004257916,99.90318483273455,99.96698234049752,99.98068991452243,9.67019670121764,80.13889419177585,89.89714668323413,93.24668397402715,94.92893839765688,6674442.192953707,553124650.1148118,1240953679.4079373,1930786790.8960953,2620826571.992455,48764693.0,632423.0,66823.0,22789.0,13328.0,70.65222227594198,0.9162795379111287,0.09681581403876101,0.03301760750234687,0.019310135275408268,1191007.0,565600.0,44034.0,9461.0,609634.0,1.7255782025778943,0.8194637238723678,0.06379820653641415,0.013707472226938598,0.883262297918364,6943406.0,11294654.0,16317431.0,10.05988202189867,16.36414287008077,23.64134082217954,31.99392234165253,5.539167935953211,9.984114001049871,14.4872612819985,21.62439072789921,48.36506605309866,0.43,2.98,0.4209970921922327
Denmark,1987,48.364932775322536,43.281544554770896,25502.0,89557.0,255417.0,947976.0,2178679.0,0.49739552519340996,1.7467590920864098,4.98178827625975,18.48979754683413,42.494027361239226,0.47821548892924004,0.98584753259907,1.95502189828222,4.87812462458103,11.282317082259501,24518.22288911948,505446.3959976214,2004688.8386037,7503078.60756538,23137884.182541773,5101522.0,5037467.0,4871607.0,4179048.0,2948345.0,99.50259643801161,98.25323618535822,95.01822109668299,81.51020943143625,57.5059722755345,25703.0,165860.0,692559.0,1230703.0,858419.0,0.5013239649356039,3.2350150886752234,13.50801166524674,24.00423715590175,16.74303845474772,191563.0,307023.0,615050.0,3.73634121197306,5.98832883446551,11.99624018196258,21.61107947833509,9.39384570225668,14.393793044315661,17.92679534731997,22.54779019312887,35.73777571297874,22.22,67.6,0.2623503966982436
Denmark,1992,47.54213508472098,43.36647260124873,25544.0,77437.0,257854.0,904703.0,2184522.0,0.49395200675261003,1.49741355185446,4.98619266231599,17.494457567852688,42.24261980746044,0.47765346229288,0.8996716438179,1.82868800365832,4.58581244376733,10.771870011439919,24701.22785297531,465253.4948690574,1891364.4562957052,7114479.869197517,22282130.16842402,5145826.0,5093933.0,4913516.0,4266667.0,2986848.0,99.50604965415354,98.5025824878127,95.01381645482725,82.50554495230472,57.757383439978184,25745.0,180417.0,646849.0,1279819.0,827266.0,0.4978371301995409,3.488766032985456,12.508271502522541,24.748161512326522,15.997044015998227,180820.0,323022.0,542862.0,3.49655787625984,6.24635368697004,10.49745243243385,20.517956932746408,9.76508686093749,14.85053015125024,18.22713921309493,22.62662836223406,34.5306154124832,22.8,65.45,0.2469381040965999
Denmark,1995,49.27404057801969,44.87898397731295,0.0,12946.0,130793.0,719576.0,1988672.0,0.0,0.24737881580856,2.49921972080392,13.74975436173843,37.99981495422668,0.0,0.17046806170487,0.6240953535371699,2.74989912573685,8.43244846010904,0.0,89212.29514886007,653224.7545253759,4317374.351206451,17652059.238010492,5233373.0,5220427.0,5102580.0,4513797.0,3244701.0,100.0,99.75262607882144,97.50078964369632,86.25024434528171,62.00018611323902,0.0,117847.0,588783.0,1269096.0,706630.0,0.0,2.2518364351251097,11.250545298414618,24.2500582320427,13.50237554592987,91501.0,222264.0,457838.0,1.74841342669713,4.24705513281486,8.74842499614434,19.80455622634153,10.69566085032686,14.94935889987634,18.22197892213408,22.499930106182653,33.63307122147998,24.82,66.95,0.2295589641538346
Denmark,2000,52.62580086717645,47.602969401145465,0.0,13347.0,120122.0,627366.0,1762005.0,0.0,0.24996004471896,2.24964043910781,11.749263715269679,32.998721458484695,0.0,0.13063046468869,0.49322251183665,2.33638286903247,7.20306970589076,0.0,69751.65193391642,526723.7631526331,3742616.204883504,15384650.500275841,5339616.0,5326269.0,5219494.0,4712250.0,3577611.0,100.0,99.75003820499452,97.75036257288914,88.25072814224843,67.00127874363999,0.0,106775.0,507244.0,1134639.0,614019.0,0.0,1.99967563210538,9.499634430640706,21.249449398608437,11.499303670550718,93367.0,240153.0,520529.0,1.74857897433295,4.49756884268809,9.74844194554388,20.14654695861713,10.43062214991819,14.70518350437558,18.08030473778944,22.617352575539613,34.16653703237714,25.84,72.55,0.2376631971103442
Denmark,2003,51.40905420988517,45.95985280790446,10672.0,37596.0,192457.0,783432.0,2021755.0,0.19798322843476002,0.6974335050985799,3.57025243162986,14.533376416401738,37.50536639568687,0.14853230002918,0.40233666667829004,1.04673149949913,3.4013109932892,8.97934861589643,8006.74354697497,216882.55746426564,1128496.7212362047,5500505.581901681,19361537.274314914,5379902.0,5352978.0,5198117.0,4607142.0,3368819.0,99.80202479364905,99.30256035813626,96.42974941073066,85.46663119734559,62.49462487668289,15346.0,154861.0,590975.0,1238323.0,745836.0,0.2846821136301997,2.872810947405601,10.963118213385068,22.972006320662697,13.835942911303158,137859.0,309109.0,589146.0,2.55740690943105,5.73424441792819,10.929181433748193,21.38372768942357,9.82383884670121,14.34110185536189,17.85996307967449,22.51618930968057,35.45890690858164,23.98,71.5,0.2563167105012541
Denmark,2004,52.30966038003246,47.1308609069888,11771.0,35786.0,182409.0,716344.0,1866807.0,0.21780515574842998,0.6621581968375501,3.3751112663814697,13.25452366859165,34.54156124914558,0.17378401751068,0.37365988226068003,0.9981492263132601,3.1381823410473295,8.14114371417577,9392.197196688729,201945.3427855137,1078904.0902084438,5088113.592115241,17599599.37982735,5392752.0,5368737.0,5222114.0,4688179.0,3537716.0,99.78220094539333,99.33785090747139,96.62488252894845,86.74547226461983,65.45843176169294,13861.0,146623.0,533935.0,1150463.0,680558.0,0.2564703675051434,2.7129683785229517,9.8794102643286,21.287040502926903,12.5923654717541,151738.0,310942.0,579210.0,2.8076053068492297,5.7533705612,10.71714271854946,20.65321460731031,9.9386926776944,14.5320629415626,17.99072562642954,22.63899177923599,34.89952697507717,24.8,73.15,0.2491279651988014
Denmark,2005,52.91216176070021,47.27486802830371,5400.0,45607.0,176346.0,705264.0,1795788.0,0.09963282954619099,0.84154508793977,3.2539637584456904,13.013608053166632,33.13608756688257,0.09622610020461109,0.3811053253856,1.06673554011863,3.1278471887822104,7.93283136527413,5214.908066840759,206537.43957651328,1156220.1443312373,5085346.543798905,17196576.060628124,5414032.0,5373825.0,5243086.0,4714168.0,3623644.0,99.90035856156143,99.15845424391338,96.74604275872453,86.98638528908565,66.86390750912642,20556.0,130739.0,528918.0,1090524.0,659657.0,0.37930174232281166,2.4124114851888536,9.759657469638885,20.122477779959226,12.172062965226862,151961.0,322120.0,557440.0,2.80400516797429,5.94380259978376,10.28595344974127,20.96280121730369,9.83590384156371,14.584146950619932,17.92621316018175,22.4959110557551,35.15782499187945,25.28,73.8,0.2518688905898729
Denmark,2006,54.57901992287878,48.17938271363426,0.0,40711.0,157381.0,638854.0,1726418.0,0.0,0.74874861911064,2.89448390423508,11.74952588722667,31.75154832354722,0.0,0.26948599970833,0.9105144492884,2.76635319751262,7.36699724346785,0.0,146526.8680606111,990142.9441422474,4512424.434883751,16022547.13439397,5437272.0,5396561.0,5279891.0,4798418.0,3710854.0,100.0,99.25126055860365,97.10551541287616,88.25046824951924,68.24845253281426,21946.0,116670.0,481473.0,1087564.0,598143.0,0.4036215219691051,2.14574514572749,8.855047163356918,20.002015716704992,11.00077726811603,148462.0,309232.0,549569.0,2.73045110683963,5.68726111576094,10.10743713982486,21.75876706484832,9.84314028065633,14.33562070150385,17.70497926667965,22.295780562200612,35.82047918895951,25.76,75.7,0.2591307696762629
Denmark,2007,55.581822625641735,48.95977527009795,0.0,54962.0,159799.0,610466.0,1629778.0,0.0,1.00635994751965,2.9259462225428403,11.177745102749089,29.841562956209327,0.0,0.40898181383833,1.0118805415255099,2.72417762071744,6.9467263417541005,0.0,223362.88194055812,1105264.5681895996,4463378.152960745,15175646.087382732,5461438.0,5406476.0,5301639.0,4850972.0,3831660.0,100.0,98.9936350096806,97.07404899588717,88.82224791346161,70.15844544971489,23649.0,104837.0,450667.0,1019312.0,555504.0,0.4330178242433586,1.9195860137934369,8.251801082425544,18.66380246374673,10.171385155229439,151283.0,295140.0,554185.0,2.77002210309192,5.40406212321002,10.14723207613463,22.10770802051967,9.78459467350299,14.36986661314468,17.58948744693481,22.11590810186656,36.14014316455109,26.16,77.05,0.2618425902975039
Denmark,2008,54.998692568762806,49.23779936126755,2404.0,47395.0,164820.0,616571.0,1644819.0,0.04376440743509274,0.8627246638904099,3.00020045649545,11.22340534402462,29.940527602273832,0.04297742407845361,0.47647203882798,1.0496833676419701,2.78124188830468,7.03065760994441,2361.016794432984,261755.67984182065,1153312.5183657294,4583726.653101074,15449507.315920169,5491217.0,5446226.0,5328801.0,4877050.0,3848802.0,99.95624015562777,99.13727211979129,96.99979303268282,88.77660107968862,70.05947443407545,4989.0,117425.0,451751.0,1028248.0,569176.0,0.09081441912356167,2.1374790871084843,8.22319195299421,18.717126645613156,10.36068068013421,159362.0,311913.0,572125.0,2.9008495003073698,5.67773819225554,10.41435499013393,21.04300539565673,9.83997009183628,14.539085783519178,17.95676899917852,22.4789778558728,35.18519726959303,26.16,76.8,0.2524650079001688
Denmark,2009,55.80272241433951,49.86184080835488,6695.0,76626.0,223600.0,681978.0,1648770.0,0.12122712146194999,1.38737182462799,4.04845678518486,12.347745319580369,29.85228038852517,0.08282606399961083,0.76227883974176,1.6138509928544602,3.56052579290307,7.752917630229569,4574.562199459306,421013.8448383516,1782690.4698759008,5899536.6612461945,17128040.239573114,5516400.0,5446469.0,5299495.0,4841117.0,3874325.0,99.87878173379238,98.61262571076543,95.95154528393954,87.65224932759621,70.14771609034428,19716.0,146974.0,458378.0,966792.0,605352.0,0.3569737619939545,2.661080426825901,8.299295956343318,17.50453323725194,10.960373494952378,218600.0,379902.0,678026.0,3.95792134812392,6.878417207113969,12.276198987477189,21.77958432327182,9.21255305829589,14.322855538271348,17.88620292500667,22.51254826114019,36.06584021728644,25.14,79.15,0.2670156013173982
Denmark,2010,58.56977404641889,51.4585607619747,0.0,25387.0,139586.0,603062.0,1522316.0,0.0,0.45761499496259006,2.51611842025116,10.87052371025154,27.440564891167362,0.0,0.18382919968994,0.89721147761703,2.77515539204127,6.771361839868111,0.0,101982.61260234854,995488.9723561755,4618704.717235707,15026147.586354015,5547683.0,5522296.0,5408097.0,4944621.0,4025367.0,100.0,99.54238553284317,97.48388651622668,89.12947982067469,72.55942706171207,12180.0,114199.0,463476.0,919254.0,577675.0,0.21955111710600622,2.0584990166164863,8.354406695551999,16.570052758962618,10.41290871528895,149900.0,387849.0,644781.0,2.70202058545964,6.991189203749169,11.62252911211624,22.53283266380092,9.30225044534636,14.126757725394599,17.61551743022084,22.26797255586712,36.68750184317053,25.94,82.55,0.2719855922149722
Denmark,2011,57.635938668287,50.25357488320228,0.0,59085.0,166691.0,614048.0,1624488.0,0.0,1.06066988764323,2.99234805167827,11.02306305702905,29.161951833091372,0.0,0.34090270870972,1.08991520573122,2.86936776764324,7.005912370359329,0.0,189902.30838625223,1214290.2254841148,4795205.923240782,15610775.713910924,5570572.0,5511487.0,5403881.0,4956524.0,3946084.0,100.0,98.93933692985209,97.00765020181052,88.97693091481449,70.83803961244914,23977.0,107606.0,447357.0,1010440.0,554963.0,0.43042258496973024,1.9316867280415726,8.030719286996021,18.13889130236536,9.96239316938582,166691.0,359941.0,628628.0,2.99234805167827,6.46147874079467,11.2848019450462,22.713124974654338,9.35799059800722,14.04101704908113,17.54080124280335,22.262223993988272,36.79796711612032,26.06,81.55,0.2731174610785309
Denmark,2012,57.29247650954341,49.75930408305653,0.0,73618.0,173413.0,629513.0,1672129.0,0.0,1.31658246351535,3.10132701559092,11.25824670769722,29.90446144360549,0.0,0.37321106113342,1.2479901204393,3.0404352823944,7.21628623622437,0.0,208683.65195239196,1395645.3227450037,5100243.837854586,16140153.624983028,5591572.0,5517954.0,5418159.0,4962059.0,3919443.0,100.0,98.68341139128674,96.89867178675335,88.74175276648499,70.09554737022076,49084.0,99795.0,456100.0,1042616.0,555895.0,0.877821120786784,1.7847396045333943,8.156919020268361,18.646205396264236,9.941664244181869,167155.0,344164.0,606550.0,2.98941235525329,6.15504278339912,10.847582895098231,23.13577231154721,9.32332690351237,13.95222374109945,17.3931736036847,22.06608712948411,37.26518862221966,25.76,81.5,0.2779075050858862
Denmark,2013,58.6878251682622,50.61714992878464,13620.0,60217.0,179142.0,652187.0,1612812.0,0.2425604874021,1.07244472728403,3.1904643015685803,11.6152189859555,28.72363329654496,0.23812817096613997,0.53004292428386,1.17065400284794,3.08168364503552,7.1554890410195,13370.734872592502,297615.4976935022,1314628.5243037979,5191033.233715975,16071033.756827882,5601312.0,5554715.0,5435790.0,4962745.0,4002120.0,99.75743250318972,98.92755602383075,96.80954284041195,88.3847747399256,71.27637520810582,24174.0,118925.0,473045.0,960625.0,591970.0,0.4305305923562387,2.118013183418784,8.424768100486347,17.1083995318198,10.542774258671471,184797.0,377278.0,675346.0,3.29117547124351,6.71919842268254,12.0276861501435,23.68780710476589,9.09552852684261,13.781451399789098,17.291758911368788,21.93914223010081,37.89211893189901,25.22,83.75,0.2854376286566804
Denmark,2014,59.09234663359927,51.01244310443739,6581.0,69381.0,205144.0,606242.0,1547249.0,0.11661320872863,1.22939988849237,3.63506500758565,10.742357231477111,27.41659247931647,0.04124930180154676,0.5090306725392499,1.42280478390867,3.2216533982124296,6.90045370858585,2327.894034844841,287270.18747084436,1605912.6455737962,5454396.123443067,15577015.197224613,5636894.0,5574094.0,5438331.0,5037233.0,4096226.0,99.88338745188027,98.77059790288784,96.36493472550157,89.2576471057283,72.58339941259597,30641.0,135763.0,401098.0,941007.0,536861.0,0.5429456141827509,2.4056631773862738,7.107287619773278,16.674247693132337,9.512957342984741,219827.0,382923.0,632289.0,3.89523687225255,6.785227933621241,11.20389756711646,23.56351371057619,9.09250543710384,13.94693585470324,17.2909124967867,21.97285135480041,37.69679485660575,26.08,83.55,0.2835287915948955
Denmark,2015,59.66393108073984,51.13212343733726,9970.0,33773.0,157750.0,579062.0,1517852.0,0.17542585875317,0.5942232098676,2.77558394081525,10.1884998051545,26.706369347093013,0.09967413683060168,0.33070302638836,0.89347333181639,2.5889028745435803,6.23399067857626,5664.962622163985,187954.50285267955,1015608.0984663623,4414195.642835871,14172312.017538656,5673513.0,5649710.0,5525733.0,5104421.0,4165631.0,99.82457939963926,99.40576931434474,97.22441326911684,89.81149411373272,73.2936299800668,9783.0,123977.0,421312.0,938790.0,545289.0,0.1721303644261802,2.1813560452278997,7.412919155384119,16.51786413366592,9.5942765952869,172999.0,338111.0,611387.0,3.04388187618661,5.94900908212223,10.75726647043796,23.83117072539645,9.40382929547689,13.885629958499159,17.175811917756402,21.811783669643283,37.722945158624995,26.7,82.35,0.2817744646029746
Denmark,2016,60.6679152478614,52.6120353222777,11716.0,34390.0,156960.0,593738.0,1445907.0,0.20454272519751,0.60038706717165,2.7402256483909904,10.3655119322454,25.2427431352112,0.12967747549757,0.39140682539175,0.9528919161095301,2.59431935161046,6.18487840771847,7427.938764248359,224198.22099121974,1091634.88487891,4458086.156765469,14170818.14727819,5716294.0,5693620.0,5571050.0,5134272.0,4282103.0,99.79546125094055,99.39961696994244,97.25978132021417,89.63448038673117,74.75725426457007,3491.0,122570.0,436778.0,852169.0,559348.0,0.060946122649925535,2.139835649728265,7.6253009334830075,14.8772261221611,9.765124865073751,178196.0,381174.0,696817.0,3.11096167822315,6.65455520452032,12.16507282007334,23.67254640419713,9.23340271415631,13.891863220868881,17.35121463278511,21.96204109387577,37.5614783383143,26.36,83.8,0.2818744072592858
Denmark,2017,62.13651582386386,53.348491521079545,6296.0,15581.0,148758.0,590790.0,1447424.0,0.10920443617900999,0.27027478501048996,2.58036870403182,10.24791359770167,25.107188331163734,0.06328917380723834,0.19219735023797,0.6480028103901401,2.404547713486,5.9881844963298,3648.6082121525287,110801.38801748924,747144.6483685899,4158650.8431877564,13808705.543060549,5758684.0,5749399.0,5616222.0,5174190.0,4317556.0,99.89078886657022,99.72973019854362,97.41962678101224,89.75208933942528,74.89281836190239,1038.0,133177.0,442032.0,856634.0,575209.0,0.018005266280195248,2.3101034175313706,7.667537441586961,14.859270977522906,9.97763881269118,195561.0,399025.0,713456.0,3.39221949236437,6.92153799877889,12.37569244787023,24.040750713579882,9.127560029616738,13.704182050952571,17.20200538078362,21.91462040892474,38.05163212972143,26.66,86.95,0.2874666138000177
Denmark,2018,62.73976589419892,54.51018576771999,8395.0,25914.0,123286.0,540403.0,1349142.0,0.14490408184197,0.44728983455467003,2.12795452941891,9.32752372184412,23.28662448536715,0.13857194027529,0.24427970977934998,0.69225386336507,2.23035774913857,5.530548576271159,8028.3538176877,141526.7720647194,802133.3807861902,3876564.284486457,12816794.132493334,5785241.0,5767722.0,5670350.0,5253233.0,4444494.0,99.85509963000783,99.55271611816828,97.87204442943947,90.67247234724447,76.71337999142509,10917.0,97372.0,417117.0,808739.0,514489.0,0.18843089210299024,1.6806716887288051,7.199572082195016,13.959092355819386,8.88023388728945,178938.0,381847.0,703529.0,3.0885281983429698,6.590801277120351,12.14312958776771,23.50736170328152,9.269014485390201,13.78461579075971,17.34226184409524,21.94537041285009,37.65873746690504,27.36,89.3,0.2816633619443917
