,entity,year,threshold
0,Angola,2000.0,2.5936252515884743
1,Angola,2008.0,2.6101818949414426
2,Angola,2018.0,1.9019545359638133
3,Albania,1996.0,5.774249987770717
4,Albania,2002.0,5.538754500262808
5,Albania,2005.0,6.460357075105566
6,Albania,2008.0,6.957659224183439
7,Albania,2012.0,6.8252891049441375
8,Albania,2014.0,6.870836745603878
9,Albania,2015.0,8.18945365730761
10,Albania,2016.0,8.516612198302337
11,Albania,2016.0,6.737726614572519
12,Albania,2017.0,8.437987464941493
13,Albania,2017.0,7.210039570399997
14,Albania,2018.0,9.6410791639456
15,Albania,2018.0,7.618809677772043
16,Albania,2019.0,10.831285552256649
17,United Arab Emirates,2013.0,68.60425516292128
18,United Arab Emirates,2018.0,75.9522711448457
19,Argentina,1980.0,17.54381114974563
20,Argentina,1986.0,17.922938837467086
21,Argentina,1987.0,15.797886635848345
22,Argentina,1991.0,10.679038562034735
23,Argentina,1992.0,11.16858960665832
24,Argentina,1993.0,11.414919848189877
25,Argentina,1994.0,11.03778898801034
26,Argentina,1995.0,10.203255210114715
27,Argentina,1996.0,9.788808750546515
28,Argentina,1997.0,10.481951041648808
29,Argentina,1998.0,9.58972768298127
30,Argentina,1999.0,9.523834256150034
31,Argentina,2000.0,9.058017422814835
32,Argentina,2001.0,8.083802039029441
33,Argentina,2002.0,5.545341370834873
34,Argentina,2003.0,8.189924600155916
35,Argentina,2004.0,9.501043998176062
36,Argentina,2005.0,10.550190815943058
37,Argentina,2006.0,12.059291507089805
38,Argentina,2007.0,12.457396590458933
39,Argentina,2008.0,13.01931034974736
40,Argentina,2009.0,13.901126853688332
41,Argentina,2010.0,14.296153339645832
42,Argentina,2011.0,15.219711406787258
43,Argentina,2012.0,15.450691857046635
44,Argentina,2013.0,15.711652425027602
45,Argentina,2014.0,14.345973431224795
46,Argentina,2016.0,15.00962382965693
47,Argentina,2017.0,15.948946084691878
48,Argentina,2018.0,14.535622356258257
49,Argentina,2019.0,13.760097447312331
50,Argentina,2020.0,12.17601799114082
51,Armenia,1996.0,4.115711571909417
52,Armenia,1999.0,3.437495545015353
53,Armenia,2001.0,3.302130625103325
54,Armenia,2002.0,3.4632852530911835
55,Armenia,2003.0,3.6486960050246138
56,Armenia,2004.0,4.228687646688644
57,Armenia,2005.0,4.760976929249398
58,Armenia,2006.0,5.110940804756517
59,Armenia,2007.0,5.601002709131261
60,Armenia,2008.0,5.830244133132982
61,Armenia,2009.0,5.215291024732889
62,Armenia,2010.0,5.18443531701347
63,Armenia,2011.0,5.412148043235408
64,Armenia,2012.0,5.579519203736324
65,Armenia,2013.0,5.776045657250069
66,Armenia,2014.0,5.894314986539133
67,Armenia,2015.0,6.223099831740379
68,Armenia,2016.0,6.751384589932265
69,Armenia,2017.0,6.102093430094723
70,Armenia,2018.0,6.072136426614003
71,Armenia,2019.0,5.870698445751576
72,Armenia,2020.0,5.8000049451870535
73,Australia,1981.0,28.816342178378424
74,Australia,1985.0,29.27412605201526
75,Australia,1989.0,30.04203708844595
76,Australia,1995.0,27.63232406655945
77,Australia,2001.0,31.374205120178026
78,Australia,2003.0,32.42804479927948
79,Australia,2004.0,35.540238994057226
80,Australia,2008.0,43.18356137333743
81,Australia,2010.0,43.85675782084504
82,Australia,2014.0,46.63185931201205
83,Australia,2016.0,46.32641046765824
84,Australia,2018.0,47.30620772696691
85,Austria,1987.0,39.191402592211205
86,Austria,1994.0,39.40633058210762
87,Austria,1995.0,35.46831168761777
88,Austria,1997.0,38.5038076907189
89,Austria,2000.0,41.410711653324505
90,Austria,2003.0,42.28594723149999
91,Austria,2004.0,44.37334526194153
92,Austria,2005.0,43.02125361038728
93,Austria,2006.0,43.19973182054704
94,Austria,2007.0,45.16623876876726
95,Austria,2008.0,46.72095383861691
96,Austria,2009.0,47.73205965659096
97,Austria,2010.0,48.60013191934278
98,Austria,2011.0,47.299225090155815
99,Austria,2012.0,46.59566336913208
100,Austria,2013.0,48.065108776436986
101,Austria,2014.0,48.15532176963332
102,Austria,2015.0,48.61784161500654
103,Austria,2016.0,50.3946151044864
104,Austria,2017.0,50.42504324611729
105,Austria,2018.0,49.87920395918035
106,Austria,2019.0,50.968671445869866
107,Azerbaijan,1995.0,4.684064786112667
108,Azerbaijan,2001.0,5.326078002172441
109,Azerbaijan,2002.0,7.548490262645858
110,Azerbaijan,2003.0,7.867950096994352
111,Azerbaijan,2004.0,7.919658483409699
112,Azerbaijan,2005.0,8.751818534018714
113,Burundi,1992.0,1.1222588271703244
114,Burundi,1998.0,0.9606637099485082
115,Burundi,2006.0,1.1734202754801275
116,Burundi,2014.0,1.3030580637398703
117,Belgium,1985.0,27.30023568651213
118,Belgium,1988.0,28.674473639686145
119,Belgium,1992.0,31.144851448520697
120,Belgium,1995.0,36.04995110727892
121,Belgium,1997.0,35.740907337529336
122,Belgium,2000.0,38.98350044259961
123,Belgium,2003.0,38.52052076733852
124,Belgium,2004.0,39.77024472902332
125,Belgium,2005.0,40.38658594643846
126,Belgium,2006.0,40.463249191008096
127,Belgium,2007.0,40.86748625693556
128,Belgium,2008.0,41.66089042172023
129,Belgium,2009.0,42.26956334123178
130,Belgium,2010.0,42.487435806732506
131,Belgium,2011.0,41.889591442357485
132,Belgium,2012.0,43.117004906942505
133,Belgium,2013.0,43.13581460999145
134,Belgium,2014.0,43.24080462240914
135,Belgium,2015.0,44.49851234240042
136,Belgium,2016.0,44.02435740500781
137,Belgium,2017.0,44.16195343319172
138,Belgium,2018.0,45.166107361906086
139,Belgium,2019.0,46.384755687002006
140,Benin,2003.0,1.861701196678244
141,Benin,2011.0,1.7955725543279446
142,Benin,2015.0,1.917006676893255
143,Benin,2018.0,3.143883146567879
144,Burkina Faso,1994.0,0.8016993812023535
145,Burkina Faso,1998.0,0.9744769934350724
146,Burkina Faso,2003.0,1.585558178178452
147,Burkina Faso,2009.0,1.7201010261358531
148,Burkina Faso,2014.0,2.05112535561062
149,Burkina Faso,2018.0,2.5107595750631404
150,Bangladesh,1984.0,2.1366329489254268
151,Bangladesh,1986.0,2.2706378161305354
152,Bangladesh,1988.0,2.0499473345790618
153,Bangladesh,1992.0,2.0447545848474027
154,Bangladesh,1996.0,2.250615705023382
155,Bangladesh,2000.0,2.312349129064143
156,Bangladesh,2005.0,2.572128644043935
157,Bangladesh,2010.0,2.819002327189628
