Country,Our World In Data Name
Fiji,Fiji
Tanzania,Tanzania
W. Sahara,Western Sahara
Canada,Canada
United States of America,United States
Kazakhstan,Kazakhstan
Uzbekistan,Uzbekistan
Papua New Guinea,Papua New Guinea
Indonesia,Indonesia
Argentina,Argentina
Chile,Chile
Dem. Rep. Congo,Democratic Republic of Congo
Somalia,Somalia
Kenya,Kenya
Sudan,Sudan
Chad,Chad
Haiti,Haiti
Dominican Rep.,Dominican Republic
Russia,Russia
Bahamas,Bahamas
Falkland Is.,Falkland Islands
Norway,Norway
Greenland,Greenland
Fr. S. Antarctic Lands,French Southern Territories
Timor-Leste,Timor
South Africa,South Africa
Lesotho,Lesotho
Mexico,Mexico
Uruguay,Uruguay
Brazil,Brazil
Bolivia,Bolivia
Peru,Peru
Colombia,Colombia
Panama,Panama
Costa Rica,Costa Rica
Nicaragua,Nicaragua
Honduras,Honduras
El Salvador,El Salvador
Guatemala,Guatemala
Belize,Belize
Venezuela,Venezuela
Guyana,Guyana
Suriname,Suriname
France,France
Ecuador,Ecuador
Puerto Rico,Puerto Rico
Jamaica,Jamaica
Cuba,Cuba
Zimbabwe,Zimbabwe
Botswana,Botswana
Namibia,Namibia
Senegal,Senegal
Mali,Mali
Mauritania,Mauritania
Benin,Benin
Niger,Niger
Nigeria,Nigeria
Cameroon,Cameroon
Togo,Togo
Ghana,Ghana
Côte d'Ivoire,Cote d'Ivoire
Guinea,Guinea
Guinea-Bissau,Guinea-Bissau
Liberia,Liberia
Sierra Leone,Sierra Leone
Burkina Faso,Burkina Faso
Central African Rep.,Central African Republic
Congo,Congo
Gabon,Gabon
Eq. Guinea,Equatorial Guinea
Zambia,Zambia
Malawi,Malawi
Mozambique,Mozambique
eSwatini,Eswatini
Angola,Angola
Burundi,Burundi
Israel,Israel
Lebanon,Lebanon
Madagascar,Madagascar
Palestine,Palestine
Gambia,Gambia
Tunisia,Tunisia
Algeria,Algeria
Jordan,Jordan
United Arab Emirates,United Arab Emirates
Qatar,Qatar
Kuwait,Kuwait
Iraq,Iraq
Oman,Oman
Vanuatu,Vanuatu
Cambodia,Cambodia
Thailand,Thailand
Laos,Laos
Myanmar,Myanmar
Vietnam,Vietnam
North Korea,North Korea
South Korea,South Korea
Mongolia,Mongolia
India,India
Bangladesh,Bangladesh
Bhutan,Bhutan
Nepal,Nepal
Pakistan,Pakistan
Afghanistan,Afghanistan
Tajikistan,Tajikistan
Kyrgyzstan,Kyrgyzstan
Turkmenistan,Turkmenistan
Iran,Iran
Syria,Syria
Armenia,Armenia
Sweden,Sweden
Belarus,Belarus
Ukraine,Ukraine
Poland,Poland
Austria,Austria
Hungary,Hungary
Moldova,Moldova
Romania,Romania
Lithuania,Lithuania
Latvia,Latvia
Estonia,Estonia
Germany,Germany
Bulgaria,Bulgaria
Greece,Greece
Turkey,Turkey
Albania,Albania
Croatia,Croatia
Switzerland,Switzerland
Luxembourg,Luxembourg
Belgium,Belgium
Netherlands,Netherlands
Portugal,Portugal
Spain,Spain
Ireland,Ireland
New Caledonia,New Caledonia
Solomon Is.,Solomon Islands
New Zealand,New Zealand
Australia,Australia
Sri Lanka,Sri Lanka
China,China
Taiwan,Taiwan
Italy,Italy
Denmark,Denmark
United Kingdom,United Kingdom
Iceland,Iceland
Azerbaijan,Azerbaijan
Georgia,Georgia
Philippines,Philippines
Malaysia,Malaysia
Brunei,Brunei
Slovenia,Slovenia
Finland,Finland
Slovakia,Slovakia
Czechia,Czechia
Eritrea,Eritrea
Japan,Japan
Paraguay,Paraguay
Yemen,Yemen
Saudi Arabia,Saudi Arabia
Antarctica,Antarctica
N. Cyprus,Northern Cyprus
Cyprus,Cyprus
Morocco,Morocco
Egypt,Egypt
Libya,Libya
Ethiopia,Ethiopia
Djibouti,Djibouti
Somaliland,Somalia
Uganda,Uganda
Rwanda,Rwanda
Bosnia and Herz.,Bosnia and Herzegovina
North Macedonia,North Macedonia
Serbia,Serbia
Montenegro,Montenegro
Kosovo,Kosovo
Trinidad and Tobago,Trinidad and Tobago
S. Sudan,South Sudan
