"Entity","Year","X_1_9_per_day___share_of_population_below_poverty_line","X_1_9_per_day___poverty_gap_index","X_1_9_per_day___total_number_of_people_below_poverty_line","X_1_9_per_day___absolute_poverty_gap","X_1_9_per_day___income_gap_ratio","X_1_9_per_day___watts_index","X_3_2_per_day___share_of_population_below_poverty_line","X_3_2_per_day___poverty_gap_index","X_3_2_per_day___total_number_of_people_below_poverty_line","X_3_2_per_day___absolute_poverty_gap","X_3_2_per_day___income_gap_ratio","X_3_2_per_day___watts_index","X_5_5_per_day___share_of_population_below_poverty_line","X_5_5_per_day___poverty_gap_index","X_5_5_per_day___total_number_of_people_below_poverty_line","X_5_5_per_day___absolute_poverty_gap","X_5_5_per_day___income_gap_ratio","X_5_5_per_day___watts_index","X_10_per_day___share_of_population_below_poverty_line","X_10_per_day___poverty_gap_index","X_10_per_day___total_number_of_people_below_poverty_line","X_10_per_day___absolute_poverty_gap","X_10_per_day___income_gap_ratio","X_10_per_day___watts_index","X_15_per_day___share_of_population_below_poverty_line","X_15_per_day___poverty_gap_index","X_15_per_day___total_number_of_people_below_poverty_line","X_15_per_day___absolute_poverty_gap","X_15_per_day___income_gap_ratio","X_15_per_day___watts_index","X_20_per_day___share_of_population_below_poverty_line","X_20_per_day___poverty_gap_index","X_20_per_day___total_number_of_people_below_poverty_line","X_20_per_day___absolute_poverty_gap","X_20_per_day___income_gap_ratio","X_20_per_day___watts_index","X_30_per_day___share_of_population_below_poverty_line","X_30_per_day___poverty_gap_index","X_30_per_day___total_number_of_people_below_poverty_line","X_30_per_day___absolute_poverty_gap","X_30_per_day___income_gap_ratio","X_30_per_day___watts_index","X_40_per_day___share_of_population_below_poverty_line","X_40_per_day___poverty_gap_index","X_40_per_day___total_number_of_people_below_poverty_line","X_40_per_day___absolute_poverty_gap","X_40_per_day___income_gap_ratio","X_40_per_day___watts_index","X_40__of_median_income___share_of_population_below_poverty_line","X_40__of_median_income___poverty_gap_index","X_40__of_median_income___total_number_of_people_below_poverty_line","X_40__of_median_income___absolute_poverty_gap","X_40__of_median_income___income_gap_ratio","X_40__of_median_income___watts_index","X_50__of_median_income___share_of_population_below_poverty_line","X_50__of_median_income___poverty_gap_index","X_50__of_median_income___total_number_of_people_below_poverty_line","X_50__of_median_income___absolute_poverty_gap","X_50__of_median_income___income_gap_ratio","X_50__of_median_income___watts_index","X_60__of_median_income___share_of_population_below_poverty_line","X_60__of_median_income___poverty_gap_index","X_60__of_median_income___total_number_of_people_below_poverty_line","X_60__of_median_income___absolute_poverty_gap","X_60__of_median_income___income_gap_ratio","X_60__of_median_income___watts_index","Mean","Mean_estimated","Median","Median_estimated","PPP","Population","Decile_1___share_of_income_or_consumption","Decile_2___share_of_income_or_consumption","Decile_3___share_of_income_or_consumption","Decile_4___share_of_income_or_consumption","Decile_5___share_of_income_or_consumption","Decile_6___share_of_income_or_consumption","Decile_7___share_of_income_or_consumption","Decile_8___share_of_income_or_consumption","Decile_9___share_of_income_or_consumption","Decile_10___share_of_income_or_consumption","Decile_1___threshold_of_income_or_consumption","Decile_2___threshold_of_income_or_consumption","Decile_3___threshold_of_income_or_consumption","Decile_4___threshold_of_income_or_consumption","Decile_5___threshold_of_income_or_consumption","Decile_6___threshold_of_income_or_consumption","Decile_7___threshold_of_income_or_consumption","Decile_8___threshold_of_income_or_consumption","Decile_9___threshold_of_income_or_consumption","Decile_1___average_income_or_consumption","Decile_2___average_income_or_consumption","Decile_3___average_income_or_consumption","Decile_4___average_income_or_consumption","Decile_5___average_income_or_consumption","Decile_6___average_income_or_consumption","Decile_7___average_income_or_consumption","Decile_8___average_income_or_consumption","Decile_9___average_income_or_consumption","Decile_10___average_income_or_consumption","Gini_index","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var_Coeff","datayear","isinterpolated","usemicrodata","coveragetype","datatype","IsSurveyYear","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","DataframeRowsForGpinter","GpinterError","LessThan33Rows","ISO3DataYearCovType"
"Angola",2000,0.3654118,0.1640268,5991099,113.7525858,0.448352505988809,0.2817528,0.5980394,0.2965158,9805139,346.3304544,0.496058036887658,0.5320187,0.8075094,0.4735052,13239499,950.561689,0.586309880478329,0.9167364,0.9307418,0.6586489,15259952,2404.068485,0.707814399329305,1.442174,0.969356,0.7567262,15893050,4143.075945,0.780554773327629,1.828018,0.9799405,0.8114366,16066588,5923.48718,0.828460326797242,2.108599,0.9907813,0.8697164,16244328,9523.39458,0.878118510674868,2.508345,0.9948773,0.9005612,16311484,13148.19352,0.904720811111073,2.794011,0.1770381,0.07537134,2902623,28.4734079685,0.423721022197141,0.1231647,0.2344387,0.1018404,3843733,48.100239324,0.433617362181094,0.1692856,0.2883105,0.1283532,4726987,72.756369654,0.444370440312757,0.2167285,124.4938,124.4938,NA,78.7232776460839,80.9318,16395473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.189354812781,411.141017444904,586.552327844107,744.69605773964,944.679331753007,1173.48183376465,1486.74544320254,1951.42056944184,2935.95304579798,146.500738341558,327.817058479079,499.126584055853,671.354025869292,845.690593722203,1052.72751639103,1315.36896583915,1694.85898920087,2369.19203053379,6016.61949756717,NA,0.51982326902155,NA,NA,NA,0.495124733186586,3.65796773202802,12.2745974547906,3.10788322250031,0.464763267851089,0.503474876701092,0.629759372640972,0.919131073599034,0.218881327979068,0.390505121683641,0.534778862721533,0.658587575700973,0.503474876701092,0.495124733186586,0.495124733186586,0.495124733186586,0.495124733186586,1.35582526425719,2000.21,1,1,"N","consumption",TRUE,FALSE,TRUE,FALSE,0,798,NA,FALSE,"AGO:2000:N:c"
"Angola",2008,0.3323631,0.1116218,7210828,77.4097183,0.335208568843353,0.1576463,0.5859231,0.2554858,12711973,298.4074144,0.436129159787183,0.3946253,0.8130862,0.4481799,17640421,899.72114925,0.550811541080226,0.7771788,0.9467539,0.6505476,20540426,2374.49874,0.687277652392421,1.310191,0.9790863,0.7561575,21241898,4139.9623125,0.771992771016994,1.701976,0.989428,0.8132944,21466268,5937.04912,0.821943503882365,1.985184,0.9956957,0.8733546,21602249,9563.23287,0.877352421260546,2.387927,0.9984455,0.9043297,21661908,13203.21362,0.905756392416305,2.674799,0.1094821,0.03015383,2375284,11.87563363805,0.273590478732268,0.03990685,0.174764,0.05262881,3791616,25.8944270962,0.300568773977279,0.07143403,0.2525835,0.07972639,5479959,47.0840141423,0.313832869138465,0.1104829,117.4925,117.4925,NA,82.0249372503391,80.9318,21695634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.992160348633,519.0755274758,649.300546826403,810.250171918847,984.299247004069,1201.2894619703,1493.95249618057,1932.20387429032,2748.82485552646,275.16247531761,452.534531069146,585.424280472442,724.597753037083,896.837923447745,1090.05301215959,1333.40110901005,1707.8478202419,2267.40101873355,4765.84007651089,NA,0.442683703681507,NA,NA,NA,0.324530537224416,2.33881118211148,7.27217425089223,2.79267190734231,0.320107991068634,0.343483952029063,0.40414706167769,0.527688997631258,0.153649675162692,0.277133367027775,0.377823442916445,0.460865412962893,0.343483952029063,0.324530537224416,0.324530537224416,0.324530537224416,0.324530537224416,1.02731591794468,NA,1,1,"N","consumption",TRUE,FALSE,TRUE,FALSE,0,819,NA,FALSE,"AGO:2008:N:c"
"Angola",2018,0.4908743,0.2232624,15123720,154.8324744,0.454792198596087,0.3601072,0.7115392,0.3831124,21922353,447.4752832,0.53824663885171,0.6766965,0.881972,0.562298,27173347,1128.813235,0.63776674351194,1.112084,0.9683179,0.730712,29833644,2667.0988,0.754439148175651,1.669455,0.9861523,0.8137618,30383118,4455.345855,0.824881084442231,2.06652,0.9924195,0.8576125,30576209,6260.57125,0.864097469249007,2.351046,0.9965298,0.903481,30702846,9893.11695,0.906635825805664,2.754524,0.9977462,0.9269023,30740323,13532.77358,0.929213159558968,3.041383,0.1561591,0.05264359,4811225,14.7954809695,0.334953482566619,0.07639214,0.2271894,0.08020965,6999651,28.19329092675,0.351587105354765,0.118634,0.2915268,0.1103472,8981871,46.559897568,0.377816238249059,0.166081,93.59074,93.59074,NA,58.5811314448839,80.9318,30809762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.67930734441,327.255597874453,431.815789305782,554.327008733466,702.973577338606,876.706881582206,1128.9394820591,1501.2946702119,2197.27133128291,149.985656765734,274.138540145812,376.114027380549,489.732980798439,629.066071060753,785.951342824545,997.729575249383,1300.39161187219,1790.32991551499,4437.44907838761,NA,0.511458015250385,NA,NA,NA,0.426271854238237,3.43995979202975,9.91193701209618,3.1256812519207,0.411597185582526,0.448142521993925,0.559289152669947,0.822148155463702,0.195210327592547,0.347061186192986,0.469651602258453,0.570883802866289,0.448142521993925,0.426271854238237,0.426271854238237,0.426271854238237,0.426271854238237,1.28230117793263,NA,1,1,"N","consumption",TRUE,FALSE,TRUE,FALSE,0,1033,NA,FALSE,"AGO:2018:N:c"
"Albania",1996,0.00920669,0.001398565,29167,0.9699048275,0.160142008956114,0.001695348,0.1117415,0.02092572,354001,24.44124096,0.187387377451919,0.02518362,0.4461842,0.1283488,1413526,257.660216,0.288173543535448,0.1673177,0.8617521,0.3841725,2730059,1402.229625,0.44677307128265,0.5717292,0.9797335,0.5668982,3103828,3103.767645,0.582340388365009,0.9482337,0.9963208,0.6726501,3156377,4910.34573,0.67401068867579,1.23289,0.9991247,0.7812333,3165260,8554.504635,0.781144103786117,1.637669,0.9995166,0.8357753,3166502,12202.31938,0.835858077839588,1.925175,0.02768821,0.004125702,87717,3.4785856413,0.148321288400527,0.004906438,0.07548123,0.01301888,239127,13.7234617856,0.174718075171703,0.01556567,0.1480251,0.02925233,468948,37.0068301597,0.198044785385303,0.03549712,199.9122,199.9122,175.6941,175.235808936856,54.65258,3168033,0.03863,0.05289,0.06379,0.07322,0.0838,0.09355,0.1082,0.1247,0.149,0.2122,1116.27863533402,1413.91963255899,1633.43910044695,1884.11150902505,2102.82970724227,2431.09000155137,2778.15275676474,3214.33804184794,4042.07196282888,920.358064784104,1267.16100424283,1529.01095734878,1754.0473358806,2004.63856108995,2240.64118567409,2592.48651429685,2987.97105343583,3584.88732264302,5108.26200060396,0.2701034,0.271153259013814,NA,NA,0.1191043,0.118432079726949,0.933770178600871,3.62102420926418,1.92220603927543,0.116137604071073,0.117026189545617,0.121093210128703,0.1286536684224,0.0572258055930757,0.111687851988467,0.163235895263517,0.211903849258406,0.117026189545617,0.118432079726949,0.118432079726949,0.118432079726949,0.118432079726949,0.507254706084429,1996,0,1,"N","consumption",TRUE,TRUE,TRUE,TRUE,0,386,NA,FALSE,"ALB:1996:N:c"
"Albania",2002,0.01570843,0.002614352,47927,1.813053112,0.175609782380793,0.003246725,0.1413212,0.0285311,431172,33.3243248,0.203251814695125,0.03507266,0.4966964,0.1508682,1515426,302.8679115,0.303804020450266,0.1999117,0.853074,0.4026021,2602737,1469.497665,0.471674353268904,0.6138218,0.9524486,0.572864,2905930,3136.4304,0.600830579346949,0.9828322,0.9808006,0.6718507,2992432,4904.51011,0.685256576017091,1.261355,0.9962293,0.777869,3039506,8517.66555,0.780653564870932,1.662507,0.9984308,0.8328561,3046222,12159.69906,0.834174116637605,1.949547,0.03212283,0.005583791,98007,4.51639351244,0.173727373202318,0.00681779,0.08406373,0.01570295,256479,15.8764675975,0.186127517260269,0.01913124,0.1602581,0.03307857,488949,40.14497951625,0.206221713788266,0.04079892,204.3239,204.3239,168.5383,168.546192668382,54.65258,3051010,0.03494,0.04859,0.05842,0.06738,0.07653,0.08839,0.1023,0.1198,0.1493,0.2544,1056.71239135337,1322.82136900396,1539.98499255273,1770.30002423452,2022.55431202058,2318.46057011633,2692.16501842311,3221.44187342009,4221.5670970271,852.252537235867,1190.83320015969,1431.94772135412,1651.61642335039,1876.25082177372,2167.14204722799,2507.41919242406,2937.75487699906,3657.35432147684,6246.29685799828,0.3173898,0.317938214327893,NA,NA,0.1648116,0.159062037084613,1.21839739433104,3.99500103487986,2.087245356991,0.160141948935651,0.168096899808791,0.184396685515888,0.212174057674429,0.0784681342297686,0.147056556796778,0.207720645216663,0.262364571304514,0.168096899808791,0.159062037084613,0.159062037084613,0.159062037084613,0.159062037084613,0.651420075948583,2002,0,1,"N","consumption",TRUE,TRUE,TRUE,TRUE,0,474,NA,FALSE,"ALB:2002:N:c"
"Albania",2005,0.008605271,0.00131144,25915,0.90948364,0.205222991997066,0.001527466,0.08715685,0.0175985,262472,20.555048,0.203689301927572,0.02133181,0.3854525,0.1060606,1160785,212.9166545,0.274599593514476,0.1382249,0.7998713,0.3381076,2408802,1234.09274,0.423447479703652,0.4973206,0.936516,0.5199835,2820306,2846.9096625,0.55471448953803,0.8537416,0.975491,0.6301889,2937678,4600.37897,0.646059383995571,1.129861,0.9943446,0.749396,2994456,8205.8862,0.753563469461979,1.530123,0.9975174,0.8110548,3004011,11841.40008,0.813172111548122,1.816642,0.04095002,0.006912862,123320,6.52245811855,0.173473659694543,0.008170921,0.08991533,0.01827752,270779,21.5549534988,0.206665727677145,0.02218375,0.1667577,0.03663328,502189,51.8399376944,0.219621589165933,0.04538256,230.9787,230.9787,196.5514,196.518491677306,54.65258,3011487,0.03483,0.0492,0.05977,0.06921,0.07988,0.09037,0.1037,0.1213,0.1483,0.2434,1204.75962128823,1523.73560586011,1799.24423615424,2053.7767001197,2358.22190012767,2670.09588490397,3107.91586855959,3655.72519424786,4669.89601209006,958.210410249229,1363.06408756255,1656.34979743391,1917.87175836336,2213.82838198949,2504.32910579399,2874.20061342287,3360.46279913294,4109.9162509069,6759.21079514477,0.3059566,0.306639068973153,NA,NA,0.1544128,0.151200005103791,1.1465041675343,3.87620561776185,1.98026148931839,0.150854391414123,0.157277041969463,0.171712048443017,0.197270873682123,0.0740048802440038,0.140324258072324,0.201400208432988,0.260489548107541,0.157277041969463,0.151200005103791,0.151200005103791,0.151200005103791,0.151200005103791,0.628125582478732,2005,0,1,"N","consumption",TRUE,TRUE,TRUE,TRUE,0,428,NA,FALSE,"ALB:2005:N:c"
"Albania",2008,0.003136496,0.0005134164,9244,0.3560542734,0.365066027678008,0.0005952999,0.05289628,0.007527742,155902,8.792402656,0.150551456399075,0.008872969,0.3111301,0.07403992,916998,148.6351394,0.238275712674253,0.09280617,0.7591118,0.2945727,2237341,1075.190355,0.388451566395494,0.4166524,0.9277016,0.482886,2734228,2643.80085,0.520172861041663,0.7628258,0.9709978,0.60039,2861835,4382.847,0.618737375353583,1.036674,0.9901586,0.7285185,2918308,7977.277575,0.73557180920875,1.43574,0.9967825,0.7949017,2937831,11605.56482,0.797846205407954,1.721677,0.02118535,0.003270047,62440,3.32050382521,0.166252012744842,0.003907582,0.07227714,0.01193483,213023,15.14655242715,0.169233571038772,0.0140801,0.1413715,0.02719592,416666,41.4233295684,0.194173541990217,0.0327825,252.7978,252.7978,211.5477,211.158389084468,54.65258,2947314,0.03734,0.05137,0.06088,0.06984,0.07912,0.08924,0.103,0.1193,0.1454,0.2446,1389.82083233166,1712.99624480652,1978.0405202631,2262.06053722195,2533.90066901362,2891.06062013872,3372.21331524358,3918.28936655121,4964.28528900157,1122.66616758488,1557.36254478231,1846.60816350008,2118.36099028479,2399.48535320539,2706.9763566103,3123.41313475735,3617.80912944852,4407.2624939249,7435.79166590149,0.2998467,0.300691833073692,NA,NA,0.1488934,0.140105755457615,1.11900587715423,3.57188867335738,1.95914755053679,0.141487720542735,0.149416930629177,0.165507213221124,0.193559411370299,0.0694926868298438,0.130733699117836,0.187169115041176,0.244175583724552,0.149416930629177,0.140105755457615,0.140105755457615,0.140105755457615,0.140105755457615,0.622188735626576,2008,0,1,"N","consumption",TRUE,TRUE,TRUE,TRUE,0,389,NA,FALSE,"ALB:2008:N:c"
"Albania",2012,0.008497544,0.001691009,24646,1.1727147415,0.230846649476376,0.002116235,0.06182414,0.01272609,179315,14.86407312,0.20890774627489,0.01602216,0.3452891,0.08645555,1001477,173.559516625,0.25025688857135,0.1113713,0.7706984,0.3106276,2235334,1133.79074,0.402576314780365,0.4479664,0.9341304,0.4973173,2709353,2722.8122175,0.532154684054134,0.7987538,0.9777263,0.6133316,2835798,4477.32068,0.626775615326045,1.075037,0.996183,0.7387135,2889330,8088.912825,0.741289348352669,1.475987,0.9988598,0.8034727,2897094,11730.70142,0.804680402942821,1.763001,0.03492413,0.006955059,101294,6.93036854055,0.200420427417715,0.008727994,0.07753112,0.01624326,224871,20.2349599287,0.210852045957517,0.02046835,0.1484282,0.03219497,430501,48.12101678475,0.21717932969621,0.04067813,239.7705,239.7705,207.6025,207.709569443252,54.65258,2900401,0.0366,0.05193,0.06144,0.07031,0.08084,0.09257,0.1052,0.1229,0.1489,0.2293,1333.04314293677,1639.24511500787,1886.4222875055,2164.76511800101,2492.51483331902,2822.74772584749,3250.66082582185,3837.73115721998,4839.33077281569,1046.81568128465,1493.63588013912,1767.08972827007,2022.47386124058,2325.64647884771,2663.16520617818,3025.03623183629,3536.5225331497,4282.51177439452,6609.56262465919,0.2896048,0.29017182708889,NA,NA,0.1384171,0.135434086862363,1.04416221242117,3.63028818568794,1.94154542557793,0.133798738638763,0.137213388841293,0.146050882714436,0.161633901015875,0.0657804879155486,0.126663274604818,0.184063030008521,0.240105334401002,0.137213388841293,0.135434086862363,0.135434086862363,0.135434086862363,0.135434086862363,0.568566444693803,2012,0,1,"N","consumption",TRUE,TRUE,TRUE,TRUE,0,416,NA,FALSE,"ALB:2012:N:c"
"Albania",2014,0.01580897,0.002119193,45674,1.4696603455,0.161044751387685,0.002388853,0.1161562,0.02546837,335587,29.74705616,0.220059756717872,0.0311443,0.3703384,0.117348,1069946,235.57611,0.316973380621657,0.1576568,0.7158569,0.3171987,2068185,1157.775255,0.443406277681838,0.4830182,0.8850301,0.4834408,2556944,2646.83838,0.546632620290828,0.8115552,0.9518214,0.5936763,2749911,4333.83699,0.62401388243586,1.077031,0.9912649,0.721903,2863867,7904.83785,0.728151519651615,1.47321,0.9981976,0.7903524,2883897,11539.14504,0.791531521523277,1.75961,0.07509593,0.01435746,216960,14.4008195292,0.193157684399589,0.01706137,0.1437583,0.0326309,415333,40.9118066475,0.228481612970041,0.04035716,0.2221899,0.05725531,641930,86.16322974245,0.257982737128371,0.07304171,255.4931,255.4931,208.9879,209.029520378686,54.65258,2889104,0.02853,0.04174,0.05223,0.06312,0.07512,0.08933,0.1059,0.1272,0.1613,0.2554,1113.07029534882,1445.83297832185,1757.49631512421,2121.71518484594,2508.35424454423,2969.66354930863,3542.77703024248,4282.04543080547,5752.2671232738,868.672762852413,1278.47785842434,1600.84794933167,1934.27215709079,2302.81849413428,2737.46309078233,3246.63299599273,3899.83870053195,4942.69653249953,7847.45145835997,0.345989,0.346644626836107,NA,NA,0.1986616,0.197399478185391,1.38104145937753,5.16792798021002,2.29324352243516,0.191734386617166,0.194676205766771,0.20654653640199,0.229194645985847,0.0935695636203667,0.179137348916163,0.256426270653334,0.32586939465233,0.194676205766771,0.197399478185391,0.197399478185391,0.197399478185391,0.197399478185391,0.677044527318324,2014,0,1,"N","consumption",TRUE,TRUE,TRUE,TRUE,0,384,NA,FALSE,"ALB:2014:N:c"
"Albania",2015,0.01126756,0.0009927901,32458,0.68849993435,0.14663627293031,0.001084355,0.08204474,0.01729274,236347,20.19792032,0.212891752573093,0.02089712,0.3426318,0.09741262,987020,195.55583465,0.284768666952957,0.1276358,0.7185321,0.3031753,2069878,1106.589845,0.421472578685556,0.4480559,0.8880751,0.474714,2558281,2599.05915,0.534365239115526,0.7773988,0.95496,0.5879269,2750956,4291.86637,0.616046962664107,1.043786,0.9917554,0.7181058,2856953,7863.25851,0.723632889810573,1.440014,0.9989998,0.7876776,2877822,11500.09296,0.788919515172366,1.726609,0.05307677,0.009856169,152898,10.03702970115,0.190658866004895,0.01163786,0.1109367,0.02379627,319576,30.28682162385,0.215625971651826,0.02915185,0.1905017,0.04464242,548779,68.1924126105,0.235369156249242,0.0560862,258.4731,258.4731,212.1392,212.179106766524,54.65258,2880703,0.03133,0.04524,0.05543,0.06559,0.07608,0.08893,0.1047,0.125,0.1587,0.2489,1228.47560811702,1566.82789044004,1876.37162762373,2188.08642386958,2546.14928119829,2988.03634213899,3536.63981915484,4287.55036622456,5656.23287350172,964.26430694168,1402.49518676736,1718.6388703278,2033.65596185221,2358.95249725747,2757.31463076183,3246.91678145257,3876.50649146459,4920.59848307997,7737.42879009453,0.3291291,0.329865012250836,NA,NA,0.1774243,0.176794464570582,1.26448114006086,4.60426958103911,2.22148517185125,0.173337284968898,0.177027659379086,0.188228682648967,0.208504774716397,0.0847907790869249,0.162048004352099,0.232167112501524,0.296290655017584,0.177027659379086,0.176794464570582,0.176794464570582,0.176794464570582,0.176794464570582,0.645762765598013,2015,0,1,"N","consumption",TRUE,TRUE,TRUE,TRUE,0,385,NA,FALSE,"ALB:2015:N:c"
