"Entity","Year","X_1_9_per_day___share_of_population_below_poverty_line","X_1_9_per_day___poverty_gap_index","X_1_9_per_day___total_number_of_people_below_poverty_line","X_1_9_per_day___absolute_poverty_gap","X_1_9_per_day___income_gap_ratio","X_1_9_per_day___watts_index","X_3_2_per_day___share_of_population_below_poverty_line","X_3_2_per_day___poverty_gap_index","X_3_2_per_day___total_number_of_people_below_poverty_line","X_3_2_per_day___absolute_poverty_gap","X_3_2_per_day___income_gap_ratio","X_3_2_per_day___watts_index","X_5_5_per_day___share_of_population_below_poverty_line","X_5_5_per_day___poverty_gap_index","X_5_5_per_day___total_number_of_people_below_poverty_line","X_5_5_per_day___absolute_poverty_gap","X_5_5_per_day___income_gap_ratio","X_5_5_per_day___watts_index","X_10_per_day___share_of_population_below_poverty_line","X_10_per_day___poverty_gap_index","X_10_per_day___total_number_of_people_below_poverty_line","X_10_per_day___absolute_poverty_gap","X_10_per_day___income_gap_ratio","X_10_per_day___watts_index","X_15_per_day___share_of_population_below_poverty_line","X_15_per_day___poverty_gap_index","X_15_per_day___total_number_of_people_below_poverty_line","X_15_per_day___absolute_poverty_gap","X_15_per_day___income_gap_ratio","X_15_per_day___watts_index","X_20_per_day___share_of_population_below_poverty_line","X_20_per_day___poverty_gap_index","X_20_per_day___total_number_of_people_below_poverty_line","X_20_per_day___absolute_poverty_gap","X_20_per_day___income_gap_ratio","X_20_per_day___watts_index","X_30_per_day___share_of_population_below_poverty_line","X_30_per_day___poverty_gap_index","X_30_per_day___total_number_of_people_below_poverty_line","X_30_per_day___absolute_poverty_gap","X_30_per_day___income_gap_ratio","X_30_per_day___watts_index","X_40_per_day___share_of_population_below_poverty_line","X_40_per_day___poverty_gap_index","X_40_per_day___total_number_of_people_below_poverty_line","X_40_per_day___absolute_poverty_gap","X_40_per_day___income_gap_ratio","X_40_per_day___watts_index","X_40__of_median_income___share_of_population_below_poverty_line","X_40__of_median_income___poverty_gap_index","X_40__of_median_income___total_number_of_people_below_poverty_line","X_40__of_median_income___absolute_poverty_gap","X_40__of_median_income___income_gap_ratio","X_40__of_median_income___watts_index","X_50__of_median_income___share_of_population_below_poverty_line","X_50__of_median_income___poverty_gap_index","X_50__of_median_income___total_number_of_people_below_poverty_line","X_50__of_median_income___absolute_poverty_gap","X_50__of_median_income___income_gap_ratio","X_50__of_median_income___watts_index","X_60__of_median_income___share_of_population_below_poverty_line","X_60__of_median_income___poverty_gap_index","X_60__of_median_income___total_number_of_people_below_poverty_line","X_60__of_median_income___absolute_poverty_gap","X_60__of_median_income___income_gap_ratio","X_60__of_median_income___watts_index","Mean","Mean_estimated","Median","Median_estimated","PPP","Population","Decile_1___share_of_income_or_consumption","Decile_2___share_of_income_or_consumption","Decile_3___share_of_income_or_consumption","Decile_4___share_of_income_or_consumption","Decile_5___share_of_income_or_consumption","Decile_6___share_of_income_or_consumption","Decile_7___share_of_income_or_consumption","Decile_8___share_of_income_or_consumption","Decile_9___share_of_income_or_consumption","Decile_10___share_of_income_or_consumption","Decile_1___threshold_of_income_or_consumption","Decile_2___threshold_of_income_or_consumption","Decile_3___threshold_of_income_or_consumption","Decile_4___threshold_of_income_or_consumption","Decile_5___threshold_of_income_or_consumption","Decile_6___threshold_of_income_or_consumption","Decile_7___threshold_of_income_or_consumption","Decile_8___threshold_of_income_or_consumption","Decile_9___threshold_of_income_or_consumption","Decile_1___average_income_or_consumption","Decile_2___average_income_or_consumption","Decile_3___average_income_or_consumption","Decile_4___average_income_or_consumption","Decile_5___average_income_or_consumption","Decile_6___average_income_or_consumption","Decile_7___average_income_or_consumption","Decile_8___average_income_or_consumption","Decile_9___average_income_or_consumption","Decile_10___average_income_or_consumption","Gini_index","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var_Coeff","datayear","isinterpolated","usemicrodata","coveragetype","datatype","IsSurveyYear","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","DataframeRowsForGpinter","GpinterError","LessThan33Rows","ISO3DataYearCovType"
"Costa Rica",2003,0.0457287,0.01989913,190417,13.800046655,0.441347161259307,0.02587977,0.09886315,0.04080925,411671,47.665204,0.411159964768226,0.06000048,0.223796,0.09037683,931898,181.431486225,0.40469607529413,0.1412729,0.4681122,0.2070512,1949244,755.73688,0.442004347769637,0.3408458,0.6457356,0.3264155,2688877,1787.1248625,0.505733005384308,0.5661384,0.7565096,0.4207029,3150146,3071.13117,0.556202355695906,0.7667411,0.8686421,0.5541365,3617072,6067.794675,0.638127541594662,1.096657,0.9216048,0.6398399,3837611,9341.66254,0.694426343310592,1.353282,0.1514984,0.06195247,630847,96.48818416385,0.406835557654383,0.09468532,0.2151789,0.08625788,896016,167.810392646,0.400657818516728,0.1344947,0.272633,0.112763,1135258,263.414368,0.41252183752841,0.1784538,504.9712,504.9712,324.4377,324.226844722953,349.4069,4164053,0.01141,0.02525,0.03587,0.04651,0.05799,0.07234,0.09181,0.1192,0.1696,0.37,1170.4266804641,1838.2360913927,2487.34482366505,3139.09570125942,3890.72213667543,4901.44298197108,6297.31192842519,8337.83323352644,12892.5531263446,686.739607665574,1527.89518526187,2171.88040615443,2817.14941188037,3512.4964674525,4380.65508568971,5559.70077257188,7216.60725704421,10269.1300127705,22454.2897935089,0.493087,0.493630596670338,NA,NA,0.483855,0.472429025320654,3.11706485603714,11.0152590858851,3.31366586290357,0.413684755318454,0.429034312051996,0.499523444809408,0.653180293372957,0.196146435360296,0.376514035736459,0.772396278720132,0.992606484455863,0.429034312051996,0.472429025320654,0.472429025320654,0.472429025320654,0.472429025320654,1.14296132338147,2003,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,198,NA,FALSE,"CRI:2003:N:i"
"Costa Rica",2004,0.0441672,0.01773158,186613,12.29685073,0.398069106437104,0.02571336,0.09342246,0.03810757,394724,44.50964176,0.407128206023596,0.05887127,0.2313595,0.08860816,977530,177.8808812,0.382298277157245,0.1404073,0.493398,0.2150673,2084683,784.995645,0.435582194485031,0.3522474,0.6756251,0.3417326,2854621,1870.985985,0.505735157815,0.590153,0.7773041,0.4388568,3284230,3203.65464,0.564354040462776,0.7989043,0.8870299,0.5722621,3747839,6266.269995,0.644716421596527,1.13674,0.9325158,0.657313,3940024,9596.7698,0.704851503364667,1.398303,0.142322,0.05437326,601333,80.3574253551,0.380936707075362,0.08535311,0.1990783,0.07758283,841137,143.287728727,0.386449417250834,0.1226463,0.2683379,0.1036316,1133769,229.60099138,0.385620764385663,0.1646771,471.725,471.725,307.9277,307.770171000677,349.4069,4225155,0.01281,0.02714,0.03736,0.0475,0.05895,0.07253,0.09093,0.1196,0.168,0.3651,1228.56867821771,1845.96126670439,2377.47892685526,3008.86267438037,3693.24205200813,4594.15649942804,5835.27914915429,7880.49427426543,11774.3677113063,722.048714195853,1535.03929666791,2113.85133732308,2688.35506317686,3335.86375657319,4106.09992027086,5145.12809418331,6768.80301142471,9509.47344159071,20682.3373645935,0.483499,0.483769842765377,NA,NA,0.4487413,0.437789184448288,2.92980235125201,9.58380912688366,3.18808449202625,0.395748007100479,0.412932949125369,0.479655419528202,0.620109412207983,0.188085473229989,0.354538158090581,0.661678428720755,0.981393369168871,0.412932949125369,0.437789184448288,0.437789184448288,0.437789184448288,0.437789184448288,1.11365112329489,2004,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,213,NA,FALSE,"CRI:2004:N:i"
"Costa Rica",2005,0.03218808,0.0113599,137942,7.87809065,0.355625390936747,0.01479778,0.0798261,0.02854726,342095,33.34319968,0.358574641768611,0.04092857,0.2099469,0.07568892,899728,151.9455069,0.360726806711956,0.1133866,0.469442,0.1963799,2011795,716.786635,0.418038686503693,0.3102902,0.6591038,0.3222414,2824591,1764.271665,0.489190427775127,0.5398454,0.7666894,0.4210512,3285649,3073.67376,0.54921171421368,0.7450959,0.8767034,0.5566498,3757114,6095.31531,0.635036239971545,1.078676,0.9239341,0.6432018,3959521,9390.74628,0.696471947843384,1.337658,0.1322869,0.04711164,566916,72.8411910696,0.354952091241946,0.06944682,0.1955658,0.0706591,838098,136.432123235,0.360824450374876,0.1055683,0.2612365,0.09712802,1119530,225.118468355,0.372373743438447,0.1469773,490.4311,490.4311,322.0841,322.207159960297,349.4069,4285502,0.01448,0.02797,0.03816,0.04863,0.05964,0.07301,0.09142,0.1191,0.1692,0.3584,1333.36033327451,1955.67345078733,2535.47987334004,3161.97170093552,3866.48591952356,4773.56151601043,6040.45971096076,8097.54583537948,12370.5731054072,848.56712298288,1645.42857536016,2244.78518520104,2860.62653536217,3508.85994758429,4295.63656266917,5379.88920077425,7003.25079028297,9950.19308114805,21114.494998635,0.4747229,0.475027659272935,NA,NA,0.418281,0.408259121351724,2.77843966440135,9.2777419551901,3.19943570541477,0.377529763492247,0.395432308873249,0.458190296384395,0.588968299416284,0.179856836600967,0.335193409080845,0.581979441908062,0.964876990664583,0.395432308873249,0.408259121351724,0.408259121351724,0.408259121351724,0.408259121351724,1.08532787618883,2005,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,205,NA,FALSE,"CRI:2005:N:i"
"Costa Rica",2006,0.03187471,0.01258763,138509,8.729521405,0.392302127695401,0.0160876,0.07816909,0.02931426,339677,34.23905568,0.37428324932376,0.04196744,0.2052938,0.07450987,892086,149.578564025,0.362586258408577,0.1121985,0.4727594,0.1960136,2054334,715.44964,0.414711045711331,0.3088915,0.6632391,0.3217109,2882047,1761.3671775,0.485540467040104,0.5378138,0.7685241,0.4216519,3339554,3078.05887,0.548628937856948,0.7440459,0.8721268,0.556785,3789750,6096.79575,0.638193831678408,1.077077,0.9150828,0.6419309,3976412,9372.19114,0.700531168514114,1.334327,0.1308644,0.04765592,568660,73.8740626676,0.36529366574736,0.07037017,0.191958,0.07004295,834137,135.7537435425,0.363897433411242,0.1052666,0.2608291,0.09622491,1133410,223.7277269955,0.369221856961181,0.1460748,512.3127,512.3127,322.9806,322.327317107223,349.4069,4345412,0.01373,0.02726,0.03676,0.04635,0.05689,0.07028,0.08704,0.1132,0.1637,0.3848,1334.74939582349,1973.80620328312,2537.39862093506,3155.21530622459,3867.92780528668,4796.78982465955,5954.26097170446,8158.14983888552,12813.3788980674,839.477533302022,1674.29741562945,2259.28294433081,2848.5491965218,3496.07641572598,4319.05298491906,5348.62031887758,6954.564385889,10049.9727273651,23687.6300774392,0.4944218,0.494919993649355,NA,NA,0.4578147,0.442449582387505,3.10795738987776,9.59983869493499,3.31272442069733,0.410593153537361,0.438709241107777,0.52517977171127,0.709031088258177,0.194759905660446,0.357539268512211,0.657985136287695,0.982818801295701,0.438709241107777,0.442449582387505,0.442449582387505,0.442449582387505,0.442449582387505,1.19082415852062,2006,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,196,NA,FALSE,"CRI:2006:N:i"
"Costa Rica",2007,0.01758903,0.006886897,77473,4.7760630695,0.418421318722998,0.009751174,0.05375689,0.01773516,236779,20.71466688,0.328481487371474,0.02607476,0.1632536,0.05488474,719071,110.18111555,0.336004210232325,0.08079193,0.4202982,0.1617876,1851257,590.52474,0.385633973741292,0.2476446,0.6262064,0.2846277,2758206,1558.3366575,0.454294672896683,0.4595378,0.7400917,0.3851981,3259829,2811.94613,0.520204512916151,0.6561618,0.8519834,0.5247972,3752670,5746.52934,0.6156844350743,0.9803586,0.9076075,0.6145905,3997673,8973.0213,0.677340915756138,1.234094,0.1205431,0.03976668,530948,68.0891059962,0.327948381061014,0.0583072,0.1848802,0.06223853,814329,133.121991817,0.33752602052692,0.09181253,0.2536711,0.08830199,1117327,226.900793504,0.348362703559919,0.1314395,568.4905,568.4905,356.7193,356.746631411209,349.4069,4404628,0.01537,0.02796,0.03739,0.04692,0.05699,0.06905,0.08545,0.1111,0.1609,0.3888,1546.52659877689,2243.00172609011,2866.02802243473,3516.23528766492,4280.9595769345,5196.09532499626,6557.32552949617,8889.13006353706,13856.3850638713,1042.103285377,1905.64610439981,2549.08343116562,3199.90452220114,3885.96504398083,4709.62024030752,5825.26380058537,7577.57564784033,10967.6900661909,26556.0078579515,0.4928597,0.493401779985442,NA,NA,0.4348543,0.416703807066347,3.05355983630896,8.95968105225603,3.23674746627565,0.403822151200829,0.440397613398637,0.539950145444879,0.754904095992283,0.191719054987885,0.340783853805372,0.480208152866183,0.688963775938167,0.440397613398637,0.416703807066347,0.416703807066347,0.416703807066347,0.416703807066347,1.22874252469123,2007,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,177,NA,FALSE,"CRI:2007:N:i"
"Costa Rica",2008,0.02261521,0.009053797,100935,6.2788082195,0.420697716568385,0.009732739,0.05345274,0.02007223,238566,23.44436464,0.376798363871996,0.02663195,0.1589924,0.05446261,709603,109.333689575,0.343093213725108,0.07815507,0.415157,0.1592769,1852898,581.360685,0.383051840438363,0.240779,0.606963,0.2787475,2708952,1526.1425625,0.459410349104684,0.4470381,0.7266036,0.3765912,3242923,2749.11576,0.518273832446469,0.6382543,0.8464269,0.5161731,3777709,5652.095445,0.609691072462429,0.9580952,0.9048461,0.6065466,4038441,8855.58036,0.669788016329485,1.209472,0.120582,0.04166094,538173,72.7618732335,0.345494545991191,0.05904886,0.1862568,0.06396199,831287,139.609835573,0.342370489056139,0.09239153,0.2512174,0.08980718,1121215,235.357676626,0.356540056272969,0.1317408,572.7668,572.7668,363.8414,363.68077757665,349.4069,4463125,0.01507,0.02822,0.03789,0.04677,0.05733,0.07067,0.08856,0.1142,0.1648,0.3765,1596.93600273872,2269.11337502213,2916.60587415079,3547.42942120624,4364.16933091979,5390.65090341285,6784.51584431435,9082.89003231225,14218.1766947804,1030.51422965822,1939.89974405979,2603.1489053852,3213.92577885851,3940.73056397826,4854.87184608996,6084.1713920271,7844.97659945264,11326.1658883227,25893.6110521676,0.4863591,0.486644262630256,NA,NA,0.4424056,0.422905005735727,2.94664517475163,8.90341045000951,3.25793424055426,0.392879596409761,0.419487377649709,0.499147901946445,0.665381123644313,0.186792649625187,0.344859135219622,0.666256948426164,0.986038957764422,0.419487377649709,0.422905005735727,0.422905005735727,0.422905005735727,0.422905005735727,1.15358668824178,2008,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,175,NA,FALSE,"CRI:2008:N:i"
"Costa Rica",2009,0.0243567,0.01111448,110110,7.70789188,0.484788338059556,0.01219599,0.05694428,0.0220712,257430,25.7791616,0.384340397156107,0.02969642,0.1564646,0.0550926,707336,110.5983945,0.351543637918784,0.08035644,0.3966953,0.1547367,1793356,564.788955,0.390934533489742,0.2367644,0.5804244,0.2675479,2623948,1464.8247525,0.46070401486122,0.4330008,0.7010832,0.3617782,3169415,2640.98086,0.515591205931288,0.616667,0.8267152,0.4985828,3737364,5459.48166,0.603147847490081,0.926787,0.8864469,0.588996,4007396,8599.3416,0.664238020398615,1.17295,0.1331316,0.04760871,601853,88.276070082,0.356159993317797,0.06904808,0.2016289,0.07179298,911512,166.398179395,0.353948804694945,0.1056779,0.2720327,0.09917321,1229789,275.830448973,0.364903625427485,0.1479634,625.915,625.915,386.191,385.837779271498,349.4069,4520740,0.01345,0.02611,0.03519,0.04444,0.0548,0.06866,0.08607,0.1126,0.1644,0.3943,1616.81240384876,2300.65226463271,3003.78057521331,3684.626729774,4630.05335125798,5738.28221822505,7272.41795402133,9861.49492876317,15819.2163953514,1006.23967402084,1960.6940756896,2641.81764288385,3337.37422306664,4115.29392330909,5155.74065122355,6462.14596056097,8456.77319297183,12347.3898803419,29626.3307759317,0.5056013,0.505853474156256,NA,NA,0.4876949,0.468465803177609,3.31163813797432,9.78420029293093,3.41663803745444,0.426903966869956,0.453672034842016,0.539067621357345,0.718203404744695,0.202061546126897,0.374038119294373,0.742510499134064,0.991523867938242,0.453672034842016,0.468465803177609,0.468465803177609,0.468465803177609,0.468465803177609,1.19850190216344,2009,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,160,NA,FALSE,"CRI:2009:N:i"
"Costa Rica",2010,0.01578251,0.006799573,72243,4.7155038755,0.427331453598032,0.007583194,0.04200479,0.01493219,192272,17.44079792,0.361174126644002,0.02003733,0.1323605,0.04395859,605864,88.246869425,0.33114504019708,0.06251644,0.3680439,0.1359041,1684676,496.049965,0.369330701027609,0.202662,0.5670593,0.2495799,2595645,1366.4499525,0.439503939587475,0.3926139,0.6937732,0.3461242,3175662,2526.70666,0.498901296818742,0.5741245,0.8247145,0.4869329,3775030,5331.915255,0.589765362845016,0.8831767,0.8858359,0.579697,4054806,8463.5762,0.654618704951298,1.129072,0.1191917,0.03954826,545585,75.351299778,0.33031304965592,0.05602087,0.180348,0.0614778,825521,146.52926241,0.338120189343795,0.08869925,0.2517529,0.08706847,1152368,248.8373338365,0.345568310919796,0.1273202,620.7475,620.7475,397.0498,396.86523235041,349.4069,4577378,0.01568,0.02882,0.03815,0.04724,0.05753,0.07098,0.08845,0.1151,0.167,0.371,1743.75011274145,2524.12202612961,3153.34666603273,3866.19997762592,4762.38278820493,5864.14188796852,7411.76746387962,9956.34601714575,15819.0218508177,1163.1597244197,2146.01987499177,2842.27940366875,3518.77470362215,4283.87711453744,5286.35728126307,6587.4385504174,8573.18821732834,12428.5794795612,27660.0256501901,0.4815581,0.481833737433286,NA,NA,0.4260172,0.411474036344233,2.86032649149102,9.07183990138798,3.32166114198064,0.383336070707071,0.408384001037287,0.48325347462144,0.639471113698315,0.182483876409464,0.337327273822324,0.638332874101732,0.980775466508247,0.408384001037287,0.411474036344233,0.411474036344233,0.411474036344233,0.411474036344233,1.13090327941722,2010,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,162,NA,FALSE,"CRI:2010:N:i"
"Costa Rica",2011,0.01739988,0.006625544,80615,4.594814764,0.440281675664198,0.007677023,0.04410033,0.01597116,204321,18.65431488,0.352139882292829,0.02169951,0.1370244,0.04572057,634846,91.784044275,0.338041028085411,0.06581732,0.3633736,0.1379981,1683541,503.693065,0.381486400384436,0.2079613,0.5522278,0.2463828,2558519,1348.94583,0.445525272505698,0.3925097,0.6766092,0.3392283,3134789,2476.36659,0.501731781543335,0.5689123,0.8109255,0.4768956,3757088,5222.00682,0.588486183391921,0.8714067,0.8763807,0.5696366,4060347,8316.69436,0.650707657916825,1.114402,0.1304995,0.04391939,604615,86.4048119165,0.33987411184313,0.06314447,0.1977851,0.06802512,916355,167.348597712,0.346291958903517,0.09921507,0.2721482,0.0959116,1260886,283.21256806,0.354512049064355,0.1416363,641.1326,641.1326,410.245,409.989270358897,349.4069,4633086,0.0148,0.0274,0.03658,0.04622,0.0574,0.07108,0.0895,0.1172,0.1693,0.3705,1711.61155945915,2463.78516721366,3177.84090501241,3936.56328071884,4919.87124430677,6075.41168782303,7737.99622386209,10545.8638563526,16206.4344035272,1119.38180130327,2101.38994126392,2807.98025908321,3550.1799797283,4408.02972417741,5458.14099994703,6870.86258941847,8994.99632446913,12972.0046293084,28652.9457513008,0.4871646,0.488905451892659,NA,NA,0.4387611,0.425764469269424,2.99124639437901,9.46852357590308,3.29407693794448,0.397821528120595,0.425083518071757,0.510320858074686,0.696990524017447,0.189019391045534,0.346729810792966,0.625589143795298,0.98338933915236,0.425083518071757,0.425764469269424,0.425764469269424,0.425764469269424,0.425764469269424,1.1806697455406,2011,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,157,NA,FALSE,"CRI:2011:N:i"
"Costa Rica",2012,0.01691766,0.006226278,79310,4.317923793,0.445817250270759,0.007588784,0.04271188,0.0153456,200233,17.9236608,0.370916685403074,0.0213536,0.1265547,0.04270796,593288,85.7362297,0.338575019054415,0.06249082,0.3450386,0.129813,1617541,473.81745,0.375703255536521,0.19658,0.5360662,0.2346916,2513078,1284.93651,0.438068201079088,0.3736917,0.6672807,0.3272178,3128212,2388.68994,0.490691688272407,0.5464598,0.800037,0.4653312,3750573,5095.37664,0.581734045280534,0.8448612,0.8723399,0.5587388,4089529,8157.58648,0.640826144491004,1.085386,0.1293799,0.04362527,606533,88.533122938,0.340461611125872,0.06386477,0.1963392,0.06759409,920438,171.4693078075,0.346098672530638,0.09981915,0.2660623,0.09472277,1247300,288.345584157,0.358249971783627,0.1414328,663.0058,663.0058,422.5227,421.958384834721,349.4069,4688000,0.01482,0.02741,0.03689,0.04658,0.0578,0.07118,0.08884,0.1171,0.1692,0.3702,1774.38526412032,2558.69614336009,3286.02050015638,4136.59211867818,5063.50061801665,6292.76019285615,7993.26515577039,10945.2779767933,16634.732139824,1164.08151283373,2176.40841167851,2930.8416106037,3702.01154245158,4593.41190509992,5657.61934050471,7060.07762036624,9300.90963952481,13419.5123420934,29555.8220748434,0.4862089,0.487382986157103,NA,NA,0.4316761,0.421861948548718,2.96348193830027,9.37492689789154,3.28522368114962,0.396844830629618,0.423792576517519,0.506498903645983,0.683905108162955,0.188579551589968,0.344175429321921,0.572754644105897,0.962232343834321,0.423792576517519,0.421861948548718,0.421861948548718,0.421861948548718,0.421861948548718,1.16953418775421,2012,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,152,NA,FALSE,"CRI:2012:N:i"
"Costa Rica",2013,0.01621999,0.005773335,76917,4.0038078225,0.370917877567723,0.008309702,0.04168256,0.01493588,197663,17.44510784,0.352839563569652,0.02230361,0.1276423,0.04267589,605293,85.671849175,0.334193548150153,0.06396448,0.3404829,0.1278103,1614606,466.507595,0.375103360805365,0.1960835,0.5361057,0.2340978,2542271,1281.685455,0.436141287897723,0.3743252,0.6572602,0.3256047,3116798,2376.91431,0.49504097577275,0.5460107,0.7861626,0.4598458,3728067,5035.31151,0.584593133992826,0.8394129,0.8636378,0.551802,4095463,8056.3092,0.63896709466951,1.07686,0.1287361,0.04313945,610480,87.0748228525,0.332620792282655,0.06465903,0.1920359,0.06671507,910655,168.2654138005,0.347949813849785,0.1002139,0.2569916,0.09289159,1218682,281.415071905,0.361796246757154,0.1408306,682.6181,682.6181,420.5474,420.120402020438,349.4069,4742107,0.01445,0.02662,0.0364,0.04546,0.05575,0.06919,0.08822,0.1191,0.1712,0.3736,1769.27271340302,2587.02345282302,3355.78833023682,4118.87923613231,5041.44482424525,6344.40573209406,8237.49894201667,11459.2684783373,17416.4755374473,1179.37025918366,2179.04044427177,2980.90530334295,3722.3239287745,4567.06356658065,5666.14777797152,7224.44480757427,9747.57387161763,14020.2785191783,30627.0235215048,0.4927324,0.493070937043664,NA,NA,0.4380533,0.423258993245431,3.04393952850798,9.84386149490115,3.45465955586544,0.400676758933043,0.423649104738009,0.497393787470784,0.653531902643744,0.190304512894703,0.345091005860774,0.486480998307482,0.66608856021224,0.423649104738009,0.423258993245431,0.423258993245431,0.423258993245431,0.423258993245431,1.14326891206203,2013,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,147,NA,FALSE,"CRI:2013:N:i"
"Costa Rica",2014,0.01493163,0.006018052,71603,4.173519062,0.421855481830902,0.007368729,0.03999404,0.01410514,191787,16.47480352,0.373158420042949,0.01969323,0.1234122,0.04044445,591810,81.192233375,0.327828634131181,0.05875869,0.3342307,0.1237902,1602769,451.83423,0.370683459394493,0.1866225,0.5192052,0.2274587,2489795,1245.3363825,0.438226802032079,0.3598723,0.6463775,0.3174989,3099636,2317.74197,0.4913643125441,0.5276786,0.7925319,0.4541106,3800504,4972.51107,0.573200471861744,0.8200366,0.8625871,0.5484034,4136447,8006.68964,0.636085674032102,1.058346,0.1330746,0.04411627,638145,92.427997277,0.333213175734053,0.06418288,0.1965826,0.06795319,942691,177.8368958895,0.347278311642798,0.1000406,0.2650777,0.09535402,1271153,299.664310953,0.36141552844279,0.1420447,685.5818,685.5818,436.3626,435.88373310518,349.4069,4795396,0.0148,0.02721,0.03668,0.04601,0.05694,0.07129,0.09013,0.1174,0.1703,0.3692,1811.61002090766,2640.94800252942,3397.53140333683,4186.82836708491,5230.60479726216,6506.5580192374,8426.89068461904,11195.5033978169,17693.9732366412,1204.4055567374,2235.63294812177,3015.77305794387,3782.58111056301,4680.21685896202,5861.25601622909,7411.77457644803,9651.67430188375,13976.095462541,30450.4061105701,0.4863369,0.487196920153358,NA,NA,0.4329053,0.426909709446872,2.97413930897407,9.76698794576996,3.3827776944461,0.396513595047404,0.418217229712813,0.488878635491246,0.63567838497952,0.188430358082614,0.347477533817427,0.607663400913512,0.971504734764777,0.418217229712813,0.426909709446872,0.426909709446872,0.426909709446872,0.426909709446872,1.12754457559736,2014,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,147,NA,FALSE,"CRI:2014:N:i"
"Costa Rica",2015,0.01541473,0.006031013,74728,4.1825075155,0.434425641292089,0.007162915,0.040695,0.01453996,197281,16.98267328,0.368055614435185,0.01994104,0.1195743,0.0403224,579673,80.947218,0.341410830309515,0.05856236,0.322575,0.1200688,1563780,438.25112,0.372247795153304,0.1816992,0.5237332,0.2232205,2538956,1222.1322375,0.426989055517827,0.35257,0.64812,0.3148106,3141959,2298.11738,0.485887991047149,0.52092,0.7910484,0.4533652,3834848,4964.34894,0.573240224558656,0.8146698,0.8619496,0.5475072,4178563,7993.60512,0.636030964823196,1.052554,0.1272474,0.04336601,616870,90.3812697415,0.343632022136996,0.0631221,0.186182,0.06598756,902574,171.970180116,0.354143943741244,0.09750938,0.2552213,0.09187601,1237263,287.3927530805,0.359675569753229,0.1374396,686.0452,686.0452,434.261,434.090490156131,349.4069,4847804,0.01476,0.02774,0.03752,0.0469,0.05754,0.07084,0.08892,0.117,0.1707,0.368,1829.01944806627,2697.15630462796,3479.46022965815,4261.57819435579,5209.08588187357,6523.44670023783,8245.13122622233,11251.0405666336,17583.0901630675,1200.01608450908,2278.93923369568,3084.89547869547,3857.73144566239,4732.56338685169,5826.69735751844,7312.39442118327,9612.35904487475,14016.5620357653,30403.265511244,0.4837647,0.484911372226547,NA,NA,0.42956,0.422542010912221,2.91733681159033,9.61339704816,3.37546559258174,0.393991638539362,0.415814444167136,0.485769152041811,0.629766008053078,0.187293981067248,0.344621279309419,0.594407365122553,0.973259174451564,0.415814444167136,0.422542010912221,0.422542010912221,0.422542010912221,0.422542010912221,1.12228874007813,2015,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,147,NA,FALSE,"CRI:2015:N:i"
