Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines
Western Europe,1832,69.77322097294501,50.997130589967,86.45363192691869,96.5224301617821,99.7427149512314,30.226779027054988,49.002869410033,13.546368073081311,3.477569838217903,0.25728504876859404,35.45650133695169,10.068798234863408,3.220284789449309
Western Offshoots,1832,41.0953998687063,42.4800332231708,79.235144696212,93.42579016371,99.4670814947654,58.9046001312937,57.5199667768292,20.764855303787996,6.574209836289995,0.5329185052346048,36.755111473041204,14.190645467498001,6.04129133105539
World,1832,74.9050605005299,79.1835442687925,95.94621393382859,99.15795416262921,99.9471739891987,25.0949394994701,20.816455731207498,4.053786066171412,0.8420458373707902,0.05282601080129723,16.762669665036086,3.211740228800622,0.789219826569493
East Asia,1833,78.3967493983217,93.7075154727263,99.5787485448806,99.9675596802645,99.99981028856931,21.603250601678297,6.2924845272737,0.4212514551194033,0.032440319735499656,0.00018971143069279606,5.871233072154297,0.38881113538390366,0.03225060830480686
Eastern Europe and former USSR,1833,86.9466950168769,91.0594978444995,95.8189762486908,98.8063670283425,99.94936100122959,13.053304983123098,8.940502155500496,4.181023751309198,1.1936329716574932,0.05063899877040967,4.759478404191299,2.9873907796517045,1.1429939728870835
Latin America and Caribbean,1833,85.1108838265241,83.05837406777759,97.0445455749908,99.53277400103289,99.9804305267589,14.889116173475898,16.941625932222408,2.9554544250091936,0.46722599896710904,0.019569473241105584,13.986171507213214,2.4882284260420846,0.44765652572600345
Middle East and North Africa,1833,72.946127603721,80.3677425339679,96.4775068711446,99.30000775901901,99.97217960761799,27.053872396279004,19.6322574660321,3.522493128855402,0.6999922409809898,0.027820392382011505,16.1097643371767,2.822500887874412,0.6721718485989783
South and South-East Asia,1833,68.5537423927675,67.94699901028079,96.0030827388978,99.6192395472436,99.9979275977201,31.446257607232496,32.05300098971921,3.9969172611021975,0.38076045275640524,0.0020724022798930264,28.05608372861701,3.6161568083457922,0.3786880504765122
Sub-Saharan Africa,1833,90.0531674878566,93.5929444784339,99.773614350005,99.9939641087735,99.99887761517971,9.946832512143402,6.407055521566093,0.22638564999499522,0.006035891226503054,0.0011223848202916997,6.180669871571098,0.22034975876849217,0.004913506406211354
Western Europe,1833,69.7259781621844,50.8018422177843,86.49688794096811,96.5878345227433,99.7557543760224,30.274021837815596,49.1981577822157,13.503112059031892,3.412165477256707,0.24424562397760496,35.69504572318381,10.090946581775185,3.167919853279102
Western Offshoots,1833,39.4410069273753,40.765107682463196,78.2072199938992,93.0531171809535,99.4389876342785,60.5589930726247,59.234892317536804,21.7927800061008,6.946882819046493,0.5610123657214956,37.442112311436006,14.845897187054305,6.385870453324998
World,1833,74.8883713832974,79.1705619057028,95.92721082286499,99.15794300855339,99.9484218919161,25.111628616702603,20.829438094297203,4.072789177135007,0.8420569914466114,0.05157810808390195,16.756648917162195,3.230732185688396,0.7904788833627094
East Asia,1834,78.4715091308004,93.9040689400106,99.596191255861,99.9687972218551,99.9998150065494,21.5284908691996,6.095931059989397,0.40380874413899903,0.0312027781449018,0.00018499345060263295,5.692122315850398,0.37260596599409723,0.031017784694299166
Eastern Europe and former USSR,1834,86.656685214118,90.9208651395559,95.8010339597592,98.8050508417056,99.9493548090715,13.343314785882,9.0791348604441,4.198966040240805,1.1949491582944063,0.05064519092850617,4.880168820203295,3.0040168819463986,1.1443039673659001
Latin America and Caribbean,1834,85.0533024349587,82.9594385403375,97.0156125993644,99.5278137784364,99.9803812056392,14.946697565041305,17.0405614596625,2.9843874006355975,0.4721862215636037,0.019618794360795277,14.056174059026901,2.512201179071994,0.4525674272028084
Middle East and North Africa,1834,72.80723548519231,80.2558653737988,96.455088338772,99.2962602809472,99.9720837562765,27.192764514807692,19.744134626201202,3.5449116612279994,0.7037397190528054,0.02791624372349588,16.199222964973202,2.841171942175194,0.6758234753293095
South and South-East Asia,1834,68.556377992954,67.9622599453596,96.0065226221975,99.61970220856419,99.9979311639564,31.443622007046002,32.037740054640395,3.993477377802506,0.3802977914358081,0.0020688360436054154,28.04426267683789,3.613179586366698,0.3782289553922027
Sub-Saharan Africa,1834,90.2977515341684,93.7623404078564,99.7815219547775,99.9943386163223,99.99890898549259,9.702248465831602,6.237659592143601,0.21847804522249703,0.0056613836777046345,0.001091014507409227,6.019181546921104,0.2128166615447924,0.0045703691702954075
Western Europe,1834,68.96611489963111,49.7771341616633,85.9595628304788,96.4273853419073,99.74624493575111,31.03388510036889,50.2228658383367,14.040437169521198,3.5726146580927036,0.2537550642488924,36.182428668815504,10.467822511428494,3.3188595938438112
Western Offshoots,1834,40.4916051147032,41.8938766115188,79.5351180540998,93.7397389867215,99.52681658079649,59.5083948852968,58.1061233884812,20.464881945900203,6.260261013278495,0.47318341920350804,37.641241442581,14.204620932621708,5.787077594074987
World,1834,74.7834087689733,79.0670916682433,95.8551573575302,99.1398327325911,99.9480445813785,25.216591231026698,20.932908331756707,4.144842642469797,0.8601672674088974,0.05195541862150321,16.78806568928691,3.2846753750608997,0.8082118487873942
East Asia,1835,78.5462265691041,94.1006510261087,99.613637686751,99.97003513603599,99.9998197273448,21.453773430895893,5.899348973891307,0.38636231324899484,0.0299648639640111,0.0001802726552000422,5.512986660642312,0.35639744928498374,0.02978459130881106
Eastern Europe and former USSR,1835,86.9113735547522,91.06298615759269,95.8206268091291,98.80561755112221,99.9493482477894,13.088626445247797,8.93701384240731,4.179373190870905,1.1943824488777892,0.05065175221059803,4.757640651536406,2.9849907419931156,1.1437306966671912
Latin America and Caribbean,1835,85.0179482024796,82.8950506740367,96.99382686592391,99.5243604182152,99.98048378025281,14.982051797520398,17.104949325963304,3.006173134076093,0.4756395817848045,0.019516219747188757,14.098776191887211,2.5305335522912884,0.4561233620376157
Middle East and North Africa,1835,72.6673611868919,80.14371059355851,96.4327965239002,99.2925552953522,99.97199086449669,27.332638813108105,19.85628940644149,3.567203476099806,0.7074447046477985,0.028009135503310745,16.289085930341685,2.8597587714520074,0.6794355691444878
South and South-East Asia,1835,68.59766870790051,67.9850938219071,96.0103592120922,99.62018354476831,99.9979347667406,31.40233129209949,32.0149061780929,3.9896407879078026,0.3798164552316905,0.0020652332594011114,28.025265390185098,3.609824332676112,0.3777512219722894
Sub-Saharan Africa,1835,90.54226841259519,93.9316943994151,99.7894278347069,99.9947130637845,99.99894029758761,9.457731587404808,6.068305600584907,0.21057216529310097,0.005286936215497917,0.0010597024123910614,5.857733435291806,0.20528522907760305,0.004227233803106856
Western Europe,1835,67.4610203681662,47.9850001739537,84.8576210766672,96.0418465749249,99.7155396680694,32.5389796318338,52.0149998260463,15.1423789233328,3.9581534250750963,0.28446033193060316,36.8726209027135,11.184225498257703,3.673693093144493
Western Offshoots,1835,38.5104204802203,39.8395436655978,78.3161972669861,93.3141995298806,99.4979542486775,61.4895795197797,60.1604563344022,21.683802733013906,6.685800470119403,0.5020457513224983,38.47665360138829,14.998002262894502,6.183754718796905
World,1835,74.5725705707827,78.8161403780443,95.6482030558532,99.0663603943717,99.9422807495198,25.427429429217298,21.183859621955705,4.351796944146798,0.9336396056283007,0.05771925048020421,16.832062677808906,3.4181573385184976,0.8759203551480965
East Asia,1836,78.6209450021407,94.2972342398534,99.63108431743109,99.9712730666409,99.9998244482154,21.3790549978593,5.702765760146605,0.36891568256891105,0.028726933359095597,0.00017555178459360832,5.333850077577694,0.34018874920981546,0.02855138157450199
Eastern Europe and former USSR,1836,86.97049725578701,91.08880015978,95.8278044426228,98.8058186170565,99.949352479161,13.02950274421299,8.911199840219993,4.172195557377194,1.1941813829434977,0.05064752083899293,4.739004282842799,2.978014174433696,1.1435338621045048
Latin America and Caribbean,1836,85.0348994807064,82.87806051548891,96.9776248332282,99.5213751229434,99.9801349904194,14.9651005192936,17.12193948451109,3.022375166771795,0.4786248770566033,0.01986500958059878,14.099564317739294,2.5437502897151916,0.4587598674760045
Middle East and North Africa,1836,72.52627947116001,80.0309652072529,96.4104314251734,99.2888501093001,99.9718991588041,27.47372052883999,19.969034792747095,3.5895685748266004,0.7111498906999003,0.028100841195893622,16.379466217920495,2.8784186841267,0.6830490495040067
South and South-East Asia,1836,68.63042461583,68.00600642992029,96.0140553931244,99.6206577407838,99.9979383231126,31.369575384170005,31.99399357007971,3.9859446068756057,0.3793422592162017,0.00206167688739356,28.008048963204104,3.606602347659404,0.3772805823288081
Sub-Saharan Africa,1836,90.78653166032011,94.1009032829872,99.79732971928729,99.9950873725652,99.99897147533599,9.213468339679892,5.899096717012796,0.20267028071270943,0.004912627434805472,0.0010285246640080459,5.6964264363000865,0.19775765327790396,0.0038841027707974263
Western Europe,1836,67.93847358378041,48.4166806132372,85.234006979042,96.2266041450727,99.7379966099243,32.06152641621959,51.5833193867628,14.765993020958007,3.7733958549273012,0.26200339007570506,36.817326365804796,10.992597166030706,3.511392464851596
Western Offshoots,1836,37.518041211971095,38.818087028989204,77.8360837764626,93.1912204143646,99.5000643635133,62.481958788028905,61.181912971010796,22.1639162235374,6.808779585635406,0.4999356364866969,39.0179967474734,15.355136637901992,6.308843949148709
World,1836,74.6558945032087,78.905884542119,95.6896727889051,99.0891221049625,99.9455364800333,25.3441054967913,21.094115457881003,4.310327211094901,0.9108778950375012,0.054463519966702734,16.783788246786102,3.3994493160573995,0.8564143750707984
East Asia,1837,78.6956994169754,94.493794323516,99.6485280976339,99.972510706272,99.99982916685461,21.3043005830246,5.506205676484001,0.35147190236610015,0.0274892937279958,0.00017083314538979266,5.154733774117901,0.32398260863810435,0.027318460582606008
Eastern Europe and former USSR,1837,86.4115169507506,90.8828286956741,95.7863088915647,98.8038987257091,99.9493464700911,13.588483049249405,9.117171304325893,4.213691108435299,1.1961012742908963,0.050653529908899486,4.9034801958905945,3.0175898341444025,1.1454477443819968
Latin America and Caribbean,1837,84.9906301514884,82.81389526783491,96.9487017498219,99.51531071646559,99.9801044627076,15.009369848511597,17.18610473216509,3.0512982501781067,0.4846892835344079,0.019895537292399013,14.134806481986985,2.566608966643699,0.46479374624200887
Middle East and North Africa,1837,72.38616879197191,79.9190059698778,96.388317476452,99.2852070680277,99.9718105950011,27.61383120802809,20.0809940301222,3.611682523547998,0.7147929319722977,0.02818940499889777,16.4693115065742,2.8968895915757003,0.6866035269733999
South and South-East Asia,1837,68.6233437714468,68.0195665604714,96.01740102251391,99.6211097743398,99.9979419350921,31.376656228553202,31.980433439528596,3.9825989774860915,0.37889022566020003,0.002058064907899393,27.997834462042505,3.6037087518258915,0.37683216075230064
Sub-Saharan Africa,1837,91.0307590111911,94.2700879852842,99.8052301375414,99.99546163024759,99.99900260357451,8.969240988808906,5.729912014715794,0.19476986245859962,0.004538369752410176,0.0009973964254896828,5.535142152257194,0.19023149270618944,0.0035409733269204935
Western Europe,1837,68.5570775006518,48.9903703990884,85.8498236407122,96.5053038820042,99.7694943730506,31.4429224993482,51.0096296009116,14.150176359287798,3.494696117995801,0.23050562694939458,36.859453241623804,10.655480241291997,3.2641904910464064
Western Offshoots,1837,38.0085934115078,39.3639806625644,78.7060301873861,93.6677203115435,99.561980999843,61.9914065884922,60.6360193374356,21.293969812613895,6.332279688456495,0.4380190001569986,39.342049524821704,14.9616901241574,5.894260688299497
World,1837,74.7207475568225,79.01912667472189,95.7921431033411,99.1377605925858,99.9513602738175,25.279252443177498,20.98087332527811,4.207856896658896,0.8622394074141937,0.04863972618250045,16.773016428619215,3.3456174892447024,0.8135996812316932
East Asia,1838,78.7704198434264,94.69037976545481,99.6659751294381,99.9737486699257,99.9998338878773,21.229580156573604,5.309620234545193,0.33402487056190466,0.02625133007430236,0.0001661121226987916,4.975595363983288,0.3077735404876023,0.026085217951603568
Eastern Europe and former USSR,1838,86.35323371208649,90.8374872300533,95.7846473851403,98.8034161997752,99.9493400753676,13.646766287913508,9.162512769946701,4.215352614859697,1.1965838002248006,0.050659924632398656,4.947160155087005,3.018768814634896,1.145923875592402
Latin America and Caribbean,1838,85.0381478733058,82.9277847697805,96.9617616972275,99.51821547624941,99.9800738915942,14.961852126694197,17.0722152302195,3.0382383027724984,0.48178452375059067,0.019926108405798004,14.033976927447,2.5564537790219077,0.46185841534479266
Middle East and North Africa,1838,72.2461801188067,79.8062399475135,96.3660283034685,99.2815369717859,99.97172160970949,27.753819881193294,20.193760052486496,3.6339716965315034,0.7184630282141029,0.028278390290509492,16.559788355954993,2.9155086683174005,0.6901846379235934
South and South-East Asia,1838,68.6466661815741,68.0388714433613,96.0210311351437,99.621578777324,99.99794556602531,31.353333818425895,31.9611285566387,3.9789688648562986,0.3784212226759962,0.0020544339746919604,27.9821596917824,3.6005476421803024,0.37636678870130424
Sub-Saharan Africa,1838,91.2749140282389,94.4392284397606,99.8131291491995,99.99583583891089,99.9990336843173,8.725085971761104,5.560771560239402,0.1868708508005028,0.004164161089107665,0.0009663156827031116,5.3739007094388995,0.18270668971139514,0.0031978454064045536
Western Europe,1838,67.66976673057769,47.8491507300517,85.2248919402723,96.30918010270419,99.7580053038514,32.33023326942231,52.1508492699483,14.7751080597277,3.6908198972958104,0.2419946961485948,37.3757412102206,11.08428816243189,3.4488252011472156
