"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","Population","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Belize",1996,"N","income",TRUE,"BLZ:1996:N:i","BLZ1996",NA,5.031044,2.720522,10750,55.3715399560021,13.26206,5.519074,28336,43.3202504705649,31.33032,12.13668,66942,39.94249733984,57.74937,26.32077,123390,46.3045931219594,78.97572,45.99196,168743,58.594963224675,88.31405,58.76226,188695,66.7181540418072,92.73522,66.76588,198142,72.2646824465348,96.52743,76.19913,206244,79.155468779088,97.79125,81.46929,208945,83.4408575018394,12.67056,5.290526,27072,43.6022930381845,18.27106,7.310192,39039,40.7995791514258,25.09717,9.702223,53624,40.3614608114307,0.02720522,0.104862406,0.38837376,1.44764235,4.599196,8.814339,13.353176,22.859739,32.587716,0.09750439418,0.16842682368,0.26826646595,0.553715399560021,0.823084758940733,1.27815991487488,2.54675262170777,5.8594963224675,10.0077231062711,14.452936489307,23.7466406337264,33.3763430007358
"Belize",1997,"N","income",TRUE,"BLZ:1997:N:i","BLZ1997",NA,7.61756,4.638186,16879,60.8620726404772,16.00054,7.680767,35454,47.8691728423393,34.79219,14.81549,77093,42.5409023800148,57.78176,28.29042,128033,49.3140494992359,79.80411,47.41906,176830,59.4182915159224,88.72501,59.92735,196597,67.4118670993597,93.03539,67.70041,206148,72.7977217866691,97.19346,76.96511,215361,79.1055846389358,98.62854,82.23425,218541,83.408884670919,15.06289,7.354547,33376,49.5323886430187,20.73187,9.45718,45938,45.5654645504853,28.65599,11.94967,63496,41.8663967852356,0.04638186,0.145934573,0.47409568,1.5559731,4.741906,8.9891025,13.540082,23.089533,32.8937,0.13414693728,0.215623704,0.3270624679,0.608620726404772,0.909514284004447,1.36130887616047,2.71227272245797,5.94182915159224,10.111780064904,14.5595443573338,23.7316753916807,33.3635538683676
"Belize",1998,"N","income",TRUE,"BLZ:1998:N:i","BLZ1998",NA,5.220335,2.430188,12020,49.0865576500159,14.16313,5.7707,32610,42.3868930112327,33.12442,13.06635,76267,40.2844688142993,56.12971,26.67952,129235,48.1507151799526,78.12661,45.3944,179882,58.4271953115001,88.07191,58.14029,202780,66.330991729602,91.79045,66.08749,211342,72.1916687718883,96.27362,75.59503,221664,78.6591531631274,97.62249,80.96877,224770,83.0850172343419,14.0553,5.761872,32361,42.9276038882434,20.73299,8.092175,47736,40.4295646988582,27.72241,10.89825,63829,38.0607970717905,0.02430188,0.1096433,0.4181232,1.4673736,4.53944,8.7210435,13.217498,22.678509,32.387508,0.10936033056,0.19202731275,0.3102731775,0.490865576500159,0.805350967213421,1.28910300205758,2.64828933489739,5.84271953115001,9.9496487594403,14.4383337543777,23.5977459489382,33.2340068937368
"Belize",1999,"N","income",TRUE,"BLZ:1999:N:i","BLZ1999",NA,5.843162,2.828627,13964,45.3467777908716,13.91808,6.034663,33263,43.5918820509985,27.70087,11.70988,66202,42.2516547145952,51.12681,23.77895,122187,45.26375811525,76.27475,42.61249,182287,55.9518314771207,88.05879,56.00062,210450,63.6621847172688,91.9367,64.54965,219718,70.3033624331083,95.46678,74.34434,228154,77.8172876419176,97.19356,79.86827,232281,82.2208225588397,16.07331,6.895919,38413,43.3398750070121,20.52521,9.191111,49053,45.0133275900026,27.11115,11.54652,64792,42.8961619774876,0.02828627,0.114658597,0.37471616,1.30784225,4.261249,8.400093,12.90993,22.303302,31.947308,0.14564180928,0.24255341929,0.3656782884,0.453467777908716,0.828245758968971,1.35205295086705,2.48950669633875,5.59518314771207,9.54932770759032,14.0606724866217,23.3451862925753,32.8883290235359
"Belize",2000,"N","income",FALSE,"BLZ:2000:N:i","BLZ2000",NA,5.705812,2.698187,14111,48.7275537479513,12.59174,5.701628,31141,43.5774406259954,24.62724,11.05064,60907,43.5509672307176,49.81413,22.57164,123198,44.925396424775,74.72154,41.14635,184798,55.123571725372,86.34363,54.60335,213541,63.3947114670071,91.48023,63.33311,226244,69.3018209600293,95.06703,73.40649,235115,77.2857263870449,97.00974,79.09516,239920,81.5704469203025,16.07331,6.893296,39752,44.2640248983518,20.52521,9.194221,50762,45.1409943831649,27.11115,11.54699,67050,42.9747711245618,0.02698187,0.108330932,0.35362048,1.2414402,4.114635,8.1905025,12.666622,22.021947,31.638064,0.15206610976,0.25357661518,0.3820898991,0.487275537479513,0.827971371893913,1.39363095138296,2.47089680336263,5.5123571725372,9.50920672005106,13.8603641920059,23.1857179161135,32.628178768121
"Belize",2001,"N","income",FALSE,"BLZ:2001:N:i","BLZ2001",NA,5.191948,2.523338,13243,48.9960923438483,12.06967,5.27263,30785,43.927638758183,22.72143,10.23194,57954,44.265416518958,47.38694,20.91741,120867,44.5310787294346,72.45083,39.07699,184795,54.0501968287738,85.45189,52.61153,217956,61.6786539530637,90.42517,61.56978,230641,68.155762717661,94.74929,72.03921,241670,76.1256369155848,96.48153,77.96805,246089,80.6817612898295,16.07331,6.894904,40997,44.5285502250975,20.52521,9.195116,52352,45.08358917739,27.11115,11.5475,69151,42.709942706799,0.02523338,0.10017997,0.32742208,1.15045755,3.907699,7.8917295,12.313956,21.611763,31.18722,0.16182339688,0.26978470344,0.406472,0.489960923438483,0.834625136405477,1.41649332860666,2.4492093301189,5.40501968287738,9.25179809295956,13.6311525435322,22.8376910746754,32.2727045159318
"Belize",2002,"N","income",FALSE,"BLZ:2002:N:i","BLZ2002",NA,5.068948,2.425726,13300,47.8762128848882,11.52232,5.028161,30232,43.9479371605433,22.39207,9.77261,58752,44.0451650880972,45.3062,19.97572,118874,44.1032359698749,70.68852,37.86077,185471,53.6382449185709,84.06199,51.41096,220560,61.13453912559,90.08692,60.50019,236368,67.1873557046982,94.34749,71.20215,247547,75.5481546213992,96.44053,77.27897,253039,80.1215178818988,16.07331,6.893018,42173,44.8923519982501,20.52521,9.193685,53854,45.0777354358538,27.11115,11.54651,71134,42.8315021092669,0.02425726,0.095535059,0.31272352,1.0986646,3.786077,7.711644,12.100038,21.360645,30.911588,0.16777605812,0.27976383455,0.4215630801,0.478762128848882,0.835010806050323,1.40944528281911,2.42567797834312,5.36382449185709,9.1701808688385,13.4374711409396,22.6644463864198,32.0486071527595
"Belize",2003,"N","income",FALSE,"BLZ:2003:N:i","BLZ2003",NA,5.068948,2.399666,13657,48.4635038332566,10.76588,4.964919,29006,44.4944798275696,21.10399,9.651892,56859,46.132184542827,44.6379,19.72655,120266,44.0631609876487,70.46781,37.53805,189858,53.2960635705527,84.06199,51.08905,226484,60.8651226874365,90.0753,60.20856,242685,66.9121331016124,94.34749,70.97396,254196,75.3704878138391,96.4214,77.09009,259783,79.9129298157561,16.07331,6.893027,43306,44.0742631090032,20.52521,9.193678,55300,45.2635365269303,27.11115,11.54653,73044,42.705004345649,0.02399666,0.094333461,0.308860544,1.08496025,3.753805,7.6633575,12.041712,21.292188,30.836036,0.16943060366,0.28252172494,0.4257205611,0.484635038332566,0.845395116723822,1.47622990537046,2.42347385432068,5.32960635705527,9.12976840311548,13.3824266203225,22.6111463441517,31.9651719263024
"Belize",2004,"N","income",FALSE,"BLZ:2004:N:i","BLZ2004",NA,5.150948,2.475169,14243,48.2109492072652,11.67539,5.149475,32283,43.6324528564499,22.62098,10.00513,62548,45.3795427543566,45.89523,20.44596,126902,44.7399106167443,72.2103,38.47,199664,53.5598612219391,85.11842,52.01468,235356,61.2920082697314,90.3172,61.04399,249731,67.727504276227,94.48689,71.62741,261260,75.8261422578758,96.44053,77.63026,266662,80.5547975496272,16.07331,6.895409,44443,44.5317540425258,20.52521,9.192878,56753,45.0752107799905,27.11115,11.55057,74963,41.8103783076097,0.02475169,0.097840025,0.32016416,1.1245278,3.847,7.802202,12.208798,21.488223,31.052104,0.1648002751,0.27459126586,0.4140879345,0.482109492072652,0.829016604272548,1.45214536813941,2.46069508392094,5.35598612219391,9.19380124045971,13.5455008552454,22.7478426773627,32.2219190198509
"Belize",2005,"N","income",FALSE,"BLZ:2005:N:i","BLZ2005",NA,5.480313,2.60019,15553,47.7027384895899,12.36692,5.468944,35097,44.3454198238552,24.31018,10.59375,68992,43.8659978653476,48.32926,21.67309,137158,44.7749939839839,73.86396,40.0256,209626,54.3093513299593,85.85847,53.53543,243666,62.4549018839989,91.13652,62.38616,258645,68.5415481487187,94.87844,72.67647,269265,76.7072396402589,96.86966,78.48963,274916,81.0408507662945,16.07331,6.893881,45616,43.8972690744063,20.52521,9.191894,58251,45.0722426484222,27.11115,11.55025,76941,43.1132496719458,0.0260019,0.103909936,0.339,1.19201995,4.00256,8.0303145,12.477232,21.802941,31.395852,0.15724942561,0.26206089794,0.395249555,0.477027384895899,0.842562976653249,1.40371193169112,2.46262466911911,5.43093513299593,9.36823528259984,13.7083096297437,23.0121718920777,32.4163403065178
"Belize",2006,"N","income",FALSE,"BLZ:2006:N:i","BLZ2006",NA,5.705812,2.75053,16623,48.0294788316868,13.66115,5.828924,39799,43.6189072359936,25.96452,11.30953,75642,43.87497025141,50.68401,23.05642,147657,45.5030675173241,74.76528,41.73107,217813,55.5566836170107,86.50148,55.1575,252004,63.6742515777558,91.6374,63.82442,266966,69.6365539381809,95.11828,73.7842,277107,77.3551306529296,97.09311,79.40816,282860,81.804603155522,16.07331,6.894954,46826,44.2443092216221,20.52521,9.194212,59796,45.122562181521,27.11115,11.5498,78983,42.9851414323955,0.0275053,0.110749556,0.36190496,1.2681031,4.173107,8.273625,12.764884,22.13526,31.763264,0.14948260272,0.2491631452,0.375599496,0.480294788316868,0.828759237483878,1.40399904804512,2.50266871345283,5.55566836170107,9.55113773666337,13.9273107876362,23.2065391958789,32.7218412622088
"Belize",2007,"N","income",FALSE,"BLZ:2007:N:i","BLZ2007",NA,5.705812,2.730453,17062,48.5351727275821,13.66115,5.775718,40850,43.1788383174683,25.96452,11.20997,77640,43.2836490990843,50.64301,22.86881,151435,45.2273477136023,74.76528,41.50666,223567,55.3117048750031,86.50148,54.94457,258661,63.5654967522002,91.55403,63.63558,273769,69.4934209632031,95.11828,73.63927,284427,77.2972035482906,97.09311,79.28802,290333,81.7595519142635,16.07331,6.896098,48063,44.777489244805,20.52521,9.19251,61376,44.9604931156116,27.11115,11.54936,81069,42.7984765934942,0.02730453,0.109738642,0.35871904,1.25778455,4.150666,8.2416855,12.727116,22.091781,31.715208,0.15054181934,0.2507716728,0.3781260464,0.485351727275821,0.820397928031898,1.3850767711707,2.48750412424813,5.53117048750031,9.53482451283003,13.8986841926406,23.1891610644872,32.7038207657054
"Belize",2008,"N","income",FALSE,"BLZ:2008:N:i","BLZ2008",NA,5.963428,2.865482,18297,45.3633613260121,13.91808,6.128098,42704,44.2799290568799,28.22908,11.9027,86613,42.4267260314773,53.10369,24.12079,162934,45.619959837722,76.61779,43.01304,235081,56.2507716259263,88.15856,56.38089,270491,63.9448003490138,92.06243,64.87455,282469,70.5788155262651,95.5317,74.59515,293113,78.0910448128015,97.30084,80.07373,298541,82.438464410917,16.07331,6.896058,49317,44.3388246894213,20.52521,9.192317,62976,45.1947297548043,27.11115,11.54918,83183,42.6755897868376,0.02865482,0.116433862,0.3808864,1.32664345,4.301304,8.4571335,12.97491,22.378545,32.029492,0.14392073046,0.23973562736,0.361489334,0.453633613260121,0.841318652080718,1.35765523300727,2.50909779107471,5.62507716259263,9.59172005235207,14.115763105253,23.4273134438405,32.9753857643668
"Belize",2009,"N","income",FALSE,"BLZ:2009:N:i","BLZ2009",NA,5.771412,2.817354,18160,49.0056379630412,13.91808,6.0049,43794,44.5955591487745,27.62912,11.64965,86936,42.7908790059952,51.08035,23.67584,160727,46.4734537523309,76.09299,42.48567,239430,55.8664359201085,88.05879,55.87959,277081,63.4763381649946,91.9367,64.44625,289283,70.1580101191425,95.46678,74.2646,300391,77.7079365451519,97.19356,79.80286,305824,82.1241977910716,16.07331,6.896034,50575,43.9738979747963,20.52521,9.191268,64584,44.9632382265952,27.11115,11.54673,85307,42.888379138146,0.02817354,0.1140931,0.3727888,1.3021712,4.248567,8.3819385,12.88925,22.27938,31.921144,0.1461959208,0.24347668932,0.3670705467,0.490056379630412,0.847315623826715,1.36930812819185,2.5560399563782,5.58664359201085,9.52145072474919,14.0316020238285,23.3123809635456,32.8496791164286
"Belize",2010,"N","income",FALSE,"BLZ:2010:N:i","BLZ2010",NA,5.771412,2.794312,18611,48.6246933401287,13.75408,5.943675,44352,43.5121076068043,27.11115,11.52827,87424,42.8937356825873,50.94436,23.46303,164277,46.13241996981,75.94812,42.22412,244905,55.6769231475478,88.05879,55.62859,283958,63.9021965361103,91.78705,64.23255,295980,69.9781695792332,95.46678,74.09922,307846,77.5837573435285,97.15256,79.66737,313282,81.9731825762938,16.07331,6.893731,51831,44.254828342444,20.52521,9.192703,66186,45.1198533722557,27.11115,11.54772,87424,42.9650293958425,0.02794312,0.112929825,0.36890464,1.29046665,4.222412,8.3442885,12.84651,22.229766,31.866948,0.14725009416,0.2454451701,0.3699889488,0.486246933401287,0.826730044529282,1.37259954184279,2.53728309833955,5.56769231475478,9.58532948041655,13.9956339158466,23.2751272030586,32.7892730305175
"Belize",2011,"N","income",FALSE,"BLZ:2011:N:i","BLZ2011",NA,5.705812,2.729988,18843,48.5366322577462,13.66115,5.774484,45114,43.176268270513,25.96452,11.20766,85744,43.2736385688067,50.64301,22.86446,167242,45.22260101615,74.76528,41.50146,246903,55.2323799608633,86.50148,54.93963,285660,63.5637166190277,91.55403,63.63121,302345,69.4872852601043,95.11828,73.63591,314116,77.2185951950274,97.09311,79.28524,320637,81.7831343680918,16.07331,6.894662,53080,44.7709872615573,20.52521,9.19489,67782,44.9727240015491,27.11115,11.54693,89531,42.9464330767751,0.02729988,0.109715196,0.35864512,1.2575453,4.150146,8.2409445,12.726242,22.090773,31.714096,0.15051047146,0.2509285481,0.3780464882,0.485366322577462,0.820349097139747,1.38475643420181,2.48724305588825,5.52323799608633,9.53455749285416,13.8974570520209,23.1655785585082,32.7132537472367
"Belize",2012,"N","income",FALSE,"BLZ:2012:N:i","BLZ2012",NA,5.705812,2.762204,19286,48.1651048910225,13.66115,5.859864,46175,43.5817382620553,25.96452,11.36742,87760,43.320957654648,50.77011,23.16562,171603,45.8840463585018,74.76528,41.86157,252707,55.6264837287638,86.50148,55.28132,292375,62.9832973164995,91.6374,63.93429,309734,69.7884952153701,95.11828,73.86848,321500,77.4846829303182,97.09311,79.47802,328175,81.9079180291492,16.07331,6.893101,54328,44.3266368648019,20.52521,9.192974,69375,45.1611830191109,27.11115,11.54906,91636,43.0392862949224,0.02762204,0.111337416,0.36375744,1.2741091,4.186157,8.292198,12.786858,22.160544,31.791208,0.14882205059,0.24811836826,0.3740740534,0.481651048910225,0.828053026979051,1.38627064494874,2.5236225497176,5.56264837287638,9.44749459747493,13.957699043074,23.2454048790955,32.7631672116597
"Belize",2013,"N","income",FALSE,"BLZ:2013:N:i","BLZ2013",NA,5.705812,2.684571,19726,48.4995987909739,12.59174,5.670435,43532,43.7054122918926,24.62724,10.98917,85140,42.0492929403469,49.51279,22.44893,171173,45.4794574504665,74.45436,40.99501,257400,55.1169223747349,86.18373,54.46008,297950,63.2486249551457,91.3422,63.20611,315784,69.2176904884482,94.98435,73.30857,328375,77.0618324849176,97.00974,79.01406,335377,81.5220872818745,16.07331,6.893351,55568,44.5069597476732,20.52521,9.192233,70959,44.9822245066337,27.11115,11.54708,93727,41.811150395875,0.02684571,0.107738265,0.35165344,1.23469115,4.099501,8.169012,12.641222,21.992571,31.605624,0.15275665816,0.2546248541,0.3838249392,0.484995987909739,0.830402833545959,1.3455773740911,2.50137015977566,5.51169223747349,9.48729374327186,13.8435380976896,23.1185497454753,32.6088349127498
"Belize",2014,"N","income",FALSE,"BLZ:2014:N:i","BLZ2014",NA,5.705812,2.728914,20162,48.5237640000825,12.59174,5.772019,44495,43.1486149263019,25.96452,11.20234,91750,43.3759588319273,50.64301,22.85444,178955,45.3012571544156,74.76528,41.48945,264195,55.5327936804156,86.50148,54.92825,305667,63.5601111725096,91.55403,63.62113,323521,69.5477124915507,95.11828,73.62816,336116,77.2875448931339,97.09311,79.27881,343094,81.6864319101854,16.07331,6.895554,56798,44.7735860343698,20.52521,9.194954,72529,44.9805267369063,27.11115,11.54606,95802,43.0550240103194,0.02728914,0.109668361,0.35847488,1.2569942,4.148945,8.2392375,12.724226,22.088448,31.711524,0.15059889936,0.2510222442,0.378133465,0.485237640000825,0.819823683599736,1.38803068262167,2.49156914349286,5.55327936804156,9.53401667587644,13.9095424983101,23.1862634679402,32.6745727640742
"Belize",2015,"N","income",FALSE,"BLZ:2015:N:i","BLZ2015",NA,5.705812,2.652785,20594,47.1551523097528,12.59174,5.597617,45448,44.5957935296069,24.50834,10.84629,88459,43.9951085883619,49.11919,22.16721,177287,45.2938360655864,74.16736,40.64451,267694,54.8662921500393,86.1318,54.12654,310878,62.9383690065711,91.2807,62.91053,329462,69.0246820869899,94.89894,73.08117,342522,77.0437978001957,96.92774,78.82514,349844,81.3907061464147,16.07331,6.896161,58014,44.3975370867997,20.52521,9.191655,74082,45.1999776660427,27.11115,11.54721,97853,41.9569222093046,0.02652785,0.106354723,0.34708128,1.21919655,4.064451,8.118981,12.582106,21.924351,31.530056,0.1544740064,0.25727442345,0.3878707839,0.471551523097528,0.847320077062531,1.40784347482758,2.49116098360725,5.48662921500393,9.44075535098566,13.804936417398,23.1131393400587,32.5562824585659
"Belize",2016,"N","income",FALSE,"BLZ:2016:N:i","BLZ2016",NA,5.191948,2.563657,19127,47.9537889156242,12.29517,5.377972,45295,44.2746371200383,22.8171,10.42104,84058,43.3395958856251,47.98349,21.32152,176771,44.4619171660811,72.67497,39.58351,267735,54.3156843171725,85.57967,53.1086,315276,62.1255160418067,90.61103,62.00786,333811,68.5844150095751,94.76022,72.38238,349097,76.4011260002538,96.48153,78.24776,355438,80.8876012673627,16.07331,6.892759,59214,44.8801141034183,20.52521,9.192484,75615,45.1071936268707,27.11115,11.54832,99877,42.2035006689247,0.02563657,0.102181468,0.33347328,1.1726836,3.958351,7.96629,12.401572,21.714714,31.299104,0.15929166049,0.26557086276,0.4003802544,0.479537889156242,0.841218105280728,1.38686706834,2.44540544413446,5.43156843171725,9.31882740627101,13.716883001915,22.9203378000761,32.3550405069451
"Belize",2017,"N","income",FALSE,"BLZ:2017:N:i","BLZ2017",NA,5.705812,2.748415,21441,47.996735909014,13.66115,5.82332,51334,43.5259448963895,25.96452,11.29904,97567,43.2236531098021,50.68401,23.03665,190455,45.5321137061476,74.76528,41.70743,280945,55.2561293267026,86.50148,55.13507,325046,63.6626018405116,91.6374,63.80451,344345,69.6155710409299,95.11828,73.76894,357425,77.443036947424,97.09311,79.39551,364846,81.7923610353011,16.07331,6.89262,60399,44.1927208926481,20.52521,9.194466,77127,45.1018016042161,27.11115,11.54823,101875,42.7333234528829,0.02748415,0.11064308,0.36156928,1.26701575,4.170743,8.2702605,12.760902,22.130682,31.758204,0.1495009278,0.24935391792,0.3757794042,0.47996735909014,0.826992953031401,1.38315689951367,2.50426625383812,5.52561293267026,9.54939027607674,13.923114208186,23.2329110842272,32.7169444141204
"Belize",2018,"N","income",FALSE,"BLZ:2018:N:i","BLZ2018",NA,6.467726,2.898134,24776,45.0127572970711,13.91808,6.208399,53316,44.3765731996126,28.41973,12.07126,108868,42.5973302903536,53.3162,24.42018,204239,45.9030708111594,76.97653,43.36046,294875,56.3739154883467,88.52551,56.70917,339116,64.1083033647677,92.13213,65.15491,352931,70.7615292213797,95.75993,74.8113,366829,78.1939379886426,97.30084,80.25131,372731,82.5892594266082,16.07331,6.893895,61572,44.7545366047396,20.52521,9.191808,78626,44.9914571009879,27.11115,11.55051,103855,42.5630229635391,0.02898134,0.117959581,0.38628032,1.3431099,4.336046,8.5063755,13.030982,22.44339,32.100524,0.14235893175,0.23724056448,0.3578347998,0.450127572970711,0.843154890792639,1.36311456929132,2.52466889461377,5.63739154883467,9.61624550471516,14.1523058442759,23.4581813965928,33.0357037706433
"Belize",2019,"N","income",FALSE,"BLZ:2019:N:i","BLZ2019",NA,6.618059,2.957099,25834,44.4322196002925,14.39163,6.335416,56178,44.3731016023041,28.98826,12.33577,113157,42.798725735468,53.76584,24.88638,209877,46.4284595028304,77.63253,43.90534,303041,56.64854176584,88.88016,57.22148,346946,64.4811127813202,92.35079,65.58991,360494,71.0871399767182,95.79342,75.14756,373932,78.475122829952,97.30084,80.52477,379817,82.7919925992001,16.07331,6.894441,62743,45.0241038120342,20.52521,9.193579,80121,45.0139606795469,27.11115,11.54893,105829,42.7250585792528,0.02957099,0.120372904,0.39474464,1.3687509,4.390534,8.583222,13.117982,22.544268,32.209908,0.14009504112,0.2335169066,0.3520113864,0.444322196002925,0.843088930443778,1.36955922353498,2.55356527265567,5.664854176584,9.67216691719803,14.2174279953436,23.5425368489856,33.11679703968
"Bolivia",1981,"N","income",FALSE,"BOL:1981:N:i","BOL1981",NA,2.741722,1.491765,156199,55.1219336415561,12.31908,4.0965,701830,33.2604792164251,34.13604,11.89244,1944763,34.8662361240227,61.43911,27.46684,3500245,44.7288504489163,83.40663,48.50793,4751756,58.1609732285103,91.23135,61.66492,5197538,67.6050548837333,95.23603,69.64944,5425688,73.1486361716566,97.45905,78.61121,5552336,80.693853697838,98.38128,83.45072,5604876,84.7890811462537,10.1369,3.407066,577509,33.6821931341732,16.80669,5.398724,957493,32.1102918406493,24.16668,7.924445,1376799,32.602388552327,0.01491765,0.0778335,0.38055808,1.5106762,4.850793,9.249738,13.929888,23.583363,33.380288,0.05897631246,0.11682838736,0.2057185922,0.551219336415561,0.631949105112077,1.11571955596873,2.4600867746904,5.81609732285103,10.14075823256,14.6297272343313,24.2081561093514,33.9156324585015
"Bolivia",1982,"N","income",FALSE,"BOL:1982:N:i","BOL1982",NA,3.081396,1.576433,179163,50.0717619351799,14.6691,4.653323,852912,31.5018978275288,36.43154,13.28027,2118255,36.4321812259514,64.1818,29.56386,3731751,46.089848531358,84.94228,50.63036,4938837,59.6083777177908,92.02515,63.44592,5350660,68.7131767382475,95.68859,71.18655,5563665,74.358889304387,97.5852,79.73421,5673940,81.6686044898479,98.43082,84.33937,5723107,85.599557415408,10.05226,3.406489,584473,33.4977518264307,16.80669,5.396426,977199,32.1847380119298,24.16668,7.926178,1405134,32.5347836961704,0.01576433,0.088413137,0.42496864,1.6260123,5.063036,9.516888,14.23731,23.920263,33.735748,0.05545764092,0.1098172691,0.19355726676,0.500717619351799,0.598536058723047,1.16582979923044,2.53494166922469,5.96083777177908,10.3069765107371,14.8717778608774,24.5005813469544,34.2398229661632
"Bolivia",1983,"N","income",FALSE,"BOL:1983:N:i","BOL1983",NA,3.473524,1.687153,206078,48.8469513423887,16.7993,5.37872,996671,32.0880679139511,39.99852,14.90092,2373036,37.2956533808683,66.91111,31.90523,3969709,47.6595603641954,86.25896,52.90114,5117580,61.2684965095556,93.54145,65.35823,5549636,69.8693413768877,96.09748,72.79006,5701281,75.7909674227348,97.93391,80.90292,5810233,82.6023327327117,98.65807,85.26254,5853196,86.3491749330391,10.05226,3.404921,596381,33.835140522647,16.80669,5.396732,997109,32.0044069965653,24.3827,7.929496,1446579,32.554244822271,0.01687153,0.10219568,0.47682944,1.75478765,5.290114,9.8037345,14.558012,24.270876,34.105016,0.05182289762,0.10269980996,0.18110968864,0.488469513423887,0.609673290365071,1.19346090818779,2.62127582003075,6.12684965095556,10.4804012065332,15.158193484547,24.7806998198135,34.5396699732156
"Bolivia",1984,"N","income",FALSE,"BOL:1984:N:i","BOL1984",NA,3.884908,1.72798,235197,44.8755863073451,17.65872,5.615854,1069081,31.8228183743314,41.47382,15.42589,2510876,37.1373640682972,67.78282,32.62388,4103655,47.9527085525656,86.87741,53.58274,5259665,61.7082934165484,93.85152,65.93146,5681886,70.2613491848879,96.18233,73.26238,5822997,76.1269029379649,98.01715,81.24829,5934079,82.875330916865,98.80757,85.53463,5981932,86.6259868263657,10.1369,3.408521,613700,33.9402171093519,16.80669,5.393753,1017498,32.2089435252623,24.16668,7.923826,1463081,32.5486333679931,0.0172798,0.106701226,0.49362848,1.7943134,5.358274,9.889719,14.652476,24.374487,34.213852,0.05085513332,0.10053955592,0.17725598762,0.448755863073451,0.604633549112297,1.18839565018551,2.63739897039111,6.17082934165484,10.5392023777332,15.225380587593,24.8625992750595,34.6503947305463
"Bolivia",1985,"N","income",FALSE,"BOL:1985:N:i","BOL1985",NA,3.492106,1.690617,215793,46.1813523144639,16.80669,5.400687,1038563,31.9957676149816,40.09713,14.94929,2477786,37.0393396649922,66.91913,31.97254,4135241,47.7573532727431,86.37843,52.96536,5337721,61.3398468961213,93.55425,65.41242,5781147,69.9257506089436,96.09748,72.83487,5938305,75.7578902940837,97.93391,80.93567,6051787,82.6349763208277,98.65807,85.2883,6096536,86.3748174807836,10.05226,3.404598,621175,33.787407763114,16.80669,5.394681,1038563,31.959957066069,24.16668,7.92512,1493370,32.5161794923583,0.01690617,0.102613053,0.47837728,1.7584897,5.296536,9.811863,14.566974,24.280701,34.11532,0.05171584362,0.10244499219,0.1806134848,0.461813523144639,0.60791958468465,1.18525886927975,2.62665443000087,6.13398468961213,10.4888625913415,15.1515780588167,24.7904928962483,34.5499269923134
"Bolivia",1986,"N","income",FALSE,"BOL:1986:N:i","BOL1986",NA,3.372673,1.641958,212786,49.4238736992825,16.13857,5.089313,1018203,31.3918228990802,38.74342,14.26128,2444373,36.652902799917,65.93702,31.00216,4160052,47.0426541092961,85.85779,52.0328,5416880,60.6374007903375,93.10519,64.6265,5874127,69.4112239705351,95.99722,72.18143,6056589,75.1814162196446,97.8217,80.45837,6171698,82.2580196227005,98.59738,84.91238,6220637,86.1020017617854,10.05226,3.405446,634210,33.6534516234646,16.80669,5.397556,1060356,32.1020568598612,24.16668,7.923629,1524707,32.5928916712896,0.01641958,0.096696947,0.45636096,1.7051188,5.20328,9.693975,14.436286,24.137511,33.964952,0.05319306652,0.10541426868,0.18565062747,0.494238736992825,0.596444635082524,1.17289288959734,2.58734597601129,6.06374007903375,10.4116835955803,15.0362832439289,24.6774058868102,34.4408007047142
