"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00","multi_headcount_ratio_1_00","multi_headcount_1_00","multi_headcount_ratio_1_90","multi_headcount_1_90","multi_headcount_ratio_3_20","multi_headcount_3_20","multi_headcount_ratio_5_50","multi_headcount_5_50","multi_headcount_ratio_10_00","multi_headcount_10_00","multi_headcount_ratio_15_00","multi_headcount_15_00","multi_headcount_ratio_20_00","multi_headcount_20_00","multi_headcount_ratio_30_00","multi_headcount_30_00","multi_headcount_ratio_40_00","multi_headcount_40_00","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"India -  Rural",2009,"R","consumption",TRUE,"IND:2009:R:c","IND2009",3.086112,0.4510105,26085679,14.0983927882915,38.8733,9.010769,328580571,23.1359778204812,79.74454,30.92885,674048936,38.7596975556627,95.73778,55.69966,809233445,58.1608997560813,99.17132,74.78868,838255795,75.4268410431033,99.63408,83.00821,842167322,83.2999277216481,99.80763,87.19162,843634271,87.3230711929717,99.92003,91.4166,844584343,91.4606462162973,99.94407,93.54568,844787544,93.5954846622229,1.264896,0.1867347,10691664,13.3678799878996,4.339648,0.6682189,36681322,14.8674138884402,10.86849,1.779027,91867031,16.1882184854629,26085679,302494892,345468365,135184509,29022350,3911527,1466949,950072,472754,203201,3.08611194228834,35.7871880077349,40.8712399975989,15.9932401083861,3.43353994842427,0.46276005264357,0.173549970757055,0.112399931979297,0.0559299899828017,0.0240400502047477,3.086112,26085679,38.8733,328580571,79.74454,674048936,95.73778,809233445,99.17132,838255795,99.63408,842167322,99.80763,843634271,99.92003,844584343,99.94407,844787544,0.004510105,0.171204611,0.9897232,3.0634813,7.478868,12.4512315,17.438324,27.42498,37.418272,0.001604051073,0.007169988797,0.02291386776,0.140983927882915,0.439583578589143,1.24031032178121,3.19884948658447,7.54268410431033,12.4949891582472,17.4646142385943,27.4381938648892,37.4381938648892
"India -  Urban",2009,"U","consumption",TRUE,"IND:2009:U:c","IND2009",1.616404,0.2207886,6020554,12.3830389873267,22.09882,4.923128,82310573,22.1255110974285,53.65197,18.74607,199835302,34.9016914260805,81.39231,40.16639,303158614,49.3534512391447,95.33343,62.73338,355084534,65.7805853104441,98.21795,74.18281,365828388,75.4972139839763,99.27909,80.33918,369780773,80.9419949262294,99.71555,86.73791,371406438,86.9519642034586,99.84834,89.99964,371901035,90.1326410779118,4.382536,0.668089,16323453,14.9185660351018,10.63619,2.005692,39616183,18.6357202520292,18.92994,4.117771,70507575,21.6139054736197,6020554,76290019,117524729,103323312,51925920,10743854,3952385,1625665,564882,494597,1.61640400509451,20.4824161132574,31.5531498684751,27.7403400644575,13.9411198797016,2.88452003515801,1.06114004519775,0.436460069445764,0.151660051085963,0.132789868126377,1.616404,6020554,22.09882,82310573,53.65197,199835302,81.39231,303158614,95.33343,355084534,98.21795,365828388,99.27909,369780773,99.71555,371406438,99.84834,371901035,0.002207886,0.093539432,0.59987424,2.20915145,6.273338,11.1274215,16.067836,26.021373,35.999856,0.00804379156,0.03020572152,0.07440812197,0.123830389873267,0.420384710851141,1.11685412563458,2.71443981815296,6.57805853104441,11.3245820975964,16.1883989852459,26.0855892610376,36.0530564311647
"India",2011,"A","consumption",TRUE,"IND:2011:A:c","IND2011",1.19076,0.1708938,14887938,13.204838375715,23.57454,4.924398,294749817,20.7994731815164,63.10713,21.33661,789021334,33.7481505018761,88.04692,45.20455,1100840717,51.3181028655783,97.00974,67.14358,1212901845,69.171884602821,98.79054,77.45998,1235166987,78.4311780788688,99.3617,82.87423,1242308136,83.4091424394346,99.75022,88.45298,1247165758,88.6720080476679,99.882,91.2982,1248813388,91.4329072080704,1.783815,0.2518519,22302838,13.2162862571026,6.274388,0.9321743,78447966,14.5332548614143,13.53802,2.393983,169264338,17.4800924126903,14887938,279861879,494271517,311819383,112061128,22265142,7141149,4857622,1475341,1647630,1.19075999444605,22.3837800428576,39.5325899958585,24.939789967506,8.96281997916019,1.78080002511164,0.57115999163742,0.388520018402885,0.118000023976862,0.131779961042902,1.19076,14887938,23.57454,294749817,63.10713,789021334,88.04692,1100840717,97.00974,1212901845,98.79054,1235166987,99.3617,1242308136,99.75022,1247165758,99.882,1248813388,0.001708938,0.093563562,0.68277152,2.48625025,6.714358,11.618997,16.574846,26.535894,36.51928,0.002687259773,0.012435205162,0.03832766783,0.13204838375715,0.395189990448812,1.07994081606004,2.82249565760681,6.9171884602821,11.7646767118303,16.6818284878869,26.6016024143004,36.5731628832282
"India -  Rural",2011,"R","consumption",TRUE,"IND:2011:R:c","IND2011",1.439357,0.2087553,12367652,13.0045396259464,27.51055,5.759506,236383968,20.8108772398214,70.93034,24.50169,609467830,34.5000485351806,93.13867,49.8503,800292556,53.4971593853427,98.70677,71.05844,848136368,71.9469848854465,99.49634,80.43952,854920735,80.7957072570834,99.72366,85.23798,856873979,85.4475743298645,99.8633,90.09631,858073833,90.2284279384683,99.92753,92.54847,858625729,92.5959386382843,1.293457,0.186453,11114009,13.3439955199654,4.567074,0.6911742,39242511,14.6850521641234,11.39455,1.874836,97907492,16.2967615534547,12367652,224016316,373083862,190824726,47843812,6784367,1953244,1199854,622697,551896,1.43935695728583,26.0711930591305,43.4197899828332,22.2083300039702,5.56810004560893,0.789569907224945,0.227320055631967,0.139639941569122,0.0724699610913224,0.064230085653948,1.439357,12367652,27.51055,236383968,70.93034,609467830,93.13867,800292556,98.70677,848136368,99.49634,854920735,99.72366,856873979,99.8633,858073833,99.92753,858625729,0.002087553,0.109430614,0.78405408,2.7417665,7.105844,12.065928,17.047596,27.028893,37.019388,0.00182910393,0.008480707434,0.02759758592,0.130045396259464,0.395406667556607,1.10400155312578,2.94234376619385,7.19469848854465,12.1193560885625,17.0895148659729,27.0685283815405,37.0383754553137
"India -  Urban",2011,"U","consumption",TRUE,"IND:2011:U:c","IND2011",0.6445077,0.08769913,2520285,10.6913039543372,14.9258,3.089382,58365894,20.5021065039189,45.91688,14.38184,179553507,31.3153950827738,76.85861,34.99624,300548141,45.5127606791416,93.28079,58.5413,364765484,62.7641321955796,97.23965,70.91293,380246222,72.9080949240998,98.56634,77.68028,385434115,78.817161643829,99.50176,84.84203,389091984,85.2270222856558,99.78196,88.55094,390187679,88.7729261481872,4.351627,0.6344746,17016615,14.0688547246685,10.71397,1.982496,41895941,18.2194702408435,18.62544,4.071875,72832977,21.7017762848782,2520285,55845609,121187613,120994634,64217343,15480738,5187893,3657869,852624,1095695,0.644507735050522,14.2812923812613,30.9910799654838,30.9417298093695,16.4221801454568,3.95885996436536,1.32669010334722,0.935419948260423,0.218039929249953,0.280200018155162,0.6445077,2520285,14.9258,58365894,45.91688,179553507,76.85861,300548141,93.28079,364765484,97.23965,380246222,98.56634,385434115,99.50176,389091984,99.78196,390187679,0.0008769913,0.058698258,0.46021888,1.9247932,5.85413,10.6369395,15.536056,25.452609,35.420376,0.00866057829,0.03382138176,0.08335128125,0.106913039543372,0.389540023574459,1.00209264264876,2.50320183735279,6.27641321955796,10.936214238615,15.7634323287658,25.5681066856967,35.5091704592749
"Ireland",1987,"N","income",TRUE,"IRL:1987:N:i","IRL1987",0.236921,0.09762936,8387,73.7908408749983,0.689184,0.2673675,24398,52.559781222796,1.48562,0.5966192,52592,45.0869169250097,3.700898,1.378431,131014,40.070747924916,23.99476,6.722179,849428,28.3337657887646,46.24099,16.30473,1636957,35.2914695480335,65.96542,26.48017,2335213,40.2219112181878,84.93022,43.39607,3006578,51.0727136149627,93.20504,55.07814,3299512,59.1088705774487,6.748586,1.891592,238904,30.0799777103088,13.98812,3.537778,495187,26.0506046644942,21.92232,5.922289,776063,27.1517109915228,8387,16011,28194,78422,718414,787529,698256,671365,240545,292934,0.236917089188112,0.452280853104908,0.796427854127773,2.21527506478003,20.2938540255143,22.2462237189966,19.7244281659872,18.9648076288037,6.79494708701018,8.27483851248723,0.236921,8387,0.689184,24398,1.48562,52592,3.700898,131014,23.99476,849428,46.24099,1636957,65.96542,2335213,84.93022,3006578,93.20504,3299512,0.0009762936,0.0050799825,0.0190918144,0.075813705,0.6722179,2.4457095,5.296034,13.018821,22.031256,0.1203052512,0.281253351,0.5643941417,0.737908408749983,0.998635843233124,1.44278134160031,2.20389113587038,2.83337657887646,5.29372043220503,8.04438224363756,15.3218140844888,23.6435482309795
"Ireland",1994,"N","income",TRUE,"IRL:1994:N:i","IRL1994",0.1634338,0.0978364,5868,80.7971992949688,0.1634338,0.1289088,5868,77.4571599142136,0.4914184,0.242542,17644,56.6671752590064,0.7327629,0.4046451,26309,55.245882625471,9.96833,1.945855,357902,20.9470526843303,26.17823,7.304817,939900,28.4358050847104,43.94988,14.11897,1577970,32.2925614905091,69.49125,28.97159,2495004,41.7808465281453,82.22918,40.87169,2952345,49.662180936635,5.712499,1.096607,205101,22.1311599891955,12.46452,2.703254,447524,21.8946413367213,19.71388,4.969358,707804,26.0164135114695,5868,0,11776,8665,331593,581998,638070,917034,638041,457341,0.163436466162691,0,0.32798701866596,0.241338953527559,9.23558079827628,16.2099005510828,17.7716267833041,25.5413763311243,17.7708190707072,12.7379340271492,0.1634338,5868,0.1634338,5868,0.4914184,17644,0.7327629,26309,9.96833,357902,26.17823,939900,43.94988,1577970,69.49125,2495004,82.22918,2952345,0.000978364,0.0024492672,0.007761344,0.0222554805,0.1945855,1.09572255,2.823794,8.691477,16.348676,0.0952951483,0.2935733844,0.6480042832,0.807971992949688,1.47168603837006,1.8133496082882,3.0385235444009,2.09470526843303,4.26537076270656,6.45851229810182,12.5342539584436,19.864872374654
"Ireland",1995,"N","income",TRUE,"IRL:1995:N:i","IRL1995",0.1760975,0.1036458,6355,80.0248532431337,0.1760975,0.137965,6355,76.5756737520704,0.4940199,0.2376558,17828,55.2337316307106,0.9703121,0.4107211,35017,50.840665983866,9.442272,1.946082,340757,22.2528819747653,24.48904,6.94193,883771,29.024158126307,42.46892,13.31609,1532636,31.6056147674961,67.97488,27.93216,2453105,41.2759369836112,80.24058,39.59984,2895755,49.4924829294683,5.976327,1.19003,215676,23.284665976413,11.65733,2.747898,420695,24.2411238469387,19.4973,4.940967,703627,26.1370171129312,6355,0,11473,17189,305740,543014,648865,920469,713086,442650,0.176095317028376,0,0.317913701379473,0.476302502659441,8.47197202647609,15.0467698632331,17.9798722082796,25.5059449834448,19.7594186055856,12.2657107919135,0.1760975,6355,0.1760975,6355,0.4940199,17828,0.9703121,35017,9.442272,340757,24.48904,883771,42.46892,1532636,67.97488,2453105,80.24058,2895755,0.001036458,0.002621335,0.0076049856,0.0225896605,0.1946082,1.0412895,2.663218,8.379648,15.839936,0.10472264,0.30226878,0.652207644,0.800248532431337,1.45493780128934,1.76747941218274,2.79623662911263,2.22528819747653,4.35362371894605,6.32112295349922,12.3827810950834,19.7969931717873
"Ireland",1996,"N","income",TRUE,"IRL:1996:N:i","IRL1996",0,0,0,73.536389306673,0.2240181,0.07431756,8149,77.122773401791,0.2240181,0.1351334,8149,79.0145924378633,0.9951345,0.2404541,36198,67.9445757840922,6.862741,1.437077,249633,25.3335424761526,21.22643,5.599255,772114,27.8767551977618,37.14536,11.16545,1351166,30.5496569963217,64.41126,24.85184,2342966,38.7067359934541,78.70616,36.74258,2862944,46.8005723084511,5.903399,1.225208,214737,25.3846995815661,12.2068,2.858206,444024,26.0357371434864,19.47078,4.987242,708252,26.6369461209424,0,8149,0,28049,213435,522481,579052,991800,774566,519978,0,0.22402687552749,0,0.771104409334957,5.86761273508526,14.3636993437819,15.9189115631297,27.2659044236304,21.2938521131213,14.2948885363889,0,0,0.2240181,8149,0.2240181,8149,0.9951345,36198,6.862741,249633,21.22643,772114,37.14536,1351166,64.41126,2342966,78.70616,2862944,0,0.00141203364,0.0043242688,0.0132249755,0.1437077,0.83988825,2.23309,7.455552,14.697032,0.117619968,0.34298472,0.718162848,0.73536389306673,1.46533269463403,2.52846695801163,3.73695166812507,2.53335424761526,4.18151327966427,6.10993139926434,11.6120207980362,18.7202289233804
"Ireland",2000,"N","income",TRUE,"IRL:2000:N:i","IRL2000",0,0,0,68.3040427776779,0.1782722,0.01245138,6784,83.3179172514094,0.1782722,0.07981609,6784,79.554452683379,0.4716323,0.1564417,17946,78.2308577073423,2.244796,0.4990449,85418,37.4055604621266,9.202773,2.164084,350182,25.1260186291722,19.99851,5.235864,760978,27.3700767021787,46.74841,14.59032,1778858,31.5249258961002,67.96772,25.28504,2586290,37.3420778370787,5.860085,1.156619,222986,22.380751797452,10.9576,2.551636,416956,24.7530756454842,17.45421,4.484472,664163,26.5380006811093,0,6784,0,11162,67472,264764,410796,1017880,1218884,807432,0,0.178283568635758,0,0.293337440022454,1.77316464371931,6.95799981814235,10.7957218250729,26.749893697371,32.0322802584061,21.2193187486302,0,0,0.1782722,6784,0.1782722,6784,0.4716323,17946,2.244796,85418,9.202773,350182,19.99851,760978,46.74841,1778858,67.96772,2586290,0,0.00023657622,0.00255411488,0.0086042935,0.04990449,0.3246126,1.0471728,4.377096,10.114016,0.1459653178,0.4026481608,0.8489105496,0.683040427776779,1.58304042777678,2.54574248586813,4.30269717390383,3.74055604621266,3.76890279437583,5.47401534043574,9.45747776883006,14.9368311348315
"Ireland",2002,"N","income",TRUE,"IRL:2002:N:i","IRL2002",0,0,0,78.0173913958539,0.2350518,0.0365827,9242,77.4073091316738,0.2350518,0.1172108,9242,76.5459125393324,0.9938169,0.3258447,39076,57.6744202122425,2.492933,0.8678141,98021,42.4051157160116,7.228465,2.061881,284219,30.224212488711,15.20132,4.368454,597708,29.9668420838413,38.49451,11.5133,1513584,30.218217357542,58.74147,20.97609,2309683,35.7218058834275,6.170184,1.748575,242608,31.2309753739885,11.48438,3.17298,451560,28.989795236428,16.995,4.970994,668234,29.9565344635245,0,9242,0,29834,58945,186198,313489,915876,1622264,796099,0,0.235048946488851,0,0.758758955804847,1.49913007474414,4.73551652654525,7.97286942067123,23.2931929143501,41.2585418877721,20.2469412736235,0,0,0.2350518,9242,0.2350518,9242,0.9938169,39076,2.492933,98021,7.228465,284219,15.20132,597708,38.49451,1513584,58.74147,2309683,0,0.0006950713,0.0037507456,0.0179214585,0.08678141,0.30928215,0.8736908,3.45399,8.390436,0.245849645,0.557492586,1.0483826346,0.780173913958539,1.4707388735018,2.44946920125864,3.17209311167334,4.24051157160116,4.53363187330665,5.99336841676826,9.0654652072626,14.288722353371
"Ireland",2003,"N","income",TRUE,"IRL:2003:N:i","IRL2003",0.0655641,0.04506531,2620,40.1343879803185,0.1276327,0.06303937,5101,50.6072102826522,0.2425839,0.1123377,9695,70.6730311053247,0.383973,0.1774177,15346,72.3161011824804,1.5527,0.4464625,62054,38.691028634443,6.157327,1.493653,246079,25.6361130706813,15.28154,3.76409,610730,25.1634766707334,37.09103,11.04799,1482351,29.8910188702505,58.06188,20.32235,2320455,34.9539426764578,5.325148,1.289156,212821,26.216177207366,11.3094,2.655316,451983,24.3147834295088,17.93877,4.637789,716927,26.4786007623964,2620,2481,4594,5651,46708,184025,364651,871621,1676066,838104,0.0655570182165939,0.0620789932043395,0.114949977743142,0.141397980893882,1.16871649116819,4.60462987683538,9.12421078232793,21.8094938072388,41.9381256848144,20.9708393875573,0.0655641,2620,0.1276327,5101,0.2425839,9695,0.383973,15346,1.5527,62054,6.157327,246079,15.28154,610730,37.09103,1482351,58.06188,2320455,0.0004506531,0.00119774803,0.0035948064,0.0097579735,0.04464625,0.22404795,0.752818,3.314397,8.12894,0.1844782236,0.4750360324,0.9957332983,0.401343879803185,0.961536995370392,2.26153699537039,3.97738556503642,3.8691028634443,3.84541696060219,5.03269533414668,8.96730566107515,13.9815770705831
"Ireland",2004,"N","income",TRUE,"IRL:2004:N:i","IRL2004",0.0281615,0.01944482,1146,36.5691940686999,0.03825191,0.02497241,1557,48.8601600172987,0.08666018,0.04064453,3527,69.6357200102711,0.3118439,0.09222083,12693,73.8536478281595,1.028573,0.3205759,41866,42.0924688019062,6.143681,1.314702,250064,24.5487539103292,14.40566,3.583124,586348,25.6763260357774,35.44221,10.42338,1442591,29.7927809312339,56.35361,19.46174,2293740,34.7318921541967,5.810654,1.216908,236509,24.6436821536562,12.14104,2.72995,494172,24.1865848310454,17.44101,4.718618,709895,27.417040676707,1146,411,1970,9166,29173,208198,336284,856243,1776522,851149,0.0281554356943116,0.01009763007885,0.04839983273804,0.225194348668464,0.716735188054233,5.11510069867738,8.26197429059849,21.0365573518363,43.6463795205321,20.9114057031218,0.0281615,1146,0.03825191,1557,0.08666018,3527,0.3118439,12693,1.028573,41866,6.143681,250064,14.40566,586348,35.44221,1442591,56.35361,2293740,0.0001944482,0.00047447579,0.00130062496,0.00507214565,0.03205759,0.1972053,0.7166248,3.127014,7.784696,0.1787637852,0.50121882,1.0399834072,0.365691940686999,0.928343040328675,2.22834304032868,4.06195063054877,4.20924688019062,3.68231308654938,5.13526520715548,8.93783427937017,13.8927568616787
"Ireland",2005,"N","income",TRUE,"IRL:2005:N:i","IRL2005",0.0128747,0.01129911,536,72.4596990895384,0.02170569,0.01480362,903,85.5051047839676,0.08834175,0.02568313,3675,74.9347606298805,0.2113451,0.08429741,8792,74.3047564246452,0.9389921,0.2238376,39061,59.9100767197286,4.600944,0.8721495,191395,24.2906844257471,12.7914,2.699941,532111,22.3827382426002,32.22217,9.022593,1340415,28.3884515719259,53.93015,17.69373,2243448,33.0387797600895,4.660277,0.8846112,193864,24.0156682757421,9.917235,2.147971,412548,22.9974177038799,16.67126,4.077901,693510,25.2646401754512,536,367,2772,5117,30269,152334,340716,808304,1916466,903033,0.012884881754767,0.0088222977686558,0.0666359929556236,0.123007350632729,0.727635234766873,3.66195070378859,8.19045778350226,19.4307863095247,46.0698466362526,21.7079728090533,0.0128747,536,0.02170569,903,0.08834175,3675,0.2113451,8792,0.9389921,39061,4.600944,191395,12.7914,532111,32.22217,1340415,53.93015,2243448,0.0001129911,0.00028126878,0.00082186016,0.00463635755,0.02238376,0.130822425,0.5399882,2.7067779,7.077492,0.1331339856,0.4042481422,0.9207900458,0.724596990895384,1.62459699089538,2.39791234015618,4.08676160335549,5.99100767197286,3.64360266386206,4.47654764852004,8.51653547157777,13.2155119040358
"Ireland",2006,"N","income",TRUE,"IRL:2006:N:i","IRL2006",0.05905996,0.0576017,2524,52.766233747674,0.3963489,0.07277712,16938,49.7945011363429,0.4720414,0.2207725,20173,66.4282443005925,0.5552445,0.3369589,23729,73.3131525403845,1.37142,0.5093465,58609,79.281142252589,3.433741,0.9961906,146744,35.160811967658,8.595072,2.250629,367318,28.4482631751401,26.95511,7.295797,1151951,27.3095455682916,48.16589,15.09003,2058413,31.4747726477261,4.904607,1.277623,209603,31.7535269610019,9.50547,2.45751,406225,27.8431579736332,16.5729,4.214104,708258,26.2447211972116,2524,14414,3235,3556,34880,88135,220574,784633,2215178,906462,0.0590604014282134,0.337280755224353,0.0756974637956697,0.0832087113624116,0.816175436535691,2.06231714733581,5.16132685603278,18.3600396013563,51.8341132785051,21.2107803484236,0.05905996,2524,0.3963489,16938,0.4720414,20173,0.5552445,23729,1.37142,58609,3.433741,146744,8.595072,367318,26.95511,1151951,48.16589,2058413,0.000576017,0.00138276528,0.00706472,0.0185327395,0.05093465,0.14942859,0.4501258,2.1887391,6.036012,0.210807795,0.506738562,1.04299074,0.52766233747674,0.946095521590515,2.12570381761896,4.03222338972115,7.9281142252589,5.2741217951487,5.68965263502802,8.19286367048748,12.5899090590904
"Ireland",2007,"N","income",TRUE,"IRL:2007:N:i","IRL2007",0.0473212,0.03839697,2082,54.6912610403113,0.08247485,0.04868281,3628,47.053401688494,0.1293331,0.073238,5689,62.803603311692,0.4081102,0.1398953,17953,67.4267926409118,0.7621288,0.3440989,33526,82.0847359525015,2.603749,0.6918079,114537,32.9027918184788,7.849024,1.845434,345274,25.0146847085551,26.57679,6.776835,1169098,25.8359134506662,48.24752,14.37596,2122380,29.9474601586661,4.063218,0.8927779,178739,27.6093904023956,8.457372,1.950517,372035,25.0605849546187,15.66635,3.546004,689154,23.9851374841882,2082,1546,2061,12264,15573,81011,230737,823824,2276562,953282,0.0473295624266017,0.0351448143667273,0.0468521749093305,0.27879431008638,0.35401694316497,1.84160191245986,5.24528397964783,18.7277759061156,51.7524895759026,21.6707108209201,0.0473212,2082,0.08247485,3628,0.1293331,5689,0.4081102,17953,0.7621288,33526,2.603749,114537,7.849024,345274,26.57679,1169098,48.24752,2122380,0.0003839697,0.00092497339,0.002343616,0.0076942415,0.03440989,0.103771185,0.3690868,2.0330505,5.750384,0.14525496433,0.3967351578,0.8655795764,0.546912610403113,0.894014632081386,2.00971530597414,3.70847359525015,8.20847359525015,4.93541877277182,5.00293694171102,7.75077403519986,11.9789840634664
"Ireland",2008,"N","income",TRUE,"IRL:2008:N:i","IRL2008",0.1217238,0.08477195,5465,48.067801355629,0.1805067,0.1167921,8104,60.6509946850503,0.2645813,0.1513183,11878,76.6365280942486,0.6463572,0.2821647,29018,80.5077398396997,1.241545,0.5814987,55740,51.0630205839146,3.731568,1.141002,167530,36.3495420369243,10.23116,2.515612,459332,25.0171687924101,30.80909,8.27262,1383188,27.1437773444976,52.90146,16.56413,2375034,31.4471862046275,4.154195,1.224458,186504,34.6313733496806,8.805113,2.280108,395309,27.1608383447804,15.52912,3.971607,697187,26.2319144813624,5465,2639,3774,17140,26722,111790,291802,923856,2114510,991846,0.12172728455273,0.0587810254226264,0.0840619893690762,0.38177596655696,0.595205214605314,2.49000789389746,6.49959104978145,20.5779473371906,47.0985472021212,22.0923550365026,0.1217238,5465,0.1805067,8104,0.2645813,11878,0.6463572,29018,1.241545,55740,3.731568,167530,10.23116,459332,30.80909,1383188,52.90146,2375034,0.0008477195,0.0022190499,0.0048421856,0.0155190585,0.05814987,0.1711503,0.5031224,2.481786,6.625652,0.1894236526,0.4409728872,0.9218099847,0.48067801355629,1.15236889901596,2.45236889901596,4.42792569118348,5.10630205839146,5.45243130553864,5.00343375848202,8.14313320334928,12.578874481851
"Ireland",2009,"N","income",TRUE,"IRL:2009:N:i","IRL2009",0.3541286,0.3305022,16061,64.1913406217239,0.4321604,0.3511202,19600,81.1533371693284,0.5964702,0.4262324,27052,82.015877000763,1.204465,0.6443176,54627,75.3298084715256,2.28996,1.109545,103858,56.2429925455032,4.935536,1.786886,223845,38.9224299502334,12.36902,3.40254,560981,27.8133811588548,32.87223,9.869249,1490879,30.2315895322633,55.44926,18.27381,2514832,32.9253507139201,5.047261,1.812236,228912,38.6054954075072,10.26608,2.941515,465605,29.2754612810773,17.74423,4.794225,804767,27.2670445916533,16061,3539,7452,27575,49231,119987,337136,929898,2020543,1023953,0.354127277237274,0.0780310338174903,0.164308353774495,0.607998236088526,1.0854890720172,2.6455805749249,7.43347573243668,20.5032218945512,44.5507372598738,22.5770305652785,0.3541286,16061,0.4321604,19600,0.5964702,27052,1.204465,54627,2.28996,103858,4.935536,223845,12.36902,560981,32.87223,1490879,55.44926,2514832,0.003305022,0.0066712838,0.0136394368,0.035437468,0.1109545,0.2680329,0.680508,2.9607747,7.309524,0.2740100832,0.555946335,1.08733023,0.641913406217239,1.54191340621724,2.62450806402442,4.14313946593391,5.62429925455032,5.83836449253501,5.56267623177096,9.06947685967899,13.170140285568
"Ireland",2010,"N","income",TRUE,"IRL:2010:N:i","IRL2010",0.2812826,0.2798483,12827,83.0194325072087,0.5427571,0.3273342,24751,81.7007318603429,0.7935512,0.4720312,36187,79.5362489372233,1.474688,0.736056,67248,56.8555189619206,2.712141,1.30905,123678,48.7487000227595,5.632383,2.197747,256845,39.7703229233642,13.64979,3.979758,622452,28.9835365681793,34.81636,10.7899,1587680,31.0445685662123,57.02641,19.62798,2600493,34.4313569828018,5.085956,2.127206,231927,42.2646887235711,10.61448,3.255161,484037,31.817925006539,17.89809,5.082452,816181,28.9518723152231,12827,11924,11436,31061,56430,133167,365607,965228,1959662,1012813,0.281284298450382,0.261482339964321,0.250780949331766,0.681139127946309,1.23745793728503,2.92022968517517,8.01742484630457,21.1665612243443,42.9735831347838,22.2100564564143,0.2812826,12827,0.5427571,24751,0.7935512,36187,1.474688,67248,2.712141,123678,5.632383,256845,13.64979,622452,34.81636,1587680,57.02641,2600493,0.002798483,0.0062193498,0.0151049984,0.04048308,0.130905,0.32966205,0.7959516,3.23697,7.851192,0.3122738408,0.5973220435,1.1191559304,0.830194325072087,1.55231390534652,2.54515996599115,3.12705354290563,4.87487000227595,5.96554843850463,5.79670731363586,9.31337056986369,13.7725427931207
