"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Mongolia",1985,"N","consumption",FALSE,"MNG:1985:N:c","MNG1985",0.2719135,0.04629756,5226,11.9804658737167,7.975724,1.47022,153284,18.1635790662226,28.41631,8.062578,546128,28.8093150887179,62.04566,24.00855,1192444,38.8016846383063,89.881,48.87421,1727406,54.4302593371766,64.01806,1867170,65.9157612047545,99.42338,72.63085,1910799,73.0462073704729,99.999,99.998,1921862,81.7649153753917,99.999,99.998,1921862,86.3236865315438,6.978823,1.240555,134125,17.475607331244,13.95123,3.071807,268126,21.8275238371965,21.02123,5.303602,404003,25.956808053259,0.0004629756,0.02793418,0.258002496,1.32047025,4.887421,9.602709,14.52617,29.9994,39.9992,0.0227021565,0.07028294416,0.1455838749,0.119804658737167,0.345108002258229,0.921898082838973,2.13409265510685,5.44302593371766,9.88736418071318,14.6092414740946,24.5294746126175,34.5294746126175
"Mongolia",1986,"N","consumption",FALSE,"MNG:1986:N:c","MNG1986",0.1915184,0.03464277,3785,6.39420736624646,6.376346,1.107701,126016,17.0375519332513,25.28914,6.867079,499792,27.7670507911655,58.05916,21.71337,1147429,37.5314480492437,88.09331,46.32015,1740997,52.6452296844493,61.9319,1905802,64.2327495916093,99.057,70.93737,1957673,71.6325851717964,99.999,99.998,1976290,80.603680558185,99.999,99.998,1976290,85.4527604186387,6.986213,1.242213,138069,17.4998134051405,13.9425,3.069219,275547,21.8090678213292,21.02642,5.30545,415547,25.9664740338719,0.0003464277,0.021046319,0.219746528,1.19423535,4.632015,9.289785,14.187474,29.9994,39.9992,0.02418588711,0.07467409827,0.15491914,0.0639420736624646,0.323713486731775,0.888545625317296,2.0642296427084,5.26452296844493,9.6349124387414,14.3265170343593,24.1811041674555,34.1811041674555
"Mongolia",1987,"N","consumption",FALSE,"MNG:1987:N:c","MNG1987",0.1856994,0.03378565,3776,11.8749921542025,6.242172,1.078745,126925,16.8468087469436,25.01779,6.765279,508698,27.5843137574928,57.69624,21.51205,1173163,37.4431110561734,87.92113,46.08807,1787739,52.4413318491715,61.74003,1959376,64.1003428431382,99.02135,70.78093,2013445,71.4745939749584,99.999,99.998,2033324,80.4961983162676,99.999,99.998,2033324,85.3721487372007,6.975247,1.239753,141831,17.4643425409361,13.94933,3.071243,283638,21.8235817900882,21.02258,5.304081,427461,25.9578138589489,0.0003378565,0.020496155,0.216488928,1.18316275,4.608807,9.2610045,14.156186,29.9994,39.9992,0.02426196621,0.07515331621,0.15572781816,0.118749921542025,0.320089366191928,0.88269804023977,2.05937110808954,5.24413318491715,9.61505142647073,14.2949187949917,24.1488594948803,34.1488594948803
"Mongolia",1988,"N","consumption",FALSE,"MNG:1988:N:c","MNG1988",0.1642578,0.0305813,3433,9.73397843488085,5.715754,0.9674089,119443,16.3767667361156,23.9365,6.362758,500205,27.1895021571563,56.22239,20.70638,1174888,36.9472004026415,87.20436,45.14541,1822323,51.782984522183,60.95649,2007566,63.4855029000619,98.87217,70.1408,2066147,70.9721654358919,99.999,99.998,2089694,80.050168892781,99.999,99.998,2089694,85.0376266695858,6.98195,1.241256,145903,17.4856250526812,13.94037,3.068586,291314,21.8043405726905,21.02662,5.305523,439396,25.9677264448481,0.000305813,0.0183807691,0.203608256,1.1388509,4.514541,9.1434735,14.02816,29.9994,39.9992,0.02484994512,0.07677602172,0.15932485569,0.0973397843488085,0.311158567986196,0.870064069029002,2.03209602214528,5.1782984522183,9.52282543500928,14.1944330871784,24.0150506678343,34.0150506678343
"Mongolia",1989,"N","consumption",FALSE,"MNG:1989:N:c","MNG1989",0.150148,0.02845258,3215,8.11764725569065,5.34239,0.890684,114381,16.1705478408664,23.15148,6.073735,495676,26.8921274285412,55.12438,20.11813,1180219,36.6201694729759,86.65138,44.4425,1855216,51.3311596201935,60.36772,2051966,63.0040972215457,98.75622,69.65844,2114382,70.5558504561514,99.999,99.998,2140990,79.7147117650674,99.999,99.998,2140990,84.7860338238006,6.985998,1.242165,149571,17.4985802710199,13.93909,3.068205,298437,21.8015665166828,21.01915,5.302861,450022,25.9536442451157,0.0002845258,0.016922996,0.19435952,1.10649715,4.44425,9.055158,13.931688,29.9994,39.9992,0.0252904794,0.0780551352,0.16189634633,0.0811764725569065,0.307240408976462,0.860548077713319,2.01410932101367,5.13311596201935,9.45061458323185,14.1111700912303,23.9144135295202,33.9144135295202
"Mongolia",1990,"N","consumption",FALSE,"MNG:1990:N:c","MNG1990",0.1996526,0.03586212,4361,7.09588872817499,6.562744,1.148313,143340,17.1362720336024,25.66347,7.008032,560527,27.8794962887121,58.55529,21.99055,1278932,37.6833692405502,88.32603,46.63744,1929169,52.8253192589478,62.19358,2108288,64.4371014878844,99.10508,71.15054,2164599,71.7750698988422,99.999,99.998,2184123,80.7492415546585,99.999,99.998,2184123,85.5619311659939,6.982865,1.241462,152516,17.4888544440227,13.94901,3.071148,304667,21.8228714132161,21.0282,5.306085,459286,25.9707953707512,0.0003586212,0.021817947,0.224257024,1.20948025,4.663744,9.329037,14.230108,29.9994,39.9992,0.02398504584,0.0741682242,0.1537703433,0.0709588872817499,0.325589168638446,0.892143881238787,2.07258530823026,5.28253192589478,9.66556522318266,14.3550139797684,24.2247724663975,34.2247724663976
"Mongolia",1991,"N","consumption",FALSE,"MNG:1991:N:c","MNG1991",0.3702647,0.06015685,8212,12.2195870138967,9.482187,1.83923,210307,19.183076272147,31.22189,9.169376,692476,29.7422812085011,65.3277,26.02819,1448914,39.9255911442074,91.22391,50.99537,2023271,55.9173692425244,65.71766,2166615,67.3174279533773,99.69466,74.00092,2211145,74.1991021203184,99.999,99.998,2217895,82.692286349998,99.999,99.998,2217895,87.0192147624985,6.980217,1.240868,154815,17.4805875966368,13.94099,3.06877,309200,21.8058860322353,21.0321,5.307475,466475,25.9724521608316,0.0006015685,0.03494537,0.293420032,1.43155045,5.099537,9.857649,14.800184,29.9994,39.9992,0.02155387716,0.0666229967,0.1383127985,0.122195870138967,0.364478449170793,0.951752998672035,2.19590751293141,5.59173692425244,10.0976141930066,14.8398204240637,24.8076859049994,34.8076859049994
"Mongolia",1992,"N","consumption",FALSE,"MNG:1992:N:c","MNG1992",0.7195106,0.1083073,16142,11.710584006362,13.04897,2.807681,292753,21.3090001061895,37.49503,11.7626,841199,31.702406131693,71.7544,30.41446,1609806,42.4662584630004,93.57315,55.26319,2099309,59.1008721946481,69.05787,2212254,70.0188046249518,99.999,99.998,2243473,76.713322541105,99.999,99.998,2243473,84.4755483607366,99.999,99.998,2243473,88.3566612705525,6.976196,1.239966,156511,17.4664505769411,13.94886,3.071105,312942,21.8222065997865,21.01671,5.301988,471509,25.9490731424944,0.001083073,0.053345939,0.3764032,1.6727953,5.526319,10.3586805,19.9996,29.9994,39.9992,0.01931867028,0.0598251254,0.12390745956,0.11710584006362,0.4048710020176,1.01447699621418,2.33564421546502,5.91008721946481,10.5028206937428,15.342664508221,25.342664508221,35.342664508221
"Mongolia",1993,"N","consumption",FALSE,"MNG:1993:N:c","MNG1993",0.9257738,0.1368212,20952,12.1681951332631,14.54109,3.248353,329092,22.1400430709381,39.99706,12.8451,905208,32.4149242750163,74.00332,32.11848,1674833,43.4446348674466,94.3209,56.81525,2134657,60.2434292444419,70.24914,2238241,71.081548145487,99.999,99.998,2263163,77.6459349771546,99.999,99.998,2263163,85.0972899847697,99.999,99.998,2263163,88.8229674885773,6.984677,1.241868,158076,17.4931697075423,13.9516,3.071918,315751,21.827799134079,21.03132,5.307198,475978,25.9745516873563,0.001368212,0.061718707,0.4110432,1.7665164,5.681525,10.537371,19.9996,29.9994,39.9992,0.01857834528,0.0574448666,0.11909352312,0.121681951332631,0.420660818347824,1.03727757680052,2.38945491770956,6.02434292444419,10.6622322218231,15.5291869954309,25.5291869954309,35.5291869954309
"Mongolia",1994,"N","consumption",FALSE,"MNG:1994:N:c","MNG1994",0.8520862,0.1265988,19432,12.4580436777345,14.04003,3.098193,320180,21.8593768671805,39.16414,12.48152,893130,32.1530469895709,73.27296,31.55383,1670974,43.1495547708646,94.08183,56.30682,2145516,59.8954450785459,69.86018,2253229,70.6882817754491,99.999,99.998,2280456,77.3411024601461,99.999,99.998,2280456,84.8940683067641,99.999,99.998,2280456,88.6705512300731,6.978872,1.240566,159152,17.4745234690238,13.94328,3.069451,317974,21.8100923582295,21.02132,5.303632,479387,25.9575261025522,0.001265988,0.058865667,0.39940864,1.73546065,5.630682,10.479027,19.9996,29.9994,39.9992,0.01880698056,0.05816609645,0.12060459168,0.124580436777345,0.41532816047643,1.02889750366627,2.37322551239755,5.98954450785459,10.6032422663174,15.4682204920292,25.4682204920292,35.4682204920292
"Mongolia",1995,"N","consumption",TRUE,"MNG:1995:N:c","MNG1995",0.6101516,0.09327101,14021,11.2499565163334,12.1182,2.542976,278479,20.7091052142316,35.90018,11.08735,824993,31.1563496441762,70.23183,29.31542,1613941,41.8111332072187,93.04653,54.23281,2138228,58.3119597002213,68.26041,2261306,69.3514749725938,99.999,99.998,2297997,76.0805644459165,99.999,99.998,2297997,84.053709630611,99.999,99.998,2297997,88.0402822229582,6.973164,1.239286,160245,17.456883925776,13.95343,3.07246,320653,21.8320331797578,21.02984,5.306672,483270,25.9697531498813,0.0009327101,0.048316544,0.3547952,1.6123481,5.423281,10.2390615,19.9996,29.9994,39.9992,0.019828576,0.0614799246,0.12741319472,0.112499565163334,0.3934729990704,0.997003188613638,2.29961232639703,5.83119597002213,10.4027212458891,15.2161128891833,25.2161128891833,35.2161128891833
"Mongolia",1996,"N","consumption",FALSE,"MNG:1996:N:c","MNG1996",2.432328,0.4369706,56347,17.2136738836768,16.82598,4.322416,389785,25.5129295712553,44.49476,14.97975,1030751,33.8565308501323,76.68917,34.96991,1776557,45.6652347361697,94.98351,59.00174,2200358,62.1544212539977,78.55549,2290137,72.6447322383396,99.999,99.998,2316545,78.7735547417566,99.999,99.998,2316545,85.8490364945044,99.999,99.998,2316545,89.3867773708783,7.235242,1.608721,167609,21.9092507926853,13.59143,3.343034,314855,24.5038020821591,20.95318,5.658255,485395,26.8935629042058,0.004369706,0.082125904,0.479352,1.92334505,5.900174,11.7833235,19.9996,29.9994,39.9992,0.02244165795,0.05826908262,0.1183706946,0.172136738836768,0.484745661853851,1.08340898720423,2.51158791048933,6.21544212539977,10.8967098357509,15.7547109483513,25.7547109483513,35.7547109483513
"Mongolia",1997,"N","consumption",FALSE,"MNG:1997:N:c","MNG1997",3.919454,0.6864498,91548,17.087687634507,20.6442,5.774714,482194,27.8705454625259,51.84465,18.19285,1210953,35.1391424011056,82.79968,39.91382,1933980,48.1872183157457,96.87905,63.3221,2262837,65.3845883305814,88.96898,2320416,75.5417970369636,99.9565,91.65134,2334718,81.2524330540278,99.999,99.998,2335711,87.5016220360185,99.999,99.998,2335711,90.6262165270139,7.410044,1.654818,173079,22.0162415759337,13.11636,3.356264,306363,25.390279688921,19.92132,5.534087,465309,27.6429452253687,0.006864498,0.109719566,0.5821712,2.1952601,6.33221,13.345347,18.330268,29.9994,39.9992,0.02061903228,0.05229059312,0.10343208603,0.17087687634507,0.529540363787992,1.12445255683538,2.65029700736601,6.53845883305814,11.3312695555445,16.2504866108056,26.2504866108055,36.2504866108056
"Mongolia",1998,"N","consumption",TRUE,"MNG:1998:N:c","MNG1998",5.23327,0.8833563,123278,16.6699556235293,24.42414,7.159731,575351,29.2148214177759,59.25242,21.34103,1395788,35.9849974118716,89.63559,45.02296,2111513,50.2019886559387,99.11463,67.97941,2334808,68.5519378875759,99.998,2355640,78.6245767877044,99.999,99.998,2355640,83.9684325907783,99.999,99.998,2355640,89.3122883938522,99.999,99.998,2355640,91.9842162953891,7.554085,1.532656,177949,20.1644096845466,13.08011,3.272791,308123,24.9775885434547,19.47731,5.432732,458820,27.8522701769774,0.008833563,0.136034889,0.68291296,2.4762628,6.797941,14.9997,19.9996,29.9994,39.9992,0.01738031904,0.04637544847,0.09241077132,0.166699556235293,0.555081606937742,1.15151991717989,2.76110937607663,6.85519378875759,11.7936865181557,16.7936865181557,26.7936865181557,36.7936865181556
"Mongolia",1999,"N","consumption",FALSE,"MNG:1999:N:c","MNG1999",3.334322,0.4788117,79231,13.6361268283819,19.61488,5.366242,466094,27.1833560339253,50.69347,17.43782,1204591,34.377824610078,84.63766,39.74761,2011181,46.9291491861832,98.13076,64.03899,2331808,65.2317422870795,94.20229,2373893,75.8498486446477,99.95112,95.63629,2375064,81.8873864834858,99.98817,97.08239,2375944,87.9249243223238,99.99924,97.8098,2376207,90.9436932417429,7.329884,1.486114,174175,19.9033475628071,12.96978,3.205624,308191,24.5704123444309,19.6562,5.381249,467076,27.2599245344154,0.004788117,0.101958598,0.55801024,2.18611855,6.403899,14.1303435,19.127258,29.124717,39.12392,0.01884392552,0.0508091404,0.10235135598,0.136361268283819,0.516483764644581,1.1000903875225,2.58110320524008,6.52317422870795,11.3774772966972,16.3774772966972,26.3774772966971,36.3774772966972
"Mongolia",2000,"N","consumption",FALSE,"MNG:2000:N:c","MNG2000",3.167351,0.4863298,75935,14.6103130633284,19.64537,5.28486,470982,26.7682233097224,50.63763,17.46968,1213996,34.4434324123359,83.64119,39.4767,2005229,47.1691236736488,97.96904,63.68493,2348727,65.0055629691434,88.24955,2392591,75.6347751903276,99.90324,91.15569,2395098,81.6547457750822,99.97734,94.08672,2396875,87.7698305167214,99.99145,95.56135,2397213,90.8273728875411,6.983098,1.434792,167414,20.2802945401257,12.78314,3.120494,306465,24.2790962743686,19.70468,5.292434,472404,26.6707202324709,0.004863298,0.10041234,0.55902976,2.1712185,6.368493,13.2374325,18.231138,28.226016,38.22454,0.01819316256,0.0494598299,0.10060917034,0.146103130633284,0.508596242884726,1.10218983719475,2.59430180205068,6.50055629691434,11.3452162785491,16.3309491550164,26.3309491550164,36.3309491550164
"Mongolia",2001,"N","consumption",FALSE,"MNG:2001:N:c","MNG2001",2.014858,0.3086452,48751,14.563280424046,15.76121,4.008573,381356,25.3636161547673,44.39022,14.67469,1074060,32.9809370498558,78.62622,35.35501,1902431,44.9356490710321,96.7407,60.15304,2340726,62.1668965350657,72.95671,2407885,73.2820182787593,99.85535,85.30847,2416088,79.7697911505075,99.94372,90.17204,2418226,86.450180143202,99.98098,92.62147,2419128,89.8376351074015,6.725798,1.385298,162737,20.6375454338269,12.69983,3.031374,307284,23.8570309522583,19.75853,5.210488,478075,26.3094524459851,0.003086452,0.076162887,0.46959008,1.94452555,6.015304,10.9435065,17.061694,27.051612,37.048588,0.01920023028,0.05253371142,0.1083781504,0.14563280424046,0.481908706940579,1.05538998559539,2.47146069890677,6.21668965350657,10.9923027418139,15.9539582301015,25.9350540429606,35.9350540429606
"Mongolia",2002,"N","consumption",TRUE,"MNG:2002:N:c","MNG2002",0.8001093,0.1928505,19549,22.1437470681787,10.41609,2.383029,254493,22.7168830904353,35.16899,10.49175,859274,29.7433142255073,69.5644,28.64256,1699647,41.1729092812873,93.97321,53.77847,2296020,57.2384850745511,68.18647,2411339,69.0499658059512,99.61039,76.83912,2433752,76.2366382188186,99.86979,84.48898,2440090,83.9567543088638,99.95569,88.34777,2442188,87.9675657316478,6.402018,1.345293,156419,20.7227407579671,12.49877,2.943254,305379,23.3863013976612,19.93894,5.115348,487162,25.6001170175545,0.001928505,0.045277551,0.335736,1.5753408,5.377847,10.2279705,15.367824,25.346694,35.339108,0.02180719953,0.05963032604,0.12440526336,0.221437470681787,0.431620778718271,0.951786055216234,2.2645100104708,5.72384850745511,10.3574948708927,15.2473276437637,25.1870262926591,35.1870262926591
"Mongolia",2003,"N","consumption",FALSE,"MNG:2003:N:c","MNG2003",0.6126721,0.1303483,15125,24.733535808561,7.743362,1.635053,191165,21.1502743589043,29.62132,8.332356,731280,28.0305015751648,64.34523,24.92989,1588531,38.7576585888966,90.92509,49.8501,2244724,54.8300241653793,65.03991,2418339,66.423873513875,99.27241,73.4708,2450800,74.0486062719404,99.81024,82.1952,2464077,82.4198348213843,99.90932,86.6132,2466523,86.666369557041,6.325184,1.259864,156154,19.8881516747897,12.23483,2.839502,302049,23.222728203379,19.76922,5.017827,488055,25.3087065308531,0.001303483,0.031066007,0.266635392,1.37114395,4.98501,9.7559865,14.69416,24.65856,34.64528,0.022362586,0.06298015436,0.13357455474,0.24733535808561,0.401855212819182,0.896976050405274,2.13167122238931,5.48300241653793,9.96358102708125,14.8097212543881,24.7259504464153,34.6665478228164
"Mongolia",2004,"N","consumption",FALSE,"MNG:2004:N:c","MNG2004",0.3737544,0.07247068,9330,17.3076110022305,5.134896,0.9945784,128187,18.9831903685053,23.85413,6.188153,595492,25.8829424547739,57.12623,20.87902,1426094,36.5133367693599,87.01222,45.29258,2172165,52.0253689842327,61.17202,2406670,63.4236931375551,98.75726,70.34355,2465367,71.2356774416622,99.70265,80.02007,2488968,80.2234565289955,99.85476,84.96184,2492765,85.0945251442279,6.100324,1.174981,152288,18.8350781026197,12.25785,2.750401,306004,22.144820196746,19.93542,4.954105,497666,24.7574464828642,0.0007247068,0.0188969896,0.198020896,1.1483461,4.529258,9.175803,14.06871,24.006021,33.984736,0.02322937437,0.06796240871,0.1469387543,0.173076110022305,0.360680617001601,0.828254158552765,2.00823352231479,5.20253689842327,9.51355397063327,14.2471354883324,24.0670369586986,34.0378100576912
"Mongolia",2005,"N","consumption",FALSE,"MNG:2005:N:c","MNG2005",0.1798877,0.04736958,4545,11.5403491959702,3.708305,0.6931747,93688,17.9454129740153,20.56771,5.05611,519628,24.4937085401609,52.88829,18.62086,1336182,35.1938620788089,84.26629,42.53863,2128924,50.4712426718848,58.69108,2402893,61.6698253232141,98.1932,68.26781,2480777,69.5469376253908,99.52571,78.53269,2514441,78.8853151253907,99.79278,83.82519,2521189,83.9544022668193,5.729541,1.077903,144752,18.3812647030389,12.07815,2.629201,305145,21.6349263837525,19.91813,4.829968,503216,24.0968894599218,0.0004736958,0.0131703193,0.16179552,1.0241473,4.253863,8.803662,13.653562,23.559807,33.530076,0.02265752106,0.06909540228,0.15228889104,0.115403491959702,0.340962846506291,0.783798673285149,1.93566241433449,5.04712426718848,9.25047379848212,13.9093875250782,23.6655945376172,33.5817609067277
"Mongolia",2006,"N","consumption",FALSE,"MNG:2006:N:c","MNG2006",0.1211382,0.02729385,3100,33.343501667056,2.447429,0.4427989,62626,17.9244431277991,16.89655,3.8711,432358,22.8929673522492,47.79015,16.0724,1222881,33.5541023282413,81.18346,39.26245,2077368,48.3047308155058,55.65837,2395213,59.4194950932477,97.39904,65.69273,2492301,67.4705225500885,99.26984,76.66361,2540172,77.2353050315083,99.72669,82.38546,2551862,82.583489792753,5.4748,0.9992683,140092,18.1996181021292,12.09917,2.533037,309600,20.7475972419146,19.96956,4.749412,510992,23.735336714518,0.0002729385,0.0084131791,0.1238752,0.883982,3.926245,8.3487555,13.138546,22.999083,32.954184,0.022703375776,0.0719382508,0.16181246684,0.33343501667056,0.340564419428183,0.732574955271974,1.84547562805327,4.83047308155058,8.91292426398715,13.4941045100177,23.1705915094525,33.0333959171012
"Mongolia",2007,"N","consumption",TRUE,"MNG:2007:N:c","MNG2007",0.06137536,0.01252043,1592,39.5995405838835,1.460177,0.2523084,37874,16.8105083945781,12.96491,2.683654,336286,20.6757390534977,42.21369,13.22544,1094947,31.271911238472,77.10128,35.30159,1999868,45.7979127775402,51.91987,2359787,57.074649504445,96.11591,62.4447,2493074,64.9367938870078,98.91295,74.25795,2565624,75.1155782678797,99.59077,80.51553,2583205,80.7934214161145,5.282763,0.9155558,137025,17.4081898944214,12.08537,2.42328,313473,20.0641054748061,19.85834,4.652962,515090,23.3994063848822,0.0001252043,0.0047938596,0.085876928,0.7273992,3.530159,7.7879805,12.48894,22.277385,32.206212,0.022824806094,0.0755336376,0.1740207788,0.395995405838835,0.319399659496984,0.661623649711926,1.71995511811596,4.57979127775402,8.56119742566675,12.9873587774016,22.5346734803639,32.3173685664458
"Mongolia",2008,"N","consumption",FALSE,"MNG:2008:N:c","MNG2008",0.0329505,0.005558201,867,58.6424734932037,1.017621,0.1507956,26783,17.7606311512568,10.22326,1.952691,269066,19.316952906733,38.05773,11.14267,1001641,29.2690955099708,74.14973,32.4174,1951545,43.703585017006,49.28931,2354337,55.092443015103,95.21866,60.17573,2506058,63.1680383948061,98.66109,72.582,2596659,73.5714643708238,99.45487,79.21837,2617551,79.6513592089082,5.161096,0.8588073,135835,16.9744718431919,11.75367,2.329021,309345,19.8753887596055,19.50727,4.532063,513411,23.3054081434325,5.558201e-05,0.0028651164,0.062486112,0.61284685,3.24174,7.3933965,12.035146,21.7746,31.687348,0.022947331056,0.0777893014,0.18159976441,0.586424734932037,0.337451991873879,0.618142493015456,1.60980025304839,4.3703585017006,8.26386645226545,12.6336076789612,22.0714393112471,31.8605436835633
"Mongolia",2009,"N","consumption",FALSE,"MNG:2009:N:c","MNG2009",0.02719781,0.004766243,727,41.6089358152185,1.000693,0.1531301,26756,16.6942539760155,11.05272,2.201549,295527,19.9138230954232,40.10945,11.91415,1072445,29.6463167545342,76.62449,33.9866,2048783,44.3218567571105,51.07212,2440607,55.8954165728077,96.12146,61.85145,2570092,64.3180381193107,99.02251,73.89028,2647660,74.5920286903522,99.62228,80.2636,2663697,80.541871064367,5.051975,0.8165955,135080,16.2941343414117,11.21165,2.237698,299777,19.8792011917233,18.94671,4.375869,506596,23.0660645249288,4.766243e-05,0.0029094719,0.070449568,0.65527825,3.39866,7.660818,12.37029,22.167084,32.10544,0.020994670305,0.07189723674,0.16873350864,0.416089358152185,0.317190825544294,0.637242339053542,1.63054742149938,4.43218567571105,8.38431248592116,12.8636076238621,22.3776086071057,32.2167484257468
"Mongolia",2010,"N","consumption",TRUE,"MNG:2010:N:c","MNG2010",0.01545761,0.002488437,420,29.7346052583027,0.7322604,0.09818507,19917,16.582438512061,9.568617,1.83774,260256,19.3102748564285,37.42136,10.68096,1017822,28.5137161513698,75.70392,32.42843,2059068,42.8027681239771,49.88513,2478514,54.7243284511217,96.25191,60.98799,2617952,63.3628545120217,99.09887,73.33435,2695386,73.9636237804084,99.67673,79.87279,2711103,80.1580180837725,4.765378,0.7690763,129613,16.420211196194,10.71268,2.142651,291374,20.1713223793928,18.25368,4.205542,496481,22.9274334015529,2.488437e-05,0.00186551633,0.05880768,0.5874528,3.242843,7.4827695,12.197598,22.000305,31.949116,0.020442048054,0.07117886622,0.16767495954,0.297346052583027,0.315066331729159,0.617928795405712,1.56825438832534,4.28027681239771,8.20864926766825,12.6725709024043,22.1890871341225,32.063207233509
"Mongolia",2011,"N","consumption",TRUE,"MNG:2011:N:c","MNG2011",0,0,0,54.9514385131049,0.5045542,0.05623076,13978,20.7094875898224,6.562968,1.200477,181818,18.6347636603689,31.91559,8.485335,884177,26.5613872326666,71.30059,28.99692,1975284,40.6320581489936,46.39775,2444749,52.5674923858845,94.78048,57.81305,2625762,61.0104683234388,98.66469,70.99127,2733369,71.9570678114962,99.35289,78.01109,2752435,78.5214832899047,4.038842,0.7183819,111891,18.3932362324644,9.701145,1.923509,268757,20.0941636430978,17.55752,3.866537,486407,22.084793435539,0,0.00106838444,0.038415264,0.466693425,2.899692,6.9596625,11.56261,21.297381,31.204436,0.020552906159,0.06878468184,0.16591310267,0.549514385131049,0.393480264206626,0.596312437131805,1.46087629779666,4.06320581489936,7.88512385788267,12.2020936646878,21.5871203434489,31.4085933159619
"Mongolia",2012,"N","consumption",TRUE,"MNG:2012:N:c","MNG2012",0.004014379,0.001378522,113,68.2743593723459,0.3525312,0.05403173,9958,34.9268743244573,4.089828,0.703045,115525,17.6467086193051,23.47509,5.845039,663101,24.8762006062663,62.26636,23.1663,1758837,37.2259365844678,40.19172,2344802,48.4032874293577,92.19279,52.21426,2604169,56.609589255057,97.67125,66.67522,2758919,68.2208423113273,99.15538,74.65758,2800841,75.2370322694376,5.118967,0.8700066,144595,17.4095979982232,11.0626,2.286088,312485,20.8648443035538,18.76042,4.376143,529925,23.418605680653,1.378522e-05,0.00102660287,0.02249744,0.321477145,2.31663,6.028758,10.442852,20.002566,29.863032,0.029093020704,0.0955584784,0.2196823786,0.682743593723459,0.663610612164689,0.564694675817763,1.36819103334465,3.72259365844678,7.26049311440365,11.3219178510114,20.4662526933982,30.094812907775
"Mongolia",2013,"N","consumption",FALSE,"MNG:2013:N:c","MNG2013",0.00200719,0.0006477956,58,60.1663114779476,0.255402,0.03780625,7360,42.2665243202451,3.327272,0.5709422,95885,17.6585099517764,20.33617,4.883593,586046,23.9999757797742,59.70808,21.22185,1720663,35.5021288320702,38.43898,2379835,46.5512419002146,91.93214,50.81894,2649293,55.2587423015838,97.6324,65.71221,2813563,67.2856992729815,99.08693,73.91726,2855479,74.6209263595273,4.711672,0.8495118,135781,18.241473258084,10.37944,2.163827,299114,20.9814374147132,17.66431,4.127162,509049,23.3944867387126,6.477956e-06,0.00071831875,0.0182701504,0.268597615,2.122185,5.765847,10.163788,19.713663,29.566904,0.02956301064,0.0941264745,0.2154378564,0.601663114779476,0.803063962084657,0.565072318456845,1.31999866788758,3.55021288320702,6.98268628503219,11.0517484603168,20.1857097818945,29.8483705438109
"Mongolia",2014,"N","consumption",TRUE,"MNG:2014:N:c","MNG2014",0,0,0,87.7923613015986,0.2109302,0.02764581,6202,33.6254780345529,2.985381,0.5094183,87773,18.4996406113189,18.20816,4.300306,535340,23.6401407877711,58.36443,20.05547,1715977,34.3662047529026,37.51863,2437188,45.3251189983099,92.22359,50.21384,2711473,54.4689886456755,97.7621,65.36831,2874311,66.9122339933418,99.04928,73.67083,2912156,74.4178628462402,4.285238,0.8264414,125991,20.1650391619719,9.759706,2.041559,286946,21.1628924074243,16.61216,3.885802,488415,23.5701584060972,0,0.00052527039,0.0163013856,0.23651683,2.005547,5.6277945,10.042768,19.610493,29.468332,0.02937999177,0.09072688196,0.2071132466,0.877923613015986,0.638884082656505,0.591988499562205,1.30020774332741,3.43662047529026,6.79876784974648,10.8937977291351,20.0736701980025,29.7671451384961
