"","Entity","Year","X_1_9_per_day___share_of_population_below_poverty_line","X_1_9_per_day___poverty_gap_index","X_1_9_per_day___total_number_of_people_below_poverty_line","X_1_9_per_day___absolute_poverty_gap","X_1_9_per_day___income_gap_ratio","X_1_9_per_day___watts_index","X_3_2_per_day___share_of_population_below_poverty_line","X_3_2_per_day___poverty_gap_index","X_3_2_per_day___total_number_of_people_below_poverty_line","X_3_2_per_day___absolute_poverty_gap","X_3_2_per_day___income_gap_ratio","X_3_2_per_day___watts_index","X_5_5_per_day___share_of_population_below_poverty_line","X_5_5_per_day___poverty_gap_index","X_5_5_per_day___total_number_of_people_below_poverty_line","X_5_5_per_day___absolute_poverty_gap","X_5_5_per_day___income_gap_ratio","X_5_5_per_day___watts_index","X_10_per_day___share_of_population_below_poverty_line","X_10_per_day___poverty_gap_index","X_10_per_day___total_number_of_people_below_poverty_line","X_10_per_day___absolute_poverty_gap","X_10_per_day___income_gap_ratio","X_10_per_day___watts_index","X_15_per_day___share_of_population_below_poverty_line","X_15_per_day___poverty_gap_index","X_15_per_day___total_number_of_people_below_poverty_line","X_15_per_day___absolute_poverty_gap","X_15_per_day___income_gap_ratio","X_15_per_day___watts_index","X_20_per_day___share_of_population_below_poverty_line","X_20_per_day___poverty_gap_index","X_20_per_day___total_number_of_people_below_poverty_line","X_20_per_day___absolute_poverty_gap","X_20_per_day___income_gap_ratio","X_20_per_day___watts_index","X_30_per_day___share_of_population_below_poverty_line","X_30_per_day___poverty_gap_index","X_30_per_day___total_number_of_people_below_poverty_line","X_30_per_day___absolute_poverty_gap","X_30_per_day___income_gap_ratio","X_30_per_day___watts_index","X_40_per_day___share_of_population_below_poverty_line","X_40_per_day___poverty_gap_index","X_40_per_day___total_number_of_people_below_poverty_line","X_40_per_day___absolute_poverty_gap","X_40_per_day___income_gap_ratio","X_40_per_day___watts_index","X_40__of_median_income___share_of_population_below_poverty_line","X_40__of_median_income___poverty_gap_index","X_40__of_median_income___total_number_of_people_below_poverty_line","X_40__of_median_income___absolute_poverty_gap","X_40__of_median_income___income_gap_ratio","X_40__of_median_income___watts_index","X_50__of_median_income___share_of_population_below_poverty_line","X_50__of_median_income___poverty_gap_index","X_50__of_median_income___total_number_of_people_below_poverty_line","X_50__of_median_income___absolute_poverty_gap","X_50__of_median_income___income_gap_ratio","X_50__of_median_income___watts_index","X_60__of_median_income___share_of_population_below_poverty_line","X_60__of_median_income___poverty_gap_index","X_60__of_median_income___total_number_of_people_below_poverty_line","X_60__of_median_income___absolute_poverty_gap","X_60__of_median_income___income_gap_ratio","X_60__of_median_income___watts_index","Mean","Mean_estimated","Median","Median_estimated","PPP","Population","Decile_1___share_of_income_or_consumption","Decile_2___share_of_income_or_consumption","Decile_3___share_of_income_or_consumption","Decile_4___share_of_income_or_consumption","Decile_5___share_of_income_or_consumption","Decile_6___share_of_income_or_consumption","Decile_7___share_of_income_or_consumption","Decile_8___share_of_income_or_consumption","Decile_9___share_of_income_or_consumption","Decile_10___share_of_income_or_consumption","Decile_1___threshold_of_income_or_consumption","Decile_2___threshold_of_income_or_consumption","Decile_3___threshold_of_income_or_consumption","Decile_4___threshold_of_income_or_consumption","Decile_5___threshold_of_income_or_consumption","Decile_6___threshold_of_income_or_consumption","Decile_7___threshold_of_income_or_consumption","Decile_8___threshold_of_income_or_consumption","Decile_9___threshold_of_income_or_consumption","Decile_1___average_income_or_consumption","Decile_2___average_income_or_consumption","Decile_3___average_income_or_consumption","Decile_4___average_income_or_consumption","Decile_5___average_income_or_consumption","Decile_6___average_income_or_consumption","Decile_7___average_income_or_consumption","Decile_8___average_income_or_consumption","Decile_9___average_income_or_consumption","Decile_10___average_income_or_consumption","Gini_index","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var_Coeff","datayear","isinterpolated","usemicrodata","coveragetype","datatype","IsSurveyYear","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","DataframeRowsForGpinter","GpinterError","LessThan33Rows","ISO3DataYearCovType"
"AllCols96","ARG",1999,0.05529385,0.02864696,1793640,19.86666676,0.508872270176318,0.02216199,0.130634,0.05373712,4237547,62.76495616,0.404644626643827,0.06022193,0.2848368,0.1168389,9239627,234.55409175,0.411116037633176,0.1597121,0.5231901,0.2498256,16971408,911.86344,0.478411310009191,0.3906444,0.6984217,0.3732613,22655627,2043.6056175,0.535404401664856,0.6339739,0.7953468,0.4671969,25799714,3410.53737,0.587499988383565,0.8447096,0.8931036,0.5954148,28970780,6519.79206,0.66719600525691,1.18303,0.9417012,0.6765571,30547205,9877.73366,0.718659379380239,1.443291,0.1670234,0.0690773,5417958,96.062347245,0.414630335392106,0.08376028,0.2276403,0.09509372,7384269,165.2852475436,0.424230450515604,0.124789,0.2939832,0.1232014,9536321,256.77019781,0.42007673260372,0.1700428,441.7302,441.7302,289.6833,289.851786964723,3.161164,32438320,0.01071,0.02418,0.03464,0.04522,0.05796,0.07291,0.09187,0.1209,0.1711,0.3705,966.43985176809,1547.79503634976,2109.47650910726,2682.10827032266,3478.22144357667,4331.21589364762,5527.50691185814,7443.03238684426,11406.6711584893,562.146059990015,1274.15796759217,1832.54161165076,2389.34725972035,3065.17512566491,3853.97678815433,4860.01317149945,6390.48760300978,9042.14680878903,19737.6316039292,0.4979204,0.499678194643449,NA,NA,0.4997418,0.55742296100299,3.25800646053039,11.8027740035978,3.2794551305968,0.429631293280956,0.438373215407219,0.507785584803368,0.66168443904892,0.203279206130086,0.427317009751006,0.941641129717681,0.998486611038829,0.438373215407219,0.55742296100299,0.55742296100299,0.55742296100299,0.55742296100299,1.15037771105748,1999,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,169,NA,FALSE,"ARG:1999:U:i"
"AllCols97","ARG",2000,0.06791717,0.0335026,2232258,23.2340531,0.503523204349287,0.03106321,0.1506284,0.06391403,4950757,74.65158704,0.429357429724986,0.07870187,0.3148536,0.1341453,10348406,269.29668975,0.428302428776741,0.1930871,0.5415149,0.269579,17798164,983.96335,0.499828603797245,0.4382455,0.7056323,0.3909349,23192269,2140.3685775,0.554758831341443,0.6874213,0.7998296,0.4814554,26288285,3514.62442,0.604884087979985,0.8995361,0.8945437,0.6050977,29401287,6625.819815,0.676670584445404,1.238391,0.9422717,0.6835512,30969980,9979.84752,0.727849317300939,1.498563,0.1778613,0.07576137,5845831,100.18645688115,0.414628678302252,0.09752663,0.2447724,0.1034319,8045022,170.9817224115,0.422800516971127,0.1420288,0.3112284,0.1318321,10229255,261.284630595,0.426408037190693,0.1892432,432.065,432.065,275.5147,273.91912715301,3.161164,32867357,0.009485,0.02237,0.03249,0.04327,0.05599,0.07175,0.09107,0.1221,0.1745,0.377,876.144762545845,1407.80500292966,1934.0866962601,2567.86115973388,3287.02952583613,4148.43047406577,5343.67583861608,7364.29774387244,11229.2540109667,484.512965422317,1151.59863414194,1675.33033293724,2234.34231176623,2892.8636657049,3711.79933119908,4708.36993341129,6312.22003075749,9014.77864064233,19661.9841540172,0.5106396,0.512660468509469,NA,NA,0.5289445,0.59891805402005,3.54539291252456,12.8166651117533,3.41623156187204,0.455806703319295,0.46351530705084,0.536517564214342,0.701102448188849,0.214918367235222,0.450594258025273,0.973903464337725,0.99954891676634,0.46351530705084,0.59891805402005,0.59891805402005,0.59891805402005,0.59891805402005,1.18414732883104,2000,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,354,NA,FALSE,"ARG:2000:U:i"
"AllCols98","ARG",2001,0.1067957,0.05529516,3556080,38.34719346,0.51347125042983,0.0489855,0.1920714,0.09452873,6395587,110.40955664,0.499590838282772,0.1137671,0.3691332,0.171826,12291385,344.940695,0.469908375469247,0.2481038,0.5924979,0.3131586,19728976,1143.02889,0.531427930628869,0.5176896,0.7367917,0.4321536,24533666,2366.04096,0.588257619702464,0.777836,0.8207211,0.5195421,27328344,3792.65733,0.635958510420473,0.9953176,0.9059897,0.6361982,30167615,6966.37029,0.703348142944319,1.337126,0.9440652,0.7088396,31435452,10349.05816,0.751008089842259,1.596647,0.1992316,0.09556037,6634007,112.8004163517,0.487217935084712,0.1155528,0.2612851,0.1216536,8700263,179.479205688,0.470635598546486,0.1604583,0.3107726,0.1492841,10348096,264.270178025,0.480717774430075,0.2083788,397.8664,397.8664,245.8823,244.589800101988,3.161164,33297967,0.006526,0.0193,0.03017,0.04074,0.05345,0.06916,0.08999,0.1206,0.1752,0.3948,643.68417415693,1180.45162409609,1668.39521944668,2219.08615003398,2935.07760122385,3710.79000833428,4885.24102930691,6734.97803410435,10461.0855975266,300.847659446006,909.494184023544,1427.32421009339,1926.50360446798,2541.16623742676,3275.85836069798,4265.48911449226,5716.63254383466,8294.76526347768,19085.8868220397,0.5334311,0.537705347403021,NA,NA,0.6141587,0.742448316542848,4.1816777753774,16.2518918710843,3.56415980046477,0.515029885668643,0.518692659853213,0.609576310445914,0.824738272931895,0.240936456388581,0.524052781566479,0.984824580504903,0.999606801312902,0.518692659853213,0.742448316542848,0.742448316542848,0.742448316542848,0.742448316542848,1.28431948745777,2001,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,178,NA,FALSE,"ARG:2001:U:i"
"AllCols99","ARG",2002,0.16941,0.06833223,5714019,47.388401505,0.402705762917153,0.0840262,0.3025911,0.1375532,10206075,160.6621376,0.457544787142708,0.1997153,0.4985427,0.2489358,16815314,499.7386185,0.500423755607813,0.407634,0.7316669,0.4203927,24678345,1534.433355,0.576052059287222,0.7705436,0.8391264,0.5446586,28302839,2982.005835,0.649963102033568,1.086184,0.9005929,0.6266755,30376038,4574.73115,0.695992498364703,1.333647,0.9501318,0.7275295,32046933,7966.448025,0.766127832603961,1.705234,0.9753161,0.7865687,32896372,11483.90302,0.807723912805473,1.979099,0.2030763,0.08574425,6849547,69.4159724725,0.423306036477921,0.1116116,0.2594869,0.1151874,8752217,116.586350973,0.442265394070172,0.1608834,0.312705,0.1440479,10547206,174.9252876045,0.459284800132897,0.2112562,279.4821,279.4821,168.6708,167.957860333356,3.161164,33728934,0.008733,0.01885,0.02899,0.04044,0.05326,0.06847,0.08687,0.1166,0.1727,0.4051,478.2286355744,795.125027326519,1156.30693022669,1551.75683271246,2015.49432400027,2528.18470784741,3353.25672702472,4591.70193570014,7237.47760543914,289.273440603696,630.553227999069,969.960355648312,1353.4515166871,1781.5007928234,2284.56577342975,2899.77083416258,3895.13900124356,5782.36115023593,13651.2759071666,0.5379376,0.539692618010933,NA,NA,0.5756148,0.616571567228253,4.20914950746043,15.133927722137,3.59091936864129,0.505454382006155,0.524748067692446,0.626194173129631,0.857118186295745,0.236759432735001,0.460208090909808,0.904788056212391,0.997086721831619,0.524748067692446,0.616571567228253,0.616571567228253,0.616571567228253,0.616571567228253,1.30928849860964,2002,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,214,NA,FALSE,"ARG:2002:U:i"
"AllCols100","ARG",2003,0.07868462,0.02870882,2687826,19.90956667,0.364143285943229,0.03730015,0.1733234,0.06726049,5920638,78.56025232,0.386716850263778,0.09758591,0.3369465,0.1476578,11509919,296.4230335,0.437055153734549,0.2320691,0.5801442,0.2933678,19817427,1070.79247,0.505140581179494,0.5043786,0.7302759,0.4163866,24945849,2279.716635,0.569851887039935,0.7694031,0.8234177,0.5075199,28127525,3704.89527,0.616169913579002,0.9923602,0.914632,0.6305099,31243358,6904.083405,0.689393180246223,1.344995,0.9526856,0.7068916,32543249,10320.61736,0.742094107946881,1.612949,0.1778626,0.06977161,6075695,83.4287049414,0.389943471028675,0.1016186,0.2448366,0.09793946,8363492,146.3876623755,0.398317416157911,0.1475186,0.3001921,0.1272026,10254408,228.151855386,0.421396636770312,0.1965632,395.5202,395.5202,249.1102,248.951721720965,3.161164,34159485,0.01072,0.02232,0.03226,0.04374,0.05582,0.07133,0.09248,0.1225,0.172,0.3769,823.689781821357,1292.68133904638,1786.81698511123,2347.20099962045,2987.42066065158,3834.41148897611,4997.65665654532,6741.33857826935,9998.08260275763,507.526716598696,1058.75166240849,1530.65608439406,2075.42674379811,2649.07914481511,3384.87641420731,4388.25015801692,5812.89080399005,8158.6902479855,17896.2760237858,0.5089716,0.509161189010971,NA,NA,0.4976194,0.486199985753188,3.45998187421175,12.138165148352,3.34672740750778,0.426584879239603,0.436735684181148,0.500607797266013,0.643776926534612,0.20191902342006,0.385041187985915,0.732902380552315,0.98877767232289,0.436735684181148,0.486199985753188,0.486199985753188,0.486199985753188,0.486199985753188,1.1347043020405,2003,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,253,NA,FALSE,"ARG:2003:U:i"
"AllCols101","ARG",2004,0.05741771,0.01967471,1986015,13.644411385,0.347379275516061,0.02438482,0.1390443,0.05048886,4809387,58.97098848,0.360774143066126,0.07106381,0.2923692,0.1195831,10112725,240.06307325,0.409387103974775,0.1829066,0.524494,0.2518462,18141663,919.23863,0.480472444669473,0.4217003,0.6932783,0.3740301,23979724,2047.8147975,0.53957770807242,0.6690785,0.7953387,0.4676031,27509880,3413.50263,0.587305429931952,0.88294,0.9004355,0.5974153,31145061,6541.697535,0.663644260158077,1.227964,0.9480178,0.6796352,32790880,9922.67392,0.71679341731109,1.493397,0.1797726,0.06795667,6218134,94.25590129,0.377581709525046,0.09823226,0.2408318,0.09634398,8330104,167.0715408777,0.399729247344486,0.1442748,0.3035353,0.1258243,10498948,261.77745615,0.415141462649869,0.1934417,426.3316,426.3316,288.9901,289.057665815348,3.161164,34588886,0.01206,0.02399,0.03479,0.04653,0.06014,0.07575,0.09567,0.1254,0.1733,0.3524,962.898478995151,1510.70182746974,2058.17797301399,2714.66778858787,3468.69198978418,4324.39475174854,5580.97881766902,7385.11118329713,10916.45324202,611.645215590488,1224.7630291566,1778.05006831183,2377.62622518543,3073.61019132651,3872.42005070202,4890.52074977783,6409.55458758853,8854.94201397085,18066.6598683899,0.4837703,0.484549040915661,NA,NA,0.4428272,0.446865958025851,3.01508761318033,11.3370760055744,3.14713825100949,0.395724769673771,0.404241167794932,0.459425363957708,0.582207600589586,0.18807500400355,0.3603703602515,0.692251501408696,0.985998983013454,0.404241167794932,0.446865958025851,0.446865958025851,0.446865958025851,0.446865958025851,1.07908072041862,2004,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,235,NA,FALSE,"ARG:2004:U:i"
"AllCols102","ARG",2005,0.0416915,0.01404117,1459857,9.737551395,0.341972372922199,0.0161467,0.1116051,0.03959809,3907930,46.25056912,0.355254748086243,0.05346562,0.250077,0.09802915,8756620,196.793518625,0.391079195830257,0.1459432,0.4769241,0.2196101,16699829,801.576865,0.459710449941856,0.357889,0.6549816,0.3374487,22934636,1847.5316325,0.514673633050403,0.5869017,0.7664606,0.4319214,26838151,3153.02622,0.563376405357156,0.7912582,0.8866911,0.5658514,31048105,6196.07283,0.63819932355656,1.126722,0.9360833,0.6529619,32777607,9533.24374,0.69715453124445,1.388743,0.1697488,0.06399756,5943872,98.575441668,0.375238943720149,0.09133406,0.2363904,0.09193802,8277374,177.182952144,0.386847329376772,0.13607,0.2955123,0.1209655,10347569,279.484739475,0.409121227258355,0.1839069,468.9375,468.9375,320.9016,320.958718165489,3.161164,35015695,0.01262,0.02507,0.03583,0.04776,0.06099,0.07648,0.09648,0.1245,0.1714,0.3489,1091.81853234247,1716.54724695214,2338.56130644563,3038.66357739812,3851.50461798587,4811.77610194058,6111.70523339702,8081.06772650389,11691.0867278123,706.089061347565,1410.14940754644,2015.67334100893,2687.04807850491,3431.15555342599,4302.75685842176,5426.96258260428,7003.4807282508,9643.94988137202,19645.2345075173,0.4770736,0.477322334634615,NA,NA,0.4278338,0.425900272117676,2.88097229328391,10.7079028075567,3.03545961576079,0.381295919556986,0.390162182956301,0.442641445595221,0.558188891613973,0.181561298636568,0.346818520721672,0.652498170591366,0.98197937387242,0.390162182956301,0.425900272117676,0.425900272117676,0.425900272117676,0.425900272117676,1.05658780194925,2005,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,214,NA,FALSE,"ARG:2005:U:i"
"AllCols103","ARG",2006,0.03261263,0.01176665,1155774,8.160171775,0.362348046934578,0.01497037,0.08791078,0.0313362,3115511,36.6006816,0.353459839059179,0.04418009,0.2031843,0.07805433,7200744,156.694067475,0.382791546807242,0.1180322,0.4168389,0.1844614,14772550,673.28411,0.441463404695623,0.2987212,0.5971967,0.2943509,21164335,1611.5711775,0.492397232561517,0.5041241,0.7217715,0.3865093,25579199,2821.51789,0.534776889410008,0.6935525,0.8618428,0.5255552,30543252,5754.82944,0.609209258568686,1.016887,0.923558,0.6187067,32730406,9033.11782,0.669857681272959,1.274439,0.167413,0.06301775,5933028,110.95913349,0.375493456283171,0.09397249,0.2298094,0.09020779,8144323,198.5428354005,0.392415116489765,0.1377781,0.2909503,0.1187844,10311124,313.89965544,0.406964752141539,0.1850965,519.3588,519.3588,366.8034,366.739892464235,3.161164,35439470,0.01296,0.02633,0.0376,0.04955,0.06305,0.07902,0.09937,0.1256,0.1691,0.3373,1262.99190662363,1979.36798937336,2710.35988286637,3486.34387607763,4400.87870957082,5508.08203039978,6918.68933116917,8873.17392836021,12730.6663065283,804.326591144381,1640.98251486066,2342.62078665294,3087.47096283514,3930.20185199585,4922.9059868559,6192.05765242622,7829.15011433907,10539.0045273573,21034.3350115326,0.4634608,0.463642747880044,NA,NA,0.4057028,0.398404475343708,2.67089071369123,10.0797687140857,2.89275554875944,0.358946514465797,0.364925750915913,0.409573570815132,0.508635991710705,0.171420594717452,0.328609588132836,0.571138916634162,0.964120135030347,0.364925750915913,0.398404475343708,0.398404475343708,0.398404475343708,0.398404475343708,1.00859902013705,2006,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,193,NA,FALSE,"ARG:2006:U:i"
"AllCols104","ARG",2007,0.02605011,0.009663928,934186,6.701934068,0.3884522236847,0.01026478,0.07196722,0.02535991,2580824,29.62037488,0.351099004989601,0.033215,0.1924057,0.06924918,6899882,139.01772885,0.359583964018111,0.09955473,0.4036661,0.1753665,14475914,640.087725,0.435557148305891,0.2742697,0.5844967,0.2838065,20960700,1553.8405875,0.485451478824602,0.4738602,0.7110284,0.3754506,25498268,2740.78938,0.526878963425656,0.6593959,0.8553801,0.5146783,30674880,5635.727385,0.601574006991694,0.9781135,0.9194407,0.6089495,32972164,8890.6627,0.662207048433406,1.23356,0.1653893,0.05778981,5931044,105.10781747895,0.351163207560499,0.08206946,0.2321731,0.08609532,8325985,195.776452914,0.368521423847289,0.1257599,0.2924448,0.1158056,10487395,315.74975868,0.394488470713024,0.1732851,535.6458,535.6458,378.9125,378.828852069722,3.161164,35861110,0.01402,0.02684,0.03729,0.04941,0.06307,0.07897,0.09916,0.1252,0.1694,0.3367,1385.3901597163,2055.69743083862,2772.02332246929,3617.63315328168,4545.94622483666,5702.46529750506,7100.44124905701,9197.23234678532,13200.5522509267,895.737129204127,1724.82578715712,2395.42961530057,3175.12767218469,4051.96918905294,5074.73673950161,6371.36592102365,8042.8418026993,10885.500044609,21659.962099267,0.4617356,0.462077847238493,NA,NA,0.4004627,0.39596695799073,2.64432233445866,9.52840047140937,2.90380739191455,0.352711657773107,0.359281766021568,0.40389818028639,0.502741652482741,0.168580484290988,0.326971066201738,0.6560641855932,0.9843884447805,0.359281766021568,0.39596695799073,0.39596695799073,0.39596695799073,0.39596695799073,1.00273790442243,2007,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,187,NA,FALSE,"ARG:2007:U:i"
"AllCols105","ARG",2008,0.02486261,0.008985308,902129,6.231311098,0.378646659874044,0.01001723,0.06980932,0.02388865,2533001,27.9019432,0.34566577711499,0.03181309,0.1711024,0.06384973,6208377,128.178332975,0.371841553728817,0.09302615,0.3793587,0.1604471,13764867,585.631915,0.422511519360685,0.2521347,0.5669953,0.2666541,20573180,1459.9311975,0.470510796938549,0.4430721,0.6948417,0.35893,25212032,2620.189,0.515921125175151,0.6245346,0.8448943,0.4992169,30656626,5466.425055,0.591013472701078,0.9378795,0.9176696,0.5961379,33297246,8703.61334,0.649655458012221,1.192001,0.1580664,0.05823765,5735371,110.7476271225,0.369358003682098,0.08420969,0.2190267,0.08421353,7947289,200.1039793095,0.383171747367851,0.1254928,0.2828902,0.1121231,10264549,319.623715015,0.396590720300385,0.1708367,548.2933,548.2933,396.004,395.99076282305,3.161164,36284569,0.01413,0.0279,0.03956,0.05158,0.06474,0.08049,0.1,0.1274,0.1701,0.3241,1428.53088552171,2232.08977695126,2994.18661897493,3833.39150150846,4751.8891538766,5889.70356626355,7394.05585628635,9487.6092542682,13390.457569485,924.844818908294,1836.07855705148,2601.95112517149,3392.51483405363,4258.47178972831,5295.59056796757,6581.21490198292,8380.78040594228,11187.9462425697,21335.8027566243,0.4487679,0.449033082609546,NA,NA,0.379175,0.376378700902024,2.43687652711034,9.37358632228288,2.81792296408282,0.335042122026027,0.338210580842691,0.374432945772312,0.454809521909448,0.160505234542282,0.313657634652447,0.606796841659351,0.976201715318197,0.338210580842691,0.376378700902024,0.376378700902024,0.376378700902024,0.376378700902024,0.953739505220841,2008,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,183,NA,FALSE,"ARG:2008:U:i"
"AllCols106","ARG",2009,0.02342289,0.008145486,859954,5.648894541,0.388864800207567,0.008544518,0.06135281,0.02118744,2252522,24.74692992,0.347414600470257,0.027737,0.1561232,0.05729522,5731945,115.02015415,0.366130609425086,0.08270265,0.3535813,0.1465342,12981470,534.84983,0.414299858590303,0.228578,0.5385685,0.2471363,19773136,1353.0712425,0.458739817766573,0.407118,0.6768532,0.3379711,24850154,2467.18903,0.499400669547185,0.5812703,0.8334218,0.4802101,30598452,5258.300595,0.576020911613457,0.888446,0.9121759,0.5797322,33489849,8464.09012,0.635257740854885,1.140063,0.159537,0.05838069,5857281,118.477772286,0.366036914332702,0.08439613,0.2213746,0.08468896,8127601,214.83471928,0.382145870739191,0.1261178,0.2821221,0.1124054,10357900,342.17327814,0.397624695654495,0.1713777,567.3553,567.3553,422.8259,423.087473052291,3.161164,36714245,0.01454,0.02869,0.04086,0.05327,0.0671,0.08272,0.1017,0.1281,0.1705,0.3125,1529.12995317658,2366.66952338274,3200.98041496419,4074.93938899664,5077.04967662749,6226.84329885975,7705.40491800088,9896.85422312669,13798.81541605,984.211618298393,1952.17386294207,2781.67729540243,3626.06332567927,4567.0053936991,5631.26370018041,6923.57378048211,8719.08753759833,11603.9792704706,21293.6002152473,0.436542,0.436828796482077,NA,NA,0.3599519,0.363120949390551,2.27882200882922,9.02396515573099,2.71788071713652,0.320039768206771,0.319924227323982,0.34856797541718,0.412596073854763,0.15361829327627,0.304497692168535,0.622311432155097,0.98015413915394,0.319924227323982,0.363120949390551,0.363120949390551,0.363120949390551,0.363120949390551,0.908400873903987,2009,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,177,NA,FALSE,"ARG:2009:U:i"
"AllCols107","ARG",2010,0.01442093,0.004604913,534381,3.1935071655,0.372864968550685,0.004502471,0.04930345,0.01501571,1826984,17.53834928,0.310993682482994,0.01880104,0.1407072,0.04783518,5214032,96.02912385,0.341128949811552,0.06651923,0.3425304,0.135699,12692773,495.30135,0.396233759628243,0.2049343,0.5230366,0.2361548,19381593,1292.94753,0.451929767336911,0.3791249,0.6689899,0.3271456,24790024,2388.16288,0.489310224813305,0.5504091,0.828419,0.4716953,30697813,5165.063535,0.569296288434865,0.8561769,0.9059333,0.571886,33570176,8349.5356,0.630844099398149,1.106258,0.1492464,0.05157343,5530460,107.675007154,0.345596454240592,0.07215571,0.2159591,0.07756941,8002559,202.4367677475,0.358525444909587,0.1121085,0.2836198,0.1063224,10509788,332.96986008,0.37373179354064,0.1572797,584.6734,584.6734,434.8413,434.42367380065,3.161164,37055902,0.01595,0.02971,0.04096,0.05312,0.06659,0.08221,0.1005,0.1252,0.1687,0.317,1656.08459042344,2496.43904059928,3272.19562358542,4183.95453405222,5213.0840856078,6356.67201500151,7806.45137598657,10001.4457963743,14137.3806833791,1110.04229041175,2083.79898465754,2872.44224167312,3725.3025313549,4670.58860389168,5765.89856066709,7052.56340445578,8785.41873261075,11830.4627443167,22264.2899059607,0.4358322,0.436237836285113,NA,NA,0.3488307,0.347038936013123,2.27381854140852,8.53662956900312,2.71190344356988,0.316602887709364,0.321457778594085,0.355041173793705,0.426438916456136,0.152036607073063,0.293222191388031,0.532911349590841,0.962802932724659,0.321457778594085,0.347038936013123,0.347038936013123,0.347038936013123,0.347038936013123,0.92351385095854,2010,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,172,NA,FALSE,"ARG:2010:U:i"
"AllCols108","ARG",2011,0.01135401,0.004239328,426273,2.939973968,0.43860991985255,0.004242726,0.03318589,0.01098187,1245925,12.82682416,0.339529032369713,0.01403812,0.1162152,0.03694455,4363164,74.166184125,0.317409076177565,0.0509358,0.3065767,0.1160505,11510064,423.584325,0.377149057447796,0.1716694,0.4927927,0.2116257,18501325,1158.6507075,0.428691550341732,0.3319552,0.6330744,0.299874,23768038,2189.0802,0.473270729506517,0.4931041,0.8076276,0.4443232,30321433,4865.33904,0.550137280065307,0.7875815,0.8935598,0.5471798,33547657,7988.82508,0.612318903761927,1.032843,0.1416741,0.04590444,5318988,102.038684454,0.324442099088131,0.06398361,0.2067056,0.07129252,7760520,198.025668178,0.344966296060049,0.1020019,0.2734748,0.09940745,10267291,331.2703567525,0.363075487730219,0.1453392,621.9202,621.9202,462.9329,460.423543950068,3.161164,37543830,0.01714,0.03078,0.04208,0.05425,0.06733,0.08298,0.1011,0.1263,0.1684,0.3096,1856.53719286686,2724.32305783302,3565.19616801133,4520.05272861025,5525.08252740081,6865.73270231318,8334.05475210067,10671.4721723228,15056.8676080339,1271.55365223488,2297.39899543079,3139.56522940884,4047.6932043461,5022.01389300672,6190.78129591511,7546.06476858539,9426.71299130043,12566.8064585542,23121.8335112175,0.4264528,0.426782649668829,NA,NA,0.331759,0.330642688378774,2.14962623327059,8.11018904759087,2.72518420012039,0.301956938453042,0.305828905220081,0.335384462593523,0.397917079232744,0.145279844684025,0.281538162053446,0.520193728772054,0.961312393985734,0.305828905220081,0.330642688378774,0.330642688378774,0.330642688378774,0.330642688378774,0.892095375206871,2011,0,1,"U","income",TRUE,TRUE,TRUE,TRUE,0,162,NA,FALSE,"ARG:2011:U:i"
