"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","total_shortall_annual_1_00","income_gap_ratio_1_00","watts_index_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","total_shortall_annual_1_90","income_gap_ratio_1_90","watts_index_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","total_shortall_annual_3_20","income_gap_ratio_3_20","watts_index_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","total_shortall_annual_5_50","income_gap_ratio_5_50","watts_index_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","total_shortall_annual_10_00","income_gap_ratio_10_00","watts_index_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","total_shortall_annual_15_00","income_gap_ratio_15_00","watts_index_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","total_shortall_annual_20_00","income_gap_ratio_20_00","watts_index_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","total_shortall_annual_30_00","income_gap_ratio_30_00","watts_index_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","total_shortall_annual_40_00","income_gap_ratio_40_00","watts_index_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","total_shortall_annual_40_median","income_gap_ratio_40_median","watts_index_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","total_shortall_annual_50_median","income_gap_ratio_50_median","watts_index_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","total_shortall_annual_60_median","income_gap_ratio_60_median","watts_index_60_median","MeanPerMonth","MeanPerMonth_estimated","MedianPerMonth","MedianPerMonth_estimated","PPP","Population","share_decile_1","share_decile_2","share_decile_3","share_decile_4","share_decile_5","share_decile_6","share_decile_7","share_decile_8","share_decile_9","share_decile_10","threshold_decile_1","threshold_decile_2","threshold_decile_3","threshold_decile_4","threshold_decile_5","threshold_decile_6","threshold_decile_7","threshold_decile_8","threshold_decile_9","average_decile_1","average_decile_2","average_decile_3","average_decile_4","average_decile_5","average_decile_6","average_decile_7","average_decile_8","average_decile_9","average_decile_10","Gini","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var.Coeff","datayear","isinterpolated","usemicrodata","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","RowsWithIncreasingHeadcount","DataframeRowsForGpinter","LessThan33Rows","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_above_30_00","headcount_stacked_below_30_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_above_30_00","headcount_ratio_stacked_below_30_00","multi_headcount_ratio_1_00","multi_headcount_1_00","multi_headcount_ratio_1_90","multi_headcount_1_90","multi_headcount_ratio_3_20","multi_headcount_3_20","multi_headcount_ratio_5_50","multi_headcount_5_50","multi_headcount_ratio_10_00","multi_headcount_10_00","multi_headcount_ratio_15_00","multi_headcount_15_00","multi_headcount_ratio_20_00","multi_headcount_20_00","multi_headcount_ratio_30_00","multi_headcount_30_00","multi_headcount_ratio_40_00","multi_headcount_40_00","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Argentina -  Urban",1986,"U","income",TRUE,"ARG:1986:U:i","ARG1986",1.119132,1.106236,293556,4.0377614,93.5390947224155,4.550408e-05,1.224448,1.121934,321182,7.78061229,96.5995235381134,0.0002548722,2.296637,1.396009,602425,16.30538512,66.6636622954124,0.003586771,6.386512,2.527677,1675229,50.743115775,41.7977707382147,0.01887893,21.8916,7.333532,5742326,267.673918,33.8106915877028,0.08649482,39.09292,15.16353,10254358,830.2032675,39.1692310580545,0.2046473,55.13959,23.37784,14463517,1706.58232,42.6499184021919,0.3384753,75.18248,37.6949,19720913,4127.59155,50.1843190985215,0.6001784,84.67608,48.43972,22211154,7072.19912,57.3404356266101,0.8284356,10.56084,3.882426,2770185,101.605029633,37.9097639742582,0.037816,17.61332,5.844738,4620102,191.146311552,34.0433525167777,0.06561288,24.59991,8.457598,6452736,331.855001525,35.0716621893693,0.1026433,755.7679,755.7679,545.1561,543.663575285213,3.161164,26230730,0.01768,0.03359,0.04353,0.05519,0.06666,0.0798,0.09739,0.1209,0.1632,0.3221,2527.88628292351,3418.17033643531,4443.15279537184,5538.62205867978,6523.96290342255,8020.03675514831,9618.62849487399,12214.0591703835,17880.7141810892,1555.70764805241,3026.05516528774,3931.84492795374,4977.75997767888,6045.28443236545,7202.4188028563,8794.24843203657,10907.4330918611,14728.1218297075,29523.2736922003,0.4280889,0.431512129222741,NA,NA,0.3483098,0.415887649899459,2.18830842855777,7.07338550071569,2.74077496236356,0.3181281820953,0.327676705723664,0.378426467941929,0.487274199935915,0.152738744782446,0.340245610207319,0.949259226005376,0.999107565118443,0.327676705723664,0.415887649899459,0.415887649899459,0.415887649899459,0.415887649899459,0.987192179806865,1986,0,1,1,1,1,0,1151,118,0,293556,27626,281243,1072804,4067097,6509817,13978587,1.11913011952012,0.105319219099125,1.07218899359644,4.08987473852234,15.5050850662563,24.8175212813368,53.2908805816689,1.119132,293556,1.224448,321182,2.296637,602425,6.386512,1675229,21.8916,5742326,39.09292,10254358,55.13959,14463517,75.18248,19720913,84.67608,22211154,0.01106236,0.021316746,0.044672288,0.139022235,0.7333532,2.2745295,4.675568,11.30847,19.375888,0.2783699442,0.5236885248,0.909191785,0.935390947224155,1.83539094722415,2.1332371934532,2.29887739060181,3.38106915877028,5.87538465870817,8.52998368043838,15.0552957295565,22.936174250644
"Argentina -  Urban",1987,"U","income",TRUE,"ARG:1987:U:i","ARG1987",0.8867948,0.7937737,237392,2.897274005,91.7268246201727,6.130512e-05,1.430375,0.9701376,382906,6.727904256,68.2239579741153,0.002331693,3.257235,1.446867,871950,16.89940656,46.8114467128555,0.009002277,10.30757,3.554832,2759299,71.3632524,35.2516660828254,0.0382005,27.96051,10.30964,7484927,376.30186,37.1975663234497,0.1393057,47.73841,19.43261,12779399,1063.9353975,40.8926620630612,0.2862504,61.81156,28.27315,16546730,2063.93995,45.8729373525304,0.44067,79.04477,42.60587,21159998,4665.342765,54.0370183868931,0.7240261,87.53569,52.83399,23432986,7713.76254,60.4763401547174,0.9614473,12.88479,4.606902,3449212,106.272015336,36.5453602382038,0.05326803,18.72449,6.866595,5012478,197.998266825,36.3286366553267,0.08675309,25.69626,9.41232,6878796,325.68509664,37.1789077258503,0.125491,690.824,690.824,480.519,480.224509879843,3.161164,26769637,0.01561,0.03015,0.04119,0.05194,0.06343,0.07724,0.09514,0.1195,0.1633,0.3425,1958.49439289822,3014.74516935989,3843.03535531729,4772.45022369351,5762.69411855811,7130.17044877905,8702.5237421894,11182.7299918156,16495.5311582746,1269.62425231257,2487.77688813082,3404.8891193221,4297.23597640835,5243.24845183791,6378.23997752132,7861.7337731915,9869.04067437597,13468.9324515418,28618.1584353576,0.4527637,0.455190452004467,NA,NA,0.3886485,0.421542218859895,2.49732474498115,8.42255725525169,2.86246863340406,0.346882245366527,0.360278543296633,0.418561708610661,0.543070722978303,0.165920666923856,0.34396570921093,0.895368331305428,0.997869968075239,0.360278543296633,0.421542218859895,0.421542218859895,0.421542218859895,0.421542218859895,1.04218110036433,1987,0,1,1,1,1,0,1289,133,0,237392,145514,489044,1887349,4725628,5609639,13675071,0.886795738022148,0.543578532648762,1.82686078260979,7.050334675812,17.6529401575374,20.9552299868691,51.0842601265008,0.8867948,237392,1.430375,382906,3.257235,871950,10.30757,2759299,27.96051,7484927,47.73841,12779399,61.81156,16546730,79.04477,21159998,87.53569,23432986,0.007937737,0.0184326144,0.046299744,0.19551576,1.030964,2.9148915,5.65463,12.781761,21.133596,0.2911562064,0.542461005,0.892287936,0.917268246201727,1.29625520150819,1.49796629481138,1.9388416345554,3.71975663234497,6.13389930945918,9.17458747050608,16.2111055160679,24.190536061887
"Argentina -  Urban",1991,"U","income",TRUE,"ARG:1991:U:i","ARG1991",0.7662974,0.5054815,221362,1.845007475,91.7694429889063,0.0006446683,1.281598,0.7402446,370218,5.133596301,58.1678998454726,0.003984704,5.508654,1.779573,1591297,20.78541264,31.265295665422,0.01777545,18.98642,5.979582,5484651,120.04010865,32.2710258439465,0.07624403,46.06502,18.01039,13306908,657.379235,38.8691433190953,0.2607507,67.70527,31.35519,19558176,1716.6966525,46.4034916047249,0.4914943,78.38163,41.81298,22642281,3052.34754,53.4003811220396,0.6999685,89.4757,55.9537,25847050,6126.93015,62.6274795689908,1.038169,93.50282,64.87651,27010374,9471.97046,69.3894984078498,1.300225,10.91527,3.448839,3153119,53.7770567592,30.0386611807426,0.04043429,17.21424,5.609878,4972717,109.342132098,31.0919287554386,0.07097165,23.78121,8.151702,6869733,190.721295843,34.7621137956658,0.1080308,490.2204,490.2204,324.8208,324.122952020859,3.161164,28887229,0.01744,0.03052,0.04059,0.05002,0.06059,0.07238,0.08891,0.1141,0.1594,0.3661,1472.31335930408,2107.52922297458,2615.75784693177,3223.74640941576,3889.47542425031,4673.52388083414,5914.61555039814,7726.38044964815,11237.417381826,1005.97249409381,1781.15988408488,2381.55462125498,2933.16789363132,3555.11787452939,4241.91909372112,5215.11591728688,6680.24132286258,9330.42969524239,21701.7692032927,0.4676174,0.470233897466522,NA,NA,0.4350875,0.391214846321392,2.67861736475543,7.63249026493763,2.88918585569723,0.356655782300385,0.385975228345646,0.470196899353665,0.653664095918255,0.170377681959674,0.32376514613972,0.760985301779855,0.993345250288845,0.385975228345646,0.391214846321392,0.391214846321392,0.391214846321392,0.391214846321392,1.14338453367033,1991,0,1,1,1,1,0,729,142,0,221362,148856,1221079,3893354,7822257,3040179,12540142,0.766297106586443,0.515300377201289,4.22705479989098,13.4777690168898,27.0785993353672,10.524301240524,43.4106781235403,0.7662974,221362,1.281598,370218,5.508654,1591297,18.98642,5484651,46.06502,13306908,67.70527,19558176,78.38163,22642281,89.4757,25847050,93.50282,27010374,0.005054815,0.0140646474,0.056946336,0.32887701,1.801039,4.7032785,8.362596,16.78611,25.950604,0.14733440208,0.2995674852,0.5225240982,0.917694429889063,1.10519009706398,1.0004894612935,1.77490642141706,3.88691433190953,6.96052374070874,10.6800762244079,18.7882438706972,27.7557993631399
"Argentina -  Urban",1992,"U","income",TRUE,"ARG:1992:U:i","ARG1992",1.215779,0.9587233,356858,3.499340045,83.1716186548253,0.001901724,2.461978,1.307434,722646,9.06705479,55.4764450446913,0.007086118,6.110276,2.466455,1793503,28.8081944,39.9735987322161,0.02368089,18.37707,6.424445,5394082,128.970733375,35.1074728948996,0.080624,44.65561,17.82213,13107423,650.507745,40.0008936548345,0.2576758,63.76308,30.20013,18715894,1653.4571175,47.4889680885598,0.4744751,75.74826,40.33865,22233813,2944.72145,53.3131773915197,0.6748613,87.66575,54.52014,25731864,5969.95533,61.7642812221733,1.005893,92.99122,63.57241,27295009,9281.57186,68.4465687202058,1.264179,12.24337,4.256455,3593704,69.39958337025,34.8297846792952,0.04967603,19.5561,6.604358,5740154,134.510959386,33.8840385140561,0.08324496,25.45408,9.254459,7471343,226.317794845,36.0936855060655,0.1226307,494.3771,494.3771,339.7113,340.762371715448,3.161164,29352243,0.016,0.03,0.0407,0.05124,0.06211,0.07652,0.09419,0.1206,0.1657,0.3429,1482.37379317506,2080.56214231376,2757.98891701656,3324.35426701158,4089.14846058538,5036.81181333155,6196.7451237153,8235.94645924839,12125.0642249184,939.023663392057,1772.221757465,2408.75184253104,3026.12336628143,3679.43843676556,4530.79455738178,5571.00317882852,7112.92366065171,9779.61664604297,20505.3548906599,0.4546809,0.456931454403964,NA,NA,0.390243,0.423380225948445,2.51719263964445,8.17949175892274,2.96518073182959,0.351400370445004,0.364185329956107,0.420141885126683,0.537970940909809,0.167982546450697,0.345170397435836,0.879701839572935,0.997230310296304,0.364185329956107,0.423380225948445,0.423380225948445,0.423380225948445,0.423380225948445,1.03727618396434,1992,0,1,1,1,1,0,2122,158,0,356858,365788,1070857,3600579,7713341,3620379,12624441,1.21577761535975,1.24620118469311,3.64829699726866,12.2667933758929,26.2785402805503,12.3342498902043,43.010140656031,1.215779,356858,2.461978,722646,6.110276,1793503,18.37707,5394082,44.65561,13107423,63.76308,18715894,75.74826,22233813,87.66575,25731864,92.99122,27295009,0.009587233,0.024841246,0.07892656,0.353344475,1.782213,4.5300195,8.06773,16.356042,25.428964,0.19013584485,0.3685231764,0.620048753,0.831716186548253,1.05405245584913,1.27915515943092,1.93091100921948,4.00008936548345,7.12334521328397,10.6626354783039,18.529284366652,27.3786274880823
"Argentina -  Urban",1993,"U","income",TRUE,"ARG:1993:U:i","ARG1993",1.187002,0.9390451,353839,3.427514615,83.4895775817589,0.001559415,2.818199,1.429446,840090,9.91320801,50.4578224310833,0.008326091,7.026529,2.806269,2094570,32.77722192,40.5938196031288,0.02822882,17.84296,6.856417,5318889,137.642571275,39.0162123443516,0.08858883,42.72729,17.6679,12736771,644.87835,41.444406134431,0.2610247,62.76002,29.59366,18708418,1620.252885,47.3230865579664,0.4716653,75.12762,39.5693,22395132,2888.5589,52.8416129697991,0.668375,88.14374,53.8165,26275166,5892.90675,61.2207080045163,0.99698,93.53935,63.16254,27883568,9221.73084,67.6020757915245,1.256597,13.61527,4.996077,4058637,83.2641196743,36.5987300741203,0.06056034,20.09956,7.305498,5991569,152.257536567,36.4072299202974,0.09542104,26.13367,9.896636,7790304,247.44064159,38.3919983361972,0.1354058,495.4168,495.4168,347.2038,346.559619824294,3.161164,29809452,0.01484,0.02967,0.04097,0.05217,0.06421,0.07898,0.09671,0.1234,0.167,0.332,1412.77504664644,2070.31996559546,2771.24497311233,3417.01417446651,4158.71543789153,5127.91503449764,6467.72384266178,8369.41788985646,11896.516877578,868.158525839679,1757.10652160335,2428.93016247781,3085.10784755641,3804.40269249175,4684.6500516619,5742.02804866607,7328.51376413071,9887.25002788092,19863.8683576914,0.4485629,0.450673708428911,NA,NA,0.3879424,0.416601826466102,2.44048762128881,8.42067313251129,2.86062296284681,0.336661110903892,0.340334505298,0.380756979400198,0.468055055999615,0.161246761477256,0.340716623119037,0.880847988768785,0.997233380429674,0.340334505298,0.416601826466102,0.416601826466102,0.416601826466102,0.416601826466102,0.967527835258103,1993,0,1,1,1,1,0,2148,156,0,353839,486251,1254480,3224319,7417882,3534286,13538395,1.18700269968062,1.63119737994513,4.20832962645539,10.8164316472507,24.884328635092,11.8562595515006,45.4164504600755,1.187002,353839,2.818199,840090,7.026529,2094570,17.84296,5318889,42.72729,12736771,62.76002,18708418,75.12762,22395132,88.14374,26275166,93.53935,27883568,0.009390451,0.027159474,0.089800608,0.377102935,1.76679,4.439049,7.91386,16.14495,25.265016,0.22812087582,0.4171439358,0.677919566,0.834895775817589,0.958698626190583,1.29900222730012,2.14589167893934,4.1444406134431,7.09846298369496,10.5683225939598,18.3662124013549,27.0408303166098
"Argentina -  Urban",1994,"U","income",TRUE,"ARG:1994:U:i","ARG1994",1.507056,1.231298,456044,4.4942377,92.6939460669799,0.0009837888,2.674561,1.578479,809338,10.946751865,57.7995204936812,0.005799062,6.760663,2.794028,2045817,32.63424704,42.1932097905542,0.02267219,20.64289,7.202195,6246660,144.584064625,35.4132330290781,0.08539846,44.55992,18.6286,13484095,679.9439,42.0600681189592,0.2660986,64.3843,30.74716,19483069,1683.40701,47.7432338791263,0.4816443,75.99163,40.74976,22995516,2974.73248,53.5992902374623,0.681079,88.41074,54.90949,26753612,6012.589155,62.2003368544708,1.012212,93.47044,63.98814,28284707,9342.26844,68.3581662824687,1.270982,13.82271,4.836057,4182834,77.93184954075,34.1961654217025,0.05120194,20.85201,7.251147,6309941,146.096109756,35.4764171152348,0.08610848,26.59362,9.92357,8047386,239.78322191,37.6101764542766,0.1262563,489.433,489.433,335.7327,333.743148785098,3.161164,30260590,0.01496,0.02882,0.03955,0.05068,0.06316,0.07716,0.09502,0.121,0.1651,0.3445,1377.58665642258,1952.81007569236,2663.07428568386,3300.84890817393,4004.91778542117,4931.17205962395,6228.9867425523,7998.84622908673,11680.7357366716,865.459177580805,1676.78896373457,2317.21121136835,2967.3312595236,3701.95976614987,4512.33773827145,5561.8937183844,7086.48424879444,9665.08233148085,20377.4115847117,0.459168,0.461569424343017,NA,NA,0.4110283,0.45673313689658,2.60354628025046,8.47912955763158,2.91659813322315,0.360930882502981,0.371415686684556,0.428972848604736,0.553026335349255,0.172323497379967,0.366650664918402,0.921676414242347,0.998197409895637,0.371415686684556,0.45673313689658,0.45673313689658,0.45673313689658,0.45673313689658,1.05169038728064,1994,0,1,1,1,1,0,2179,158,0,456044,353294,1236479,4200843,7237435,3506978,13269517,1.50705587696737,1.16750532623455,4.08610341040938,13.8822243716993,23.9170320208562,11.5892585042129,43.8508204896203,1.507056,456044,2.674561,809338,6.760663,2045817,20.64289,6246660,44.55992,13484095,64.3843,19483069,75.99163,22995516,88.41074,26753612,93.47044,28284707,0.01231298,0.029991101,0.089408896,0.396120725,1.86286,4.612074,8.149952,16.472847,25.595256,0.21351191655,0.4002633144,0.656940334,0.926939460669799,1.09819088937994,1.35018271329773,1.9477278165993,4.20600681189592,7.16148508186895,10.7198580474925,18.6601010563412,27.3432665129875
"Argentina -  Urban",1995,"U","income",TRUE,"ARG:1995:U:i","ARG1995",2.466719,1.722418,757428,6.2868257,71.1763695364627,0.00278131,4.924877,2.63598,1512228,18.2805213,54.9301177543949,0.01568819,10.1754,4.59367,3124449,53.6540656,44.8896952250298,0.0455296,24.55847,9.795711,7540901,196.648898325,40.7073168874422,0.1262421,49.30151,22.34855,15138476,815.722075,45.4607275061133,0.3349128,68.52184,34.85471,21040253,1908.2953725,51.1242803057471,0.5688861,78.90376,44.70805,24228116,3263.68765,56.9491865367165,0.7774935,88.70018,57.95416,27236196,6345.98052,65.5587703580297,1.112451,93.75497,66.27886,28788315,9676.71356,70.8697641244741,1.370276,15.6381,6.361958,4801821,94.7654996827,41.3342307105752,0.07268636,21.1943,8.769708,6507902,163.24811442,41.9884481710367,0.1101249,28.02907,11.45252,8606580,255.82639176,41.222397118175,0.1525329,464.9228,464.9228,310.349,308.585153848703,3.161164,30705908,0.01132,0.0263,0.03686,0.04734,0.05912,0.07357,0.09075,0.1168,0.1681,0.3698,1152.50671817786,1744.35703481864,2291.9195053426,2888.71193077641,3703.02184618443,4503.49502697269,5702.13620942321,7601.34271738227,11641.6327698243,612.425663419674,1454.06913776346,2034.89958776601,2628.19749591387,3273.33794728404,4074.31673238289,5035.24797345682,6463.56407125235,9296.8042776786,20917.8731130823,0.489044,0.493735834934273,NA,NA,0.4811141,0.564807787910774,3.10834200215517,10.1011409184929,3.14381962985711,0.423301169196273,0.440363664936987,0.528167453444829,0.729311567990726,0.200451592107953,0.431530597051374,0.974222646320815,0.999509361250505,0.440363664936987,0.564807787910774,0.564807787910774,0.564807787910774,0.564807787910774,1.20773471258445,1995,0,1,1,1,1,0,2251,163,0,757428,754800,1612221,4416452,7597575,3469712,12097720,2.46671747990647,2.45815886636539,5.25052377542459,14.3830692126089,24.7430396782274,11.2998189143275,39.3986720731398,2.466719,757428,4.924877,1512228,10.1754,3124449,24.55847,7540901,49.30151,15138476,68.52184,21040253,78.90376,24228116,88.70018,27236196,93.75497,28788315,0.01722418,0.05008362,0.14699744,0.538764105,2.234855,5.2282065,8.94161,17.386248,26.511544,0.25963150598,0.447255108,0.700894224,0.711763695364627,1.0436722373335,1.43647024720095,2.23890242880932,4.54607275061133,7.66864204586207,11.3898373073433,19.6676311074089,28.3479056497896
"Argentina -  Urban",1996,"U","income",TRUE,"ARG:1996:U:i","ARG1996",2.994145,2.328025,932551,8.49729125,81.5835142626615,0.007488746,5.302169,3.149845,1651404,21.844175075,61.6408922003587,0.02064673,12.02962,5.24667,3746723,61.2811056,44.8715913086876,0.05269669,26.30922,10.95978,8194220,220.0175835,41.9661729106725,0.1414026,50.50961,23.73263,15731628,866.240995,47.2266131099862,0.3579142,68.57192,36.05788,21357281,1974.16893,52.8670126395897,0.5939897,78.83928,45.57144,24555133,3326.71512,57.9859900966579,0.8010815,88.64941,58.53457,27610578,6409.535415,66.140422565297,1.134565,93.82393,66.82026,29222224,9755.75796,71.2982179512114,1.392553,16.13298,6.822786,5024747,97.5208094124,41.0228021417182,0.07674567,22.4892,9.334477,7004444,166.7426960987,42.2623291755376,0.1155366,28.46016,11.99421,8864148,256.981946355,42.7898815877679,0.1579884,455.447,455.447,297.7429,296.957067171019,3.161164,31145811,0.01034,0.02481,0.03556,0.04642,0.05834,0.07303,0.09193,0.1199,0.1709,0.3688,1028.16528004432,1631.1364055979,2217.44022117648,2858.27936723988,3563.48480605222,4375.50925708139,5693.22076307291,7588.79721485038,11390.9372832682,546.048557669463,1339.96986891401,1923.32080020697,2520.17334052511,3167.06258220729,3966.70796681741,4994.95919717128,6483.09728251224,9270.59273606719,20441.707667909,0.4952443,0.500030586762461,NA,NA,0.5106798,0.618425892267486,3.22958639397705,11.0788970454022,3.19657242930343,0.438690025923395,0.45228734105159,0.543512244177505,0.758593884843942,0.207316954283906,0.461208113093172,0.984234799968763,0.999674360501957,0.45228734105159,0.618425892267486,0.618425892267486,0.618425892267486,0.618425892267486,1.2317417625817,1996,0,1,1,1,1,0,2165,169,0,932551,718853,2095319,4447497,7537408,3535233,11878950,2.99414582590256,2.30802466501836,6.72745044269356,14.2795992693849,24.2003908647619,11.3505890085829,38.1397999236559,2.994145,932551,5.302169,1651404,12.02962,3746723,26.30922,8194220,50.50961,15731628,68.57192,21357281,78.83928,24555133,88.64941,27610578,93.82393,29222224,0.02328025,0.059847055,0.16789344,0.6027879,2.373263,5.408682,9.114288,17.560371,26.728104,0.26718029976,0.45682930438,0.704060127,0.815835142626615,1.17117695180682,1.435890921878,2.30813951008699,4.72266131099862,7.93005189593846,11.5971980193316,19.8421267695891,28.5192871804846
"Argentina -  Urban",1997,"U","income",TRUE,"ARG:1997:U:i","ARG1997",2.445342,1.783878,772230,6.5111547,72.4380232559458,0.004091658,4.820757,2.613428,1522378,18.12412318,51.6450041688534,0.01645196,11.18216,4.710686,3531286,55.02081248,42.5013701563922,0.04796839,25.1346,10.25378,7937417,205.8446335,41.0501326267458,0.1338807,48.29465,22.29435,15251279,813.743775,46.4663684015386,0.3393232,66.25365,34.31642,20922667,1878.823995,51.8255472335253,0.567546,76.86247,43.80274,24272895,3197.60002,57.0274429361665,0.7704286,87.68932,56.86914,27691976,6227.17083,64.8931664863644,1.099472,92.7569,65.2654,29292300,9528.7484,70.377620304238,1.355082,17.08833,6.926913,5396434,106.01259366285,40.997632868288,0.08162913,22.22956,9.536697,7020016,182.398866822,39.4570716719717,0.1226356,29.8001,12.37395,9410766,284.087331075,41.6929269542167,0.168247,477.2337,477.2337,318.826,317.682748595335,3.161164,31579645,0.01083,0.02465,0.03519,0.04685,0.05938,0.07308,0.09274,0.1208,0.1728,0.3637,1109.94843458376,1735.69849484903,2324.09184083918,3032.62538079438,3812.19298314402,4694.13229981736,5932.31392722415,8087.11427821018,12299.3238861508,609.726931856767,1405.57397497379,2008.60746129399,2676.95437723175,3390.8270718281,4180.31036709058,5293.82720941566,6896.8803035303,9859.73550277125,20945.6008000078,0.4911048,0.492837314634644,NA,NA,0.4894943,0.552402443339801,3.12580657088121,11.0809867404003,3.22631197857333,0.419590256281647,0.424163625760423,0.48437083094789,0.617279922916574,0.198791629192917,0.424434615180999,0.946792923802119,0.998669737125062,0.424163625760423,0.552402443339801,0.552402443339801,0.552402443339801,0.552402443339801,1.11110748617456,1997,0,1,1,1,1,0,2282,169,0,772230,750148,2008908,4406131,7313862,3887669,12440697,2.44534097834222,2.37541618976401,6.36140146603928,13.9524399340145,23.1600513558655,12.3106798698972,39.3946702060774,2.445342,772230,4.820757,1522378,11.18216,3531286,25.1346,7937417,48.29465,15251279,66.25365,20922667,76.86247,24272895,87.68932,27691976,92.7569,29292300,0.01783878,0.049655132,0.150741952,0.5639579,2.229435,5.147463,8.760548,17.060742,26.10616,0.29044546209,0.4997229228,0.778321455,0.724380232559458,0.981255079208215,1.36004384500455,2.25775729447102,4.64663684015386,7.7738320850288,11.4054885872333,19.4679499459093,28.1510481216952
"Argentina -  Urban",1998,"U","income",TRUE,"ARG:1998:U:i","ARG1998",2.388157,1.506625,764439,5.49918125,62.817884397889,0.004380472,5.575854,2.610963,1784807,18.107028405,48.5059086161303,0.0204422,12.53088,5.085746,4011080,59.40151328,41.1571669817588,0.05806805,27.85019,11.33277,8914725,227.50535775,41.0588782648402,0.1564924,51.46563,24.36931,16473925,889.479815,47.5449233852067,0.3831669,68.21994,36.56165,21836907,2001.7503375,53.6542874613717,0.6232719,78.27343,45.83074,25054985,3345.64402,58.621976550428,0.8310599,88.31415,58.60579,28268976,6417.334005,66.5246708816069,1.166117,93.33124,66.74018,29874925,9744.06628,71.4577163426653,1.424599,16.57348,6.65505,5305099,93.18001707,39.0976010675528,0.08219627,23.0492,9.288798,7377949,162.5702203965,40.6999799731676,0.1235737,28.93883,12.07288,9263194,253.379569,41.8988174950766,0.1685717,463.4165,463.4165,291.6875,290.485842383522,3.161164,32009566,0.01065,0.02343,0.03365,0.04435,0.05636,0.07065,0.09055,0.1196,0.1703,0.3805,997.224493358986,1558.63464273954,2151.3111674364,2807.68130994521,3485.83010860226,4415.6488355067,5662.87197129219,7647.55820596761,11741.3066759796,581.354614214833,1293.54059250414,1863.98574028642,2459.72063393751,3126.12796741863,3911.93626358729,5018.14139783458,6628.71236626782,9422.95264479576,21303.507779153,0.5073364,0.509626389110982,NA,NA,0.5092632,0.550231426093757,3.43682482265822,11.7739854507894,3.36829573162634,0.43971073342099,0.451930552160887,0.526801885429553,0.692384809808114,0.207771271142643,0.423183695411466,0.924619042851361,0.998128601042391,0.451930552160887,0.550231426093757,0.550231426093757,0.550231426093757,0.550231426093757,1.17676234627737,1998,0,1,1,1,1,0,2770,165,0,764439,1020368,2226273,4903645,7559200,3740590,11795051,2.38815796502833,3.1876970778048,6.95502400751075,15.3193111084355,23.6154404592677,11.6858504110927,36.8485189708601,2.388157,764439,5.575854,1784807,12.53088,4011080,27.85019,8914725,51.46563,16473925,68.21994,21836907,78.27343,25054985,88.31415,28268976,93.33124,29874925,0.01506625,0.049608297,0.162743872,0.62330235,2.436931,5.4842475,9.166148,17.581737,26.696072,0.255287718,0.4453978641,0.6941906,0.62817884397889,0.921612263706476,1.31702934341628,2.25823830456621,4.75449233852067,8.04814311920575,11.7243953100856,19.9574012644821,28.5830865370661
