"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","total_shortall_annual_1_00","income_gap_ratio_1_00","watts_index_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","total_shortall_annual_1_90","income_gap_ratio_1_90","watts_index_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","total_shortall_annual_3_20","income_gap_ratio_3_20","watts_index_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","total_shortall_annual_5_50","income_gap_ratio_5_50","watts_index_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","total_shortall_annual_10_00","income_gap_ratio_10_00","watts_index_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","total_shortall_annual_15_00","income_gap_ratio_15_00","watts_index_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","total_shortall_annual_20_00","income_gap_ratio_20_00","watts_index_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","total_shortall_annual_30_00","income_gap_ratio_30_00","watts_index_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","total_shortall_annual_40_00","income_gap_ratio_40_00","watts_index_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","total_shortall_annual_40_median","income_gap_ratio_40_median","watts_index_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","total_shortall_annual_50_median","income_gap_ratio_50_median","watts_index_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","total_shortall_annual_60_median","income_gap_ratio_60_median","watts_index_60_median","MeanPerMonth","MeanPerMonth_estimated","MedianPerMonth","MedianPerMonth_estimated","PPP","Population","share_decile_1","share_decile_2","share_decile_3","share_decile_4","share_decile_5","share_decile_6","share_decile_7","share_decile_8","share_decile_9","share_decile_10","threshold_decile_1","threshold_decile_2","threshold_decile_3","threshold_decile_4","threshold_decile_5","threshold_decile_6","threshold_decile_7","threshold_decile_8","threshold_decile_9","average_decile_1","average_decile_2","average_decile_3","average_decile_4","average_decile_5","average_decile_6","average_decile_7","average_decile_8","average_decile_9","average_decile_10","Gini","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var.Coeff","datayear","isinterpolated","usemicrodata","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","RowsWithIncreasingHeadcount","DataframeRowsForGpinter","LessThan33Rows","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_above_30_00","headcount_stacked_below_30_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_above_30_00","headcount_ratio_stacked_below_30_00","multi_headcount_ratio_1_00","multi_headcount_1_00","multi_headcount_ratio_1_90","multi_headcount_1_90","multi_headcount_ratio_3_20","multi_headcount_3_20","multi_headcount_ratio_5_50","multi_headcount_5_50","multi_headcount_ratio_10_00","multi_headcount_10_00","multi_headcount_ratio_15_00","multi_headcount_15_00","multi_headcount_ratio_20_00","multi_headcount_20_00","multi_headcount_ratio_30_00","multi_headcount_30_00","multi_headcount_ratio_40_00","multi_headcount_40_00","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Brazil",1990,"N","income",TRUE,"BRA:1990:N:i","BRA1990",8.087568,3.107626,12050737,11.3428349,37.9636101977801,0.03486894,21.50986,8.690874,32050385,60.27121119,40.2929038088545,0.1209324,38.30946,17.47395,57082330,204.095736,45.5538078932568,0.2710698,57.57257,30.56052,85784985,613.502439,53.0947678878852,0.526255,76.06641,47.50676,113341403,1733.99674,62.3830974936282,0.9239719,84.9163,58.71743,126528024,3214.7792925,68.8795075252454,1.24863,89.61197,65.92922,133524723,4812.83306,73.5481433152198,1.498021,94.19761,74.72557,140357475,8182.449915,79.208429222755,1.868612,96.43038,79.90563,143684374,11666.22198,82.8566348344978,2.140839,19.8944,7.886001,29643297,51.235348497,39.6921246203706,0.1079792,25.89345,10.8889,38582075,88.431479125,42.0975180895844,0.1571117,32.12667,13.92822,47869774,135.73746801,43.3067058529654,0.2086458,282.0791,282.0791,135.3407,135.227373911676,1.651221,149003223,0.007562,0.01569,0.0232,0.03145,0.04196,0.05526,0.07439,0.1044,0.1653,0.4808,412.225833638491,654.238215320838,915.072086825621,1239.05965936144,1622.72848694011,2157.75419241325,2923.68207711132,4288.06764686186,7460.75044236485,255.15118946341,530.393632321592,784.628763773687,1063.9097379611,1419.76333997367,1869.6620533617,2516.78105842651,3531.77082294895,5588.10908813668,16289.3223136327,0.6048727,0.605202751102373,NA,NA,0.745684,0.724751435924305,6.1840573410055,18.0986969606269,4.59765789681377,0.637975826388502,0.694380339389989,0.891683725414922,1.3616179430429,0.293549591003245,0.5155550303928,0.862310144145704,0.994698574141364,0.694380339389989,0.724751435924305,0.724751435924305,0.724751435924305,0.724751435924305,1.65022298071679,1990,0,1,1,1,1,0,8965,343,0,12050737,19999648,25031945,28702655,27556418,8645748,27016072,8.08756801186777,13.4222922144442,16.7995996972495,19.2631101677579,18.4938402305566,5.80238992548503,18.1311997526389,8.087568,12050737,21.50986,32050385,38.30946,57082330,57.57257,85784985,76.06641,113341403,84.9163,126528024,89.61197,133524723,94.19761,140357475,96.43038,143684374,0.03107626,0.165126606,0.5591664,1.6808286,4.750676,8.8076145,13.185844,22.417671,31.962252,0.1403708178,0.242278025,0.371883474,0.379636101977801,0.765565172368236,1.45772185258422,2.92021223383369,6.23830974936282,10.3319261287868,14.709628663044,23.7625287668265,33.1426539337991
"Brazil",1992,"N","income",TRUE,"BRA:1992:N:i","BRA1992",8.793314,4.037905,13564512,14.73835325,45.5708578580496,0.04573366,20.74994,9.076516,32008729,62.94563846,43.5055192579009,0.1281848,37.09638,17.29049,57224646,201.9529232,46.5378338650857,0.2710287,58.0381,30.32657,89529213,608.80589275,52.1566630301085,0.5219502,79.21687,48.32944,122199453,1764.02456,60.9902361314128,0.9289918,88.52925,60.37031,136564672,3305.2744725,68.1885250140553,1.265322,93.13385,68.03876,143667700,4966.82948,73.0568672175654,1.523516,97.0028,77.13863,149635918,8446.679985,79.4957517935481,1.904733,98.50924,82.32191,151959743,12018.99886,83.6287270406971,2.182774,19.4819,8.398571,30052658,54.8720636285,43.1490519193092,0.1169045,25.33593,11.18753,39083049,91.3467418265,44.1152812615113,0.1638424,31.30975,14.06317,48298226,137.8225817925,44.99142337868,0.2133962,224.5943,224.5943,136.1061,136.084782521309,1.651221,154259380,0.008152,0.01999,0.0299,0.04092,0.05336,0.06911,0.08913,0.1185,0.1741,0.3969,400.718540104077,667.630628819145,951.857725251932,1257.3453982451,1633.01739025571,2121.68034997897,2729.36356375893,3764.25522927217,5912.95019483488,218.874900569682,538.026920853744,805.00462460213,1102.00426917116,1437.26799128443,1861.36997399357,2400.51038039597,3191.93084198847,4683.73756310225,10712.5885340386,0.5317296,0.532203166668871,NA,NA,0.6664323,0.610740142715883,4.0213767199204,14.7558687783678,3.62087399075952,0.492168572233108,0.503153494299429,0.588095001850057,0.78044582267382,0.23094491714818,0.457051139323269,0.89547145848668,0.996347330241955,0.503153494299429,0.610740142715883,0.610740142715883,0.610740142715883,0.610740142715883,1.24935649249829,1992,0,1,1,1,1,0,8108,411,0,13564512,18444217,25215917,32304567,32670240,4623462,27436465,8.79331422179967,11.9566259115005,16.3464400025464,20.9417197190861,21.1787704579132,2.99719991095517,17.785929776199,8.793314,13564512,20.74994,32008729,37.09638,57224646,58.0381,89529213,79.21687,122199453,88.52925,136564672,93.13385,143667700,97.0028,149635918,98.50924,151959743,0.04037905,0.172453804,0.55329568,1.66796135,4.832944,9.0555465,13.607752,23.141589,32.928764,0.1503344209,0.2502650461,0.3775961145,0.455708578580496,0.826604865900117,1.48921068368274,2.86861646665597,6.09902361314128,10.2282787521083,14.6113734435131,23.8487255380644,33.4514908162788
"Brazil",1993,"N","income",TRUE,"BRA:1993:N:i","BRA1993",8.115397,3.706514,12728925,13.5287761,45.7354937463524,0.04327956,19.83236,8.508615,31106874,59.007245025,42.9907968444816,0.1213659,36.25943,16.49507,56872582,192.6624176,45.5924552294501,0.2591139,56.6266,29.38236,88818300,589.850877,51.9335767040777,0.5046977,77.08552,47.00066,120907927,1715.52409,60.9812060414769,0.9021148,85.84503,58.66626,134647138,3211.977735,68.3077664845964,1.229132,90.34267,66.06383,141701645,4822.65959,73.0874046819952,1.479712,94.53727,74.94386,148280836,8206.35267,79.3069521159912,1.850769,96.53925,80.11262,151420924,11696.44252,83.0188130780567,2.122697,19.07913,8.153466,29925439,54.758677656,42.7031573938236,0.1154773,25.24366,10.95135,39594448,91.93658325,43.4905483123195,0.1622957,30.83801,13.79814,48369134,139.00246236,44.8299785891786,0.2113367,282.5375,282.5375,139.9063,139.660058605371,1.651221,156849078,0.006941,0.01657,0.02467,0.03345,0.04377,0.05688,0.0738,0.1012,0.1581,0.4845,419.677352728364,694.448085512761,977.123129857186,1297.59036901253,1675.92070326445,2172.39108264417,2870.57334949666,4130.5013255494,7154.79236737281,233.174240687658,559.996687224115,834.22216231979,1131.50755438118,1481.46354780745,1924.17766131816,2497.98915963117,3425.16285466027,5347.9270396486,16468.8790923216,0.6011882,0.602246139216886,NA,NA,0.7609702,0.742352665933129,5.9693628781015,17.0483165719065,4.26917118061512,0.636779739149231,0.704160934941112,0.936045639907507,1.51326468154455,0.293046842312681,0.524007254747543,0.91925551340821,0.997723922596241,0.704160934941112,0.742352665933129,0.742352665933129,0.742352665933129,0.742352665933129,1.73969231851184,1993,0,1,1,1,1,0,8813,334,0,12728925,18377949,25765708,31945718,32089627,8568242,27372909,8.11539676376038,11.7169633601544,16.4270701036572,20.367169770676,20.4589197521454,5.46273023039383,17.4517500192127,8.115397,12728925,19.83236,31106874,36.25943,56872582,56.6266,88818300,77.08552,120907927,85.84503,134647138,90.34267,141701645,94.53727,148280836,96.53925,151420924,0.03706514,0.161663685,0.52784224,1.6160298,4.700066,8.799939,13.212766,22.483158,32.045048,0.1500237744,0.25188105,0.380828664,0.457354937463524,0.81682514004515,1.4589585673424,2.85634671872427,6.09812060414769,10.2461649726895,14.617480936399,23.7920856347974,33.2075252312227
"Brazil",1995,"N","income",TRUE,"BRA:1995:N:i","BRA1995",4.522823,2.310307,7327873,8.43262055,49.5021034318052,0.01642949,12.94312,5.29058,20970430,36.6901723,40.6390402314112,0.06095232,26.78613,11.15047,43398860,130.2374896,41.5059117612575,0.1543821,44.95107,21.67585,72829677,435.14268875,48.3894794002691,0.3399536,67.59301,37.99675,109514125,1386.881375,56.3897008152997,0.6724644,79.0943,49.9888,128148503,2736.8868,63.3564986362527,0.9658949,85.26041,58.11164,138138828,4242.14972,68.1096334505239,1.199262,91.17194,68.28588,147716682,7477.30386,75.0039462352209,1.552905,94.25663,74.44912,152714494,10869.57152,78.9930496608207,1.816577,19.01241,7.641635,30803887,68.167969181,40.6494327567973,0.09750438,25.64189,10.44574,41544964,116.477835305,41.1784150175333,0.1428909,30.93255,13.37018,50116885,178.905041562,43.4543190925424,0.1915706,378.7453,378.7453,185.8332,185.317654159928,1.651221,162019896,0.007551,0.01677,0.02465,0.03346,0.04409,0.05653,0.07475,0.1039,0.1629,0.4754,576.060780442274,937.237834913411,1305.41766039564,1737.37464638565,2223.81184991914,2927.43047813474,3945.49920660603,5651.19703321873,9866.18188591775,338.148303106275,758.782975130822,1115.25298430484,1515.7657898123,1998.57429756143,2559.25052846505,3384.23275167118,4704.9134533413,7369.50404321102,21705.0108733958,0.5956972,0.597524086205658,NA,NA,0.6984807,0.743465836802535,5.82223757522953,17.1269807299551,4.43660819879006,0.62525724912398,0.682500612819207,0.884804328256995,1.37228419407345,0.288194460338109,0.524536821201947,0.94097192096038,0.998493239344236,0.682500612819207,0.743465836802535,0.743465836802535,0.743465836802535,0.743465836802535,1.65667389312046,1995,0,1,1,1,1,0,7032,226,0,7327873,13642557,22428430,29430817,36684448,14303214,38202557,4.52282292540171,8.42029734422247,13.8430097498643,18.1649400639043,22.6419402219589,8.82806022786239,23.578929466786,4.522823,7327873,12.94312,20970430,26.78613,43398860,44.95107,72829677,67.59301,109514125,79.0943,128148503,85.26041,138138828,91.17194,147716682,94.25663,152714494,0.02310307,0.10052102,0.35681504,1.19217175,3.799675,7.49832,11.622328,20.485764,29.779648,0.1867615594,0.319117357,0.4901507988,0.495021034318052,0.772141764396813,1.32818917636024,2.6614213670148,5.63897008152997,9.5034747954379,13.6219266901048,22.5011838705663,31.5972198643283
"Brazil",1996,"N","income",TRUE,"BRA:1996:N:i","BRA1996",5.493192,2.88574,9042601,10.532951,52.572012412648,0.01824824,14.11621,6.099957,23237355,42.303201795,43.331460078801,0.06683972,27.23168,12.01637,44827345,140.3512016,44.2716260824649,0.1630541,45.45514,22.3074,74825837,447.821055,49.1834222467213,0.3481224,66.9503,38.19597,110210027,1394.152905,57.1233078323941,0.6763471,78.50314,49.90281,129227699,2732.1788475,63.5091146405632,0.9653763,84.82041,57.9086,139626853,4227.3278,68.3860958180726,1.195905,91.22628,68.08995,150171856,7455.849525,74.6766651523422,1.547019,94.20107,74.28104,155068797,10845.03184,78.7836637762178,1.809212,19.99211,8.665275,32909950,78.46969755375,42.9747007845133,0.1076101,26.50754,11.54742,43635304,130.743353466,43.6701923471824,0.1552106,31.66459,14.46095,52124566,196.456344035,45.6943160638095,0.2049897,380.7913,380.7913,188.6841,187.706775441555,1.651221,164614688,0.006598,0.01586,0.02386,0.03295,0.04374,0.05662,0.07572,0.1059,0.1652,0.4735,544.118906759521,896.576190072309,1285.18093087429,1732.14395689108,2252.48130529867,2947.75335450444,4016.26920687795,5856.08910048163,9828.92543192332,298.496380034482,722.209283840539,1086.60329619596,1503.20329404003,1994.94488205089,2581.37020402185,3454.93751068377,4827.6816993035,7522.83223836314,21702.6772114659,0.5988891,0.600036174753119,NA,NA,0.7265182,0.790718815713141,6.01096899387468,18.0639292438102,4.36359911569613,0.635945565204944,0.684320185412259,0.875991252921937,1.33558469443619,0.292696109983482,0.546481318266007,0.959545558409317,0.998886338190195,0.684320185412259,0.790718815713141,0.790718815713141,0.790718815713141,0.790718815713141,1.63437125184958,1996,0,1,1,1,1,0,7584,253,0,9042601,14194754,21589990,29998492,35384190,14442832,39961829,5.49319207773246,8.62301789254674,13.1154699877085,18.2234601082499,21.4951596542831,8.77372011906981,24.2759801604095,5.493192,9042601,14.11621,23237355,27.23168,44827345,45.45514,74825837,66.9503,110210027,78.50314,129227699,84.82041,139626853,91.22628,150171856,94.20107,155068797,0.0288574,0.115899183,0.38452384,1.226907,3.819597,7.4854215,11.58172,20.426985,29.712416,0.21498547275,0.3582009684,0.538236559,0.52572012412648,0.823297741497219,1.41669203463888,2.70508822356967,5.71233078323941,9.52636719608448,13.6772191636145,22.4029995457027,31.5134655104871
"Brazil",1997,"N","income",TRUE,"BRA:1997:N:i","BRA1997",5.319342,2.733098,8894421,9.9758077,51.3295011021247,0.02028835,13.9536,5.947875,23331681,41.248513125,42.8681248052015,0.06950216,27.50068,11.91937,45983623,139.2182416,43.1574117146239,0.1668508,45.52649,22.42839,76124407,450.24992925,49.3749542757805,0.3555016,67.13275,38.40937,112252027,1401.942005,57.297831209285,0.6871463,78.707,50.16893,131605219,2746.7489175,63.8665272487943,0.9786844,85.15628,58.19138,142388998,4247.97074,68.4091152154236,1.210876,91.35107,68.3758,152747247,7487.1501,74.7487426346556,1.564195,94.378,74.54017,157808548,10882.86482,78.9740649083386,1.827611,19.60996,8.406791,32789626,75.3004676661,42.5494124727374,0.1086972,26.50973,11.27309,44326665,126.238316438,42.8364120443658,0.1560918,31.5392,14.23354,52736394,191.236861701,45.1477349429852,0.2063206,376.3948,376.3948,186.6256,185.642582649233,1.651221,167209040,0.00685,0.01614,0.02404,0.03293,0.04382,0.05667,0.07579,0.1057,0.1641,0.4739,552.779245288738,902.229495095769,1278.63788313183,1702.76149152453,2227.71099179079,2942.60839522304,3963.05955175959,5693.81429706893,9745.62653316404,306.283638311516,726.078692507588,1081.29714907505,1482.83983263727,1974.30750727301,2552.76673296336,3418.85571170878,4758.33770278615,7388.21077575481,21478.3982569825,0.5979966,0.59930413094982,NA,NA,0.7185216,0.766560742570181,5.97202901781307,17.6302323508429,4.37472660011872,0.630117019945618,0.680316917594467,0.872597419370752,1.33490550882755,0.290243043796237,0.535391769038344,0.945130292807419,0.998419528216348,0.680316917594467,0.766560742570181,0.766560742570181,0.766560742570181,0.766560742570181,1.6339556351551,1997,0,1,1,1,1,0,7227,241,0,8894421,14437260,22651942,30140784,36127620,14461793,40495220,5.31934218389149,8.63425805207661,13.5470797511905,18.0258100877799,21.6062600443134,8.64893010569285,24.2183197750552,5.319342,8894421,13.9536,23331681,27.50068,45983623,45.52649,76124407,67.13275,112252027,78.707,131605219,85.15628,142388998,91.35107,152747247,94.378,157808548,0.02733098,0.113009625,0.38141984,1.23356145,3.840937,7.5253395,11.638276,20.51274,29.816068,0.20630265114,0.3458584012,0.5239366074,0.513295011021247,0.814494371298829,1.38103717486796,2.71562248516793,5.7297831209285,9.57997908731915,13.6818230430847,22.4246227903967,31.5896259633354
"Brazil",1998,"N","income",TRUE,"BRA:1998:N:i","BRA1998",4.628328,2.274377,7858218,8.30147605,49.747138167548,0.0135731,12.69,5.173191,21545748,35.876079585,40.6118394905361,0.0560318,25.31084,10.83978,42974073,126.6086304,42.9834801953723,0.1458446,44.50255,21.16056,75558766,424.798242,47.8498782902343,0.326355,67.06071,37.28025,113859194,1360.729125,55.7960418870856,0.6523552,78.84595,49.27671,133868793,2697.8998725,62.5890956891003,0.9423648,85.0523,57.45914,144406260,4194.51722,67.6461651502612,1.173988,91.17734,67.76666,154805675,7420.44927,74.4329592086788,1.526046,94.21503,74.02101,159963224,10807.06746,78.6118297478271,1.788887,19.16972,7.904206,32547357,73.4241455855,41.3386274420875,0.09824874,25.19597,10.75844,42779041,124.951749692,43.00324341697,0.1444978,31.36472,13.70339,53252668,190.966332023,43.639297130849,0.1937019,387.8665,387.8665,193.5513,192.897058730497,1.651221,169785250,0.007479,0.01669,0.02469,0.03348,0.04397,0.05653,0.0751,0.1039,0.1622,0.4759,588.936683570251,954.550416922285,1340.88150903918,1794.91300294109,2314.76470476596,2997.62707472803,4037.81179101537,5798.42229157819,9962.37750189413,344.068756070217,773.019354153594,1144.92756994529,1554.14221476218,2041.81575084963,2625.40190150734,3483.5920626874,4821.5999374947,7510.97076586,22244.4416866696,0.5960723,0.597663592012757,NA,NA,0.7044785,0.754486329996816,5.82901501958691,16.9158719091842,4.30384024837695,0.627228116215327,0.68515044778086,0.89057596868412,1.38586893936914,0.289025613746974,0.529747892897113,0.949731102863069,0.998712860921551,0.68515044778086,0.754486329996816,0.754486329996816,0.754486329996816,0.754486329996816,1.66485371091225,1998,0,1,1,1,1,0,7102,240,0,7858218,13687530,21428325,32584693,38300428,14979575,40946481,4.62832784355532,8.06167202392434,12.6208401495418,19.1917101161614,22.5581597930327,8.82265980113113,24.1166302726532,4.628328,7858218,12.69,21545748,25.31084,42974073,44.50255,75558766,67.06071,113859194,78.84595,133868793,85.0523,144406260,91.17734,154805675,94.21503,159963224,0.02274377,0.098290629,0.34687296,1.1638308,3.728025,7.3915065,11.491828,20.329998,29.608404,0.2011620427,0.3423335608,0.5231954302,0.49747138167548,0.771624950320186,1.37547136625191,2.63174330596289,5.57960418870856,9.38836435336504,13.5292330300522,22.3298877626036,31.4447318991308
"Brazil",1999,"N","income",TRUE,"BRA:1999:N:i","BRA1999",4.717307,2.32235,8128801,8.4765775,49.6507651343409,0.01580382,13.32769,5.357171,22966099,37.151980885,40.4483904969148,0.06087591,27.05211,11.33066,46615838,132.3421088,41.7578672892651,0.1559495,45.7648,22.05982,78861297,442.8508865,48.3253945577708,0.34493,68.71891,38.63793,118415515,1410.284445,56.2980020146369,0.6828071,79.99157,50.73801,137840414,2777.9060475,63.543226061506,0.9800426,85.97552,58.86571,148151877,4297.19683,68.4899379621668,1.215531,91.86882,69.00048,158307133,7555.55256,75.1101869245702,1.571635,94.67041,75.10395,163134796,10965.1767,79.329810682948,1.836595,19.11773,7.775585,32943419,69.44802620675,40.3983497806988,0.09833539,25.2365,10.66379,43487202,119.0649476765,42.5703389473204,0.1448876,31.30973,13.62645,53952512,182.533110975,43.3538722823817,0.1942696,363.7441,363.7441,186.0645,185.31926131906,1.651221,172318675,0.007809,0.01723,0.0253,0.03421,0.04501,0.0575,0.07545,0.1045,0.163,0.47,578.723990538478,924.06215713851,1284.5121741737,1717.16717000678,2223.83113582871,2860.82964217183,3809.83199404018,5482.86149380503,9425.3969794155,336.994595725891,749.587360088475,1100.7730469181,1490.13298635642,1960.51255974964,2502.49138691349,3284.69598878731,4550.39922416396,7084.45274388828,20589.2521074084,0.5899159,0.591350245453768,NA,NA,0.6861073,0.731218881433961,5.59872722045504,16.2865150460508,4.23836002093887,0.612064051454423,0.666224546100406,0.857614426690694,1.3125082507488,0.282618125534536,0.518678041996743,0.941744648850596,0.99849657707744,0.666224546100406,0.731218881433961,0.731218881433961,0.731218881433961,0.731218881433961,1.62019026706668,1999,0,1,1,1,1,0,7600,256,0,8128801,14837298,23649739,32245459,39554218,14011542,39891618,4.71730704753852,8.610383059178,13.7244201767452,18.7126897302338,22.9541098781081,8.13118021015424,23.1499098980421,4.717307,8128801,13.32769,22966099,27.05211,46615838,45.7648,78861297,68.71891,118415515,79.99157,137840414,85.97552,148151877,91.86882,158307133,94.67041,163134796,0.0232235,0.101786249,0.36258112,1.2132901,3.863793,7.6107015,11.773142,20.700144,30.04158,0.19026856495,0.3262053361,0.500090715,0.496507651343409,0.768519419441381,1.33625175325648,2.65789670067739,5.62980020146369,9.5314839092259,13.6979875924334,22.5330560773711,31.7319242731792
"Brazil",2001,"N","income",TRUE,"BRA:2001:N:i","BRA2001",4.240886,1.763689,7514683,6.43746485,40.9892556930384,0.02436496,11.53427,4.559704,20438271,31.62154724,39.5609230293526,0.06958316,23.31343,9.837549,41310478,114.90257232,42.1763544182046,0.1571317,41.10199,19.36978,72831104,388.8483335,47.1057081432425,0.3282266,63.70169,34.71512,112876881,1267.10188,54.4817957430636,0.6397795,76.63934,46.76344,135801886,2560.29834,61.0367508223648,0.9243736,83.501,55.16531,147960477,4027.06763,66.0568064014147,1.15443,90.43404,65.93659,160245550,7220.056605,72.9281037140227,1.507214,93.68582,72.49919,166007576,10584.88174,77.3646944792288,1.771507,19.61921,8.087554,34764466,82.2120082985,41.2073701145317,0.1275438,25.92682,11.0367,45941302,140.26873131,42.5747671354921,0.1777284,31.33186,13.96899,55518820,213.022906803,44.6016620325963,0.2293304,407.4622,407.4622,211.7948,211.281236556931,1.651221,177196054,0.007802,0.01697,0.02532,0.03469,0.04568,0.05961,0.07785,0.1068,0.1643,0.461,631.67194729358,1028.02005518083,1458.30771620934,1943.24801258051,2535.37483868317,3313.86074619692,4390.87614709483,6239.55964083904,10588.0313839441,378.953432693314,828.240558907919,1235.75609276685,1694.33420266685,2231.04453278345,2911.77730704954,3802.20090039072,5213.53896043308,8017.68965885955,22581.9283534487,0.5841333,0.584896651652269,NA,NA,0.6607206,0.653972948198338,5.45815244657323,16.7619148346049,4.17612071493274,0.594339836349894,0.645439481333386,0.821361039529572,1.23588227576444,0.275092428107921,0.480024169449959,0.742748051463405,0.984857725423671,0.645439481333386,0.653972948198338,0.653972948198338,0.653972948198338,0.653972948198338,1.57218464295034,2001,0,1,1,1,1,0,11161,246,0,7514683,12923588,20872207,31520626,40045777,16950504,47368669,4.24088619941841,7.29338363257231,11.7791601612077,17.7885597836169,22.5997002168005,9.56596019909112,26.7323498072931,4.240886,7514683,11.53427,20438271,23.31343,41310478,41.10199,72831104,63.70169,112876881,76.63934,135801886,83.501,147960477,90.43404,160245550,93.68582,166007576,0.01763689,0.086634376,0.314801568,1.0653379,3.471512,7.014516,11.033062,19.780977,28.999676,0.2252383789,0.384297894,0.5836244022,0.409892556930384,0.751657537557699,1.34964334138255,2.59081394787834,5.44817957430636,9.15551262335472,13.2113612802829,21.8784311142068,30.9458777916915
"Brazil",2002,"N","income",TRUE,"BRA:2002:N:i","BRA2002",3.436275,1.344483,6169403,4.90736295,38.4798312610598,0.01735141,10.24321,3.845546,18390405,26.66886151,37.6209400696701,0.05616612,22.29228,8.897701,40023007,103.92514768,39.8452144159133,0.1371452,40.25159,18.47175,72266706,370.82038125,45.8099927419318,0.3037456,63.19856,33.9622,113465127,1239.6203,53.7190825453181,0.6118841,76.39996,46.17124,137166593,2527.87539,60.4202012865042,0.8954376,83.21872,54.66853,149408826,3990.80269,65.6940778256746,1.124959,90.34548,65.58151,162204034,7181.175345,72.6128618486981,1.477528,93.48633,72.19795,167843038,10540.9007,77.2844244406193,1.741497,18.8647,7.323124,33869215,75.4036447346,38.6788123033994,0.1114708,25.34956,10.27441,45511971,132.2681308555,40.5735779685236,0.1600168,31.0106,13.25626,55675662,204.766796968,42.7297683133485,0.2108097,413.7318,413.7318,214.54,214.440951392099,1.651221,179537520,0.0086,0.01774,0.0258,0.03491,0.04586,0.05952,0.07748,0.106,0.1628,0.4613,681.401045292879,1071.08176788991,1496.87355521204,1988.83335393285,2573.29141670519,3357.24820723359,4417.79066391435,6278.23924186288,10615.5968170626,424.088862090149,879.604073138744,1278.86817455504,1731.51416616853,2274.30859914045,2952.37430690411,3842.24261724494,5255.12255611364,8064.29749806453,22945.3951465799,0.5811364,0.581848935095862,NA,NA,0.6430914,0.635863409084809,5.31872850584741,15.5790732790846,4.1252991200875,0.585920704570619,0.639551372888991,0.813676580406203,1.21751367702141,0.271503910282527,0.47052186532735,0.72508615318434,0.982810531265739,0.639551372888991,0.635863409084809,0.635863409084809,0.635863409084809,0.635863409084809,1.56045741820878,2002,0,1,1,1,1,0,11090,240,0,6169403,12221002,21632602,32243699,41198421,17333486,48738907,3.43627504713221,6.80693484013815,12.0490703001802,17.9593095638171,22.9469700817968,9.65452012481848,27.1469200421171,3.436275,6169403,10.24321,18390405,22.29228,40023007,40.25159,72266706,63.19856,113465127,76.39996,137166593,83.21872,149408826,90.34548,162204034,93.48633,167843038,0.01344483,0.073065374,0.284726432,1.01594625,3.39622,6.925686,10.933706,19.674453,28.87918,0.20658532804,0.3623784407,0.5610049232,0.384798312610598,0.714797861323732,1.27504686130923,2.51954960080625,5.37190825453181,9.06303019297563,13.1388155651349,21.7838585546094,30.9137697762477
