Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6
Albania,1996,14.91890076304446,,,,,
Albania,2002,,17.39734989481634,,,,
Albania,2005,,16.874400934175938,,,,
Albania,2008,,15.435310685155496,,,,
Albania,2012,,19.91815500612124,,,,
Albania,2014,,,19.115901611706573,,,
Albania,2015,,,19.18462706491854,,,
Albania,2016,,,18.71520550642904,,,
Albania,2017,,,21.057265987055622,,,
Albania,2018,,,,21.23741976067293,,
Albania,2019,,,,19.08248227295427,,
Algeria,1988,14.889062691177177,,,,,
Algeria,1995,,20.338336780201587,,,,
Algeria,2011,,,21.28500962443241,,,
Angola,2000,42.60510244500986,,,,,
Angola,2008,,26.76824328095051,,,,
Angola,2018,,,33.699516355347896,,,
Armenia,1999,,19.27350476450868,,,,
Armenia,2001,,17.830693067417318,,,,
Armenia,2002,,19.688731848840792,,,,
Armenia,2003,,16.812308297118232,,,,
Armenia,2004,,22.3697174862702,,,,
Armenia,2005,,22.83043272698076,,,,
Armenia,2006,,17.00801582071255,,,,
Armenia,2007,,18.0925357257648,,,,
Armenia,2008,,20.33077665960244,,,,
Armenia,2009,,17.369670363702273,,,,
Armenia,2010,,15.086536909093864,,,,
Armenia,2011,,16.55814227333266,,,,
Armenia,2012,,17.716073906495293,,,,
Armenia,2013,,23.261142443681823,,,,
Armenia,2014,,17.920641165370217,,,,
Armenia,2015,,17.76727869596613,,,,
Armenia,2016,,18.341265321805743,,,,
Armenia,2017,,17.039081876061935,,,,
Armenia,2018,,19.43356995629512,,,,
Armenia,2019,,,15.672853067661984,,,
Armenia,2020,,,12.733814345379882,,,
Azerbaijan,1995,30.26512073896629,,,,,
Azerbaijan,2001,,16.845879935243367,,,,
Azerbaijan,2002,,12.925401206409736,,,,
Azerbaijan,2003,,9.853211164896036,,,,
Azerbaijan,2004,,11.642564836128248,,,,
Azerbaijan,2005,,6.868578848228066,,,,
Bangladesh,1983,23.417890481395872,,,,,
Bangladesh,1985,16.596284249897693,,,,,
Bangladesh,1988,12.396825353603006,,,,,
Bangladesh,1991,,15.812448468123913,,,,
Bangladesh,1995,,13.188158792969782,,,,
Bangladesh,2000,,,14.53600990294783,,,
Bangladesh,2005,,,13.319234448576417,,,
Bangladesh,2010,,,12.168569356030137,,,
Bangladesh,2016,,,14.058344694581388,,,
Belarus,1998,,20.97816586021818,,,,
Belarus,1999,,25.13250485356463,,,,
Belarus,2000,,23.42690557796093,,,,
Belarus,2001,,23.63362121477644,,,,
Belarus,2002,,23.503378851122687,,,,
Belarus,2003,,23.045530972127366,,,,
Belarus,2004,,18.33983650714297,,,,
Belarus,2005,,22.05400776980931,,,,
Belarus,2006,,18.423873913526776,,,,
Belarus,2007,,21.40821754209365,,,,
Belarus,2008,,19.232423410523303,,,,
Belarus,2009,,19.7880806351298,,,,
Belarus,2010,,17.223146091839318,,,,
Belarus,2011,,16.539852356493448,,,,
Belarus,2012,,15.793912427469014,,,,
Belarus,2013,,16.314664720717996,,,,
Belarus,2014,,13.853031021279708,,,,
Belarus,2015,,16.37256767854108,,,,
Belarus,2016,,13.891727687376404,,,,
Belarus,2017,,16.40304976552352,,,,
Belarus,2018,,16.520779935306052,,,,
Belarus,2019,,13.486319036336322,,,,
Belarus,2020,,15.29375159504507,,,,
Belize,1995,,43.88219311121903,,,,
Benin,2003,19.901012385990203,,,,,
Benin,2011,,19.48235487283425,,,,
Benin,2015,,50.40203100554152,,,,
Benin,2018,,,17.698886475947848,,,
Bhutan,2003,12.498946240903852,,,,,
Bhutan,2007,,18.96982124314863,,,,
Bhutan,2012,,19.343713566655826,,,,
Bhutan,2017,,19.25408669132164,,,,
Bosnia and Herzegovina,2001,19.91498407015192,,,,,
Bosnia and Herzegovina,2004,21.377647517875413,,,,,
Bosnia and Herzegovina,2007,,22.2352399856197,,,,
Bosnia and Herzegovina,2011,,24.53228944314971,,,,
Botswana,1985,26.510562132649863,,,,,
Botswana,1993,27.61359211303766,,,,,
Botswana,2002,,31.91617092328616,,,,
Botswana,2009,,30.419320486606622,,,,
Botswana,2015,,25.785626200193096,,,,
Bulgaria,1989,21.98084728869322,,,,,
Bulgaria,1994,29.49085478590237,,,,,
Bulgaria,1995,,,,33.00346986238348,,
Bulgaria,1997,,,21.929991229667355,,,
Bulgaria,2001,,,,30.60116992137328,,
Bulgaria,2003,,,,,24.53786927692149,
Bulgaria,2007,,,,,24.708219275813555,
Burkina Faso,1994,20.59149672251196,,,,,
Burkina Faso,1998,,26.77953098664045,,,,
Burkina Faso,2003,,23.777500890826424,,,,
Burkina Faso,2009,,,20.1647600596779,,,
Burkina Faso,2014,,,,11.665471310930982,,
Burkina Faso,2018,,,,,16.370219463715873,
Burundi,1992,15.955040146268209,,,,,
Burundi,1998,,35.703441333826696,,,,
Burundi,2006,,9.146948889770114,,,,
Burundi,2013,,20.81855717049689,,,,
Cameroon,1996,15.5951476468362,,,,,
Cameroon,2001,,21.290655392832,,,,
Cameroon,2007,,13.75667671092046,,,,
Cameroon,2014,,27.927334962940314,,,,
Cape Verde,2001,27.344673956875624,,,,,
Cape Verde,2007,,23.75046572098277,,,,
Cape Verde,2015,,,22.611221241464413,,,
Central African Republic,1992,41.35785001453217,,,,,
Central African Republic,2008,,32.452314104430705,,,,
Chad,2003,27.10321376732381,,,,,
Chad,2011,30.65770656525207,,,,,
Chad,2018,,20.979018118999736,,,,
China,1990,,15.507730790518126,,,,
China,1993,,15.356830265937008,,,,
China,1996,,15.535689870839454,,,,
China,1999,,17.890914684052397,,,,
China,2002,,18.99741794217561,,,,
China,2005,,20.94490969056196,,,,
China,2008,,25.029426031089635,,,,
China,2010,,25.3066366324665,,,,
China,2011,,25.170785555201185,,,,
China,2012,,25.98394719711139,,,,
China,2013,,,21.3334028560488,,,
China,2014,,,21.998837019305483,,,
China,2015,,,20.56489931746566,,,
China,2016,,,20.384790051697664,,,
China,2017,,,20.226015665143446,,,
China,2018,,,19.51501985264471,,,
China,2019,,,16.78482796934517,,,
China - rural,1990,,15.607716565991405,,,,
China - rural,1993,,14.929790200041577,,,,
China - rural,1996,,13.254074677356195,,,,
China - rural,1999,,13.930050004585134,,,,
China - rural,2002,,14.003628345055596,,,,
China - rural,2005,,15.136327379105769,,,,
China - rural,2008,,16.497311786186835,,,,
China - rural,2010,,15.513094042840578,,,,
China - rural,2011,,18.03270159535389,,,,
China - rural,2012,,17.639254534341973,,,,
China - rural,2013,,,17.45536492688456,,,
China - rural,2014,,,18.776753590569108,,,
China - rural,2015,,,16.986673454505606,,,
China - rural,2016,,,17.766124818230107,,,
China - rural,2017,,,17.917657550294056,,,
China - rural,2018,,,18.36065656052165,,,
China - rural,2019,,,14.637077187322207,,,
China - urban,1990,,20.20741320224617,,,,
China - urban,1993,,20.47975397865244,,,,
China - urban,1996,,18.09001577938563,,,,
China - urban,1999,,19.745897475654026,,,,
China - urban,2002,,21.33624255479052,,,,
China - urban,2005,,22.407310975787603,,,,
China - urban,2008,,22.467780862189784,,,,
China - urban,2010,,21.0492555326108,,,,
China - urban,2011,,20.254237027029216,,,,
China - urban,2012,,20.2353692746122,,,,
China - urban,2013,,,21.842397057900666,,,
China - urban,2014,,,22.723836475641875,,,
China - urban,2015,,,21.46483812405976,,,
China - urban,2016,,,20.04622205138636,,,
China - urban,2017,,,20.193370861159107,,,
China - urban,2018,,,19.63384031176516,,,
China - urban,2019,,,18.51681484038631,,,
Comoros,2004,25.45196294850084,,,,,
Comoros,2014,,30.884841796469136,,,,
Congo,2005,21.516073611022343,,,,,
Congo,2011,29.94632706300494,,,,,
Cote d'Ivoire,1985,31.48916206688954,,,,,
Cote d'Ivoire,1986,21.037288097145936,,,,,
Cote d'Ivoire,1987,24.8954683550746,,,,,
Cote d'Ivoire,1988,20.017306460707182,,,,,
Cote d'Ivoire,1992,,26.31598020563477,,,,
Cote d'Ivoire,1995,,20.02647983589058,,,,
Cote d'Ivoire,1998,,21.2007598115859,,,,
Cote d'Ivoire,2002,,,27.09451716363131,,,
Cote d'Ivoire,2008,,,31.261161065960643,,,
Cote d'Ivoire,2015,,,29.14909958143926,,,
Cote d'Ivoire,2018,,,,18.57175001418673,,
Croatia,1998,,19.312188076014728,,,,
Croatia,1999,,,27.229520053186818,,,
Croatia,2000,,,19.764214114876665,,,
Croatia,2001,,,19.09922116311932,,,
Croatia,2004,,21.09619803623057,,,,
Croatia,2008,,18.87099314426194,,,,
Croatia,2009,,19.205263062331923,,,,
Croatia,2010,,19.004035562124923,,,,
Democratic Republic of Congo,2004,25.302831989286226,,,,,
Democratic Republic of Congo,2012,27.33370443348796,,,,,
Djibouti,2002,26.123828763338285,,,,,
Djibouti,2012,,44.20321709621035,,,,
Djibouti,2013,,,35.68364253303161,,,
Djibouti,2017,,,,31.10850091677841,,
Egypt,1990,13.35343067458155,,,,,
Egypt,1995,16.10900656682139,,,,,
Egypt,1999,,18.68206695741549,,,,
Egypt,2004,,,12.93223660049468,,,
Egypt,2008,,,14.132014542142638,,,
Egypt,2010,,,,12.542284822587677,,
Egypt,2012,,,,12.8676875490164,,
Egypt,2015,,,,12.674407819760864,,
Egypt,2017,,,,14.938212852238438,,
Estonia,1995,,19.125548575829928,,,,
Estonia,1998,,16.180685555317087,,,,
Estonia,2000,,,26.68541808209841,,,
Estonia,2001,,,24.726778773322547,,,
Estonia,2002,,,26.46304398655313,,,
Estonia,2003,,,26.043525440957776,,,
Estonia,2004,,,22.94451597127596,,,
Eswatini,1994,38.07016978313151,,,,,
Eswatini,2000,,21.27941785211128,,,,
Eswatini,2009,,30.534267778865352,,,,
Eswatini,2016,,27.978420008551407,,,,
Ethiopia,1995,,18.99763025387915,,,,
Ethiopia,1999,,14.52557007293422,,,,
Ethiopia,2004,,12.47885230806768,,,,
Ethiopia,2010,,20.01041081101998,,,,
Ethiopia,2015,,20.432738544422254,,,,
Ethiopia - rural,1981,22.574349653394663,,,,,
Fiji,2002,19.921048653378964,,,,,
Fiji,2008,19.50402556678787,,,,,
Fiji,2013,15.282434605077032,,,,,
Fiji,2019,,16.28885745300185,,,,
Gabon,2005,23.978721304241844,,,,,
Gabon,2017,,29.57532276019197,,,,
Gambia,1998,34.443220960721575,,,,,
Gambia,2003,,27.048391784642423,,,,
Gambia,2010,,,25.7287481300028,,,
Gambia,2015,,,,20.213380617664964,,
Georgia,1996,26.074198470857944,,,,,
Georgia,1997,,34.6507341200643,,,,
Georgia,1998,,,37.91634566112471,,,
Georgia,1999,,,34.62488770711817,,,
Georgia,2000,,,37.072554189255605,,,
Georgia,2001,,,35.77478795585553,,,
Georgia,2002,,,28.68360315491972,,,
Georgia,2003,,,31.056212357886587,,,
Georgia,2004,,,30.99184253539408,,,
Georgia,2005,,,30.500970998630105,,,
Georgia,2006,,,30.29553746286683,,,
Georgia,2007,,,28.46236871955901,,,
Georgia,2008,,,28.30282053260345,,,
Georgia,2009,,,29.058801707547588,,,
Georgia,2010,,,29.84764305925826,,,
Georgia,2011,,,31.492621819929468,,,
Georgia,2012,,,27.968409904686176,,,
Georgia,2013,,,26.602704239823503,,,
Georgia,2014,,,26.904854614866363,,,
Georgia,2015,,,24.235691968441664,,,
Georgia,2016,,,25.636978736229,,,
Georgia,2017,,,28.105172203684425,,,
Georgia,2018,,,27.982822932473272,,,
Georgia,2019,,,25.814423358055304,,,
Georgia,2020,,,25.4286254380212,,,
Ghana,1987,23.51285154657872,,,,,
Ghana,1988,22.388746625609304,,,,,
Ghana,1991,,24.44833463912244,,,,
Ghana,1998,,25.413767504144,,,,
Ghana,2005,,30.94860026653256,,,,
Ghana,2012,,28.58493639233222,,,,
Ghana,2016,,35.119878167645155,,,,
Guinea,1991,45.74956914788548,,,,,
Guinea,1994,,20.90484978361712,,,,
Guinea,2002,,,23.36826460248577,,,
Guinea,2007,,,,24.40343225191893,,
Guinea,2012,,,,23.596312733414035,,
Guinea,2018,,,,,18.72430821474169,
Guinea-Bissau,1993,,23.57565446884637,,,,
Guinea-Bissau,2002,,,25.689251956216697,,,
Guinea-Bissau,2010,,,,30.515276109898647,,
Guinea-Bissau,2018,,,,,14.556336284332886,
Haiti,2012,,27.08981517932339,,,,
Hungary,1998,,,,17.32541073983181,,
Hungary,1999,,,,15.015461229774209,,
Hungary,2000,,,,17.25545731551327,,
Hungary,2001,,,,16.18629391238445,,
Hungary,2002,,,,14.047991799785349,,
Hungary,2003,,,,19.495971454994272,,
Hungary,2004,,,,21.49200521874334,,
Hungary,2005,,,,18.99770903913447,,
Hungary,2006,,,,20.05171102347161,,
Hungary,2007,,,,22.09066840725537,,
India,1977,21.929976819346507,,,,,
India,1983,,17.515565157956097,,,,
India,1987,,,17.917305378630804,,,
India,1993,,,,17.520003617137004,,
India,2004,,,,15.831332307102883,,
India,2009,,,,14.079122825559024,,
India,2011,,,,14.472068935660804,,
India - rural,1977,23.074559734905293,,,,,
India - rural,1983,,17.899952586273855,,,,
India - rural,1987,,,19.38031510679213,,,
India - rural,1993,,,,17.94406026782709,,
India - rural,2004,,,,16.814503201713276,,
India - rural,2009,,,,14.595286454948326,,
India - rural,2011,,,,14.671764409065524,,
India - urban,1977,20.07123530492793,,,,,
India - urban,1983,,16.656745615274758,,,,
India - urban,1987,,,12.059993032120117,,,
India - urban,1993,,,,17.82740128376843,,
India - urban,2004,,,,15.544014718996738,,
India - urban,2009,,,,15.227629479597274,,
India - urban,2011,,,,14.360742107505006,,
Indonesia,1984,19.778487519166628,,,,,
Indonesia,1987,16.218279401684157,,,,,
Indonesia,1990,7.1336050104239765,,,,,
Indonesia,1993,,14.07757107028992,,,,
Indonesia,1996,,14.175351349251336,,,,
Indonesia,1998,,33.14921911382541,,,,
Indonesia,1999,,15.577218400889103,,,,
Indonesia,2000,,,14.524484309410878,,,
Indonesia,2001,,,13.088192458110836,,,
Indonesia,2002,,,11.368181294095882,,,
Indonesia,2003,,,12.996906380074416,,,
Indonesia,2004,,,12.626970345778044,,,
Indonesia,2005,,,,14.03908316694961,,
Indonesia,2006,,,,17.29168592869129,,
Indonesia,2007,,,,12.386955451679292,,
Indonesia,2008,,,,12.919178413995647,,
Indonesia,2009,,,,12.578514146647931,,
Indonesia,2010,,,,13.304299919641084,,
Indonesia,2011,,,,,13.245129073112322,
Indonesia,2012,,,,,12.45664188036387,
Indonesia,2013,,,,,13.019435895031473,
Indonesia,2014,,,,,12.811951630692295,
Indonesia,2015,,,,,,14.553981940726208
Indonesia,2016,,,,,,14.517848385106609
Indonesia,2017,,,,,,15.03138636488366
Indonesia,2018,,,,,,15.378357383205833
Indonesia,2019,,,,,,13.812332033417489
Indonesia,2020,,,,,,13.150018698561922
Indonesia,2021,,,,,,13.805589955521208
Indonesia - rural,1984,20.33955998343521,,,,,
Indonesia - rural,1987,17.02747053677179,,,,,
Indonesia - rural,1990,6.376540147696354,,,,,
Indonesia - rural,1993,,14.62066749878237,,,,
Indonesia - rural,1996,,13.855746056878154,,,,
Indonesia - rural,1998,,42.96658598886646,,,,
Indonesia - rural,1999,,17.085758371359518,,,,
Indonesia - rural,2000,,,15.23625701824118,,,
Indonesia - rural,2001,,,12.636825986439227,,,
Indonesia - rural,2002,,,9.55979833387612,,,
Indonesia - rural,2003,,,10.054995346177938,,,
Indonesia - rural,2004,,,12.48043670850423,,,
Indonesia - rural,2005,,,,9.829077105009866,,
Indonesia - rural,2006,,,,15.989513370966296,,
Indonesia - rural,2007,,,,10.527334959072675,,
Indonesia - rural,2008,,,,12.273067154440016,,
Indonesia - rural,2009,,,,12.486218186811158,,
Indonesia - rural,2010,,,,12.846212078124855,,
Indonesia - rural,2011,,,,,12.87538980745213,
Indonesia - rural,2012,,,,,10.8233721907885,
Indonesia - rural,2013,,,,,11.4489384108779,
Indonesia - rural,2014,,,,,10.479676714456453,
Indonesia - rural,2015,,,,,,13.300440486824684
Indonesia - rural,2016,,,,,,14.729062484775865
Indonesia - rural,2017,,,,,,13.604929332276042
Indonesia - rural,2018,,,,,,13.041234813749607
Indonesia - rural,2019,,,,,,12.077052394029716
Indonesia - rural,2020,,,,,,11.761997818443188
Indonesia - rural,2021,,,,,,12.211919656582356
Indonesia - urban,1984,20.15780338033727,,,,,
Indonesia - urban,1987,15.919581120144096,,,,,
Indonesia - urban,1990,11.401167273232614,,,,,
Indonesia - urban,1993,,13.69199747020966,,,,
Indonesia - urban,1996,,15.541191753816072,,,,
Indonesia - urban,1998,,22.052529230106224,,,,
Indonesia - urban,1999,,14.317005958258685,,,,
Indonesia - urban,2000,,,13.460694111648552,,,
Indonesia - urban,2001,,,13.69890961967696,,,
Indonesia - urban,2002,,,11.509000501824216,,,
Indonesia - urban,2003,,,15.431399624948122,,,
Indonesia - urban,2004,,,15.387479337652223,,,
Indonesia - urban,2005,,,,17.00293902364702,,
Indonesia - urban,2006,,,,17.73021862953371,,
Indonesia - urban,2007,,,,15.49479818074911,,
Indonesia - urban,2008,,,,14.221514295130092,,
Indonesia - urban,2009,,,,13.525621523913731,,
Indonesia - urban,2010,,,,14.132552056096154,,
Indonesia - urban,2011,,,,,14.656907975589494,
Indonesia - urban,2012,,,,,14.50623186627491,
