Country,Our World In Data Name
Afghanistan,Afghanistan
Albania,Albania
Antigua,Antigua and Barbuda
Argentina,Argentina
Armenia,Armenia
Aruba,Aruba
Australia,Australia
Austria,Austria
Azerbaijan,Azerbaijan
Bahamas,Bahamas
Bangladesh,Bangladesh
Belarus,Belarus
Belgium,Belgium
Bermuda,Bermuda
Bolivia,Bolivia
Botswana,Botswana
Brazil,Brazil
Brunei,Brunei
Bulgaria,Bulgaria
Cambodia,Cambodia
Cameroon,Cameroon
Canada,Canada
Cayman Islands,Cayman Islands
Chile,Chile
China,China
Colombia,Colombia
Congo,Congo
Cook Islands,Cook Islands
Costa Rica,Costa Rica
Croatia,Croatia
Cyprus,Cyprus
Czech Republic,Czechia
Czechoslovakia,Czechoslovakia
Denmark,Denmark
Dominican Republic,Dominican Republic
East-Germany,East Germany
Ecuador,Ecuador
Estonia,Estonia
Ethiopia,Ethiopia
Finland,Finland
France,France
French Guiana,French Guiana
Gambia,Gambia
Georgia,Georgia
Germany,Germany
Ghana,Ghana
Greece,Greece
Greenland,Greenland
Guadeloupe,Guadeloupe
Guam,Guam
Guatemala,Guatemala
Guernsey,Guernsey
Guinea-Bissau,Guinea-Bissau
Haiti,Haiti
Honduras,Honduras
Hong Kong,Hong Kong
Hungary,Hungary
Iceland,Iceland
India,India
Indonesia,Indonesia
Iran,Iran
Iraq,Iraq
Ireland,Ireland
Israel,Israel
Italy,Italy
Jamaica,Jamaica
Japan,Japan
Jordan,Jordan
Kazakhstan,Kazakhstan
Kenya,Kenya
Kiribati,Kiribati
Kuwait,Kuwait
Kyrgyzstan,Kyrgyzstan
Latvia,Latvia
Liechtenstein,Liechtenstein
Lithuania,Lithuania
Luxembourg,Luxembourg
Macau,Macao
Malawi,Malawi
Malaysia,Malaysia
Mali,Mali
Malta,Malta
Martinique,Martinique
Mauritius,Mauritius
Mayotte,Mayotte
Mexico,Mexico
Moldova,Moldova
Mongolia,Mongolia
Montenegro,Montenegro
Morocco,Morocco
Namibia,Namibia
Netherlands,Netherlands
New Zealand,New Zealand
Nicaragua,Nicaragua
Nigeria,Nigeria
Norway,Norway
Pakistan,Pakistan
Panama,Panama
Paraguay,Paraguay
Peru,Peru
Philippines,Philippines
Poland,Poland
Portugal,Portugal
Puerto Rico,Puerto Rico
Qatar,Qatar
Reunion,Reunion
Romania,Romania
Russia,Russia
Rwanda,Rwanda
Saint Helena,Saint Helena
Saint Pierre and Miquelon,Saint Pierre and Miquelon
Saudi Arabia,Saudi Arabia
Scotland,Scotland
Serbia,Serbia
Singapore,Singapore
Sint Maarten,Sint Maarten (Dutch part)
Slovakia,Slovakia
Slovenia,Slovenia
South Africa,South Africa
South Korea,South Korea
Spain,Spain
Sri Lanka,Sri Lanka
Sudan,Sudan
Swaziland,Eswatini
Sweden,Sweden
Switzerland,Switzerland
Taiwan,Taiwan
Tajikistan,Tajikistan
Thailand,Thailand
Timor-Leste,Timor
Tonga,Tonga
Tunisia,Tunisia
Turkey,Turkey
Turkmenistan,Turkmenistan
Uganda,Uganda
UK,United Kingdom
Ukraine,Ukraine
Uruguay,Uruguay
USA,United States
Uzbekistan,Uzbekistan
Vanuatu,Vanuatu
Venezuela,Venezuela
Vietnam,Vietnam
Yugoslavia,Yugoslavia
Zaire,Democratic Republic of Congo
Zambia,Zambia
Zimbabwe,Zimbabwe
