Country,Our World In Data Name
East Asia,East Asia
East. Europe and form. SU,Eastern Europe and former USSR
Latin America and Carib.,Latin America and Caribbean
MENA,Middle East and North Africa
South and South-East Asia,South and South-East Asia
Sub-Saharan Africa,Sub-Saharan Africa
W. Europe,Western Europe
W. Offshoots,Western Offshoots
World,World
